symbol,entry_ts,r,funding,year,tf,cb,ap,hb,am,exit_ts,overlap,date
BANDUSDT,1684915200000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685347200000,True,2023-05-24
BANDUSDT,1685520000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685952000000,True,2023-05-31
BANDUSDT,1685952000000,3.990168798863688,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
BANDUSDT,1691827200000,2.185859429648055,0.0001,2023,8h,15,20,15,2.0,1692259200000,True,2023-08-12
BANDUSDT,1692288000000,-0.2496096958212252,0.0001,2023,8h,15,20,15,2.0,1692720000000,True,2023-08-17
BANDUSDT,1695513600000,-1.0,0.0001,2023,8h,15,20,15,2.0,1695945600000,True,2023-09-24
BANDUSDT,1720080000000,0.96760101848642,0.0001,2024,8h,15,20,15,2.0,1720512000000,True,2024-07-04
BANDUSDT,1724774400000,0.6508110581182937,0.0001,2024,8h,15,20,15,2.0,1725206400000,True,2024-08-27
BANDUSDT,1743120000000,0.5625912197088092,0.0001,2025,8h,15,20,15,2.0,1743552000000,True,2025-03-28
BANDUSDT,1743609600000,0.8767507386852216,0.0001,2025,8h,15,20,15,2.0,1744041600000,True,2025-04-02
BANDUSDT,1749139200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1749571200000,True,2025-06-05
BANDUSDT,1750579200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1751011200000,True,2025-06-22
BANDUSDT,1761811200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1762243200000,False,2025-10-30
BANDUSDT,1765411200000,0.8630432344841203,0.0001,2025,8h,15,20,15,2.0,1765843200000,True,2025-12-11
BANDUSDT,1768780800000,0.5485747631707968,0.0001,2026,8h,15,20,15,2.0,1769212800000,True,2026-01-19
BANDUSDT,1769270400000,1.7454901214743566,0.0001,2026,8h,15,20,15,2.0,1769702400000,True,2026-01-24
BANDUSDT,1769846400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1770278400000,True,2026-01-31
BANDUSDT,1771430400000,1.2875860449075156,0.0001,2026,8h,15,20,15,2.0,1771862400000,True,2026-02-18
BANDUSDT,1774108800000,0.3069063699640835,0.0001,2026,8h,15,20,15,2.0,1774540800000,True,2026-03-21
BANDUSDT,1774598400000,-0.06492009067726,0.0001,2026,8h,15,20,15,2.0,1775030400000,True,2026-03-27
BANDUSDT,1777449600000,-0.1350801889532083,0.0001,2026,8h,15,20,15,2.0,1777881600000,True,2026-04-29
BANDUSDT,1778659200000,1.4584004006666824,0.0001,2026,8h,15,20,15,2.0,1779091200000,False,2026-05-13
BANDUSDT,1779811200000,-1.0,0.0001,2026,8h,15,20,15,2.0,1780243200000,True,2026-05-26
BATUSDT,1603728000000,2.1318797097829494,0.0001,2020,8h,15,20,15,2.0,1604160000000,True,2020-10-26
BATUSDT,1633968000000,-0.0300102711577808,0.0001,2021,8h,15,20,15,2.0,1634400000000,True,2021-10-11
BATUSDT,1635321600000,-1.0,0.00069018,2021,8h,15,20,15,2.0,1635753600000,True,2021-10-27
BATUSDT,1654876800000,1.2779515888509814,0.0001,2022,8h,15,20,15,2.0,1655308800000,True,2022-06-10
BATUSDT,1657555200000,-0.6077501146843169,0.0001,2022,8h,15,20,15,2.0,1657987200000,False,2022-07-11
BATUSDT,1660723200000,1.6399913513789497,0.0001,2022,8h,15,20,15,2.0,1661155200000,True,2022-08-17
BATUSDT,1661529600000,-0.1412522737099349,0.0001,2022,8h,15,20,15,2.0,1661961600000,True,2022-08-26
BATUSDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,True,2022-09-06
BATUSDT,1663516800000,-0.1514250702521359,0.0001,2022,8h,15,20,15,2.0,1663948800000,True,2022-09-18
BATUSDT,1665417600000,-1.0,0.0001,2022,8h,15,20,15,2.0,1665849600000,False,2022-10-10
BATUSDT,1666195200000,-0.061169557698994,0.0001,2022,8h,15,20,15,2.0,1666627200000,False,2022-10-19
BATUSDT,1669593600000,-1.0,0.0001,2022,8h,15,20,15,2.0,1670025600000,True,2022-11-28
BATUSDT,1670371200000,-0.2421325626510837,0.0001,2022,8h,15,20,15,2.0,1670803200000,True,2022-12-07
BATUSDT,1671177600000,1.407824570163908,0.0001,2022,8h,15,20,15,2.0,1671609600000,True,2022-12-16
BATUSDT,1683504000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1683936000000,True,2023-05-08
BATUSDT,1684656000000,0.1934232767289887,0.0001,2023,8h,15,20,15,2.0,1685088000000,True,2023-05-21
BATUSDT,1685520000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685952000000,True,2023-05-31
BATUSDT,1685952000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
BATUSDT,1693584000000,-0.3882610749307237,0.0001,2023,8h,15,20,15,2.0,1694016000000,True,2023-09-01
BATUSDT,1717776000000,0.2217192660253539,0.0001,2024,8h,15,20,15,2.0,1718208000000,True,2024-06-07
BATUSDT,1720051200000,0.9505840342207494,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
BATUSDT,1721865600000,-1.0,0.0001,2024,8h,15,20,15,2.0,1722297600000,False,2024-07-25
BATUSDT,1722470400000,3.28647912878428,0.0001,2024,8h,15,20,15,2.0,1722902400000,True,2024-08-01
BATUSDT,1724774400000,0.7842150207109884,0.0001,2024,8h,15,20,15,2.0,1725206400000,True,2024-08-27
BATUSDT,1729670400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730102400000,True,2024-10-23
BATUSDT,1729872000000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730304000000,True,2024-10-25
BATUSDT,1730534400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730966400000,True,2024-11-02
BATUSDT,1743120000000,0.6279003540107915,0.0001,2025,8h,15,20,15,2.0,1743552000000,True,2025-03-28
BATUSDT,1743609600000,1.1519692350575876,0.0001,2025,8h,15,20,15,2.0,1744041600000,True,2025-04-02
BATUSDT,1750579200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1751011200000,True,2025-06-22
BATUSDT,1758499200000,0.2236239196058049,0.0001,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
BATUSDT,1774108800000,-1.0,0.0001,2026,8h,15,20,15,2.0,1774540800000,False,2026-03-21
BATUSDT,1775980800000,-1.0,0.0001,2026,8h,15,20,15,2.0,1776412800000,True,2026-04-12
BCHUSDT,1590048000000,-0.1479846592211347,0.0001,2020,8h,15,20,15,2.0,1590480000000,True,2020-05-21
BCHUSDT,1591891200000,-0.0636298555550195,0.0001,2020,8h,15,20,15,2.0,1592323200000,True,2020-06-11
BCHUSDT,1593273600000,-0.2891966105981029,0.0001,2020,8h,15,20,15,2.0,1593705600000,True,2020-06-27
BCHUSDT,1594857600000,-0.1336573818371901,0.0001,2020,8h,15,20,15,2.0,1595289600000,True,2020-07-16
BCHUSDT,1626480000000,0.1516134782585824,0.0001,2021,8h,15,20,15,2.0,1626912000000,True,2021-07-17
BCHUSDT,1635292800000,-0.2335875041760022,0.00048191,2021,8h,15,20,15,2.0,1635724800000,True,2021-10-27
BCHUSDT,1640707200000,-0.3411586406616251,0.0001,2021,8h,15,20,15,2.0,1641139200000,True,2021-12-28
BCHUSDT,1641398400000,1.7547698027917822,0.0001,2022,8h,15,20,15,2.0,1641830400000,True,2022-01-05
BCHUSDT,1642550400000,3.060639438294533,0.0001,2022,8h,15,20,15,2.0,1642982400000,True,2022-01-19
BCHUSDT,1645113600000,0.9045817793557808,0.0001,2022,8h,15,20,15,2.0,1645545600000,True,2022-02-17
BCHUSDT,1651334400000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651766400000,True,2022-04-30
BCHUSDT,1667865600000,1.1467054236417884,0.0001,2022,8h,15,20,15,2.0,1668297600000,False,2022-11-08
BCHUSDT,1685952000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
BCHUSDT,1775088000000,0.3044652815588273,0.0001,2026,8h,15,20,15,2.0,1775520000000,True,2026-04-02
BELUSDT,1640707200000,-0.7147579925079511,0.0001,2021,8h,15,20,15,2.0,1641139200000,True,2021-12-28
BELUSDT,1641398400000,1.6161039016259322,0.0001,2022,8h,15,20,15,2.0,1641830400000,True,2022-01-05
BELUSDT,1642406400000,3.3732062785877144,0.0001,2022,8h,15,20,15,2.0,1642838400000,True,2022-01-17
BELUSDT,1644595200000,-0.0303509870710748,0.0001,2022,8h,15,20,15,2.0,1645027200000,True,2022-02-11
BELUSDT,1645315200000,-0.1826652912603967,0.0001,2022,8h,15,20,15,2.0,1645747200000,True,2022-02-20
BELUSDT,1647187200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1647619200000,True,2022-03-13
BELUSDT,1650240000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1650672000000,True,2022-04-18
BELUSDT,1650844800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651276800000,True,2022-04-25
BELUSDT,1650988800000,0.924385342405757,0.0001,2022,8h,15,20,15,2.0,1651420800000,True,2022-04-26
BELUSDT,1652227200000,1.1414629421316862,0.0001,2022,8h,15,20,15,2.0,1652659200000,True,2022-05-11
BELUSDT,1658332800000,0.4338097606611225,0.0001,2022,8h,15,20,15,2.0,1658764800000,True,2022-07-20
BELUSDT,1660838400000,0.2768851606868539,0.0001,2022,8h,15,20,15,2.0,1661270400000,False,2022-08-18
BELUSDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,True,2022-09-06
BELUSDT,1665417600000,0.8320903472608583,0.0001,2022,8h,15,20,15,2.0,1665849600000,True,2022-10-10
BELUSDT,1670371200000,-0.4106402332616459,0.0001,2022,8h,15,20,15,2.0,1670803200000,True,2022-12-07
BELUSDT,1670889600000,-1.0,0.0001,2022,8h,15,20,15,2.0,1671321600000,True,2022-12-13
BELUSDT,1671206400000,0.1881053079599305,0.0001,2022,8h,15,20,15,2.0,1671638400000,True,2022-12-16
BELUSDT,1692115200000,2.530747041647532,0.0001,2023,8h,15,20,15,2.0,1692547200000,True,2023-08-15
BELUSDT,1693468800000,-1.0,0.0001,2023,8h,15,20,15,2.0,1693900800000,True,2023-08-31
BELUSDT,1696838400000,0.2442539691924471,0.0001,2023,8h,15,20,15,2.0,1697270400000,True,2023-10-09
BELUSDT,1707062400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1707494400000,True,2024-02-04
BELUSDT,1720051200000,1.2029566950078348,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
BELUSDT,1722441600000,4.286839971363341,0.0001,2024,8h,15,20,15,2.0,1722873600000,True,2024-07-31
BELUSDT,1746288000000,-1.0,0.0001,2025,8h,15,20,15,2.0,1746720000000,True,2025-05-03
BELUSDT,1747267200000,0.0584086592333704,0.0001,2025,8h,15,20,15,2.0,1747699200000,True,2025-05-15
BELUSDT,1748131200000,-0.0397098187163857,0.0001,2025,8h,15,20,15,2.0,1748563200000,False,2025-05-25
BELUSDT,1748620800000,-0.7829914200715088,0.0001,2025,8h,15,20,15,2.0,1749052800000,True,2025-05-30
BELUSDT,1749139200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1749571200000,True,2025-06-05
BELUSDT,1749744000000,1.053616929274369,0.0001,2025,8h,15,20,15,2.0,1750176000000,True,2025-06-12
BELUSDT,1750579200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1751011200000,True,2025-06-22
BELUSDT,1756137600000,-1.0,0.0001,2025,8h,15,20,15,2.0,1756569600000,True,2025-08-25
BELUSDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,True,2025-09-15
BELUSDT,1758499200000,0.1216104876510416,0.0001,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
BELUSDT,1759968000000,-1.0,0.0001,2025,8h,15,20,15,2.0,1760400000000,True,2025-10-09
BELUSDT,1763683200000,-0.2896124417429759,0.0001,2025,8h,15,20,15,2.0,1764115200000,False,2025-11-21
BELUSDT,1765411200000,0.8120726817792226,0.0001,2025,8h,15,20,15,2.0,1765843200000,True,2025-12-11
BELUSDT,1768752000000,-1.0,0.0001,2026,8h,15,20,15,2.0,1769184000000,True,2026-01-18
BELUSDT,1769846400000,0.5496572370332398,0.0001,2026,8h,15,20,15,2.0,1770278400000,True,2026-01-31
BELUSDT,1773878400000,0.3267659045621394,0.0001,2026,8h,15,20,15,2.0,1774310400000,True,2026-03-19
BELUSDT,1779926400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1780358400000,True,2026-05-28
BICOUSDT,1722441600000,2.529133719744909,0.0001,2024,8h,15,20,15,2.0,1722873600000,True,2024-07-31
BICOUSDT,1724688000000,0.974215415335866,0.0001,2024,8h,15,20,15,2.0,1725120000000,True,2024-08-26
BICOUSDT,1725206400000,0.3270482062978038,0.0001,2024,8h,15,20,15,2.0,1725638400000,True,2024-09-01
BICOUSDT,1727769600000,0.8938422798533441,0.0001,2024,8h,15,20,15,2.0,1728201600000,False,2024-10-01
BICOUSDT,1728489600000,-1.0,0.0001,2024,8h,15,20,15,2.0,1728921600000,True,2024-10-09
BICOUSDT,1729238400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1729670400000,True,2024-10-18
BICOUSDT,1729872000000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730304000000,True,2024-10-25
BICOUSDT,1743206400000,-1.0,0.0001,2025,8h,15,20,15,2.0,1743638400000,True,2025-03-29
BICOUSDT,1743609600000,1.1914411930725426,0.0001,2025,8h,15,20,15,2.0,1744041600000,True,2025-04-02
BICOUSDT,1746259200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1746691200000,True,2025-05-03
BICOUSDT,1749772800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1750204800000,True,2025-06-13
BICOUSDT,1750521600000,-1.0,0.0001,2025,8h,15,20,15,2.0,1750953600000,True,2025-06-21
BICOUSDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,True,2025-09-15
BICOUSDT,1758499200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
BICOUSDT,1759824000000,3.8315482822393214,0.0001,2025,8h,15,20,15,2.0,1760256000000,True,2025-10-07
BICOUSDT,1761667200000,0.662202101121683,0.0001,2025,8h,15,20,15,2.0,1762099200000,True,2025-10-28
BICOUSDT,1762156800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1762588800000,True,2025-11-03
BICOUSDT,1764950400000,-0.1496056774779078,0.0001,2025,8h,15,20,15,2.0,1765382400000,True,2025-12-05
BICOUSDT,1765411200000,1.3074872076279882,0.0001,2025,8h,15,20,15,2.0,1765843200000,True,2025-12-11
BICOUSDT,1765987200000,-0.0970135948414298,0.0001,2025,8h,15,20,15,2.0,1766419200000,True,2025-12-17
BICOUSDT,1767139200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1767571200000,True,2025-12-31
BICOUSDT,1768147200000,0.586659064457729,0.0001,2026,8h,15,20,15,2.0,1768579200000,True,2026-01-11
BICOUSDT,1769356800000,0.4466456697717888,0.0001,2026,8h,15,20,15,2.0,1769788800000,True,2026-01-25
BICOUSDT,1769846400000,1.0945035456952068,0.0001,2026,8h,15,20,15,2.0,1770278400000,True,2026-01-31
BICOUSDT,1770307200000,0.080205354437427,0.0001,2026,8h,15,20,15,2.0,1770739200000,True,2026-02-05
BICOUSDT,1771401600000,1.185106234917272,0.0001,2026,8h,15,20,15,2.0,1771833600000,True,2026-02-18
BICOUSDT,1772236800000,-1.0,0.0001,2026,8h,15,20,15,2.0,1772668800000,True,2026-02-28
BICOUSDT,1774396800000,1.3944557547144512,0.0001,2026,8h,15,20,15,2.0,1774828800000,True,2026-03-25
BICOUSDT,1776182400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1776614400000,True,2026-04-14
BIGTIMEUSDT,1712937600000,0.8436503805806328,0.00014796,2024,8h,15,20,15,2.0,1713369600000,True,2024-04-12
BIGTIMEUSDT,1717747200000,2.489839707870501,0.00031247,2024,8h,15,20,15,2.0,1718179200000,True,2024-06-07
BLURUSDT,1691424000000,0.11760841235048,0.0001,2023,8h,15,20,15,2.0,1691856000000,True,2023-08-07
BLURUSDT,1692259200000,0.8353809538878327,0.0001,2023,8h,15,20,15,2.0,1692691200000,False,2023-08-17
BLURUSDT,1694304000000,0.4476470581472886,0.0001,2023,8h,15,20,15,2.0,1694736000000,True,2023-09-10
BLURUSDT,1696838400000,0.2806718611599204,0.0001,2023,8h,15,20,15,2.0,1697270400000,True,2023-10-09
BLURUSDT,1719590400000,0.3955447481638025,0.0001,2024,8h,15,20,15,2.0,1720022400000,True,2024-06-28
BLURUSDT,1720051200000,0.8277837452082802,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
BLURUSDT,1721836800000,-0.0722483498789128,0.0001,2024,8h,15,20,15,2.0,1722268800000,True,2024-07-24
BLURUSDT,1722499200000,1.9590948800969992,0.0001,2024,8h,15,20,15,2.0,1722931200000,True,2024-08-01
BLURUSDT,1724774400000,0.6930947921307627,0.0001,2024,8h,15,20,15,2.0,1725206400000,True,2024-08-27
BLURUSDT,1725235200000,-1.0,0.0001,2024,8h,15,20,15,2.0,1725667200000,True,2024-09-02
BLURUSDT,1756137600000,-1.0,0.0001,2025,8h,15,20,15,2.0,1756569600000,True,2025-08-25
BLURUSDT,1759824000000,3.976833659777842,0.0001,2025,8h,15,20,15,2.0,1760256000000,True,2025-10-07
BLURUSDT,1766073600000,-1.0,0.0001,2025,8h,15,20,15,2.0,1766505600000,True,2025-12-18
BNBUSDT,1591891200000,0.0191782000710818,0.00022627,2020,8h,15,20,15,2.0,1592323200000,True,2020-06-11
BNBUSDT,1685923200000,6.219430790031453,0.00016004,2023,8h,15,20,15,2.0,1686355200000,True,2023-06-05
BNTUSDT,1719993600000,2.4140837615064297,0.0001,2024,8h,15,20,15,2.0,1720425600000,True,2024-07-03
BNTUSDT,1722441600000,3.438821656382805,0.0001,2024,8h,15,20,15,2.0,1722873600000,True,2024-07-31
BNTUSDT,1724774400000,-1.0,0.0001,2024,8h,15,20,15,2.0,1725206400000,True,2024-08-27
BNTUSDT,1727769600000,0.636203036676004,0.0001,2024,8h,15,20,15,2.0,1728201600000,False,2024-10-01
BNTUSDT,1729872000000,-1.0,0.0001,2024,8h,15,20,15,2.0,1730304000000,True,2024-10-25
BNTUSDT,1730592000000,-1.0,0.0001,2024,8h,15,20,15,2.0,1731024000000,True,2024-11-03
BNTUSDT,1765699200000,1.0059242278596991,0.0001,2025,8h,15,20,15,2.0,1766131200000,True,2025-12-14
BNTUSDT,1766678400000,-1.0,0.0001,2025,8h,15,20,15,2.0,1767110400000,True,2025-12-25
BNTUSDT,1768780800000,1.1236376846321223,0.0001,2026,8h,15,20,15,2.0,1769212800000,True,2026-01-19
BNTUSDT,1769673600000,2.1690918400294,0.0001,2026,8h,15,20,15,2.0,1770105600000,True,2026-01-29
BNTUSDT,1771804800000,-1.0,0.0001,2026,8h,15,20,15,2.0,1772236800000,True,2026-02-23
BNTUSDT,1774108800000,0.1008696191519782,0.0001,2026,8h,15,20,15,2.0,1774540800000,True,2026-03-21
BNTUSDT,1774598400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1775030400000,True,2026-03-27
BNTUSDT,1777478400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1777910400000,True,2026-04-29
BNTUSDT,1780387200000,2.2866768109815925,0.0001,2026,8h,15,20,15,2.0,1780819200000,False,2026-06-02
BSVUSDT,1717776000000,0.7868785410753907,0.00010404,2024,8h,15,20,15,2.0,1718208000000,True,2024-06-07
BSVUSDT,1758499200000,0.7984910667072428,0.00012813,2025,8h,15,20,15,2.0,1758931200000,True,2025-09-22
BTCDOMUSDT,1641139200000,-1.0,0.00028474,2022,8h,15,20,15,2.0,1641571200000,True,2022-01-02
BTCDOMUSDT,1648656000000,1.385462589544405,0.0001,2022,8h,15,20,15,2.0,1649088000000,False,2022-03-30
BTCDOMUSDT,1666713600000,1.812344198820815,0.00016861,2022,8h,15,20,15,2.0,1667145600000,True,2022-10-25
BTCDOMUSDT,1673222400000,-1.0,0.0001,2023,8h,15,20,15,2.0,1673654400000,True,2023-01-09
BTCDOMUSDT,1684944000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685376000000,True,2023-05-24
BTCDOMUSDT,1685520000000,1.0681930475285462,0.0001,2023,8h,15,20,15,2.0,1685952000000,True,2023-05-31
BTCDOMUSDT,1757635200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758067200000,True,2025-09-12
BTCDOMUSDT,1767628800000,-0.6269419275829505,0.0001,2026,8h,15,20,15,2.0,1768060800000,True,2026-01-05
BTCUSDT,1640707200000,0.0748504758758821,0.0001,2021,8h,15,20,15,2.0,1641139200000,True,2021-12-28
BTCUSDT,1642694400000,1.7839906444703686,0.0001,2022,8h,15,20,15,2.0,1643126400000,True,2022-01-20
BTCUSDT,1649433600000,0.5141522825452096,0.0001,2022,8h,15,20,15,2.0,1649865600000,False,2022-04-08
BTCUSDT,1650240000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1650672000000,True,2022-04-18
BTCUSDT,1650988800000,-1.0,0.0001,2022,8h,15,20,15,2.0,1651420800000,False,2022-04-26
BTCUSDT,1651737600000,2.419053369595816,0.0001,2022,8h,15,20,15,2.0,1652169600000,True,2022-05-05
BTCUSDT,1660867200000,0.3088118102805717,0.0001,2022,8h,15,20,15,2.0,1661299200000,True,2022-08-19
BTCUSDT,1692201600000,5.33907412116768,0.0001,2023,8h,15,20,15,2.0,1692633600000,True,2023-08-16
BTCUSDT,1780358400000,4.086020752002957,0.0001,2026,8h,15,20,15,2.0,1780790400000,True,2026-06-02
C98USDT,1638576000000,-0.05560324535822,0.00020285,2021,8h,15,20,15,2.0,1639008000000,False,2021-12-04
C98USDT,1639411200000,0.0219374061145202,0.0001,2021,8h,15,20,15,2.0,1639843200000,True,2021-12-13
C98USDT,1639987200000,-1.0,0.0001,2021,8h,15,20,15,2.0,1640419200000,True,2021-12-20
C98USDT,1642435200000,3.1564802281452478,0.0001,2022,8h,15,20,15,2.0,1642867200000,True,2022-01-17
C98USDT,1645315200000,1.2798513102486508,0.0001,2022,8h,15,20,15,2.0,1645747200000,True,2022-02-20
C98USDT,1647187200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1647619200000,True,2022-03-13
C98USDT,1650787200000,0.3432832650493381,0.0001,2022,8h,15,20,15,2.0,1651219200000,True,2022-04-24
C98USDT,1651334400000,-0.0706569382478324,0.0001,2022,8h,15,20,15,2.0,1651766400000,True,2022-04-30
C98USDT,1656547200000,-0.7862481505911026,0.0001,2022,8h,15,20,15,2.0,1656979200000,True,2022-06-30
C98USDT,1660665600000,1.8454539934736507,0.0001,2022,8h,15,20,15,2.0,1661097600000,False,2022-08-16
C98USDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,True,2022-09-06
C98USDT,1665417600000,1.019259265912406,0.0001,2022,8h,15,20,15,2.0,1665849600000,True,2022-10-10
C98USDT,1666627200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1667059200000,True,2022-10-24
C98USDT,1667865600000,2.6944392500182297,0.0001,2022,8h,15,20,15,2.0,1668297600000,True,2022-11-08
C98USDT,1671177600000,1.7702130751974254,0.0001,2022,8h,15,20,15,2.0,1671609600000,True,2022-12-16
C98USDT,1671840000000,1.6125649236462505,0.0001,2022,8h,15,20,15,2.0,1672272000000,True,2022-12-24
C98USDT,1683475200000,1.7035987371896886,0.0001,2023,8h,15,20,15,2.0,1683907200000,True,2023-05-07
C98USDT,1684886400000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685318400000,True,2023-05-24
C98USDT,1685520000000,-1.0,0.0001,2023,8h,15,20,15,2.0,1685952000000,True,2023-05-31
C98USDT,1685952000000,3.761294931242379,0.0001,2023,8h,15,20,15,2.0,1686384000000,True,2023-06-05
C98USDT,1696838400000,0.2537294047148336,0.0001,2023,8h,15,20,15,2.0,1697270400000,True,2023-10-09
C98USDT,1720051200000,0.6412458615588762,0.0001,2024,8h,15,20,15,2.0,1720483200000,True,2024-07-04
C98USDT,1721692800000,0.7367878570991859,0.0001,2024,8h,15,20,15,2.0,1722124800000,True,2024-07-23
C98USDT,1722470400000,3.1928673724038528,0.0001,2024,8h,15,20,15,2.0,1722902400000,True,2024-08-01
C98USDT,1723737600000,-1.0,0.0001,2024,8h,15,20,15,2.0,1724169600000,True,2024-08-15
C98USDT,1724745600000,0.8208492921954251,0.0001,2024,8h,15,20,15,2.0,1725177600000,True,2024-08-27
C98USDT,1727712000000,1.0588994779420349,0.0001,2024,8h,15,20,15,2.0,1728144000000,False,2024-09-30
C98USDT,1730620800000,-1.0,0.0001,2024,8h,15,20,15,2.0,1731052800000,True,2024-11-03
C98USDT,1743120000000,0.4881821521572144,0.0001,2025,8h,15,20,15,2.0,1743552000000,True,2025-03-28
C98USDT,1743609600000,1.2243380938523594,0.0001,2025,8h,15,20,15,2.0,1744041600000,True,2025-04-02
C98USDT,1748563200000,0.3005843734041005,0.0001,2025,8h,15,20,15,2.0,1748995200000,True,2025-05-30
C98USDT,1750406400000,-0.407787021987845,0.0001,2025,8h,15,20,15,2.0,1750838400000,True,2025-06-20
C98USDT,1757923200000,-1.0,0.0001,2025,8h,15,20,15,2.0,1758355200000,False,2025-09-15
C98USDT,1762156800000,-1.0,0.0001,2025,8h,15,20,15,2.0,1762588800000,True,2025-11-03
C98USDT,1764518400000,0.043298704116757,0.0001,2025,8h,15,20,15,2.0,1764950400000,True,2025-11-30
C98USDT,1765728000000,0.9844873371385128,0.0001,2025,8h,15,20,15,2.0,1766160000000,True,2025-12-14
C98USDT,1768176000000,-1.0,0.0001,2026,8h,15,20,15,2.0,1768608000000,True,2026-01-12
C98USDT,1768780800000,0.2365773650545083,0.0001,2026,8h,15,20,15,2.0,1769212800000,True,2026-01-19
C98USDT,1769356800000,0.804571791287186,0.0001,2026,8h,15,20,15,2.0,1769788800000,True,2026-01-25
C98USDT,1775260800000,0.4769158798650582,0.0001,2026,8h,15,20,15,2.0,1775692800000,True,2026-04-04
C98USDT,1775836800000,1.2888094759941693,0.0001,2026,8h,15,20,15,2.0,1776268800000,True,2026-04-10
C98USDT,1778659200000,1.2546313635943078,0.0001,2026,8h,15,20,15,2.0,1779091200000,False,2026-05-13
C98USDT,1779494400000,-1.0,0.0001,2026,8h,15,20,15,2.0,1779926400000,False,2026-05-23
CELOUSDT,1644508800000,-0.0535778739811588,0.0001,2022,8h,15,20,15,2.0,1644940800000,True,2022-02-10
CELOUSDT,1645315200000,1.069600595426664,0.0001,2022,8h,15,20,15,2.0,1645747200000,True,2022-02-20
CELOUSDT,1650787200000,0.6526118370078289,0.0001,2022,8h,15,20,15,2.0,1651219200000,True,2022-04-24
CELOUSDT,1651248000000,0.6653740314086606,0.0001,2022,8h,15,20,15,2.0,1651680000000,True,2022-04-29
CELOUSDT,1652112000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1652544000000,True,2022-05-09
CELOUSDT,1654848000000,2.5775860054193065,0.0001,2022,8h,15,20,15,2.0,1655280000000,True,2022-06-10
CELOUSDT,1657497600000,-0.5504016257917137,0.0001,2022,8h,15,20,15,2.0,1657929600000,True,2022-07-11
CELOUSDT,1658707200000,-1.0,0.0001,2022,8h,15,20,15,2.0,1659139200000,True,2022-07-25
CELOUSDT,1660723200000,1.536035459221022,0.0001,2022,8h,15,20,15,2.0,1661155200000,True,2022-08-17
CELOUSDT,1661500800000,0.4703574579093275,0.0001,2022,8h,15,20,15,2.0,1661932800000,True,2022-08-26
CELOUSDT,1662480000000,-1.0,0.0001,2022,8h,15,20,15,2.0,1662912000000,True,2022-09-06
