tf,ob_thresh,hold_bars,atr_mult,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
4h,80,30,2.0,27,-0.21387848055327907,-5.774718974938535,0.25925925925925924,0.7112640512530732,0,0.0,,5,-5.0,-1.0,2,1.5677816327470997,0.7838908163735498,4,1.083066137371701,0.27076653434292525,7,-5.023562247689332,-0.7176517496699046,4,-4.0,-1.0,4,4.401848680648324,1.100462170162081,1,1.1961468219836737,1.1961468219836737,True,,False
1d,75,10,2.0,120,-0.2235831270535682,-26.829975246428184,0.3333333333333333,0.6428315228136093,0,0.0,,0,0.0,,0,0.0,,8,9.68753651345079,1.2109420641813486,77,-65.62005332652805,-0.8522084847601046,2,1.9120348926296806,0.9560174463148403,23,25.8888040856819,1.1256001776383435,10,1.3017025883374944,0.13017025883374944,True,,False
1d,75,15,3.0,110,-0.22435449861416346,-24.67899484755798,0.35454545454545455,0.6080164704153406,0,0.0,,0,0.0,,0,0.0,,8,5.618030714655005,0.7022538393318756,69,-54.72820503924538,-0.7931623918731214,2,2.4113296565924744,1.2056648282962372,23,21.946786358665676,0.9542081025506816,8,0.07306346177423984,0.00913293272177998,True,,False
8h,80,15,2.0,18,-0.22936406153889916,-4.128553107700185,0.2777777777777778,0.658844582427309,0,0.0,,0,0.0,,1,-1.0,-1.0,4,-0.11540420969281184,-0.02885105242320296,5,-2.3440726810045027,-0.4688145362009005,0,0.0,,5,0.1169969413639071,0.023399388272781423,3,-0.7860731583667779,-0.2620243861222593,False,,False
4h,75,10,2.0,185,-0.22988003490741662,-42.527806457872074,0.3675675675675676,0.5543644307711786,0,0.0,,13,-7.66775599472029,-0.5898273842092531,13,-0.42031200261645774,-0.03233169250895829,27,-2.573828025868983,-0.09532696392107345,57,-20.670875553806855,-0.36264693954047117,35,-16.88519424008838,-0.4824341211453823,23,-1.7726409906589506,-0.07707134741995438,17,7.462800349887845,0.4389882558757556,False,,False
4h,75,15,2.0,183,-0.2461407585797348,-45.04375882009147,0.34972677595628415,0.5998976837761232,0,0.0,,13,-7.608147818592616,-0.5852421398917397,13,-1.637623433907689,-0.12597103337751453,26,-5.208623655968722,-0.20033167907572008,56,-24.208283769229126,-0.43229078159337725,35,-19.589964338594292,-0.5597132668169797,23,-0.08572773276822909,-0.003727292729053439,17,13.294611928969195,0.7820359958217173,False,,False
8h,80,15,3.0,18,-0.24989093182356267,-4.498036772824128,0.3333333333333333,0.5641479206360978,0,0.0,,0,0.0,,1,-0.25231385578928933,-0.25231385578928933,4,-0.7436028064618754,-0.18590070161546884,5,-2.8960484540030036,-0.5792096908006007,0,0.0,,5,0.5846437823412254,0.11692875646824508,3,-1.1907154389111851,-0.39690514630372836,False,,False
1d,80,30,2.0,40,-0.25474272865074354,-10.189709146029742,0.225,0.6712997049667825,0,0.0,,0,0.0,,0,0.0,,3,4.952813146218283,1.6509377154060942,29,-27.79153019334603,-0.9583286273567597,1,-1.0,-1.0,4,7.689707377805426,1.9224268444513566,3,5.9593005232925815,1.986433507764194,True,,False
8h,80,20,2.0,18,-0.25817022606815726,-4.647064069226831,0.2777777777777778,0.6152957090368985,0,0.0,,0,0.0,,1,-1.0,-1.0,4,0.11678644545001449,0.02919661136250362,5,-2.420607136924464,-0.48412142738489283,0,0.0,,5,-0.3143848510589575,-0.0628769702117915,3,-1.0288585266934231,-0.34295284223114103,True,,False
1d,80,10,2.0,40,-0.2593471111096315,-10.37388444438526,0.325,0.5923262206749073,0,0.0,,0,0.0,,0,0.0,,3,4.703471268661861,1.5678237562206203,29,-22.404706078541636,-0.7725760716738496,1,0.30662000585634724,0.30662000585634724,4,5.010209195793774,1.2525522989484434,3,2.0105211638443934,0.6701737212814645,True,,False
4h,75,30,3.0,179,-0.2768954939160005,-49.56429341096409,0.3407821229050279,0.5426616523858627,0,0.0,,13,-11.726679335119444,-0.9020522565476495,12,0.7825645621612631,0.06521371351343859,26,-1.1111469630839008,-0.04273642165707311,54,-27.90437113170439,-0.5167476135500814,34,-16.851847574184028,-0.49564257571129494,23,2.562348563764999,0.1114064592941304,17,4.68483846720141,0.27557873336478883,False,,False
4h,75,20,3.0,179,-0.2805100311748467,-50.21129558029756,0.35195530726256985,0.4884582705748058,0,0.0,,13,-9.771731657494326,-0.751671665961102,12,-2.50875849031067,-0.20906320752588917,26,-0.9009598545212374,-0.03465230209697067,54,-25.373295315728424,-0.469875839180156,34,-13.49817673968822,-0.3970051982261241,23,-1.9911105693299544,-0.08657002475347628,17,3.8327370467752804,0.2254551203985459,False,,False
1d,75,20,3.0,110,-0.28488100495378804,-31.336910544916687,0.33636363636363636,0.5387903593220971,0,0.0,,0,0.0,,0,0.0,,8,6.993632024882485,0.8742040031103107,69,-59.649914330437674,-0.8644915120353286,2,1.8255111749691442,0.9127555874845721,23,18.26672478431658,0.7942054254050687,8,1.2271358013527798,0.15339197516909747,True,,False
4h,80,20,3.0,27,-0.2849829389279184,-7.694539351053797,0.37037037037037035,0.49184947702375864,0,0.0,,5,-2.5713903444186212,-0.5142780688837243,2,-0.5589682738544952,-0.2794841369272476,4,-0.1380901118798521,-0.034522527969963024,7,-5.690019761171215,-0.8128599658816021,4,-0.09477129629779568,-0.02369282407444892,4,0.42967343033127414,0.10741835758281854,1,0.9290270062369077,0.9290270062369077,False,,False
1d,80,15,3.0,40,-0.28717447354535225,-11.48697894181409,0.3,0.503125023470158,0,0.0,,0,0.0,,0,0.0,,3,3.593861466598599,1.197953822199533,29,-21.80184401098038,-0.7517877245165647,1,0.7473524657733209,0.7473524657733209,4,4.257135236419178,1.0642838091047946,3,1.7165159003751909,0.5721719667917303,True,,False
4h,80,30,3.0,27,-0.30384410258590117,-8.203790769819332,0.2962962962962963,0.5572179629328611,0,0.0,,5,-3.159480414340111,-0.6318960828680222,2,0.7118544218313998,0.3559272109156999,4,0.0553774249144664,0.0138443562286166,7,-5.349041498459554,-0.764148785494222,4,-3.52783103885353,-0.8819577597133825,4,2.267899120432216,0.566974780108054,1,0.7974312146557816,0.7974312146557816,True,,False
1d,80,20,2.0,40,-0.3059502347092127,-12.238009388368507,0.25,0.5785893752697803,0,0.0,,0,0.0,,0,0.0,,3,4.780317263054945,1.5934390876849818,29,-26.421303060672457,-0.9110794158852571,1,1.4357603448828973,1.4357603448828973,4,4.89234348711197,1.2230858717779924,3,3.074872577254138,1.0249575257513792,True,,False
4h,80,15,2.0,27,-0.30752774130899097,-8.303249015342756,0.2962962962962963,0.5407810358789993,0,0.0,,5,-2.893607113106663,-0.5787214226213326,2,-0.3305421501177104,-0.1652710750588552,4,0.8825819780358235,0.22064549450895588,7,-4.8234768938028765,-0.6890681276861252,4,-3.327823941300776,-0.831955985325194,4,0.25987484780829884,0.06496871195207471,1,1.9297442571411474,1.9297442571411474,True,,False
1d,75,30,2.0,117,-0.30759357113599134,-35.988447822910985,0.23076923076923078,0.5958554964489233,0,0.0,,0,0.0,,0,0.0,,8,13.688217234663245,1.7110271543329056,77,-75.79153019334603,-0.9843055869265719,2,-1.0484653550724026,-0.5242326775362013,23,26.14807672834143,1.136872901232236,7,1.0152537625027729,0.1450362517861104,True,,False
4h,80,10,2.0,27,-0.3157321424686102,-8.524767846652475,0.3333333333333333,0.4302413632803852,0,0.0,,5,-1.7557635887007477,-0.35115271774014956,2,-0.9131259091985267,-0.4565629545992633,4,-0.35073888727160907,-0.08768472181790227,7,-2.982556237779445,-0.4260794625399207,4,-3.2588083747111365,-0.8147020936777841,4,0.08512060012625122,0.021280150031562806,1,0.6511045508827384,0.6511045508827384,False,,False
4h,75,30,2.0,183,-0.31764674560453104,-58.12935444562918,0.2677595628415301,0.563368152788347,0,0.0,,13,-11.590019002679167,-0.8915399232830128,13,-3.672950552690851,-0.2825346578992962,26,-0.7518832479417312,-0.028918586459297353,56,-36.625059363288834,-0.6540189172015863,35,-22.195092348694498,-0.6341454956769856,23,6.678392368863777,0.2903648856027729,17,10.02725770080212,0.5898386882824777,False,,False
1d,80,15,2.0,40,-0.31870680820701136,-12.748272328280455,0.25,0.560455658668004,0,0.0,,0,0.0,,0,0.0,,3,3.373162239001293,1.124387413000431,29,-26.702939971133286,-0.9207910334873547,1,1.12102869865998,1.12102869865998,4,6.38570285462877,1.5964257136571924,3,3.0747738505627873,1.0249246168542625,True,,False
1d,80,30,3.0,40,-0.3288442157178767,-13.153768628715067,0.275,0.5464217714236184,0,0.0,,0,0.0,,0,0.0,,3,5.616320681939898,1.872106893979966,29,-26.536094578053635,-0.9150377440708151,1,-1.0,-1.0,4,5.126471585203617,1.2816178963009042,3,3.639533682195053,1.2131778940650177,True,,False
4h,75,20,2.0,183,-0.3419926186612824,-62.58464921501468,0.2677595628415301,0.4933812928015642,0,0.0,,13,-9.603030002664093,-0.7386946155895456,13,-4.989407601643661,-0.3838005847418201,26,-4.148265907157998,-0.15954868873684608,56,-31.734248343472725,-0.5666830061334415,35,-19.628501202624086,-0.5608143200749739,23,0.048478238323846234,0.0021077494923411404,17,7.470325604224051,0.4394309178955324,False,,False
4h,80,20,2.0,27,-0.34618961511223173,-9.347119608030257,0.2962962962962963,0.5080463364194603,0,0.0,,5,-3.3045530425241876,-0.6609106085048375,2,-0.3384524107817427,-0.16922620539087135,4,0.7928648321802239,0.19821620804505596,7,-5.535029641756823,-0.7907185202509748,4,-4.0,-1.0,4,1.6445101454969109,0.4111275363742277,1,1.393540509355363,1.393540509355363,True,,False
8h,80,30,3.0,18,-0.35668093171731696,-6.420256770911705,0.2777777777777778,0.46776721512897157,0,0.0,,0,0.0,,1,-1.0,-1.0,4,-1.6013194558283348,-0.4003298639570837,5,-1.9451658198459283,-0.38903316396918564,0,0.0,,5,-0.336219815859622,-0.06724396317192441,3,-1.5375516793778203,-0.5125172264592734,False,,False
1d,80,20,3.0,40,-0.3593704720385088,-14.374818881540353,0.275,0.4681541649872667,0,0.0,,0,0.0,,0,0.0,,3,5.305180111433249,1.7683933704777497,29,-25.615316599139604,-0.883286779280676,1,0.957173563255266,0.957173563255266,4,3.2615623247413126,0.8153905811853281,3,1.7165817181694245,0.5721939060564748,True,,False
8h,80,20,3.0,18,-0.3701559669760583,-6.662807405569049,0.2777777777777778,0.42650077949956045,0,0.0,,0,0.0,,1,-0.5647646927511561,-0.5647646927511561,4,-0.5888090363666578,-0.14720225909166446,5,-2.947071424616311,-0.5894142849232622,0,0.0,,5,-1.209589900705975,-0.24191798014119498,3,-1.352572351128949,-0.4508574503763163,False,,False
1d,75,30,3.0,108,-0.3778995142373139,-40.8131475376299,0.26851851851851855,0.46471523339758336,0,0.0,,0,0.0,,0,0.0,,8,8.458811489775496,1.057351436221937,69,-64.66749864204826,-0.9372101252470763,2,-1.032310236714935,-0.5161551183574675,23,16.837993130471315,0.7320866578465789,6,-0.41014327911351334,-0.06835721318558556,True,,False
