symbol,entry_ts,r,funding,year,tf,ob_thresh,hold_bars,atr_mult
ALGOUSDT,1625385600000,0.010730726034619657,0.0001,2021,4h,65,15,3.0
ALGOUSDT,1640275200000,-1.0,0.0001,2021,4h,65,15,3.0
ALGOUSDT,1640419200000,-1.0,0.0001,2021,4h,65,15,3.0
ALGOUSDT,1644048000000,-0.4894510854065251,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1644278400000,0.3547936094331532,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1644998400000,1.36781904054238,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1647532800000,-0.25930777654666975,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1647849600000,-1.0,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1653940800000,0.948354091858228,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1656028800000,-0.2370480665333606,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1657857600000,-0.3332912303754972,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1662249600000,0.4387093142159018,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1668816000000,1.6665847986428373,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1672488000000,-0.7072889507205633,0.0001,2022,4h,65,15,3.0
ALGOUSDT,1672747200000,-1.0,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1672819200000,0.14563937559966497,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1673092800000,-1.0,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1678824000000,0.37239628110169143,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1679083200000,0.27591342701449173,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1687305600000,-1.0,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1687579200000,-0.023309689230253935,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1689292800000,0.2641922072404392,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1691352000000,-1.0,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1691467200000,-1.0,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1693310400000,1.2848484826857556,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1694808000000,0.08308990234337509,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1697904000000,-1.0,0.0001,2023,4h,65,15,3.0
ALGOUSDT,1707336000000,-1.0,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1713916800000,-1.0,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1714910400000,0.6190510089370372,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1716264000000,0.998256235782488,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1719849600000,1.344684513573431,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1720915200000,-1.0,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1724097600000,-1.0,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1728936000000,1.0041076808126497,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1730894400000,-1.0,0.0001,2024,4h,65,15,3.0
ALGOUSDT,1739246400000,0.559417143156355,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1742803200000,-1.0,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1744459200000,0.13423550012066685,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1749542400000,2.0127283877858213,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1751184000000,-1.0,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1759320000000,-0.47254741988731036,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1766664000000,-0.42543488937924034,0.0001,2025,4h,65,15,3.0
ALGOUSDT,1767312000000,-1.0,0.0001,2026,4h,65,15,3.0
ALGOUSDT,1771099200000,0.8446671002777271,0.0001,2026,4h,65,15,3.0
ALGOUSDT,1773374400000,-1.0,0.0001,2026,4h,65,15,3.0
ALICEUSDT,1622116800000,1.1121457964163994,0.0001,2021,4h,65,15,3.0
ALICEUSDT,1623398400000,0.8748727323977793,0.0001,2021,4h,65,15,3.0
ALICEUSDT,1625371200000,-1.0,0.0001,2021,4h,65,15,3.0
ALICEUSDT,1632988800000,-1.0,0.0001,2021,4h,65,15,3.0
ALICEUSDT,1640174400000,-1.0,0.0001,2021,4h,65,15,3.0
ALICEUSDT,1640304000000,-0.024181588832582594,0.0001,2021,4h,65,15,3.0
ALICEUSDT,1643716800000,0.8582552856727966,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1644048000000,-1.0,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1644120000000,-1.0,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1647460800000,-0.2656433066255069,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1647691200000,0.5472030793503807,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1650196800000,0.27258878773311085,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1653912000000,0.7798041927747335,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1657195200000,0.3094412164507895,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1658145600000,-1.0,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1662696000000,-0.3806235443323613,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1662969600000,1.4812685291871541,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1664841600000,0.23472495429753912,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1666771200000,-1.0,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1669809600000,-0.27359494978286614,0.0001,2022,4h,65,15,3.0
ALICEUSDT,1672689600000,-1.0,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1678809600000,0.3641219252066757,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1684281600000,0.2270166948066832,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1684800000000,0.8732756737320486,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1687305600000,-1.0,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1687406400000,-0.056614134120213044,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1687636800000,-0.3280132814248036,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1691942400000,-1.0,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1696147200000,0.9908810430875225,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1697356800000,-1.0,0.0001,2023,4h,65,15,3.0
ALICEUSDT,1706400000000,-0.1280381516566563,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1707278400000,-1.0,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1713628800000,0.1514063328263423,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1715947200000,0.8104195317235238,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1716220800000,-0.5476596730944009,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1720987200000,-1.0,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1721059200000,-1.0,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1730865600000,-0.4201336014882618,0.0001,2024,4h,65,15,3.0
ALICEUSDT,1735905600000,-0.4312238050725581,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1737100800000,0.2450251408207474,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1739246400000,0.0777731164407082,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1749499200000,-1.0,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1751227200000,0.8042139867376055,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1754352000000,0.19704230609200657,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1762603200000,-1.0,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1764820800000,0.6568155341349019,0.0001,2025,4h,65,15,3.0
ALICEUSDT,1767398400000,0.0616043573521416,0.0001,2026,4h,65,15,3.0
ALICEUSDT,1767643200000,0.7731825734607625,0.0001,2026,4h,65,15,3.0
ALICEUSDT,1772164800000,-1.0,0.0001,2026,4h,65,15,3.0
ALTUSDT,1735963200000,-0.2211682280067748,0.00011457,2025,4h,65,15,3.0
ANKRUSDT,1640145600000,-1.0,0.0001,2021,4h,65,15,3.0
ANKRUSDT,1643270400000,0.26849204497909446,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1643572800000,0.09028270679349981,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1653940800000,0.338668639400574,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1655697600000,0.2696326064697102,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1657238400000,0.2837482703365061,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1658145600000,-1.0,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1669248000000,-1.0,0.0001,2022,4h,65,15,3.0
ANKRUSDT,1672790400000,0.5878955558061824,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1684137600000,0.49757133840105516,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1685275200000,-1.0,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1687276800000,-1.0,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1687377600000,-1.0,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1694736000000,-0.08037308206880889,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1695211200000,0.052886810869254584,0.0001,2023,4h,65,15,3.0
ANKRUSDT,1706385600000,0.20598728454602627,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1706976000000,0.7287797736851156,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1717603200000,1.7759585584856077,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1719331200000,0.3128558720636759,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1720900800000,-1.0,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1721088000000,-1.0,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1724270400000,-1.0,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1725868800000,-0.10016762702481098,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1730851200000,-0.6254865608824439,0.0001,2024,4h,65,15,3.0
ANKRUSDT,1740931200000,1.7310794237112654,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1749542400000,1.0807607895130928,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1751472000000,0.44245856438217335,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1752076800000,-1.0,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1757376000000,-0.30784641435338794,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1759363200000,0.3210252223817042,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1762545600000,0.018676396472737836,0.0001,2025,4h,65,15,3.0
ANKRUSDT,1767369600000,-0.7441637901551986,0.0001,2026,4h,65,15,3.0
ANKRUSDT,1770091200000,1.5572992702739359,0.0001,2026,4h,65,15,3.0
ANKRUSDT,1771084800000,0.7003583491716933,0.0001,2026,4h,65,15,3.0
ANKRUSDT,1773633600000,-1.0,0.0001,2026,4h,65,15,3.0
APEUSDT,1658044800000,-1.0,0.0001,2022,4h,65,15,3.0
APEUSDT,1662739200000,-1.0,0.0001,2022,4h,65,15,3.0
APEUSDT,1668888000000,1.0648620192394764,0.0001,2022,4h,65,15,3.0
APEUSDT,1669478400000,-1.0,0.0001,2022,4h,65,15,3.0
APEUSDT,1689292800000,-1.0,0.0001,2023,4h,65,15,3.0
APEUSDT,1695916800000,-1.0,0.0001,2023,4h,65,15,3.0
APEUSDT,1696161600000,1.3722687053328384,0.0001,2023,4h,65,15,3.0
APEUSDT,1697529600000,1.051240025074968,0.0001,2023,4h,65,15,3.0
APEUSDT,1714968000000,0.9205540653476195,0.0001,2024,4h,65,15,3.0
APEUSDT,1721001600000,-1.0,0.0001,2024,4h,65,15,3.0
APEUSDT,1721131200000,0.10346354799459417,0.0001,2024,4h,65,15,3.0
APEUSDT,1724385600000,-1.0,0.0001,2024,4h,65,15,3.0
APEUSDT,1737144000000,1.4778718564456046,0.0001,2025,4h,65,15,3.0
APEUSDT,1742875200000,0.29563242623019004,0.0001,2025,4h,65,15,3.0
APEUSDT,1745136000000,-1.0,0.0001,2025,4h,65,15,3.0
APEUSDT,1754625600000,-1.0,0.0001,2025,4h,65,15,3.0
APEUSDT,1759305600000,-1.0,0.0001,2025,4h,65,15,3.0
APEUSDT,1762531200000,0.30571909201367387,0.0001,2025,4h,65,15,3.0
APEUSDT,1766908800000,0.9144025054697362,0.0001,2025,4h,65,15,3.0
APEUSDT,1767297600000,-0.39148461847308536,0.0001,2026,4h,65,15,3.0
APEUSDT,1767528000000,-1.0,0.0001,2026,4h,65,15,3.0
APEUSDT,1771084800000,0.6266293316724137,0.0001,2026,4h,65,15,3.0
API3USDT,1650412800000,-1.0,0.0001,2022,4h,65,15,3.0
API3USDT,1653940800000,0.8007081039257463,0.0001,2022,4h,65,15,3.0
API3USDT,1666065600000,0.3850719810765592,0.0001,2022,4h,65,15,3.0
API3USDT,1673049600000,-1.0,0.0001,2023,4h,65,15,3.0
API3USDT,1678737600000,0.2047586143590996,0.0001,2023,4h,65,15,3.0
API3USDT,1685304000000,0.3766323856496687,0.0001,2023,4h,65,15,3.0
API3USDT,1687305600000,-0.24375439177601116,0.0001,2023,4h,65,15,3.0
API3USDT,1687536000000,0.21892889333991516,0.0001,2023,4h,65,15,3.0
APTUSDT,1678680000000,-1.0,0.0001,2023,4h,65,15,3.0
APTUSDT,1681185600000,-1.0,0.0001,2023,4h,65,15,3.0
APTUSDT,1685246400000,-0.0979348733207199,0.0001,2023,4h,65,15,3.0
APTUSDT,1686988800000,-0.27368277567390886,0.0001,2023,4h,65,15,3.0
APTUSDT,1687305600000,-0.2430623726820536,0.0001,2023,4h,65,15,3.0
APTUSDT,1716220800000,-0.1629923174674686,0.0001,2024,4h,65,15,3.0
APTUSDT,1720915200000,-1.0,0.0001,2024,4h,65,15,3.0
APTUSDT,1725897600000,0.3504441803135311,0.0001,2024,4h,65,15,3.0
APTUSDT,1735905600000,-0.47972691728402334,0.0001,2025,4h,65,15,3.0
APTUSDT,1736164800000,1.7011982697465782,0.0001,2025,4h,65,15,3.0
APTUSDT,1742630400000,-0.3994727130280779,0.0001,2025,4h,65,15,3.0
APTUSDT,1749556800000,1.1406709265858006,0.0001,2025,4h,65,15,3.0
APTUSDT,1750766400000,-0.3721998069967284,0.0001,2025,4h,65,15,3.0
APTUSDT,1757332800000,-0.2536519423532419,0.0001,2025,4h,65,15,3.0
APTUSDT,1772035200000,1.2864961714274301,0.0001,2026,4h,65,15,3.0
APTUSDT,1773662400000,-0.009493434116125455,0.0001,2026,4h,65,15,3.0
ARBUSDT,1685232000000,-1.0,0.0001,2023,4h,65,15,3.0
ARBUSDT,1695139200000,0.29024825514850433,0.0001,2023,4h,65,15,3.0
ARBUSDT,1697860800000,-1.0,0.0001,2023,4h,65,15,3.0
ARBUSDT,1715947200000,1.2013870995191747,0.0001,2024,4h,65,15,3.0
ARBUSDT,1719316800000,0.35311101807949913,0.0001,2024,4h,65,15,3.0
ARBUSDT,1721001600000,-1.0,0.0001,2024,4h,65,15,3.0
ARBUSDT,1724428800000,-1.0,0.0001,2024,4h,65,15,3.0
ARBUSDT,1725897600000,0.09697169815980194,0.0001,2024,4h,65,15,3.0
ARBUSDT,1730865600000,-1.0,0.0001,2024,4h,65,15,3.0
ARBUSDT,1735905600000,-1.0,0.0001,2025,4h,65,15,3.0
ARBUSDT,1736971200000,0.4031900215083909,0.0001,2025,4h,65,15,3.0
ARBUSDT,1742385600000,0.8752964344440722,0.0001,2025,4h,65,15,3.0
ARBUSDT,1742817600000,0.34797085742426753,0.0001,2025,4h,65,15,3.0
ARBUSDT,1745078400000,0.18645428546933407,0.0001,2025,4h,65,15,3.0
ARBUSDT,1750780800000,0.4426887443215075,0.0001,2025,4h,65,15,3.0
ARBUSDT,1759363200000,0.30585749074093777,0.0001,2025,4h,65,15,3.0
ARBUSDT,1761508800000,0.8613460851758012,0.0001,2025,4h,65,15,3.0
ARBUSDT,1762531200000,0.0028125990187655224,0.0001,2025,4h,65,15,3.0
ARBUSDT,1764792000000,1.0761303072227302,0.0001,2025,4h,65,15,3.0
ARBUSDT,1765281600000,0.5423657794009711,0.0001,2025,4h,65,15,3.0
ARBUSDT,1767297600000,-1.0,0.0001,2026,4h,65,15,3.0
ARBUSDT,1771070400000,0.4805941672286849,0.0001,2026,4h,65,15,3.0
ARBUSDT,1772164800000,0.6542659260889838,0.0001,2026,4h,65,15,3.0
ARBUSDT,1773403200000,0.13591779239277169,0.0001,2026,4h,65,15,3.0
ARBUSDT,1775476800000,-1.0,0.0001,2026,4h,65,15,3.0
ARCUSDT,1751486400000,0.4636390649649435,0.00020488,2025,4h,65,15,3.0
ARCUSDT,1754784000000,-1.0,0.00041738,2025,4h,65,15,3.0
ARCUSDT,1773518400000,0.9921538743400894,0.00014559,2026,4h,65,15,3.0
ARCUSDT,1773979200000,-0.22354275448087751,0.00024587,2026,4h,65,15,3.0
ARKMUSDT,1694851200000,0.2042767338740994,0.0001,2023,4h,65,15,3.0
ARKMUSDT,1698105600000,-1.0,0.0001,2023,4h,65,15,3.0
ARKMUSDT,1719302400000,0.4799494848181724,0.0001,2024,4h,65,15,3.0
ARKMUSDT,1721059200000,-1.0,0.0001,2024,4h,65,15,3.0
ARKMUSDT,1725868800000,-0.030720996841410327,0.0001,2024,4h,65,15,3.0
ARKMUSDT,1735790400000,-0.1356460808749965,0.0001,2025,4h,65,15,3.0
ARKMUSDT,1736107200000,2.09721045563261,0.0001,2025,4h,65,15,3.0
ARKMUSDT,1740931200000,2.0017255898710444,0.0001,2025,4h,65,15,3.0
ARKMUSDT,1745020800000,-1.0,0.0001,2025,4h,65,15,3.0
ARKMUSDT,1749542400000,1.6365450086603184,0.0001,2025,4h,65,15,3.0
ARKMUSDT,1751227200000,0.862420220223661,0.0001,2025,4h,65,15,3.0
ARKMUSDT,1767312000000,-1.0,0.0001,2026,4h,65,15,3.0
ARKMUSDT,1772035200000,1.3380827363753571,0.0001,2026,4h,65,15,3.0
ARKMUSDT,1773331200000,-1.0,0.0001,2026,4h,65,15,3.0
ARKMUSDT,1773388800000,-0.24974779472102082,0.0001,2026,4h,65,15,3.0
ARKMUSDT,1775044800000,1.0249756728385973,0.0001,2026,4h,65,15,3.0
ARKUSDT,1703304000000,0.0520798444613748,0.00064105,2023,4h,65,15,3.0
ARKUSDT,1704931200000,0.46333877442315685,0.0001,2024,4h,65,15,3.0
ARKUSDT,1706126400000,-1.0,0.0001,2024,4h,65,15,3.0
ARKUSDT,1713744000000,-0.5122020925411608,0.0001,2024,4h,65,15,3.0
ARKUSDT,1714838400000,0.16908990729528459,0.0001,2024,4h,65,15,3.0
ARKUSDT,1721073600000,-1.0,0.0001,2024,4h,65,15,3.0
ARKUSDT,1721275200000,-1.0,0.0001,2024,4h,65,15,3.0
ARKUSDT,1722038400000,0.3274182067113481,0.0001,2024,4h,65,15,3.0
ARKUSDT,1723190400000,0.2929305389005,0.0001,2024,4h,65,15,3.0
ARKUSDT,1724299200000,-1.0,0.0001,2024,4h,65,15,3.0
ARKUSDT,1725897600000,-0.1514779949694192,0.0001,2024,4h,65,15,3.0
ARKUSDT,1735963200000,-1.0,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1640275200000,0.1322366732471432,0.0001,2021,4h,65,15,3.0
ARPAUSDT,1640534400000,-1.0,0.0001,2021,4h,65,15,3.0
ARPAUSDT,1644004800000,-1.0,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1650513600000,0.7530148228002393,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1653408000000,1.3448683547557647,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1653984000000,0.7019894734935481,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1662422400000,-1.0,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1669449600000,0.4811657565467147,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1669795200000,0.1209252432906868,0.0001,2022,4h,65,15,3.0
ARPAUSDT,1689264000000,0.47284880422464093,0.0001,2023,4h,65,15,3.0
ARPAUSDT,1693987200000,-0.33909882692225357,0.0001,2023,4h,65,15,3.0
ARPAUSDT,1697875200000,-1.0,0.0001,2023,4h,65,15,3.0
ARPAUSDT,1707796800000,-1.0,0.00041024,2024,4h,65,15,3.0
ARPAUSDT,1714968000000,0.8078918131709456,0.0001,2024,4h,65,15,3.0
ARPAUSDT,1720987200000,-1.0,0.0001,2024,4h,65,15,3.0
ARPAUSDT,1721188800000,0.48001292200074475,0.0001,2024,4h,65,15,3.0
ARPAUSDT,1735905600000,-0.06500048462890642,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1737115200000,-1.0,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1738396800000,-1.0,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1742673600000,0.17616677110952292,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1745107200000,-1.0,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1749571200000,2.5320621790137854,0.0001,2025,4h,65,15,3.0
ARPAUSDT,1767369600000,-0.4636637677790039,0.0001,2026,4h,65,15,3.0
ARPAUSDT,1772755200000,0.43805699854992824,0.0001,2026,4h,65,15,3.0
ARPAUSDT,1773316800000,-1.0,0.0001,2026,4h,65,15,3.0
ARUSDT,1639641600000,-1.0,0.0001,2021,4h,65,15,3.0
ARUSDT,1643500800000,-0.40904462604020536,0.0001,2022,4h,65,15,3.0
ARUSDT,1643731200000,0.897338676874688,0.0001,2022,4h,65,15,3.0
ARUSDT,1644048000000,-0.1105729968851026,0.0001,2022,4h,65,15,3.0
ARUSDT,1653883200000,0.5554301889998354,0.0001,2022,4h,65,15,3.0
ARUSDT,1655769600000,0.23908928590245937,0.0001,2022,4h,65,15,3.0
ARUSDT,1656100800000,0.3590791651709667,0.0001,2022,4h,65,15,3.0
ARUSDT,1656864000000,-1.0,0.0001,2022,4h,65,15,3.0
ARUSDT,1662681600000,-0.05249193525289575,0.0001,2022,4h,65,15,3.0
ARUSDT,1662969600000,1.7035510140203811,0.0001,2022,4h,65,15,3.0
ARUSDT,1672646400000,-1.0,0.0001,2023,4h,65,15,3.0
ARUSDT,1672862400000,0.15066601625154694,0.0001,2023,4h,65,15,3.0
ARUSDT,1680105600000,-0.34805547878224335,0.0001,2023,4h,65,15,3.0
ARUSDT,1685289600000,0.22927327501560005,0.0001,2023,4h,65,15,3.0
ARUSDT,1685736000000,0.44939963825126283,0.0001,2023,4h,65,15,3.0
ARUSDT,1687320000000,-0.21955089055461718,0.0001,2023,4h,65,15,3.0
ARUSDT,1691942400000,0.4932224627310236,0.0001,2023,4h,65,15,3.0
ARUSDT,1694793600000,-1.0,0.0001,2023,4h,65,15,3.0
ARUSDT,1697875200000,-1.0,0.0001,2023,4h,65,15,3.0
ARUSDT,1707508800000,0.13608158469509235,0.0001,2024,4h,65,15,3.0
ARUSDT,1719302400000,0.8055305725361418,0.0001,2024,4h,65,15,3.0
ARUSDT,1719806400000,0.9822266915316962,0.0001,2024,4h,65,15,3.0
ARUSDT,1721016000000,-1.0,0.0001,2024,4h,65,15,3.0
ARUSDT,1726747200000,-0.088348965782084,0.0001,2024,4h,65,15,3.0
ARUSDT,1730908800000,-1.0,0.0001,2024,4h,65,15,3.0
ARUSDT,1735905600000,-0.4735337379953679,0.0001,2025,4h,65,15,3.0
ARUSDT,1737028800000,0.46018252140571064,0.0001,2025,4h,65,15,3.0
ARUSDT,1738252800000,1.2649230200635806,0.0001,2025,4h,65,15,3.0
ARUSDT,1742688000000,-0.08968219873040503,0.0001,2025,4h,65,15,3.0
ARUSDT,1745020800000,-0.3897820406438884,0.0001,2025,4h,65,15,3.0
ARUSDT,1749499200000,-1.0,0.0001,2025,4h,65,15,3.0
ARUSDT,1752062400000,-1.0,0.0001,2025,4h,65,15,3.0
ARUSDT,1759363200000,0.6259217581043496,0.0001,2025,4h,65,15,3.0
ARUSDT,1761537600000,0.9374078229060333,0.0001,2025,4h,65,15,3.0
ARUSDT,1761998400000,-1.0,0.0001,2025,4h,65,15,3.0
ARUSDT,1766865600000,0.6163426671658524,0.0001,2025,4h,65,15,3.0
ARUSDT,1767268800000,-1.0,0.0001,2026,4h,65,15,3.0
ARUSDT,1773259200000,-1.0,0.0001,2026,4h,65,15,3.0
ARUSDT,1773388800000,0.5079959115408403,0.0001,2026,4h,65,15,3.0
ARUSDT,1773619200000,0.5389285539601006,0.0001,2026,4h,65,15,3.0
ASTRUSDT,1680652800000,0.8899982188465924,0.0001,2023,4h,65,15,3.0
ASTRUSDT,1682510400000,0.07512991085877682,0.0001,2023,4h,65,15,3.0
ASTRUSDT,1684339200000,0.1160858925650089,0.0001,2023,4h,65,15,3.0
ASTRUSDT,1687363200000,-1.0,0.0001,2023,4h,65,15,3.0
ASTRUSDT,1698062400000,-1.0,0.0001,2023,4h,65,15,3.0
ASTRUSDT,1711368000000,0.47130188245776833,0.00023402,2024,4h,65,15,3.0
ASTRUSDT,1712563200000,-1.0,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1715947200000,0.8255799260419111,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1716264000000,0.8486543143477653,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1717502400000,-1.0,0.00025786,2024,4h,65,15,3.0
ASTRUSDT,1719792000000,-1.0,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1720843200000,-1.0,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1723334400000,0.7269254284823284,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1726099200000,-0.48476785511959747,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1726329600000,0.3717424245906146,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1730851200000,-0.22938416222008745,0.0001,2024,4h,65,15,3.0
ASTRUSDT,1735948800000,-0.3215173950147665,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1740225600000,1.3748738317975133,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1742976000000,2.2310146651613634,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1745107200000,0.27569065556441597,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1751500800000,0.9172478714702978,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1752163200000,-1.0,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1754596800000,-1.0,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1761523200000,0.7941696498186138,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1762531200000,0.18457269769070284,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1764244800000,-1.0,0.0001,2025,4h,65,15,3.0
ASTRUSDT,1767484800000,-0.48549052244936486,0.0001,2026,4h,65,15,3.0
ASTRUSDT,1772035200000,0.8768770792917867,0.0001,2026,4h,65,15,3.0
ASTRUSDT,1772769600000,-0.04778310968569644,0.0001,2026,4h,65,15,3.0
ATOMUSDT,1586131200000,-1.0,0.0003155,2020,4h,65,15,3.0
ATOMUSDT,1586188800000,-0.35571514620665384,0.0001,2020,4h,65,15,3.0
ATOMUSDT,1599969600000,1.133127954396222,0.00014108,2020,4h,65,15,3.0
ATOMUSDT,1601064000000,-0.22778854019182448,0.0001,2020,4h,65,15,3.0
ATOMUSDT,1604649600000,0.16756871299378723,0.0001,2020,4h,65,15,3.0
ATOMUSDT,1622678400000,0.35338052806622633,0.0001,2021,4h,65,15,3.0
ATOMUSDT,1623888000000,0.942198460298837,0.0001,2021,4h,65,15,3.0
ATOMUSDT,1624924800000,-1.0,0.0001,2021,4h,65,15,3.0
ATOMUSDT,1624982400000,0.6235188862371551,0.0001,2021,4h,65,15,3.0
ATOMUSDT,1638504000000,1.6124152451612057,0.0001,2021,4h,65,15,3.0
ATOMUSDT,1640116800000,-1.0,0.0001,2021,4h,65,15,3.0
