n,avg_r,total_r,win_rate,pf,t_stat,trades_per_year,n_symbols_traded,dominant_month_share,dominant_asset_share,gate_diversification,entry_n,exit_n,profitable,gate_avgr,zone_frac,gate_stability,all_gates
330,-0.4594281439293163,-151.61128749667438,0.24242424242424243,0.25125888131187657,-10.628353745909449,66.0090361445783,117,0.38129316478372244,0.03497049783659988,False,20,10,False,False,0.0,False,False
107,-0.46285077142631453,-49.525032542615655,0.24299065420560748,0.2062002948149675,-6.836374674237315,21.402929901423878,73,0.6835847647484324,0.0633438671608985,False,100,10,False,False,0.0,False,False
145,-0.48024203528216414,-69.6350951159138,0.23448275862068965,0.22461383556111536,-7.739095070151465,29.003970427163196,84,0.5200526793189761,0.04505066126924403,False,55,10,False,False,0.0,False,False
310,-0.6529365271039012,-202.41032340220937,0.1967741935483871,0.2070530835525773,-11.382627858403522,62.008488499452355,117,0.41018096986557157,0.024115075276475457,False,20,20,False,False,0.0,False,False
106,-0.6964092090946504,-73.81937616403295,0.18867924528301888,0.15822183799712897,-8.049976400408765,21.20290251916758,73,0.6119519263203457,0.04877515971942135,False,100,20,False,False,0.0,False,False
143,-0.764581547070353,-109.33516123106048,0.1958041958041958,0.1597126917626901,-8.988823813159025,28.6039156626506,84,0.4379686216444307,0.04464382848683596,False,55,20,False,False,0.0,False,False
