entry_hour_utc,0G/USDT,1000CAT/USDT,1000CHEEMS/USDT,1000SATS/USDT,1INCH/USDT,1MBABYDOGE/USDT,2Z/USDT,A/USDT,AAVE/USDT,ACE/USDT,ACH/USDT,ACM/USDT,ACT/USDT,ACX/USDT,ADA/USDT,ADX/USDT,AEVO/USDT,AGLD/USDT,AI/USDT,AIXBT/USDT,ALCX/USDT,ALGO/USDT,ALICE/USDT,ALLO/USDT,ALPINE/USDT,ALT/USDT,AMP/USDT,ANIME/USDT,ANKR/USDT,APE/USDT,API3/USDT,APT/USDT,AR/USDT,ARB/USDT,ARDR/USDT,ARK/USDT,ARKM/USDT,ARPA/USDT,ASR/USDT,ASTER/USDT,ASTR/USDT,AT/USDT,ATA/USDT,ATM/USDT,ATOM/USDT,AUCTION/USDT,AUDIO/USDT,AVA/USDT,AVAX/USDT,AVNT/USDT,AWE/USDT,AXL/USDT,AXS/USDT,BABY/USDT,BCH/USDT,BNB/USDT,BTC/USDT,DOGE/USDT,DOT/USDT,ETH/USDT,ICP/USDT,LINK/USDT,LTC/USDT,NEAR/USDT,SOL/USDT,SUI/USDT,TRX/USDT,UNI/USDT,XRP/USDT
0,0.17612866403777325,0.0695048307461944,0.021691860675118912,0.012308505915101324,0.05123036826342264,0.03252889628284734,0.11372390747435124,0.09607277926820622,0.02560743512925403,0.028056608473779363,0.03290074416748753,-0.0028122733865311575,0.017963220973397448,0.03665017867082206,-0.0031922120737541714,0.002674137714882897,0.05537467935913929,0.03810382076689528,0.012216279964215131,0.049950291502551106,0.031450918217148884,0.06136614950600086,-0.003854915414698008,0.07882884887116874,0.03828940190173419,0.03782157008402829,0.046324363002880016,0.039195667003587585,0.040235079810356,-0.004481806442992974,-0.017553877495249205,0.07507357887757629,-0.02182311696806516,0.013844711110425735,0.1780987292523622,0.14143593415855737,0.020031049427959087,0.005126987095013401,0.02032699222987726,-0.0055213234282321735,0.03250968600472759,-0.026861734320516934,0.027147343979906143,0.012612261218575555,0.015532236913499163,0.004863982006105731,0.015543381503955948,0.02063439042143302,0.008186421832347631,0.07844809436985253,0.08336811793788845,0.033063750292188956,-0.00028191405141791455,0.07639955758251046,-0.04005047319711266,-0.03365171748273052,0.00014223673195497074,-0.020432227940234016,-0.0009169576750499469,-0.011563093090745645,-0.00483723263198952,0.0072015744465504135,-0.029925221764189047,0.019498721449758064,-0.018036806490697457,0.012633342962425157,-0.018925782596916317,-0.015662958348196424,0.06422841741862607
1,0.03671580548652983,-0.0026625591196567534,0.06073515731678581,0.01034904364695532,0.036815585476071826,0.003475435115067098,0.010112166455423243,-0.03829469133320239,0.005727210027506982,0.02699043975672117,0.023694260572606592,0.040634954190956675,0.01873479625645027,-0.01599889791129892,0.009242811504131634,0.03699631504114455,0.013672064600862276,-0.0006990725570233214,0.015280066656700921,0.006443536448330302,0.023010456389672272,0.04255616836519977,0.016015480966640003,-0.037531259043781094,0.03864345241444916,0.0113863109350488,0.025925258323064537,0.06638096306364549,0.054724710926564314,0.009503108893444549,0.01966299970142008,0.0182231906743134,0.016452381892856884,0.033047147639830216,0.10287732699554603,0.0472407437150756,0.019155702114964094,-0.00043963515470445076,0.002156116733385198,-0.03384405513919196,0.010423907068158579,-0.006603121394626309,0.02744591830851919,0.021713803954053465,0.03764454713803053,0.023519497671390485,0.04608116459886739,0.042777067516614996,0.034427109694244624,-0.012077274564528095,-0.033867525850834926,-0.0210608119189669,0.05355296877893114,0.0032461522755461484,0.0221836711390264,0.04289950382740917,0.03663802347236204,0.021804809552569786,0.031558185716732336,0.03390813412493549,0.008422081122466086,0.018084272528722974,0.009212492775805459,0.025539528349114562,0.010000850579204147,0.034832832191548264,0.026427533320131997,0.0115812687561072,0.05712932379997716
2,-0.02731196642940955,0.0022120894226659304,-0.08612576244824084,-0.021006245420390538,-0.00018638849329695207,0.0056568587577409445,0.005101447133096714,-0.033890821352059806,-0.016283196118674122,-7.37930865152517e-05,-0.009720838050602129,0.012748357181663532,-0.05700560252233331,-0.009531591936073756,0.004853433071311217,0.024462747142567052,0.00973689020791034,-0.011306891696343283,0.007458239783747065,-0.02384101934197715,0.0031249840330591803,0.006009170869541298,-0.013291115221646502,-0.09948731526010446,0.0033039917964954135,-0.0001284223358223951,-0.013809471204307037,-0.03075431855277091,0.004091295239085597,-0.004300427794118904,-0.007937983642624151,0.007956209949723668,0.004207821796282024,0.0010713726441983367,0.05101849795796028,0.01538163710226649,-0.01642835529226439,-0.015718096693082398,-0.0056038943744010855,-0.04624939028217291,-0.036265533775223305,-0.024212656576758557,0.0006345631135613505,-0.01251927449718098,-0.008527319023584215,-0.03216914469420395,0.0063022324721049424,0.007840125666950581,-0.014888766531027673,0.005585384229847407,-0.08117377244216159,0.01577131122011573,0.01345514472677628,-0.06210253154917484,0.01037996742199139,0.0001901598508314519,-0.00394862905657572,0.0002672985509244002,0.032261584312841735,0.007333986650811366,-0.0072336338567003085,0.008879969961753654,0.0010491657708635708,0.001508797037209034,-0.0023855221873821477,-0.01621819305300311,-0.009358687793526962,0.0020082359605093983,-0.007467966971487808
3,-0.008850494382101807,-0.022226400743658798,0.021776082186761157,0.016861930339446544,0.0042939847833043734,-0.02082843652280472,-0.02666473602353856,0.044627274538071755,-0.00535525032699772,0.007607916577505547,0.0028342331190541743,-0.01754786312493263,0.016217067354144275,0.003285790904684843,-0.022745450816051754,0.01285478835329005,-0.021745486396850627,-0.0011720920386208754,-0.01424338133195509,-0.014448762099358267,-0.0093435131203486,-0.019975907854623148,-0.02696297369077807,-0.010980470485623171,-0.022303871747296755,-0.005521349637328485,0.029239888665184694,0.019035335210936352,0.0011115458237352408,-0.0337374323165842,-0.011595707348017598,-0.020829468903448414,0.011341220606865512,-0.006657698960806695,0.0028552857311396366,-0.004951125585155998,-0.017940367372080785,-0.01720327001143674,-0.015795680321960506,-0.0911165926200717,-0.011592437928168046,0.030400590732201107,-0.02320843704025429,-0.007391590944732121,-0.015045102503700574,-0.01651171436612624,-0.022513376757483203,0.005419478222599494,-0.026705371726134842,0.033216988392349205,-0.03846449830620462,-0.01355247594326072,-0.004221899628565676,0.005673272819339154,-0.024354839695482883,-0.02175178277801567,-0.012203695823044794,-0.024988700726742405,-0.013643767236549652,-0.02592868448248701,-0.021975178870198907,-0.0360602544657068,-0.003845678857274078,-0.013892861546350239,-0.022158064873971543,-0.004504170186066714,-0.0310526224257754,-0.011951593548398318,-0.04412410472286128
4,0.02813790721579433,-0.026039849873616745,-0.006468496042429203,0.01755265054034414,-0.00493473001043243,-0.0010006068271417757,-0.0011869783614228834,-0.01643275550254997,-0.0054468610512871714,-0.0032390629275875177,-0.021674584591233302,0.0045685257225186425,0.0033466975177713176,0.03866547847825681,-0.004942868970938958,0.01985188630169099,0.0028444790021344736,-0.027716411892302135,-0.0048436803731239505,0.0001467266966156523,-0.0070791554012187554,-0.01877204143462438,-0.005211430110654829,-0.005216735652611412,-0.030799035641156648,0.023410590197028076,-0.011122231196282277,-0.04188399083719395,-0.02966724453164373,-0.010609270328104825,-0.010214266150734052,0.0027149812539072364,-0.0052528555817219404,-0.017372279659089523,0.015492868374543117,-0.005154093760486266,0.004628907444861307,-0.03517753104934058,-0.00014428685855892933,0.03976963407404805,-0.010956710142500149,-0.024118716553079848,-0.01287920715647,-0.00746398528985548,-0.013740740666448002,-0.016517809878571547,-0.0336108938044158,-0.005871425808271991,-0.020697713991138608,0.028943958867555016,-0.014123166719338364,-0.052536009376289286,-0.007121715891856089,0.0304869468107797,-0.016552642979722573,-0.007831678686998333,-0.007672960581770045,-0.019532813594239244,-0.00016646063154736584,-0.01213609785098113,-0.013213669394181785,-0.01678897803450035,0.011015940669007424,-0.02935531335319067,-0.019083629162377092,-0.01378971500641798,-0.03778890416304539,-0.005309835370835749,-0.045954981027122685
5,0.015780931550778737,0.0069729642386535725,0.026488981819734747,0.008911951989954535,-0.00258183245317391,-0.026584183424319216,0.046171868925414784,0.043576199879150304,-0.006139513446928106,-0.031607346724630725,0.0040396016728208375,-0.06050421397108521,-0.005889545503789561,-0.07409607275684477,0.005378309784009707,-0.009342311314611525,-0.025766373177519956,-0.011017710937759108,-0.0343605506235517,-0.013303155901523242,-0.035283901987137566,-0.003955556783012664,-0.009809216170918253,0.06573125768602055,-0.08415219319449022,-0.04601961430481539,0.011130830388463263,-0.0016728585132095573,-0.001229622352033625,0.01182919728067087,0.0016969254200295699,0.01857656943646913,-0.008344630687301976,0.0035898555368375734,0.009273694938881494,-0.0266764622317899,-0.03587716591503846,-0.019685053612439947,-0.047748326517843026,0.07256795756807745,0.002633306813218292,-0.05475021111607948,-0.017697390074112255,-0.06092797199905431,-0.003406961539653097,-0.04119756927656322,0.006624923106636967,-0.031610384347377785,-0.001320414144566475,0.029784166266511047,-0.034582904569377904,-0.028742555506450614,0.0015582290515406927,-0.04131892629269673,0.026926451548829874,0.00044080302901643127,-0.0005553689432479868,0.007246676282312712,0.012375287817198046,0.0021014762820648373,-0.014473244889658853,-0.015259401716799214,0.018506245978359766,0.014396610949199636,0.0035460836286826006,0.013984932568415914,-0.014770651113895283,0.003518468523714351,0.031243731803337945
6,-0.042616026187012435,0.07129162263393261,0.06825989865544731,0.04450830051843089,0.010170770547811729,0.03562904599145281,0.02117941368192727,0.06484836803724052,0.002566372313183569,0.010874927745892935,0.009818259952513347,-0.041446626283854295,0.06056377645335168,0.024981919581948286,0.022664177527062675,-0.017358853533961945,0.017849322553960437,-0.011982719194864872,0.00868017484330215,0.07099387988819598,0.011960869428639592,0.020269299880584936,-0.0072424048892124,-0.025741476156028398,-0.07188115880720684,-0.008577872644678197,0.006613506863941699,-0.007773539723689742,0.03082481280523441,0.001946228938546836,-0.004268504413633431,0.0049333308268586056,-0.0032766967182977715,0.009505330010039734,0.014824569222017168,-0.00999775939020442,-0.006974984081581992,-0.019981550990675313,-0.03168468513103988,0.060501099407715704,0.03815640165595512,-0.08910518295051258,-0.01242203622198961,-0.03855292930225723,0.014790402550319943,-0.014807712122665408,-0.025183697151613182,-0.017400249225315557,0.008311490481494427,-0.02712728181018591,-0.08275557522927571,0.013352148540819083,0.009525243043444223,0.060988838923337896,0.023162821350274483,0.011487426945840259,0.007882775246460106,0.02065716680347479,0.008731242197544151,0.009726159698792368,0.009205850592032631,-0.005778041971964338,0.033438708494342086,0.006830220222323268,0.0009181934618777206,0.02218579656619791,0.004516015382093078,0.004891541761788999,0.09469744241399873
7,-0.02336764634035737,-0.0410654878709793,-0.010354362859274484,-0.0037978439683673555,-0.014656014459934797,-0.014384438119339949,-0.029359968691331735,0.015768134612321152,-0.010094708308943752,-0.02124445916443499,0.0022982920079497324,-0.02893305343516986,-0.02146563427262317,-0.05354283906605313,-0.015352215307373032,-0.04629455000123174,-0.007175351953318733,-0.01187675463705547,-0.008927912836949622,-0.040083918792341904,-0.009016534287089673,-0.00888718797816864,-0.033784962481016985,-0.01358566773563263,-0.0387257139698479,-0.017549335697928707,-0.01480143182900217,-0.02501417686152036,-0.011115251620369495,0.01354315360615384,-0.023521036711916403,-0.01763474162884791,-0.017152059683084437,-0.008131390126406117,-0.016158481835251714,-0.03706177854132324,-0.0030616931823757767,-0.005117901971176182,-0.06150906108163361,-0.012136981891086352,-0.026848937555561666,0.15850754281174556,-0.02270081637980331,-0.029901409837962033,-0.016339012114318232,-0.020597547395165953,-0.0013158700778232817,-0.020814754163310998,-0.005119768561294099,-0.0033622733173015677,-0.048091843849217976,-0.0015459560423747945,0.0022427749152734403,-0.011439753874751383,0.004212087918569757,-0.003720244450422327,0.003623389569668985,-0.005992295163184547,0.008613212763837497,0.0032769524603859027,0.012902535315085773,-0.006440063214954996,-0.014553345017472406,-0.019698426980072903,-0.004244212928767366,0.006030262520215995,-0.005422693786225576,0.005378237716342859,-0.015516855379940082
8,0.06752851708666968,0.03203095277884025,-0.003662879831347665,0.03762992457342078,0.019412593844615796,-0.030468001634406407,0.06059547479452804,0.02912182196548976,0.015598527087886355,0.022137512774450693,-0.007158804079739966,-0.06885619176121871,0.04534005766417782,0.06266422578387659,0.017161423743123155,-0.07575835740436089,0.02175127786367151,0.026098640857482758,0.03276158306641632,-0.017402271297329096,-0.012191390008265617,-0.0014184442952313873,0.021056209944313238,0.08602829762076974,-0.01438827338196083,0.008897224298107272,0.013116873671896985,0.0582177033940394,0.00905693125806542,0.004932267677753149,0.027464375027242194,0.0056658599346817926,0.043055983716359256,-0.0072567196540589225,-0.007069257630777196,0.03796934322316447,0.03905523336084264,-0.0042488693355059925,-0.03585700943528759,0.018202484283800734,0.019608259313044964,0.02397910047805935,0.02372523542493603,-0.05191391099621804,0.005446826261508314,0.034536958067744074,-0.01157476416394234,-0.002687003960288262,0.0032511849773318416,0.10760453233366914,-0.014298778916292401,0.03537718256158402,0.001644310653482708,0.025596619605236626,-0.003940230080582847,-0.030563577165562236,-0.024833574843704905,0.014824673782693079,0.01597797128327791,-0.004738261339550342,0.028281831012858742,0.013359029177843195,-0.012015600742086248,-0.019578299295358575,-0.00423999224288289,-0.02898156982585375,-0.028557765263522168,0.004753099139681237,-0.0003199135316336396
9,0.006926991205488731,-0.013826265209356758,-0.0043452478160587215,0.003122342314295112,0.012571338562627772,-0.018031316633730227,-0.013462329275041698,0.015682375210211114,0.0023064027680943394,-0.014586202869192363,0.004339633626398995,-0.029253617011841367,-0.04502514646122323,-0.012046155360248735,-0.011071837835959702,-0.04002628726043454,-0.004250269131479102,-0.007027622348362491,-0.01794724435280421,-0.00821080251733581,-0.002615689426898106,-0.009546901409322552,0.020446632282841617,0.04216722377501706,-0.0398780686999827,-0.09432330511654631,-0.021983465385047633,-0.03454773479036555,0.004544257136145842,-0.009846384168986961,-0.010607030739244879,-0.003268275071290915,0.0032832373321259414,-0.004868216198303346,-0.03241535864901996,-0.037022724526527724,-0.016632042825475462,-0.017304600349307787,-0.009540405864219434,-0.028309003353459736,-0.018373285821100583,-0.027587329892085625,-0.008075468660478955,-0.040468569525643004,0.013662909350663903,-0.004950207965125797,-0.016242486441165813,-0.0027280609188285307,-0.005264348286868518,-0.00023150247301974611,0.037177935705175365,-0.021648102422526554,-0.015236871361340047,0.04483513028117442,-0.009982350584985688,0.007710916148038906,-0.005718826460984852,-0.01144475719820402,0.0019412633217131584,-0.010570863077725942,0.006792718049759631,-0.02298916140608783,-0.008426544649089285,0.006178800020353008,-0.015593543854881346,-0.013752549127182549,-0.023370031161322875,0.0031038036651381963,-0.016789004456788555
