timeframe,entry_hour,hold_bars,side,filter_mode,trades,avg_r,total_r,win_rate,asset_coverage,n_yr_pass,n_yr_counted,yr_2022,yr_2023,yr_2024,yr_2025,pass_cost_floor,zone_pass_rate,stability_zone_pass,stability_pass
4h,20,2,LONG,weekday,60111,0.04357449942773557,2619.306735100613,0.5178087205336793,0.8695652173913043,4,4,True,True,True,True,False,0.0,False,False
4h,20,2,SHORT,ema200_price,53811,0.009877931020201515,531.5413461280638,0.4721897009905038,0.5942028985507246,3,4,True,False,True,True,False,0.0,False,False
4h,20,2,SHORT,none,84118,-0.013337587288996866,-1121.9311675758383,0.47786442854085925,0.30434782608695654,1,4,True,False,False,False,False,0.0,False,False
4h,20,2,SHORT,weekday,60111,-0.04357449942773557,-2619.306735100613,0.4658381993312372,0.13043478260869565,0,4,False,False,False,False,False,0.0,False,False
4h,20,3,LONG,ema200_price,30307,0.08336077004962347,2526.4148578939385,0.49282344012934304,0.8405797101449275,4,4,True,True,True,True,False,0.0,False,False
4h,20,3,LONG,none,84117,0.02943427434751761,2475.9228552901386,0.5061164806162844,0.7536231884057971,3,4,False,True,True,True,False,0.0,False,False
4h,20,3,LONG,weekday,60110,0.05336056842702381,3207.5037681484014,0.5149559141573782,0.855072463768116,4,4,True,True,True,True,False,0.0,False,False
4h,20,3,SHORT,ema200_price,53810,0.0009383386471622658,50.492002603801524,0.4711577773648021,0.5072463768115942,2,4,True,False,False,True,False,0.0,False,False
4h,20,3,SHORT,none,84117,-0.02943427434751761,-2475.9228552901386,0.4808659367309818,0.2463768115942029,1,4,True,False,False,False,False,0.0,False,False
4h,20,3,SHORT,weekday,60110,-0.05336056842702381,-3207.5037681484014,0.4717185160539012,0.14492753623188406,0,4,False,False,False,False,False,0.0,False,False
4h,20,4,LONG,ema200_price,30307,0.07130529408809076,2161.0495479277665,0.48315570660243506,0.7391304347826086,4,4,True,True,True,True,False,0.0,False,False
4h,20,4,LONG,none,84117,0.026326157149283026,2214.47736092624,0.4999583912883246,0.7101449275362319,2,4,False,True,True,False,False,0.0,False,False
4h,20,4,LONG,weekday,60110,0.059411607730836126,3571.2317407005594,0.506538013641657,0.8260869565217391,4,4,True,True,True,True,False,0.0,False,False
4h,20,4,SHORT,ema200_price,53810,-0.0009928974725603597,-53.42781299847296,0.47721613083070064,0.5072463768115942,2,4,True,False,False,True,False,0.0,False,False
4h,20,4,SHORT,none,84117,-0.026326157149283026,-2214.47736092624,0.4884506104592413,0.2898550724637681,2,4,True,False,False,True,False,0.0,False,False
4h,20,4,SHORT,weekday,60110,-0.059411607730836126,-3571.2317407005594,0.4814340375977375,0.17391304347826086,0,4,False,False,False,False,False,0.0,False,False
