run_date,bar_ts_ms,event,symbol,detail,close,funding,entry_price,stop,risk_amount,equity,gross_r,pnl_usdt,dd_pct,arbitrator_reject_reason
2026-07-10,1783627200000,SIGNAL,QTUMUSDT,cross_down ema20<ema30  close=0.675  ema200=0.726972  funding=0.0100%  stop=0.701571,0.675,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,QTUMUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,RIFUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,RLCUSDT,cross_down ema20<ema30  close=0.3443  ema200=0.389505  funding=0.0100%  stop=0.358686,0.3443,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,RLCUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,RLCUSDT,cross_down ema20<ema30  close=0.2925  ema200=0.327207  funding=0.0100%  stop=0.3029,0.2925,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,RLCUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,RONINUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,ROSEUSDT,cross_down ema20<ema30  close=0.006489  ema200=0.00788183  funding=0.0100%  stop=0.00698429,0.006489,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ROSEUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,ROSEUSDT,cross_down ema20<ema30  close=0.005802  ema200=0.00664306  funding=0.0100%  stop=0.00609957,0.005802,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,ROSEUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,RSRUSDT,cross_down ema20<ema30  close=0.001347  ema200=0.00152468  funding=0.0100%  stop=0.00143357,0.001347,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,RSRUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,RUNEUSDT,cross_down ema20<ema30  close=0.3948  ema200=0.411948  funding=0.0100%  stop=0.424443,0.3948,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,RUNEUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,RUNEUSDT,cross_down ema20<ema30  close=0.3871  ema200=0.404939  funding=0.0100%  stop=0.405457,0.3871,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,RUNEUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,SNXUSDT,cross_down ema20<ema30  close=0.2203  ema200=0.239108  funding=0.0100%  stop=0.234943,0.2203,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,SNXUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,SOLUSDT,cross_down ema20<ema30  close=68.21  ema200=74.7191  funding=0.0100%  stop=71.4414,68.21,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,SOLUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,SONICUSDT,cross_down ema20<ema30  close=0.02669  ema200=0.0315723  funding=0.0255%  stop=0.0278729,0.02669,0.00025487,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,SONICUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,SSVUSDT,cross_down ema20<ema30  close=2.017  ema200=2.19092  funding=0.0100%  stop=2.09771,2.017,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,SSVUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,STGUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,THETAUSDT,cross_down ema20<ema30  close=0.1495  ema200=0.17433  funding=0.0100%  stop=0.158114,0.1495,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,THETAUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,THETAUSDT,cross_down ema20<ema30  close=0.1384  ema200=0.149624  funding=0.0100%  stop=0.146014,0.1384,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,THETAUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,TONUSDT,cross_down ema20<ema30  close=1.5901  ema200=1.73048  funding=0.3538%  stop=1.70777,1.5901,0.0035385,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,TONUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,TRXUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,WLDUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,WOOUSDT,cross_down ema20<ema30  close=0.0126  ema200=0.0150655  funding=0.0100%  stop=0.0133929,0.0126,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,WOOUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,WOOUSDT,cross_down ema20<ema30  close=0.01155  ema200=0.0126511  funding=0.0100%  stop=0.0120243,0.01155,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,WOOUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,XLMUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-10,1783627200000,SIGNAL,XMRUSDT,cross_down ema20<ema30  close=330.63  ema200=354.176  funding=0.0100%  stop=356.046,330.63,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,XMRUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,XMRUSDT,cross_down ema20<ema30  close=315.83  ema200=328.927  funding=0.0100%  stop=329.987,315.83,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,XMRUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,XVGUSDT,cross_down ema20<ema30  close=0.002556  ema200=0.00291565  funding=0.0100%  stop=0.00271,0.002556,0.0001,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,XVGUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL,XVGUSDT,cross_down ema20<ema30  close=0.002216  ema200=0.00252293  funding=0.0101%  stop=0.002312,0.002216,0.00010146,,,,,,,,
2026-07-10,1783627200000,SIGNAL_SKIPPED,XVGUSDT,arbitrator: system_heat_exceeded  sys_heat=477  adding=27  limit=500,,,,,,,,,,system_heat_exceeded  sys_heat=477  adding=27  limit=500
2026-07-10,1783627200000,SIGNAL_SKIPPED,ZECUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-11,1783713600000,SIGNAL_SKIPPED,AAVEUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,ADAUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,AKTUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,ARBUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,ARCUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,AVAXUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,BCHUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,BTCDOMUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,BTCUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,CFXUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,CHZUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,COOKIEUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,COTIUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,DEXEUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,DOGEUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,DOTUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,DUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,DUSKUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,ETHUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,FETUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,HIGHUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,INJUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,JTOUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,LQTYUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,NEARUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,PIPPINUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,RIFUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,RONINUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,STGUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,TRXUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,WLDUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,XLMUSDT,duplicate_cross_system
2026-07-11,1783713600000,SIGNAL_SKIPPED,ZECUSDT,duplicate_cross_system
2026-07-12,1783800000000,SIGNAL_SKIPPED,AAVEUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,ADAUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,AKTUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,ARBUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,ARCUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL,ARUSDT,cross_down ema20<ema30  close=1.969  ema200=1.99908  funding=0.0100%  stop=2.029,1.969,0.0001
2026-07-12,1783800000000,SIGNAL_SKIPPED,AVAXUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,BCHUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,BTCDOMUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,BTCUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,CHZUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,COOKIEUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL,DASHUSDT,cross_down ema20<ema30  close=33.92  ema200=35.4661  funding=0.0100%  stop=35.2529,33.92,0.0001
2026-07-12,1783800000000,SIGNAL_SKIPPED,DEXEUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,DOGEUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,DOTUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,DUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,DUSKUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL,ETCUSDT,cross_down ema20<ema30  close=6.95  ema200=7.25645  funding=0.0100%  stop=7.09114,6.95,0.0001
2026-07-12,1783800000000,SIGNAL_SKIPPED,ETHUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,FETUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,HBARUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,HIGHUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,INJUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL,JASMYUSDT,cross_down ema20<ema30  close=0.004423  ema200=0.00467421  funding=0.0100%  stop=0.00460171,0.004423,0.0001
2026-07-12,1783800000000,SIGNAL_SKIPPED,JTOUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,NEARUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,PIPPINUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,RIFUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,RONINUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL,ROSEUSDT,cross_down ema20<ema30  close=0.005798  ema200=0.00645439  funding=0.0100%  stop=0.00601914,0.005798,0.0001
2026-07-12,1783800000000,SIGNAL_SKIPPED,STGUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,TRXUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,WLDUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,XLMUSDT,duplicate_cross_system,,
2026-07-12,1783800000000,SIGNAL_SKIPPED,ZECUSDT,duplicate_cross_system,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,1000FLOKIUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,AAVEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ADAUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,AKTUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ALCHUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ARBUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ARCUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,ENTRY,ARUSDT,"price=1.983  stop=2.043  risk=$26.52  funding=0.0100%  equity=$10,104.32",1.983,2.043,26.5238,10104.32,,,,,,
2026-07-16,1784145600000,EXIT,ARUSDT,"reason=stop_hit  bars=0  R=-1.000  pnl=$-26.52  equity=$10,077.79",,,,10077.79,-1.0,-26.5238,-0.6929,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,AVAXUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,BATUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,BCHUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,BTCDOMUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,BTCUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,EXIT,CELRUSDT,"reason=time_exit_35bars  bars=35  R=1.697  pnl=$45.09  equity=$10,122.88",,,,10122.88,1.697163,45.0917,-0.2486,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,CHZUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,COOKIEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,COTIUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL,CTSIUSDT,cross_down ema20<ema30  close=0.02325  ema200=0.0238415  funding=0.0100%  stop=0.0240729,,,,,,,,0.02325,0.0001,
2026-07-16,1784145600000,ENTRY,CTSIUSDT,"price=0.02325  stop=0.0240729  risk=$26.57  funding=0.0100%  equity=$10,122.88",0.02325,0.02407286,26.5726,10122.88,,,,,,
2026-07-16,1784145600000,ENTRY,DASHUSDT,"price=34.13  stop=35.4629  risk=$26.57  funding=0.0100%  equity=$10,122.88",34.13,35.46285714,26.5726,10122.88,,,,,,
2026-07-16,1784145600000,EXIT,DASHUSDT,"reason=stop_hit  bars=3  R=-1.000  pnl=$-26.57  equity=$10,096.31",,,,10096.31,-1.0,-26.5726,-0.5105,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,DEXEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,DOGEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,DOTUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,DUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,DUSKUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ETCUSDT,arbitrator: duplicate_held,,,,,,,,,,duplicate_held
2026-07-16,1784145600000,SIGNAL_SKIPPED,ETCUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ETHUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,FETUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,GALAUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,HBARUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,HIGHUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,INJUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,IOSTUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,ENTRY,JASMYUSDT,"price=0.004358  stop=0.00453672  risk=$26.50  funding=0.0100%  equity=$10,096.31",0.004358,0.00453672,26.5028,10096.31,,,,,,
2026-07-16,1784145600000,EXIT,JASMYUSDT,"reason=stop_hit  bars=5  R=-1.000  pnl=$-26.50  equity=$10,069.81",,,,10069.81,-1.0,-26.5028,-0.7716,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,JTOUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,LQTYUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL,MANAUSDT,cross_down ema20<ema30  close=0.06957  ema200=0.070603  funding=0.0100%  stop=0.0726614,,,,,,,,0.06957,0.0001,
2026-07-16,1784145600000,SIGNAL_SKIPPED,NEARUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,ONEUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL,OPUSDT,cross_down ema20<ema30  close=0.1007  ema200=0.105258  funding=0.0100%  stop=0.1056,,,,,,,,0.1007,0.0001,
2026-07-16,1784145600000,ENTRY,OPUSDT,"price=0.1007  stop=0.1056  risk=$26.43  funding=0.0100%  equity=$10,069.81",0.1007,0.1056,26.4332,10069.81,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,PIPPINUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL_SKIPPED,RIFUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,SIGNAL,RLCUSDT,cross_down ema20<ema30  close=0.2925  ema200=0.319213  funding=0.0100%  stop=0.307743,,,,,,,,0.2925,0.0001,
2026-07-16,1784145600000,SIGNAL_SKIPPED,RONINUSDT,duplicate_cross_system,,,,,,,,,,
2026-07-16,1784145600000,ENTRY,ROSEUSDT,"price=0.005756  stop=0.00597714  risk=$26.43  funding=0.0100%  equity=$10,069.81",0.005756,0.00597714,26.4332,10069.81,,,,,,
2026-07-16,1784145600000,SIGNAL,SFPUSDT,cross_down ema20<ema30  close=0.2215  ema200=0.23302  funding=0.0100%  stop=0.228043,,,,,,,,0.2215,0.0001,
2026-07-16,1784145600000,ENTRY,SFPUSDT,"price=0.2214  stop=0.227943  risk=$26.43  funding=0.0100%  equity=$10,069.81",0.2214,0.22794286,26.4332,10069.81,,,,,,
2026-07-16,1784145600000,SIGNAL,SSVUSDT,cross_down ema20<ema30  close=2.029  ema200=2.14956  funding=0.0100%  stop=2.10671,,,,,,,,2.029,0.0001,
2026-07-16,1784145600000,ENTRY,SSVUSDT,"price=2.028  stop=2.10571  risk=$26.43  funding=0.0100%  equity=$10,069.81",2.028,2.10571428,26.4332,10069.81,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,1000FLOKIUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL,1000RATSUSDT,cross_down ema20<ema30  close=0.02894  ema200=0.030472  funding=0.0514%  stop=0.0318043,0.02894,0.00051431,,,,,,,
2026-07-17,1784232000000,ENTRY,1000RATSUSDT,"price=0.02894  stop=0.0318043  risk=$26.43  funding=0.0514%  equity=$10,069.81",,,0.02894,0.03180428,26.4332,10069.81,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,AAVEUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ADAUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,AEROUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,AKTUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ALCHUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ALGOUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ARBUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ARCUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL,ARUSDT,cross_down ema20<ema30  close=1.981  ema200=1.99837  funding=0.0100%  stop=2.04771,1.981,0.0001,,,,,,,
2026-07-17,1784232000000,ENTRY,ARUSDT,"price=1.981  stop=2.04771  risk=$26.43  funding=0.0100%  equity=$10,069.81",,,1.981,2.04771428,26.4332,10069.81,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,AVAXUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,BATUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,BCHUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,BELUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,BICOUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,BTCDOMUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,BTCUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,CATIUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,CELRUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,COTIUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,DEXEUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,DODOXUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,DOGEUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,DOTUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,DRIFTUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,DUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL,EDUUSDT,cross_down ema20<ema30  close=0.03031  ema200=0.0317901  funding=0.0100%  stop=0.0318214,0.03031,0.0001,,,,,,,
2026-07-17,1784232000000,ENTRY,EDUUSDT,"price=0.0303  stop=0.0318114  risk=$26.43  funding=0.0100%  equity=$10,069.81",,,0.0303,0.03181142,26.4332,10069.81,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ETCUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,ETHUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,FETUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,HBARUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,HIGHUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,IOSTUSDT,duplicate_cross_system,,,,,,,,,
2026-07-17,1784232000000,SIGNAL_SKIPPED,JTOUSDT,duplicate_cross_system,,,,,,,,,
