trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,split
231,265.0207445399842,1.147275950389542,0.4155844155844156,3.1123850476356045,-15.659861959719166,3.3096639736492937,5.268536306340434,first_half_by_trade
231,249.3561805637094,1.079463985124283,0.4069264069264069,3.068828911825051,-22.766364975930202,3.2592697511285245,5.033775482798852,second_half_by_trade
100,57.24415580316384,0.5724415580316384,0.35,2.0203184672911068,-22.766364975930227,2.7733713859733995,2.064063835542612,last_100_trades
232,264.0207445399842,1.1380204506033802,0.41379310344827586,3.0877735153735473,-15.659861959719166,3.3055000159733705,5.243930116319304,first_half_by_time
230,250.3561805637094,1.088505132885693,0.40869565217391307,3.0945030190360243,-22.766364975930202,3.2634739642660735,5.058412558679164,second_half_by_time
