trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,months_remaining
462,514.3769251036936,1.1133699677569124,0.41125541125541126,3.0910434716390647,-22.76636497593023,3.281174712967703,7.29341849903216,0,,54
439,438.12624618699795,0.9980096724077402,0.39635535307517084,2.83323672710279,-22.76636497593023,3.2078124145142395,6.518655751474874,1,2021-02,53
413,367.2669577160145,0.8892662414431343,0.38256658595641646,2.6038520553823443,-22.76636497593023,3.130713102733039,5.772494938472164,2,"2021-02,2024-03",52
389,307.97149134955885,0.7917004919011795,0.37275064267352187,2.412774531428501,-22.766364975930287,2.9855786480383038,5.230066359985811,3,"2021-02,2024-03,2021-09",51
