trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
462,514.3769251036936,1.1133699677569124,0.41125541125541126,3.0910434716390647,-22.76636497593023,3.281174712967703,7.29341849903216,0,,24
443,466.08407368436497,1.0521085184748644,0.41309255079006774,2.989480734676264,-19.882951743972228,3.085353839601725,7.177239230924899,1,FET/USDT,23
400,397.772571372569,0.9944314284314225,0.4125,2.8532161034578793,-19.631086212578907,2.916848123446608,6.818534159786021,3,"FET/USDT,SOL/USDT,ZEC/USDT",21
368,344.64773298956914,0.9365427526890465,0.41847826086956524,2.766058184028136,-17.816035666707876,2.749640760486825,6.533946282467787,5,"FET/USDT,SOL/USDT,ZEC/USDT,VET/USDT,ZRX/USDT",19
