symbol,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk,exit_reason,bars_held,net_r,mae_r,mfe_r,atr_pct_at_entry,month,year
ARDR/USDT,2021-09-04 00:00:00+00:00,2021-09-06 00:00:00+00:00,0.444,0.3915809901106198,0.3915809901106198,0.052419009889380204,initial_stop,3,-0.9999999999999999,-1.0530530835376049,5.188957223228774,0.6904761904761905,2021-09,2021
DUSK/USDT,2021-08-13 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.1608,0.1353102306001165,0.1353102306001165,0.025489769399883518,initial_stop,26,-0.9999999999999998,-1.000401361030615,1.69479759986363,0.4007936507936508,2021-09,2021
IOST/USDT,2021-08-23 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.043006,0.054385856461917396,0.03750966223310156,0.005496337766898446,chandelier_stop,16,2.0704434378928256,-0.9049662176796679,4.88870974448184,0.43253968253968256,2021-09,2021
QTUM/USDT,2021-09-05 00:00:00+00:00,2021-09-07 00:00:00+00:00,16.112,13.753910476543837,13.753910476543837,2.358089523456161,initial_stop,3,-1.0000000000000002,-2.5919287368877644,0.37657603376249016,0.6507936507936508,2021-09,2021
JST/USDT,2021-09-02 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.0828,0.07154767644165365,0.07154767644165365,0.011252323558346352,initial_stop,6,-0.9999999999999999,-1.30639684539611,1.1873103302375523,0.4603174603174603,2021-09,2021
ETC/USDT,2021-08-07 00:00:00+00:00,2021-09-07 00:00:00+00:00,60.587,52.27820078247213,52.27820078247213,8.308799217527868,initial_stop,32,-1.0000000000000002,-1.5594311116179698,2.018703251923146,0.6031746031746031,2021-09,2021
HBAR/USDT,2021-09-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.318,0.27196519760906634,0.27196519760906634,0.046034802390933674,initial_stop,4,-0.9999999999999997,-1.8898745184389933,0.5815165615932401,0.5396825396825397,2021-09,2021
ADA/USDT,2021-08-10 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.678,2.506908842614731,1.5088560223375092,0.1691439776624908,chandelier_stop,29,4.900611030141033,-0.04729698396926182,8.41295102353244,0.42063492063492064,2021-09,2021
ETH/USDT,2021-07-30 00:00:00+00:00,2021-09-07 00:00:00+00:00,2461.81,3443.860826761653,2153.8338504823637,307.97614951763643,chandelier_stop,40,3.188723634280697,-0.13354930264703754,5.085036625247885,0.5396825396825397,2021-09,2021
ICX/USDT,2021-08-20 00:00:00+00:00,2021-09-07 00:00:00+00:00,1.4356,1.2155254539303593,1.2155254539303593,0.2200745460696408,initial_stop,19,-0.9999999999999997,-1.229583360877958,1.8330152541691365,0.4166666666666667,2021-09,2021
SC/USDT,2021-09-04 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.02401,0.02052184600407045,0.02052184600407045,0.0034881539959295514,initial_stop,4,-1.0,-1.920786756495976,1.0406650635940886,0.5436507936507936,2021-09,2021
FET/USDT,2021-07-25 00:00:00+00:00,2021-09-09 00:00:00+00:00,0.34563,0.8503865734938955,0.2754909665115879,0.07013903348841209,chandelier_stop,47,7.196514528209004,-0.579278013671412,12.159705624413908,0.4444444444444444,2021-09,2021
NEAR/USDT,2021-08-18 00:00:00+00:00,2021-09-10 00:00:00+00:00,4.4377,8.568127356082918,3.8618005416935075,0.575899458306493,chandelier_stop,24,7.172132733427072,-0.4943571241362131,12.922915437158158,0.4246031746031746,2021-09,2021
IOST/USDT,2021-09-08 00:00:00+00:00,2021-09-13 00:00:00+00:00,0.07866,0.06611243449681646,0.06611243449681646,0.012547565503183533,initial_stop,6,-1.0,-1.3293415360747063,0.6248224006490228,0.7857142857142857,2021-09,2021
