symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
PEPE/USDT,7,1.04463841643448,0.14923405949064,4.754566473988439,-1.020000000000001
PNUT/USDT,6,0.8501754385964957,0.1416959064327493,3.783508771929829,-1.020000000000001
SAGA/USDT,3,0.5616315983757834,0.1872105327919278,2.601631598375784,-1.020000000000001
SPK/USDT,9,0.2603898889828544,0.028932209886983824,1.8367626800250487,-1.0200000000000011
PUMP/USDT,3,-0.031052631578947665,-0.010350877192982555,2.008947368421052,-1.0200000000000002
PENGU/USDT,6,-0.0313772455089838,-0.005229540918163966,5.068622754491016,-1.020000000000001
SHIB/USDT,7,-0.5157288737605368,-0.0736755533943624,3.3490987124463576,-1.0200000000000011
CFX/USDT,9,-0.812148676358841,-0.090238741817649,4.081130279595481,-1.020000000000001
ASTER/USDT,3,-0.9360563380281661,-0.31201877934272204,1.1039436619718324,-1.0199999999999994
AVAX/USDT,4,-1.2215929203539828,-0.3053982300884957,1.8384070796460183,-1.0200000000000011
FF/USDT,2,-1.2313141145638342,-0.6156570572819171,-0.2113141145638342,-1.02
RAD/USDT,5,-1.5545454545454551,-0.310909090909091,2.525454545454547,-1.0200000000000011
AI/USDT,5,-1.936065573770495,-0.38721311475409903,2.143934426229504,-1.0200000000000002
WLD/USDT,2,-2.0400000000000023,-1.0200000000000011,-1.020000000000001,-1.0200000000000014
BB/USDT,6,-3.2074316939890726,-0.5345719489981787,1.892568306010928,-1.020000000000001
DODO/USDT,6,-3.4806911447084223,-0.5801151907847371,1.6193088552915802,-1.0200000000000011
BTC/USDT,10,-3.5920471038277597,-0.35920471038277596,3.139086965170755,-1.0200000000000065
VIRTUAL/USDT,10,-3.6227733934611113,-0.3622773393461111,5.557226606538895,-1.020000000000002
DOT/USDT,7,-3.8857627118644125,-0.5551089588377732,2.2342372881355903,-1.0200000000000011
UNI/USDT,4,-4.080000000000001,-1.0200000000000002,-1.019999999999999,-1.020000000000001
HBAR/USDT,4,-4.080000000000001,-1.0200000000000002,-1.0199999999999994,-1.0200000000000016
DASH/USDT,4,-4.080000000000002,-1.0200000000000005,-1.0200000000000002,-1.020000000000001
BFUSD/USDT,6,-4.186666666667456,-0.6977777777779094,0.913333333332366,-1.020000000000208
XRP/USDT,7,-4.264595686287138,-0.6092279551838768,1.1761438635520898,-1.0200000000000022
U/USDT,5,-4.333333333333207,-0.8666666666666414,-0.2533333333333333,-1.0200000000000855
WLFI/USDT,6,-4.5831901840490765,-0.7638650306748461,0.5168098159509205,-1.0200000000000005
XPL/USDT,9,-4.619672801635994,-0.5132969779595549,3.5403271983640066,-1.0200000000000005
SOL/USDT,8,-4.689484792054622,-0.5861855990068278,2.450515207945379,-1.0200000000000014
TRUMP/USDT,5,-5.1,-1.02,-1.019999999999999,-1.020000000000001
MLN/USDT,5,-5.100000000000003,-1.0200000000000007,-1.0199999999999991,-1.0200000000000025
ADA/USDT,8,-5.278677042801554,-0.6598346303501943,1.8613229571984449,-1.0200000000000014
ETH/USDT,7,-5.555334657928288,-0.7936192368468983,0.564665342071706,-1.0200000000000005
APT/USDT,7,-5.733667546174141,-0.819095363739163,0.3863324538258574,-1.020000000000001
AAVE/USDT,6,-6.1200000000000045,-1.0200000000000007,-1.0199999999999996,-1.0200000000000018
NEAR/USDT,9,-6.676932515337424,-0.7418813905930471,1.483067484662577,-1.0200000000000016
XLM/USDT,7,-7.139999999999996,-1.0199999999999994,-1.019999999999999,-1.0200000000000005
FIL/USDT,7,-7.139999999999997,-1.0199999999999996,-1.0199999999999982,-1.020000000000001
DOGE/USDT,10,-7.55105315947843,-0.755105315947843,1.628946840521572,-1.0200000000000014
LINK/USDT,12,-8.488554913294795,-0.7073795761078996,2.7314450867052007,-1.020000000000002
BNB/USDT,11,-10.236438734631854,-0.9305853395119867,-0.0364387346318512,-1.0200000000000036
