symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
币安人生/USDT,3,39.81781622487501,13.27260540829167,40.16691588785046,-1.0199999999999996
TON/USDT,7,33.778433553470045,4.825490507638578,37.29746031746031,-1.0200000000000022
NOT/USDT,3,18.420894089556146,6.140298029852048,10.173798449612406,1.5032067510548524
ZEC/USDT,9,14.302250589687725,1.5891389544097472,11.169326061550455,-1.0200000000000005
SAHARA/USDT,6,12.549550173010363,2.091591695501727,17.649550173010365,-1.0200000000000018
OSMO/USDT,7,12.345341733206368,1.7636202476009097,11.862352941176477,-1.0200000000000011
INJ/USDT,5,12.058321985305026,2.4116643970610054,9.758827977315692,-1.0200000000000018
XUSD/USDT,7,11.340392156863942,1.6200560224091345,14.24666666666726,-1.0200000000000855
DOGS/USDT,6,9.688093009210354,1.6146821682017256,11.871891891891918,-1.0200000000000011
LUNC/USDT,4,9.075798687089723,2.2689496717724307,12.13579868708972,-1.0200000000000002
ICP/USDT,5,8.973262610065648,1.7946525220131295,7.988075370121123,-1.020000000000001
TIA/USDT,4,8.420076681543037,2.1050191703857593,4.371480730223117,-1.0200000000000014
LAYER/USDT,3,8.170769230769231,2.7235897435897436,10.210769230769232,-1.020000000000001
TRX/USDT,13,8.052526479631705,0.6194251138178235,8.564210526315753,-1.020000000000007
VIC/USDT,3,7.6174193548387,2.5391397849462334,9.657419354838698,-1.02
RENDER/USDT,5,7.26354230110815,1.45270846022163,4.224604316546768,-1.020000000000001
ZBT/USDT,6,7.234089675910591,1.205681612651765,4.792146892655371,-1.0200000000000002
KITE/USDT,8,6.527665222959163,0.8159581528698954,7.294763231197779,-1.0200000000000011
ONDO/USDT,8,6.496836461125987,0.8121045576407484,13.636836461125984,-1.0200000000000018
SUI/USDT,6,6.344116658903209,1.0573527764838682,8.117388345384937,-1.020000000000001
JTO/USDT,6,5.792850022062239,0.9654750036770398,3.450366886171213,-1.02
TAO/USDT,6,4.617750025383289,0.7696250042305482,4.357551020408163,-1.020000000000001
PENDLE/USDT,4,4.538444846292949,1.1346112115732372,7.598444846292946,-1.02
BIO/USDT,6,3.671332521324801,0.6118887535541335,4.931219512195125,-1.02
ENA/USDT,2,2.601316487505236,1.300658243752618,2.560971659919029,0.0403448275862069
FET/USDT,6,1.7640070298769757,0.29400117164616263,6.864007029876976,-1.0200000000000005
SAPIEN/USDT,5,1.4670588235294142,0.2934117647058828,5.547058823529415,-1.020000000000001
