symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
TRUMP/USDT,12,16.046882958597504,1.337240246549792,10.050399999999994,-1.0200000000000016
TON/USDT,7,15.530491050775026,2.2186415786821465,15.103778501628655,-1.0200000000000011
ENA/USDT,10,12.620445115700562,1.2620445115700563,5.9177123442808615,-1.0200000000000011
VIC/USDT,10,12.369294132400691,1.2369294132400692,7.465232067510549,-1.0200000000000014
LUNC/USDT,4,11.240848338077194,2.8102120845192986,9.133664302600476,-1.0200000000000011
AVAX/USDT,10,9.876771683510544,0.9876771683510543,7.030458715596334,-1.020000000000002
WLFI/USDT,10,9.63441217491876,0.963441217491876,7.537874762808363,-1.0200000000000014
PEPE/USDT,9,9.071445755262554,1.0079384172513948,6.434545454545462,-1.0200000000000014
SUI/USDT,12,8.436920829942173,0.7030767358285144,8.026387154326493,-1.020000000000001
XRP/USDT,9,7.984173945718815,0.8871304384132016,8.280860265054637,-1.0200000000000016
JTO/USDT,9,7.870561744369099,0.8745068604854555,7.560093312597208,-1.0200000000000011
XLM/USDT,10,7.277984123096653,0.7277984123096652,6.620661938534283,-1.020000000000002
ICP/USDT,4,6.991069869619901,1.7477674674049752,6.26131749460043,-1.0200000000000002
DOGE/USDT,9,5.9839527604862415,0.6648836400540268,4.916697033403411,-1.0200000000000022
RAD/USDT,6,5.926980330593767,0.9878300550989612,6.011674208144791,-1.0200000000000002
BB/USDT,10,5.8111398168859045,0.5811139816885904,5.505714285714285,-1.0200000000000002
BIO/USDT,12,5.638182354044424,0.469848529503702,6.971452991452992,-1.0200000000000011
BTC/USDT,11,5.259838267848519,0.4781671152589562,9.58282475102885,-1.0200000000000025
ZBT/USDT,5,4.966435787812026,0.9932871575624052,3.926502057613168,-1.02
ETH/USDT,9,4.850708429971911,0.5389676033302124,8.394982290751242,-1.020000000000001
LINK/USDT,7,4.789443835282649,0.6842062621832355,5.284687499999997,-1.020000000000002
PENDLE/USDT,10,4.768673806109073,0.47686738061090733,4.293742437337944,-1.0200000000000016
ADA/USDT,13,4.6105240592067105,0.35465569686205467,5.569682539682545,-1.0200000000000016
