symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
TRUMP/USDT,10,9.226814720011987,0.9226814720011987,7.569136490250709,-1.0200000000000031
ENA/USDT,4,8.868221248200353,2.217055312050088,4.530824175824179,-1.020000000000001
OSMO/USDT,8,6.915513258966262,0.8644391573707827,4.751300448430495,-1.0200000000000011
TAO/USDT,5,6.8109623397869585,1.3621924679573918,5.722410303587861,-1.0200000000000005
ASTER/USDT,5,4.877387143748703,0.9754774287497406,4.135844155844159,-1.0199999999999996
PUMP/USDT,3,4.291179150676237,1.4303930502254125,3.2900576553491345,-1.0200000000000016
BTC/USDT,8,4.077407149398455,0.5096758936748069,11.21740714939845,-1.0200000000000036
ETH/USDT,6,3.8279304439834565,0.637988407330576,8.927930443983458,-1.0200000000000018
BNB/USDT,8,3.718456668458467,0.4648070835573084,10.858456668458471,-1.0200000000000031
UNI/USDT,6,3.099070133963749,0.5165116889939582,8.199070133963748,-1.020000000000001
ZBT/USDT,10,3.098739886815526,0.3098739886815526,4.730929368029739,-1.020000000000003
WLFI/USDT,9,3.0584332822568845,0.33982592025076497,5.954647887323946,-1.0200000000000005
NEAR/USDT,6,1.657202072538864,0.27620034542314403,6.757202072538866,-1.020000000000001
APT/USDT,8,1.6405913897411641,0.20507392371764552,4.697908082408872,-1.0200000000000002
XPL/USDT,7,1.2165114131151877,0.17378734473074112,4.07090909090909,-1.0200000000000011
PENDLE/USDT,6,1.0472325976230947,0.1745387662705158,6.147232597623098,-1.020000000000002
VIC/USDT,7,1.008938957505578,0.14413413678651116,2.2728870292887016,-1.0200000000000011
HBAR/USDT,8,0.7460862893963307,0.09326078617454134,4.526068499758799,-1.0200000000000014
LAYER/USDT,11,0.39186968658610555,0.03562451696237323,7.046810344827588,-1.0200000000000014
SOL/USDT,9,0.16985250737462998,0.01887250081940333,8.329852507374632,-1.0200000000000018
PEPE/USDT,7,0.08306358381503087,0.011866226259290125,2.8099999999999987,-1.0200000000000011
FF/USDT,4,0.07507060333760718,0.018767650834401794,3.135070603337609,-1.0200000000000018
币安人生/USDT,5,-0.08440453686200167,-0.016880907372400333,3.9955954631379975,-1.020000000000001
DOGS/USDT,12,-0.14886441122475724,-0.012405367602063103,6.770322580645162,-1.0200000000000018
BB/USDT,7,-0.37015873015872547,-0.052879818594103636,5.749841269841272,-1.020000000000001
NOT/USDT,5,-0.4729508196721304,-0.09459016393442607,3.6070491803278686,-1.0200000000000005
SHIB/USDT,9,-0.5692671517671481,-0.06325190575190535,3.850192307692304,-1.020000000000002
SAPIEN/USDT,5,-0.6660621761658052,-0.13321243523316104,3.413937823834193,-1.0200000000000005
LTC/USDT,5,-0.8954298150163269,-0.17908596300326537,3.1845701849836776,-1.020000000000003
BIO/USDT,8,-1.0056510809451968,-0.1257063851181496,4.91212669683258,-1.020000000000001
ICP/USDT,8,-1.0445474506862507,-0.13056843133578133,4.284511278195491,-1.0200000000000022
DOT/USDT,12,-1.1463940892172517,-0.09553284076810431,4.958723404255323,-1.0200000000000014
SUI/USDT,9,-1.2629973585430232,-0.14033303983811368,6.897002641456979,-1.0200000000000018
AVAX/USDT,7,-1.277472283813748,-0.18249604054482113,4.842527716186254,-1.0200000000000016
XRP/USDT,10,-1.377193963107885,-0.1377193963107885,7.802806036892117,-1.0200000000000016
WLD/USDT,6,-1.4538794233289676,-0.2423132372214946,3.6461205766710334,-1.0200000000000014
LINK/USDT,9,-1.9473796791443903,-0.21637551990493226,6.212620320855614,-1.0200000000000031
U/USDT,2,-2.040000000000148,-1.020000000000074,-1.02,-1.020000000000148
TIA/USDT,10,-2.2282367045668003,-0.22282367045668003,3.010010718113609,-1.0200000000000018
PNUT/USDT,8,-2.3399410029498555,-0.29249262536873194,4.800058997050146,-1.0200000000000011
DASH/USDT,6,-2.363350733283622,-0.39389178888060367,2.736649266716379,-1.020000000000001
LUNC/USDT,4,-2.4100051644000655,-0.6025012911000164,0.6499948355999324,-1.0200000000000005
MLN/USDT,14,-2.4187116439747967,-0.1727651174267712,3.198045112781958,-1.0200000000000005
INJ/USDT,8,-3.002702702702712,-0.375337837837839,4.137297297297291,-1.0200000000000011
BFUSD/USDT,3,-3.059999999999959,-1.0199999999999865,-1.0199999999999347,-1.0200000000000615
FET/USDT,11,-3.220832999599524,-0.2928029999635931,6.225227606461083,-1.0200000000000014
RENDER/USDT,8,-3.4651251489868917,-0.43314064362336147,3.674874851013111,-1.0200000000000014
TRX/USDT,7,-3.4853724604965866,-0.49791035149951235,2.6346275395034016,-1.020000000000008
TON/USDT,9,-3.6756131628240345,-0.40840146253600385,4.024145873320539,-1.020000000000001
FIL/USDT,8,-3.7808460129294037,-0.47260575161617546,2.867533875338752,-1.0200000000000005
ZEC/USDT,12,-3.8193847920861863,-0.3182820660071822,3.3476021116976966,-1.020000000000001
PENGU/USDT,10,-3.8868200889101177,-0.3886820088910118,3.1089940828402374,-1.0200000000000014
ONDO/USDT,12,-3.996470081387797,-0.3330391734489831,3.6873673364245225,-1.0200000000000018
DOGE/USDT,9,-4.002755596584352,-0.4447506218427058,4.157244403415648,-1.0200000000000018
ADA/USDT,10,-4.114373088685008,-0.41143730886850083,5.065626911314991,-1.020000000000003
VIRTUAL/USDT,10,-5.103122183724832,-0.5103122183724832,2.6095187658300665,-1.020000000000001
SAGA/USDT,10,-5.442574257425739,-0.5442574257425739,3.7374257425742567,-1.0200000000000005
XUSD/USDT,6,-6.1199999999999655,-1.0199999999999942,-1.019999999999873,-1.020000000000193
KITE/USDT,6,-6.119999999999998,-1.0199999999999998,-1.019999999999999,-1.0200000000000005
XLM/USDT,13,-6.293167495854069,-0.48408980737338997,5.946832504145938,-1.020000000000003
JTO/USDT,7,-7.139999999999999,-1.0199999999999998,-1.019999999999999,-1.0200000000000002
AI/USDT,12,-7.696692913385826,-0.6413910761154855,3.5233070866141745,-1.0200000000000011
DODO/USDT,11,-8.025970149253729,-0.7296336499321572,2.1740298507462703,-1.0200000000000016
RAD/USDT,8,-8.16,-1.02,-1.019999999999999,-1.0200000000000011
SAHARA/USDT,12,-9.08333034914951,-0.7569441957624591,2.13666965085049,-1.0200000000000014
AAVE/USDT,13,-10.059547425985288,-0.7738113404604068,2.180452574014712,-1.0200000000000031
SPK/USDT,10,-10.199999999999996,-1.0199999999999996,-1.019999999999999,-1.020000000000001
CFX/USDT,14,-11.105641025641024,-0.7932600732600731,2.1543589743589697,-1.0200000000000014
