symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
ZEC/USDT,10,77.92694321337905,7.792694321337905,69.24829815895825,-1.0199999999999996
XRP/USDT,8,30.95035989487189,3.8687949868589864,32.027543075941246,-1.0200000000000011
TRX/USDT,13,21.543074756182325,1.6571595966294095,8.64537467700259,-1.020000000000001
HBAR/USDT,7,19.288175463390214,2.7554536376271734,22.01146853146853,-1.02
DASH/USDT,8,14.895482195830388,1.8619352744787985,12.8108615819209,-1.02
XUSD/USDT,1,9.8341666666675,9.8341666666675,9.8341666666675,9.8341666666675
DOGE/USDT,9,9.279050599895669,1.0310056222106299,17.43905059989567,-1.0200000000000005
PEPE/USDT,8,4.1947096250264835,0.5243387031283104,4.356050420168068,-1.0200000000000005
BNB/USDT,10,3.792776208594805,0.37927762085948047,4.058490242333263,-1.0200000000000016
SUI/USDT,9,3.654074749551504,0.40600830550572264,4.588994849937845,-1.0200000000000002
LINK/USDT,7,3.1613954241087594,0.45162791772982275,4.92266605166052,-1.0200000000000002
BTC/USDT,11,2.848021318894567,0.2589110289904152,6.813772938213432,-1.0200000000000016
PENGU/USDT,2,2.1877963848815862,1.0938981924407931,3.073085975809087,-0.8852895909275008
TON/USDT,1,2.13751211631664,2.13751211631664,2.13751211631664,2.13751211631664
ENA/USDT,4,1.9948142837158054,0.49870357092895135,2.690320417287631,-1.0200000000000005
ETH/USDT,8,1.4864277574685605,0.18580346968357006,2.808466942361038,-1.0199999999999998
SPK/USDT,1,1.3876715325208693,1.3876715325208693,1.3876715325208693,1.3876715325208693
FIL/USDT,2,1.2829292929292928,0.6414646464646464,2.302929292929293,-1.0200000000000002
NEAR/USDT,7,0.6121597972294825,0.08745139960421179,5.196053511705687,-1.0200000000000005
ADA/USDT,8,0.33186573027556077,0.041483216284445096,2.9591179418643545,-1.0200000000000005
ATOM/USDT,3,0.296227985910982,0.09874266197032733,2.3362279859109827,-1.020000000000001
PHA/USDT,6,0.24479531025496742,0.0407992183758279,3.715220125786165,-1.02
BFUSD/USDT,1,0.20580645161279,0.20580645161279,0.20580645161279,0.20580645161279
POND/USDT,2,0.13129115797262436,0.06564557898631218,1.1512911579726244,-1.02
AVAX/USDT,5,0.07632066728452336,0.015264133456904671,4.156320667284524,-1.020000000000001
SOL/USDT,9,-0.012494039207894908,-0.0013882265786549898,3.68435842730875,-1.0199999999999996
CHZ/USDT,7,-0.2205639432151718,-0.03150913474502454,2.7478198433420387,-1.0200000000000005
SAHARA/USDT,1,-0.4509614097702429,-0.4509614097702429,-0.4509614097702429,-0.4509614097702429
BCH/USDT,10,-0.5372661345451593,-0.053726613454515924,2.340841423948221,-1.0200000000000005
PENDLE/USDT,8,-0.6663992160304808,-0.0832999020038101,1.6692980145867098,-1.0200000000000002
EDEN/USDT,1,-1.0200000000000002,-1.0200000000000002,-1.0200000000000002,-1.0200000000000002
ALT/USDT,1,-1.0200000000000002,-1.0200000000000002,-1.0200000000000002,-1.0200000000000002
ONDO/USDT,1,-1.0200000000000002,-1.0200000000000002,-1.0200000000000002,-1.0200000000000002
MORPHO/USDT,1,-1.0200000000000005,-1.0200000000000005,-1.0200000000000005,-1.0200000000000005
TIA/USDT,2,-1.3737108731466232,-0.6868554365733116,-0.3537108731466228,-1.0200000000000005
AAVE/USDT,12,-1.4519955734453251,-0.12099963112044376,2.3099173553719017,-1.0200000000000005
ARKM/USDT,3,-1.7649418604651161,-0.588313953488372,0.2750581395348841,-1.0200000000000002
ARB/USDT,3,-1.9241745403007795,-0.6413915134335931,-0.0111288132524663,-1.0200000000000002
VIRTUAL/USDT,2,-2.039999999999999,-1.0199999999999996,-1.0199999999999996,-1.0199999999999996
EIGEN/USDT,2,-2.0399999999999996,-1.0199999999999998,-1.0199999999999996,-1.02
DOGS/USDT,2,-2.0399999999999996,-1.0199999999999998,-1.0199999999999998,-1.0199999999999998
GRT/USDT,3,-2.0792920950349045,-0.6930973650116349,-0.2242097488921711,-1.0200000000000002
RENDER/USDT,4,-2.4277425552353513,-0.6069356388088378,0.6322574447646492,-1.0200000000000005
JTO/USDT,4,-2.7499561403508763,-0.6874890350877191,0.3100438596491232,-1.02
SEI/USDT,6,-3.6619136325148176,-0.6103189387524696,1.4380863674851818,-1.0200000000000005
INJ/USDT,6,-3.7416596343178634,-0.6236099390529772,1.3583403656821371,-1.0200000000000005
DOT/USDT,5,-3.8523885350318468,-0.7704777070063693,0.2276114649681528,-1.020000000000001
WLD/USDT,4,-4.08,-1.02,-1.0199999999999998,-1.02
FET/USDT,6,-4.794496078748997,-0.7990826797914995,0.1400537995965032,-1.0200000000000005
APT/USDT,6,-4.920666562169736,-0.820111093694956,-0.1209615384615386,-1.0200000000000005
TAO/USDT,8,-5.118537682249869,-0.6398172102812336,0.1819230769230774,-1.0200000000000002
ICP/USDT,9,-6.107056034548468,-0.6785617816164965,1.137380396732788,-1.0200000000000005
LTC/USDT,11,-6.704399287895706,-0.6094908443541551,2.427616185897437,-1.020000000000001
UNI/USDT,10,-6.973758625178858,-0.6973758625178859,0.8937672090112634,-1.0200000000000002
