symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
ZEC/USDT,16,41.08317247582105,2.5676982797388157,29.944692901802117,-1.020000000000001
TON/USDT,10,37.36019693312795,3.7360196933127954,23.86970588235293,-1.0200000000000014
LUNC/USDT,6,23.689299213928347,3.9482165356547245,9.133664302600476,-1.0200000000000011
VIC/USDT,13,21.07164532287687,1.6208957940674513,8.237142857142848,-1.0200000000000014
JTO/USDT,14,17.04299395571278,1.2173567111223416,8.752911597729113,-1.020000000000002
SUI/USDT,17,14.793393957508467,0.8701996445593216,8.026387154326493,-1.020000000000001
ENA/USDT,14,12.265590881701925,0.8761136344072804,5.9177123442808615,-1.0200000000000011
ICP/USDT,6,11.933175132777796,1.9888625221296328,6.26131749460043,-1.0200000000000011
TRUMP/USDT,17,10.946882958597504,0.6439342916822062,10.050399999999994,-1.0200000000000016
ZBT/USDT,9,9.582013191843915,1.0646681324271017,3.926502057613168,-1.0200000000000002
AVAX/USDT,16,8.921076596960713,0.5575672873100446,7.030458715596334,-1.020000000000002
INJ/USDT,14,8.851843721158682,0.6322745515113344,5.458849407783419,-1.0200000000000011
KITE/USDT,12,8.791765612758082,0.7326471343965069,7.8394306049822,-1.0200000000000005
PENDLE/USDT,15,8.757814810971308,0.5838543207314205,8.069141004862235,-1.0200000000000016
PEPE/USDT,13,8.398225416279507,0.6460173397138083,6.434545454545462,-1.0200000000000014
DOGS/USDT,14,7.910398459073057,0.5650284613623612,11.42800000000002,-1.0200000000000014
WLFI/USDT,15,7.573782253658914,0.5049188169105943,7.537874762808363,-1.0200000000000014
BIO/USDT,15,7.4281823540444245,0.49521215693629494,6.971452991452992,-1.0200000000000011
XUSD/USDT,10,6.731034482759228,0.6731034482759228,15.911034482759156,-1.020000000000148
SAGA/USDT,13,5.113917447610071,0.3933782652007747,5.10543252595156,-1.020000000000001
RAD/USDT,7,4.9069803305937665,0.7009971900848238,6.011674208144791,-1.020000000000001
XPL/USDT,14,4.891004614455005,0.3493574724610718,3.835034722222219,-1.0200000000000002
LAYER/USDT,19,4.68142093840425,0.24639057570548686,7.670618762475048,-1.0200000000000011
APT/USDT,3,4.308562606467848,1.4361875354892826,2.763080923971239,-1.02
TIA/USDT,18,4.037582237710431,0.22431012431724617,5.435252918287932,-1.0200000000000011
DOGE/USDT,15,3.4389647906838228,0.22926431937892153,4.916697033403411,-1.0200000000000022
BB/USDT,15,3.4007949892997003,0.22671966595331336,5.505714285714285,-1.0200000000000005
VIRTUAL/USDT,13,2.8857096740243398,0.2219776672326415,3.915355500530597,-1.0200000000000011
HBAR/USDT,18,2.4576225022605636,0.1365345834589202,5.582483069977425,-1.0200000000000014
UNI/USDT,11,2.196340629410376,0.19966732994639783,4.640565338276184,-1.0200000000000011
ONDO/USDT,21,2.1424427405662776,0.10202108288410845,9.474356659142208,-1.0200000000000018
PUMP/USDT,6,1.9788247178509328,0.32980411964182216,3.4174163959487864,-1.020000000000001
DASH/USDT,15,1.822924909468154,0.12152832729787694,6.479999999999994,-1.0200000000000014
ADA/USDT,19,1.296975672109926,0.06826187747946978,5.569682539682545,-1.0200000000000016
TRX/USDT,8,1.2768414644045825,0.1596051830505728,6.029212598425197,-1.0200000000000031
BTC/USDT,19,1.2319968705765454,0.06484194055666029,9.58282475102885,-1.0200000000000036
FET/USDT,20,0.8983599013595641,0.04491799506797821,8.238064516129032,-1.020000000000001
AI/USDT,2,0.8636827195467416,0.4318413597733708,1.883682719546742,-1.0200000000000005
PENGU/USDT,19,0.4850956838817819,0.02553135178325168,4.77030210713379,-1.020000000000001
DOT/USDT,3,0.08095013741656665,0.02698337913885555,2.120950137416569,-1.0200000000000011
XRP/USDT,17,-0.17582605428117937,-0.010342709075363492,8.280860265054637,-1.0200000000000016
币安人生/USDT,5,-0.28036943136544834,-0.056073886273089665,3.799630568634551,-1.0200000000000002
ASTER/USDT,10,-0.3846929758183636,-0.038469297581836356,3.566885245901639,-1.0200000000000014
NOT/USDT,13,-0.44031951521507584,-0.033870731939621215,4.882465166130757,-1.0200000000000011
OSMO/USDT,3,-0.5186838198911432,-0.17289460663038106,1.5213161801088566,-1.020000000000001
WLD/USDT,4,-0.5670623145400571,-0.14176557863501427,2.4929376854599408,-1.0199999999999998
DODO/USDT,3,-0.5756934306569339,-0.19189781021897798,1.464306569343066,-1.020000000000001
XLM/USDT,18,-0.8820158769033475,-0.04900088205018597,6.620661938534283,-1.020000000000002
LINK/USDT,16,-0.9996096626597399,-0.062475603916233746,5.284687499999997,-1.020000000000002
CFX/USDT,6,-1.1313789400261323,-0.18856315667102205,2.132302243211336,-1.0200000000000011
AAVE/USDT,14,-1.1651617801904435,-0.08322584144217453,7.185491413602414,-1.0200000000000005
SOL/USDT,15,-1.745981085691486,-0.11639873904609906,5.391241031092211,-1.0200000000000014
ETH/USDT,17,-1.7751811918932683,-0.10442242305254519,8.394982290751242,-1.0200000000000016
PNUT/USDT,19,-1.7898511289083086,-0.09420269099517413,4.494625228519199,-1.020000000000001
TAO/USDT,16,-1.8452646715150138,-0.11532904196968836,7.6676404494382,-1.020000000000001
SAPIEN/USDT,9,-1.9029048797736916,-0.21143387553041018,4.288345120226308,-1.0200000000000005
SHIB/USDT,17,-2.8785406983184503,-0.16932592343049707,4.259126213592231,-1.0200000000000014
RENDER/USDT,14,-3.0966873904934173,-0.22119195646381554,8.597927994121967,-1.0200000000000018
FF/USDT,8,-3.8581689308919156,-0.48227111636148945,3.281831069108089,-1.0200000000000014
U/USDT,4,-4.079999999999438,-1.0199999999998595,-1.0199999999997915,-1.02
SPK/USDT,20,-4.161383561805852,-0.20806917809029263,4.989505614836214,-1.0200000000000018
MLN/USDT,9,-4.548267831149929,-0.5053630923499921,3.6117321688500734,-1.0200000000000011
BNB/USDT,23,-5.395989121257008,-0.2346082226633482,6.742090337120855,-1.020000000000003
SAHARA/USDT,8,-6.411616111387372,-0.8014520139234215,0.72838388861263,-1.0200000000000018
NEAR/USDT,13,-6.659439798818266,-0.5122645999090973,4.268135593220339,-1.0200000000000016
LTC/USDT,17,-8.949334975616893,-0.5264314691539349,4.2238900203666,-1.0200000000000016
FIL/USDT,14,-9.116642087351108,-0.6511887205250791,4.143357912648894,-1.020000000000001
BFUSD/USDT,9,-9.180000000000124,-1.0200000000000138,-1.019999999999885,-1.020000000000208
