year,n,win_rate,avg_r,pf,max_dd_r,total_r,avg_bars
2021,41,0.6341463414634146,0.8995439024390243,4.947225908643349,5.3023000000000025,36.881299999999996,18.29268292682927
2022,4,0.0,-0.805125,0.0,2.2205,-3.2205,12.75
2023,26,0.34615384615384615,-0.2957730769230769,0.3986612763228888,11.5243,-7.6901,16.307692307692307
2024,64,0.609375,0.90223125,4.298118552873575,4.628600000000002,57.7428,16.9375
2025,41,0.4146341463414634,-0.06655853658536584,0.8635044966637655,8.0,-2.7288999999999994,16.634146341463413
2026,3,0.3333333333333333,1.0227333333333333,3.155845980888139,1.0,3.0681999999999996,18.0
