year,n,win_rate,avg_r,pf,max_dd_r,total_r,avg_bars
2021,118,0.635593220338983,0.49794576271186436,3.783295753832162,10.516100000000016,58.7576,14.398305084745763
2022,12,0.16666666666666666,-0.3991500000000001,0.14098172492333075,4.322900000000001,-4.789800000000001,13.916666666666666
2023,46,0.5434782608695652,0.07788260869565215,1.340904549390528,7.3841,3.5825999999999993,13.804347826086957
2024,170,0.47058823529411764,-0.024482352941176476,0.9267218688212292,39.935,-4.162000000000001,13.341176470588236
2025,79,0.46835443037974683,0.024188607594936715,1.1206277262598399,8.750199999999998,1.9109000000000005,14.08860759493671
2026,10,0.4,0.030989999999999997,1.0872810229257024,1.6280000000000001,0.30989999999999995,14.6
