split,n,win_rate,avg_r,pf,max_dd_r,total_r,std_r,t_score
count_h1,124,0.5887096774193549,0.3469895161290322,2.899113708388874,6.208599999999997,43.0267,1.193541996142516,3.2373487793858433
count_h2,124,0.6451612903225806,0.2702870967741936,2.7124696625194797,9.888500000000004,33.515600000000006,0.7058857102461518,4.263848504958026
time_h1,130,0.6076923076923076,0.34214538461538463,2.9632109532931388,6.208599999999997,44.4789,1.1660264437220766,3.3455995912433716
time_h2,118,0.6271186440677966,0.27172372881355933,2.6382699333214115,9.888499999999997,32.0634,0.7230859749189156,4.082052926947036
last_100,100,0.64,0.291909,2.928141141656869,9.888499999999997,29.1909,0.7032405067416283,4.150912770262931
