extra_cost_r,n,win_rate,avg_r,pf,max_dd_r,total_r,std_r,t_score,gate
0.0,248,0.6169354838709677,0.3086383064516129,2.8126087852286537,9.88849999999998,76.5423,0.9792818766171487,4.963270562336297,PASS
0.02,248,0.6129032258064516,0.2886383064516129,2.6215598460496423,10.488500000000016,71.5823,0.9792818766171487,4.641646806724198,PASS
0.05,248,0.6048387096774194,0.25863830645161284,2.3625902306590927,11.38850000000005,64.14229999999999,0.9792818766171487,4.159211173306047,PASS
0.1,248,0.5725806451612904,0.2086383064516129,1.9918493314803274,12.888500000000015,51.7423,0.9792818766171487,3.3551517842757983,PASS
0.15,248,0.5483870967741935,0.15863830645161292,1.6835731375284733,14.388500000000008,39.3423,0.9792818766171487,2.5510923952455484,PASS
0.2,248,0.5282258064516129,0.10863830645161289,1.4254298148101363,15.88849999999999,26.942299999999996,0.9792818766171487,1.7470330062152981,PASS
