year,n,win_rate,avg_r,pf,max_dd_r,total_r,std_r,t_score,note
2021,9,0.5555555555555556,0.1300666666666667,1.6674649332877183,1.7538,1.1706000000000003,0.6304878864815723,0.6188857999754841,
2022,60,0.5833333333333334,0.37662499999999993,3.34555022731519,5.157,22.597499999999997,1.4271161207994822,2.0442097619193222,<<< BEAR MARKET
2023,51,0.5686274509803921,0.34384117647058826,2.556229033918461,6.208600000000001,17.5359,1.0092103327208797,2.433107423633372,
2024,51,0.8235294117647058,0.48518235294117645,5.725711884799755,3.5093,24.7443,0.7294177658121257,4.750220258843918,
2025,40,0.525,0.2537275,2.8938067959172247,2.7781999999999982,10.1491,0.6790314723975688,2.3632389296695147,
2026,37,0.5675675675675675,0.009321621621621616,1.038423403852367,7.783999999999999,0.34489999999999976,0.5860791007170426,0.09674668598871072,(partial year)
