symbol,entry_ts,exit_ts,r,year,side
VETUSDT,1592524800000,1593734400000,1.943218,2020,long
IOSTUSDT,1592524800000,1593734400000,-0.595915,2020,long
ADAUSDT,1592524800000,1593734400000,1.853173,2020,long
LINKUSDT,1592524800000,1593734400000,1.395264,2020,long
TRXUSDT,1592524800000,1593734400000,0.425599,2020,long
BTCUSDT,1592524800000,1593734400000,-0.241251,2020,long
XLMUSDT,1592524800000,1593734400000,-0.337597,2020,long
ETHUSDT,1592524800000,1593734400000,-0.162729,2020,long
XTZUSDT,1592524800000,1593734400000,-1.195205,2020,long
THETAUSDT,1592524800000,1593734400000,0.338832,2020,short
ETCUSDT,1592524800000,1593734400000,1.097619,2020,short
DASHUSDT,1592524800000,1593734400000,0.531718,2020,short
LTCUSDT,1592524800000,1593734400000,0.403357,2020,short
XTZUSDT,1592524800000,1593734400000,1.328006,2020,short
BNBUSDT,1592524800000,1593734400000,0.424652,2020,short
XRPUSDT,1592524800000,1593734400000,0.57754,2020,short
ATOMUSDT,1592524800000,1593734400000,-0.349865,2020,short
BCHUSDT,1592524800000,1593734400000,0.540344,2020,short
QTUMUSDT,1592524800000,1593734400000,0.232975,2020,short
ADAUSDT,1593734400000,1594944000000,2.40928,2020,long
LINKUSDT,1593734400000,1594944000000,6.720989,2020,long
VETUSDT,1593734400000,1594944000000,7.080447,2020,long
BATUSDT,1593734400000,1594944000000,0.905215,2020,long
TRXUSDT,1593734400000,1594944000000,0.30885,2020,long
BTCUSDT,1593734400000,1594944000000,0.093572,2020,long
ETHUSDT,1593734400000,1594944000000,0.315839,2020,long
IOSTUSDT,1593734400000,1594944000000,0.764491,2020,long
XLMUSDT,1593734400000,1594944000000,4.975063,2020,long
XTZUSDT,1593734400000,1594944000000,-3.922773,2020,short
THETAUSDT,1593734400000,1594944000000,-1.102907,2020,short
ETCUSDT,1593734400000,1594944000000,-0.69442,2020,short
NEOUSDT,1593734400000,1594944000000,-0.817661,2020,short
DASHUSDT,1593734400000,1594944000000,-0.474255,2020,short
XLMUSDT,1593734400000,1594944000000,-5.527848,2020,short
IOSTUSDT,1593734400000,1594944000000,-0.849435,2020,short
BNBUSDT,1593734400000,1594944000000,-1.167582,2020,short
LTCUSDT,1593734400000,1594944000000,-0.187075,2020,short
BCHUSDT,1593734400000,1594944000000,-0.092408,2020,short
VETUSDT,1594944000000,1596153600000,-1.009884,2020,long
LINKUSDT,1594944000000,1596153600000,-1.08289,2020,long
ATOMUSDT,1594944000000,1596153600000,-1.569186,2020,long
ALGOUSDT,1594944000000,1596153600000,-1.032072,2020,long
XLMUSDT,1594944000000,1596153600000,-1.269834,2020,long
ADAUSDT,1594944000000,1596153600000,2.632277,2020,long
KNCUSDT,1594944000000,1596153600000,-1.91563,2020,long
QTUMUSDT,1594944000000,1596153600000,0.254181,2020,long
XTZUSDT,1594944000000,1596153600000,-1.952096,2020,long
ONTUSDT,1594944000000,1596153600000,-0.888016,2020,long
ZRXUSDT,1594944000000,1596153600000,-0.760191,2020,long
IOTAUSDT,1594944000000,1596153600000,4.649356,2020,long
ZECUSDT,1594944000000,1596153600000,4.921437,2020,long
TRXUSDT,1594944000000,1596153600000,2.798021,2020,long
XMRUSDT,1594944000000,1596153600000,4.754912,2020,long
IOSTUSDT,1594944000000,1596153600000,-0.223454,2020,long
ETHUSDT,1594944000000,1596153600000,9.282829,2020,long
BTCUSDT,1594944000000,1596153600000,4.550833,2020,long
BATUSDT,1594944000000,1596153600000,-0.921775,2020,long
BATUSDT,1594944000000,1596153600000,0.485145,2020,short
BTCUSDT,1594944000000,1596153600000,-2.395175,2020,short
LTCUSDT,1594944000000,1596153600000,-3.885047,2020,short
BCHUSDT,1594944000000,1596153600000,-3.504488,2020,short
DASHUSDT,1594944000000,1596153600000,-1.872934,2020,short
ETHUSDT,1594944000000,1596153600000,-4.8857,2020,short
IOSTUSDT,1594944000000,1596153600000,0.117608,2020,short
ETCUSDT,1594944000000,1596153600000,-2.26437,2020,short
XMRUSDT,1594944000000,1596153600000,-2.502585,2020,short
NEOUSDT,1594944000000,1596153600000,-1.592971,2020,short
ETHUSDT,1596153600000,1597363200000,5.33572,2020,long
ZECUSDT,1596153600000,1597363200000,2.728,2020,long
LTCUSDT,1596153600000,1597363200000,-0.467193,2020,long
XRPUSDT,1596153600000,1597363200000,3.158706,2020,long
LINKUSDT,1596153600000,1597363200000,23.539074,2020,long
BCHUSDT,1596153600000,1597363200000,-0.47062,2020,long
XMRUSDT,1596153600000,1597363200000,1.64717,2020,long
BTCUSDT,1596153600000,1597363200000,0.747923,2020,long
IOTAUSDT,1596153600000,1597363200000,7.263017,2020,long
BNBUSDT,1596153600000,1597363200000,2.373586,2020,long
ALGOUSDT,1596153600000,1597363200000,19.175069,2020,long
QTUMUSDT,1596153600000,1597363200000,5.618812,2020,long
NEOUSDT,1596153600000,1597363200000,4.197229,2020,long
ETCUSDT,1596153600000,1597363200000,-1.385737,2020,long
DASHUSDT,1596153600000,1597363200000,2.307506,2020,long
ADAUSDT,1596153600000,1597363200000,-0.083423,2020,long
TRXUSDT,1596153600000,1597363200000,5.13445,2020,long
XTZUSDT,1596153600000,1597363200000,8.956797,2020,long
ONTUSDT,1596153600000,1597363200000,3.187596,2020,long
XLMUSDT,1596153600000,1597363200000,1.624073,2020,long
COMPUSDT,1596153600000,1597363200000,-4.554881,2020,short
DOGEUSDT,1596153600000,1597363200000,-1.080495,2020,short
ZRXUSDT,1596153600000,1597363200000,-4.146789,2020,short
KNCUSDT,1596153600000,1597363200000,-2.80037,2020,short
ZILUSDT,1596153600000,1597363200000,-3.922222,2020,short
IOSTUSDT,1596153600000,1597363200000,-1.446787,2020,short
VETUSDT,1596153600000,1597363200000,-1.90849,2020,short
ATOMUSDT,1596153600000,1597363200000,-6.098973,2020,short
BATUSDT,1596153600000,1597363200000,-1.031621,2020,short
XLMUSDT,1596153600000,1597363200000,-0.812036,2020,short
LINKUSDT,1597363200000,1598572800000,-2.157383,2020,long
ALGOUSDT,1597363200000,1598572800000,-3.313056,2020,long
ATOMUSDT,1597363200000,1598572800000,4.767822,2020,long
THETAUSDT,1597363200000,1598572800000,3.670319,2020,long
IOTAUSDT,1597363200000,1598572800000,-2.894221,2020,long
ETHUSDT,1597363200000,1598572800000,-1.991614,2020,long
XRPUSDT,1597363200000,1598572800000,-1.909514,2020,long
ZRXUSDT,1597363200000,1598572800000,3.761349,2020,long
ZILUSDT,1597363200000,1598572800000,-3.216281,2020,long
XTZUSDT,1597363200000,1598572800000,-4.148472,2020,long
TRXUSDT,1597363200000,1598572800000,-0.662091,2020,long
ZECUSDT,1597363200000,1598572800000,-2.102546,2020,long
QTUMUSDT,1597363200000,1598572800000,1.545894,2020,long
NEOUSDT,1597363200000,1598572800000,4.688447,2020,long
XMRUSDT,1597363200000,1598572800000,0.611354,2020,long
DASHUSDT,1597363200000,1598572800000,-1.534788,2020,long
KNCUSDT,1597363200000,1598572800000,-3.105752,2020,long
BTCUSDT,1597363200000,1598572800000,-0.409657,2020,long
BCHUSDT,1597363200000,1598572800000,-1.696392,2020,long
BNBUSDT,1597363200000,1598572800000,-0.039756,2020,long
ADAUSDT,1597363200000,1598572800000,2.100816,2020,short
ETCUSDT,1597363200000,1598572800000,0.525323,2020,short
XLMUSDT,1597363200000,1598572800000,0.867327,2020,short
BATUSDT,1597363200000,1598572800000,-2.540308,2020,short
DOGEUSDT,1597363200000,1598572800000,0.905281,2020,short
IOSTUSDT,1597363200000,1598572800000,0.415862,2020,short
VETUSDT,1597363200000,1598572800000,2.045289,2020,short
LTCUSDT,1597363200000,1598572800000,-0.09497,2020,short
ONTUSDT,1597363200000,1598572800000,-0.127711,2020,short
BNBUSDT,1597363200000,1598572800000,0.019878,2020,short
ATOMUSDT,1598572800000,1599782400000,-5.875363,2020,long
ZRXUSDT,1598572800000,1599782400000,-3.533999,2020,long
THETAUSDT,1598572800000,1599782400000,1.043551,2020,long
NEOUSDT,1598572800000,1599782400000,2.199181,2020,long
BATUSDT,1598572800000,1599782400000,-4.925714,2020,long
QTUMUSDT,1598572800000,1599782400000,-3.156951,2020,long
LINKUSDT,1598572800000,1599782400000,-3.567889,2020,long
ALGOUSDT,1598572800000,1599782400000,-4.632642,2020,long
BANDUSDT,1598572800000,1599782400000,-6.181081,2020,long
TRXUSDT,1598572800000,1599782400000,7.933194,2020,long
ONTUSDT,1598572800000,1599782400000,0.409232,2020,long
IOSTUSDT,1598572800000,1599782400000,3.285294,2020,long
IOTAUSDT,1598572800000,1599782400000,-3.26367,2020,long
BNBUSDT,1598572800000,1599782400000,1.965793,2020,long
ETHUSDT,1598572800000,1599782400000,-1.097839,2020,long
XMRUSDT,1598572800000,1599782400000,-2.209746,2020,long
LTCUSDT,1598572800000,1599782400000,-2.940767,2020,long
BTCUSDT,1598572800000,1599782400000,-1.976325,2020,long
RLCUSDT,1598572800000,1599782400000,-4.594062,2020,long
XTZUSDT,1598572800000,1599782400000,-4.26079,2020,long
ADAUSDT,1598572800000,1599782400000,1.130005,2020,short
VETUSDT,1598572800000,1599782400000,1.895929,2020,short
ZECUSDT,1598572800000,1599782400000,1.69136,2020,short
ZILUSDT,1598572800000,1599782400000,1.787922,2020,short
DASHUSDT,1598572800000,1599782400000,0.936986,2020,short
BCHUSDT,1598572800000,1599782400000,1.621913,2020,short
XRPUSDT,1598572800000,1599782400000,1.084958,2020,short
DOGEUSDT,1598572800000,1599782400000,1.410138,2020,short
XLMUSDT,1598572800000,1599782400000,1.268003,2020,short
ETCUSDT,1598572800000,1599782400000,2.009496,2020,short
TRXUSDT,1599782400000,1600992000000,-3.784753,2020,long
BNBUSDT,1599782400000,1600992000000,-0.54248,2020,long
THETAUSDT,1599782400000,1600992000000,6.4987,2020,long
NEOUSDT,1599782400000,1600992000000,0.905605,2020,long
DOTUSDT,1599782400000,1600992000000,-1.010535,2020,long
IOSTUSDT,1599782400000,1600992000000,-4.464262,2020,long
ETHUSDT,1599782400000,1600992000000,-1.155175,2020,long
ONTUSDT,1599782400000,1600992000000,-4.791327,2020,long
BTCUSDT,1599782400000,1600992000000,0.569321,2020,long
XMRUSDT,1599782400000,1600992000000,2.076932,2020,long
XRPUSDT,1599782400000,1600992000000,-0.074257,2020,long
ATOMUSDT,1599782400000,1600992000000,-2.078893,2020,long
ZECUSDT,1599782400000,1600992000000,-2.673189,2020,long
XLMUSDT,1599782400000,1600992000000,-2.16087,2020,long
LINKUSDT,1599782400000,1600992000000,-2.767994,2020,long
ADAUSDT,1599782400000,1600992000000,-0.032983,2020,long
VETUSDT,1599782400000,1600992000000,-0.491011,2020,long
ALGOUSDT,1599782400000,1600992000000,-4.564477,2020,long
IOTAUSDT,1599782400000,1600992000000,-2.497434,2020,long
ZRXUSDT,1599782400000,1600992000000,-4.633453,2020,long
BATUSDT,1599782400000,1600992000000,1.178923,2020,short
KAVAUSDT,1599782400000,1600992000000,2.131056,2020,short
QTUMUSDT,1599782400000,1600992000000,1.611644,2020,short
KNCUSDT,1599782400000,1600992000000,1.982019,2020,short
XTZUSDT,1599782400000,1600992000000,1.392454,2020,short
BANDUSDT,1599782400000,1600992000000,2.074811,2020,short
ZRXUSDT,1599782400000,1600992000000,2.316727,2020,short
IOTAUSDT,1599782400000,1600992000000,1.248717,2020,short
ALGOUSDT,1599782400000,1600992000000,2.282238,2020,short
VETUSDT,1599782400000,1600992000000,0.245505,2020,short
THETAUSDT,1600992000000,1602201600000,1.170389,2020,long
BNBUSDT,1600992000000,1602201600000,2.246626,2020,long
NEOUSDT,1600992000000,1602201600000,-2.728235,2020,long
IOSTUSDT,1600992000000,1602201600000,-0.09767,2020,long
XMRUSDT,1600992000000,1602201600000,3.717229,2020,long
ADAUSDT,1600992000000,1602201600000,0.68759,2020,long
VETUSDT,1600992000000,1602201600000,-1.675056,2020,long
ETHUSDT,1600992000000,1602201600000,0.560987,2020,long
BTCUSDT,1600992000000,1602201600000,0.515224,2020,long
XRPUSDT,1600992000000,1602201600000,0.714286,2020,long
LINKUSDT,1600992000000,1602201600000,-0.459212,2020,long
QTUMUSDT,1600992000000,1602201600000,-0.203132,2020,long
ATOMUSDT,1600992000000,1602201600000,1.132902,2020,long
TRXUSDT,1600992000000,1602201600000,-0.475664,2020,long
BANDUSDT,1600992000000,1602201600000,-1.258096,2020,long
CRVUSDT,1600992000000,1602201600000,3.617677,2020,short
SUSHIUSDT,1600992000000,1602201600000,4.109355,2020,short
RUNEUSDT,1600992000000,1602201600000,-0.133919,2020,short
TRBUSDT,1600992000000,1602201600000,0.962613,2020,short
KNCUSDT,1600992000000,1602201600000,0.213966,2020,short
BANDUSDT,1600992000000,1602201600000,0.838731,2020,short
COMPUSDT,1600992000000,1602201600000,1.710961,2020,short
XTZUSDT,1600992000000,1602201600000,0.0723,2020,short
TRXUSDT,1600992000000,1602201600000,0.317109,2020,short
ALGOUSDT,1600992000000,1602201600000,-0.359395,2020,short
THETAUSDT,1602201600000,1603411200000,-1.588128,2020,long
XMRUSDT,1602201600000,1603411200000,1.61162,2020,long
ZILUSDT,1602201600000,1603411200000,-0.349553,2020,long
STORJUSDT,1602201600000,1603411200000,-4.095627,2020,long
ADAUSDT,1602201600000,1603411200000,1.080355,2020,long
ZECUSDT,1602201600000,1603411200000,-0.062962,2020,long
BNBUSDT,1602201600000,1603411200000,1.272759,2020,long
ATOMUSDT,1602201600000,1603411200000,0.654898,2020,long
LINKUSDT,1602201600000,1603411200000,2.726748,2020,long
XRPUSDT,1602201600000,1603411200000,0.13913,2020,long
BTCUSDT,1602201600000,1603411200000,2.715323,2020,long
ALGOUSDT,1602201600000,1603411200000,-0.920268,2020,long
TRXUSDT,1602201600000,1603411200000,0.286367,2020,long
ETHUSDT,1602201600000,1603411200000,1.944335,2020,long
IOSTUSDT,1602201600000,1603411200000,-0.794757,2020,long
NEOUSDT,1602201600000,1603411200000,0.677015,2020,long
CRVUSDT,1602201600000,1603411200000,3.89694,2020,short
SUSHIUSDT,1602201600000,1603411200000,1.948272,2020,short
YFIUSDT,1602201600000,1603411200000,1.73318,2020,short
UNIUSDT,1602201600000,1603411200000,1.071407,2020,short
EGLDUSDT,1602201600000,1603411200000,-1.123624,2020,short
TRBUSDT,1602201600000,1603411200000,-2.371411,2020,short
NEOUSDT,1602201600000,1603411200000,-0.423134,2020,short
VETUSDT,1602201600000,1603411200000,-0.668643,2020,short
COMPUSDT,1602201600000,1603411200000,1.064125,2020,short
ONTUSDT,1602201600000,1603411200000,0.81812,2020,short
LINKUSDT,1603411200000,1604620800000,0.023445,2020,long
BCHUSDT,1603411200000,1604620800000,-0.895803,2020,long
XMRUSDT,1603411200000,1604620800000,-1.180504,2020,long
BTCUSDT,1603411200000,1604620800000,3.917559,2020,long
LTCUSDT,1603411200000,1604620800000,2.663423,2020,long
ETHUSDT,1603411200000,1604620800000,2.180313,2020,long
XLMUSDT,1603411200000,1604620800000,0.045384,2020,long
ADAUSDT,1603411200000,1604620800000,0.180969,2020,long
XRPUSDT,1603411200000,1604620800000,0.268025,2020,long
BNBUSDT,1603411200000,1604620800000,-0.978844,2020,long
ATOMUSDT,1603411200000,1604620800000,-1.692508,2020,long
ZILUSDT,1603411200000,1604620800000,0.74264,2020,long
AVAXUSDT,1603411200000,1604620800000,-2.936579,2020,long
VETUSDT,1603411200000,1604620800000,-1.602223,2020,long
ZECUSDT,1603411200000,1604620800000,-0.483407,2020,long
IOTAUSDT,1603411200000,1604620800000,-0.69328,2020,long
NEOUSDT,1603411200000,1604620800000,-2.500496,2020,long
TRXUSDT,1603411200000,1604620800000,-0.398055,2020,long
THETAUSDT,1603411200000,1604620800000,0.995182,2020,long
CRVUSDT,1603411200000,1604620800000,-1.503958,2020,short
SUSHIUSDT,1603411200000,1604620800000,0.744521,2020,short
SOLUSDT,1603411200000,1604620800000,0.329346,2020,short
UNIUSDT,1603411200000,1604620800000,1.483567,2020,short
YFIUSDT,1603411200000,1604620800000,2.086095,2020,short
STORJUSDT,1603411200000,1604620800000,0.3814,2020,short
COMPUSDT,1603411200000,1604620800000,0.711792,2020,short
THETAUSDT,1603411200000,1604620800000,-0.52378,2020,short
SNXUSDT,1603411200000,1604620800000,0.758294,2020,short
ONTUSDT,1603411200000,1604620800000,1.257364,2020,short
BTCUSDT,1604620800000,1605830400000,3.745353,2020,long
LTCUSDT,1604620800000,1605830400000,5.812895,2020,long
ETHUSDT,1604620800000,1605830400000,2.24771,2020,long
DOTUSDT,1604620800000,1605830400000,2.679965,2020,long
LINKUSDT,1604620800000,1605830400000,3.020705,2020,long
ZILUSDT,1604620800000,1605830400000,1.893503,2020,long
KSMUSDT,1604620800000,1605830400000,2.775378,2020,long
THETAUSDT,1604620800000,1605830400000,-0.956875,2020,long
XRPUSDT,1604620800000,1605830400000,5.271252,2020,long
BCHUSDT,1604620800000,1605830400000,0.187878,2020,long
ADAUSDT,1604620800000,1605830400000,1.627279,2020,long
XLMUSDT,1604620800000,1605830400000,1.063982,2020,long
TRXUSDT,1604620800000,1605830400000,0.094383,2020,long
XMRUSDT,1604620800000,1605830400000,0.260972,2020,long
BNBUSDT,1604620800000,1605830400000,-0.043164,2020,long
AAVEUSDT,1604620800000,1605830400000,18.034867,2020,long
NEOUSDT,1604620800000,1605830400000,0.839939,2020,long
FILUSDT,1604620800000,1605830400000,-1.56429,2020,long
ATOMUSDT,1604620800000,1605830400000,1.496522,2020,long
KAVAUSDT,1604620800000,1605830400000,-1.643978,2020,short
YFIUSDT,1604620800000,1605830400000,-12.493881,2020,short
UNIUSDT,1604620800000,1605830400000,-5.020229,2020,short
ONTUSDT,1604620800000,1605830400000,-0.74542,2020,short
STORJUSDT,1604620800000,1605830400000,1.108093,2020,short
AVAXUSDT,1604620800000,1605830400000,-0.347829,2020,short
SOLUSDT,1604620800000,1605830400000,-1.081166,2020,short
KNCUSDT,1604620800000,1605830400000,-1.603263,2020,short
ALGOUSDT,1604620800000,1605830400000,-0.296136,2020,short
SNXUSDT,1604620800000,1605830400000,-4.652422,2020,short
YFIUSDT,1605830400000,1607040000000,-0.068522,2020,long
AAVEUSDT,1605830400000,1607040000000,1.519685,2020,long
RUNEUSDT,1605830400000,1607040000000,0.103181,2020,long
RSRUSDT,1605830400000,1607040000000,-4.949744,2020,long
SNXUSDT,1605830400000,1607040000000,-0.699981,2020,long
LTCUSDT,1605830400000,1607040000000,-0.750242,2020,long
BANDUSDT,1605830400000,1607040000000,0.766173,2020,long
XRPUSDT,1605830400000,1607040000000,13.478524,2020,long
BTCUSDT,1605830400000,1607040000000,-0.000118,2020,long
ETHUSDT,1605830400000,1607040000000,2.245822,2020,long
ZILUSDT,1605830400000,1607040000000,6.183918,2020,long
ADAUSDT,1605830400000,1607040000000,4.962875,2020,long
LINKUSDT,1605830400000,1607040000000,-2.009074,2020,long
DOTUSDT,1605830400000,1607040000000,-0.897975,2020,long
KSMUSDT,1605830400000,1607040000000,6.82843,2020,long
VETUSDT,1605830400000,1607040000000,5.980644,2020,long
QTUMUSDT,1605830400000,1607040000000,1.892691,2020,long
DASHUSDT,1605830400000,1607040000000,3.730359,2020,long
ETCUSDT,1605830400000,1607040000000,-0.405005,2020,long
ATOMUSDT,1605830400000,1607040000000,-0.845818,2020,long
FILUSDT,1605830400000,1607040000000,0.029585,2020,short
XMRUSDT,1605830400000,1607040000000,-0.460178,2020,short
IOSTUSDT,1605830400000,1607040000000,-2.482343,2020,short
BCHUSDT,1605830400000,1607040000000,-0.742618,2020,short
BNBUSDT,1605830400000,1607040000000,-0.018285,2020,short
TRXUSDT,1605830400000,1607040000000,-1.201521,2020,short
AVAXUSDT,1605830400000,1607040000000,0.499234,2020,short
STORJUSDT,1605830400000,1607040000000,-0.308491,2020,short
EGLDUSDT,1605830400000,1607040000000,-5.858507,2020,short
IOTAUSDT,1605830400000,1607040000000,-2.087871,2020,short
XRPUSDT,1607040000000,1608249600000,1.116733,2020,long
XLMUSDT,1607040000000,1608249600000,2.967502,2020,long
EGLDUSDT,1607040000000,1608249600000,21.833924,2020,long
YFIUSDT,1607040000000,1608249600000,1.091575,2020,long
ZILUSDT,1607040000000,1608249600000,9.677638,2020,long
ADAUSDT,1607040000000,1608249600000,2.33624,2020,long
VETUSDT,1607040000000,1608249600000,2.213449,2020,long
KSMUSDT,1607040000000,1608249600000,2.681379,2020,long
