position_id,symbol,entry_date,as_of_date,entry_price,stop_loss,bars_held,bars_remaining,consec_at_entry,atr_at_entry,risk_amount_usdt,qty
WLD_USDT_20260621,WLD/USDT,2026-06-21,2026-07-11,0.604927,0.45725209,1,19,5,0.07383746,25.0,169.29076379387917
