symbol,entry_date,entry_price,current_price,qty,cost_usdt,market_value_usdt,unrealized_pnl,pnl_pct
WLD/USDT,2026-06-21,0.604927,0.527100,169.290764,102.41,89.23,-13.18,-12.87
