variant,symbol,timeframe,side,entry_time,exit_time,entry_price,exit_price,initial_stop,final_stop,initial_risk_per_unit,net_r,bars_held,max_favorable_r,chandelier_active,chandelier_activation_time,chandelier_activation_price,ch_activate_r,ch_atr_mult,exit_reason,month
ACT2_ATR3,BTC/USDT,6h,LONG,2026-04-22 12:00:00+00:00,2026-04-28 06:00:00+00:00,78900.0,76375.53428571428,76375.53428571428,76375.53428571428,2524.4657142857177,-1.0,23,0.23199364391673366,False,,,2.0,3.0,STOP_OR_TRAILING,2026-04
ACT2_ATR3,BTC/USDT,6h,LONG,2026-05-04 00:00:00+00:00,2026-05-04 06:00:00+00:00,80027.26,78343.77714285713,78343.77714285713,78343.77714285713,1683.4828571428661,-1.0,1,0.01269986202074541,False,,,2.0,3.0,STOP_OR_TRAILING,2026-05
ACT2_ATR3,BTC/USDT,6h,LONG,2026-05-05 00:00:00+00:00,2026-05-13 12:00:00+00:00,80970.0,78913.44714285714,78913.44714285714,78913.44714285714,2056.5528571428586,-1.0,34,0.914151072495097,False,,,2.0,3.0,STOP_OR_TRAILING,2026-05
ACT2_ATR4,BTC/USDT,6h,LONG,2025-10-01 06:00:00+00:00,2025-10-09 12:00:00+00:00,116789.58,120453.37285714285,114366.69142857143,120453.37285714285,2422.8885714285716,1.5121590403898029,33,3.8838145967446187,True,2025-10-03 12:00:00+00:00,122073.25,2.0,4.0,STOP_OR_TRAILING,2025-10
ACT2_ATR4,BTC/USDT,6h,SHORT,2025-10-16 12:00:00+00:00,2025-10-21 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,112606.48571428572,4329.785714285725,-1.0,20,1.0966986158998278,False,,,2.0,4.0,STOP_OR_TRAILING,2025-10
ACT2_ATR4,BTC/USDT,6h,LONG,2025-10-26 18:00:00+00:00,2025-10-29 12:00:00+00:00,114559.4,111880.3857142857,111880.3857142857,111880.3857142857,2679.014285714293,-1.0,11,0.6870437421013063,False,,,2.0,4.0,STOP_OR_TRAILING,2025-10
ACT2_ATR4,BTC/USDT,6h,SHORT,2025-10-30 12:00:00+00:00,2025-11-09 18:00:00+00:00,107486.69,105472.85714285714,111433.94142857143,105472.85714285714,3947.251428571428,0.5101861114207501,41,2.164121073759825,True,2025-11-04 18:00:00+00:00,101497.22,2.0,4.0,STOP_OR_TRAILING,2025-11
ACT2_ATR4,BTC/USDT,6h,SHORT,2025-11-13 12:00:00+00:00,2025-11-24 18:00:00+00:00,99659.99,88235.89142857143,103457.48000000001,88235.89142857143,3797.4900000000052,3.00832880966864,45,5.019102091118075,True,2025-11-17 18:00:00+00:00,92215.14,2.0,4.0,STOP_OR_TRAILING,2025-11
ACT2_ATR4,BTC/USDT,6h,SHORT,2025-12-01 00:00:00+00:00,2025-12-02 12:00:00+00:00,86001.08,88574.15142857142,88574.15142857142,88574.15142857142,2573.0714285714203,-1.0,6,0.8465835716070343,False,,,2.0,4.0,STOP_OR_TRAILING,2025-12
ACT2_ATR4,BTC/USDT,6h,LONG,2025-12-09 12:00:00+00:00,2025-12-11 00:00:00+00:00,93917.99,90539.47857142857,90539.47857142857,90539.47857142857,3378.511428571437,-1.0,6,0.16516445535184784,False,,,2.0,4.0,STOP_OR_TRAILING,2025-12
ACT2_ATR4,BTC/USDT,6h,SHORT,2025-12-14 18:00:00+00:00,2026-01-02 12:00:00+00:00,88172.17,90657.17285714285,90657.17285714285,90657.17285714285,2485.0028571428556,-1.0,75,1.4978493844790084,False,,,2.0,4.0,STOP_OR_TRAILING,2026-01
ACT2_ATR4,BTC/USDT,6h,LONG,2026-01-04 00:00:00+00:00,2026-01-08 06:00:00+00:00,91480.04,89710.97428571427,89710.97428571427,89710.97428571427,1769.0657142857235,-1.0,17,1.8705014592044498,False,,,2.0,4.0,STOP_OR_TRAILING,2026-01
ACT2_ATR4,BTC/USDT,6h,LONG,2026-01-13 12:00:00+00:00,2026-01-18 18:00:00+00:00,93241.99,94862.56714285715,91257.15571428572,94862.56714285715,1984.8342857142852,0.8164798212733143,21,2.3591390141242456,True,2026-01-14 12:00:00+00:00,96956.07,2.0,4.0,STOP_OR_TRAILING,2026-01
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-01-20 06:00:00+00:00,2026-01-28 06:00:00+00:00,91218.99,89778.71714285713,92898.84857142858,89778.71714285713,1679.8585714285728,0.8573774492920843,32,3.0623232738130164,True,2026-01-21 12:00:00+00:00,87932.38,2.0,4.0,STOP_OR_TRAILING,2026-01
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-01-29 12:00:00+00:00,2026-02-08 12:00:00+00:00,84261.66,71501.53142857143,87193.32142857143,71501.53142857143,2931.6614285714313,4.352524628891563,40,8.27573735614568,True,2026-01-31 12:00:00+00:00,78893.92,2.0,4.0,STOP_OR_TRAILING,2026-02
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-02-12 12:00:00+00:00,2026-02-13 12:00:00+00:00,65413.99,69259.35714285713,69259.35714285713,69259.35714285713,3845.3671428571324,-1.0,4,0.07697314430685948,False,,,2.0,4.0,STOP_OR_TRAILING,2026-02
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-02-18 18:00:00+00:00,2026-02-25 18:00:00+00:00,66461.0,69246.16,69246.16,69246.16,2785.1600000000035,-1.0,28,1.418489422510734,False,,,2.0,4.0,STOP_OR_TRAILING,2026-02
ACT2_ATR4,BTC/USDT,6h,LONG,2026-03-04 06:00:00+00:00,2026-03-07 18:00:00+00:00,71111.4,67179.26714285713,67179.26714285713,67179.26714285713,3932.1328571428603,-1.0,14,0.7473297843082625,False,,,2.0,4.0,STOP_OR_TRAILING,2026-03
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-03-08 18:00:00+00:00,2026-03-09 06:00:00+00:00,65971.2,68367.28714285714,68367.28714285714,68367.28714285714,2396.087142857141,-1.0,2,0.0622807064613064,False,,,2.0,4.0,STOP_OR_TRAILING,2026-03
ACT2_ATR4,BTC/USDT,6h,LONG,2026-03-13 06:00:00+00:00,2026-03-19 12:00:00+00:00,72228.82,69297.6942857143,69297.6942857143,69297.6942857143,2931.1257142857066,-1.0,25,1.2865978356438394,False,,,2.0,4.0,STOP_OR_TRAILING,2026-03
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-03-22 06:00:00+00:00,2026-03-23 06:00:00+00:00,68217.95,70523.73428571428,70523.73428571428,70523.73428571428,2305.7842857142823,-1.0,4,0.3717997409000572,False,,,2.0,4.0,STOP_OR_TRAILING,2026-03
ACT2_ATR4,BTC/USDT,6h,SHORT,2026-03-27 06:00:00+00:00,2026-04-06 00:00:00+00:00,66702.78,69485.96285714286,69485.96285714286,69485.96285714286,2783.182857142863,-1.0,39,0.6118103219951652,False,,,2.0,4.0,STOP_OR_TRAILING,2026-04
ACT2_ATR4,BTC/USDT,6h,LONG,2026-04-07 18:00:00+00:00,2026-04-19 18:00:00+00:00,71924.22,74065.78285714285,69390.63,74065.78285714285,2533.5899999999965,0.8452681203915615,48,2.5295252980948013,True,2026-04-17 12:00:00+00:00,77520.59,2.0,4.0,STOP_OR_TRAILING,2026-04
ACT2_ATR4,BTC/USDT,6h,LONG,2026-04-22 12:00:00+00:00,2026-04-28 06:00:00+00:00,78900.0,76375.53428571428,76375.53428571428,76375.53428571428,2524.4657142857177,-1.0,23,0.23199364391673366,False,,,2.0,4.0,STOP_OR_TRAILING,2026-04
ACT2_ATR4,BTC/USDT,6h,LONG,2026-05-04 00:00:00+00:00,2026-05-04 06:00:00+00:00,80027.26,78343.77714285713,78343.77714285713,78343.77714285713,1683.4828571428661,-1.0,1,0.01269986202074541,False,,,2.0,4.0,STOP_OR_TRAILING,2026-05
ACT2_ATR4,BTC/USDT,6h,LONG,2026-05-05 00:00:00+00:00,2026-05-13 12:00:00+00:00,80970.0,78913.44714285714,78913.44714285714,78913.44714285714,2056.5528571428586,-1.0,34,0.914151072495097,False,,,2.0,4.0,STOP_OR_TRAILING,2026-05
ACT2_ATR5,BTC/USDT,6h,LONG,2025-10-01 06:00:00+00:00,2025-10-10 12:00:00+00:00,116789.58,119016.80857142857,114366.69142857143,119016.80857142857,2422.8885714285716,0.919245151301102,37,3.8838145967446187,True,2025-10-03 12:00:00+00:00,122073.25,2.0,5.0,STOP_OR_TRAILING,2025-10
ACT2_ATR5,BTC/USDT,6h,SHORT,2025-10-16 12:00:00+00:00,2025-10-21 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,112606.48571428572,4329.785714285725,-1.0,20,1.0966986158998278,False,,,2.0,5.0,STOP_OR_TRAILING,2025-10
ACT2_ATR5,BTC/USDT,6h,LONG,2025-10-26 18:00:00+00:00,2025-10-29 12:00:00+00:00,114559.4,111880.3857142857,111880.3857142857,111880.3857142857,2679.014285714293,-1.0,11,0.6870437421013063,False,,,2.0,5.0,STOP_OR_TRAILING,2025-10
ACT2_ATR5,BTC/USDT,6h,SHORT,2025-10-30 12:00:00+00:00,2025-11-11 00:00:00+00:00,107486.69,106049.84214285715,111433.94142857143,106049.84214285715,3947.251428571428,0.36401224577246516,46,2.164121073759825,True,2025-11-04 18:00:00+00:00,101497.22,2.0,5.0,STOP_OR_TRAILING,2025-11
ACT2_ATR5,BTC/USDT,6h,SHORT,2025-11-13 12:00:00+00:00,2025-11-26 12:00:00+00:00,99659.99,88523.74285714285,103457.48000000001,88523.74285714285,3797.4900000000052,2.9325283655406977,52,5.019102091118075,True,2025-11-17 18:00:00+00:00,92215.14,2.0,5.0,STOP_OR_TRAILING,2025-11
ACT2_ATR5,BTC/USDT,6h,SHORT,2025-12-01 00:00:00+00:00,2025-12-02 12:00:00+00:00,86001.08,88574.15142857142,88574.15142857142,88574.15142857142,2573.0714285714203,-1.0,6,0.8465835716070343,False,,,2.0,5.0,STOP_OR_TRAILING,2025-12
ACT2_ATR5,BTC/USDT,6h,LONG,2025-12-09 12:00:00+00:00,2025-12-11 00:00:00+00:00,93917.99,90539.47857142857,90539.47857142857,90539.47857142857,3378.511428571437,-1.0,6,0.16516445535184784,False,,,2.0,5.0,STOP_OR_TRAILING,2025-12
ACT2_ATR5,BTC/USDT,6h,SHORT,2025-12-14 18:00:00+00:00,2026-01-02 12:00:00+00:00,88172.17,90657.17285714285,90657.17285714285,90657.17285714285,2485.0028571428556,-1.0,75,1.4978493844790084,False,,,2.0,5.0,STOP_OR_TRAILING,2026-01
ACT2_ATR5,BTC/USDT,6h,LONG,2026-01-04 00:00:00+00:00,2026-01-08 06:00:00+00:00,91480.04,89710.97428571427,89710.97428571427,89710.97428571427,1769.0657142857235,-1.0,17,1.8705014592044498,False,,,2.0,5.0,STOP_OR_TRAILING,2026-01
ACT2_ATR5,BTC/USDT,6h,LONG,2026-01-13 12:00:00+00:00,2026-01-18 18:00:00+00:00,93241.99,94097.08642857143,91257.15571428572,94097.08642857143,1984.8342857142852,0.43081502306057967,21,2.3591390141242456,True,2026-01-14 12:00:00+00:00,96956.07,2.0,5.0,STOP_OR_TRAILING,2026-01
ACT2_ATR5,BTC/USDT,6h,SHORT,2026-01-20 06:00:00+00:00,2026-02-09 18:00:00+00:00,91218.99,70833.91428571429,92898.84857142858,70833.91428571429,1679.8585714285728,12.134995207929911,82,18.584296637216898,True,2026-01-21 12:00:00+00:00,87932.38,2.0,5.0,STOP_OR_TRAILING,2026-02
ACT2_ATR5,BTC/USDT,6h,SHORT,2026-02-12 12:00:00+00:00,2026-02-13 12:00:00+00:00,65413.99,69259.35714285713,69259.35714285713,69259.35714285713,3845.3671428571324,-1.0,4,0.07697314430685948,False,,,2.0,5.0,STOP_OR_TRAILING,2026-02
ACT2_ATR5,BTC/USDT,6h,SHORT,2026-02-18 18:00:00+00:00,2026-02-25 18:00:00+00:00,66461.0,69246.16,69246.16,69246.16,2785.1600000000035,-1.0,28,1.418489422510734,False,,,2.0,5.0,STOP_OR_TRAILING,2026-02
ACT2_ATR5,BTC/USDT,6h,LONG,2026-03-04 06:00:00+00:00,2026-03-07 18:00:00+00:00,71111.4,67179.26714285713,67179.26714285713,67179.26714285713,3932.1328571428603,-1.0,14,0.7473297843082625,False,,,2.0,5.0,STOP_OR_TRAILING,2026-03
ACT2_ATR5,BTC/USDT,6h,SHORT,2026-03-08 18:00:00+00:00,2026-03-09 06:00:00+00:00,65971.2,68367.28714285714,68367.28714285714,68367.28714285714,2396.087142857141,-1.0,2,0.0622807064613064,False,,,2.0,5.0,STOP_OR_TRAILING,2026-03
ACT2_ATR5,BTC/USDT,6h,LONG,2026-03-13 06:00:00+00:00,2026-03-19 12:00:00+00:00,72228.82,69297.6942857143,69297.6942857143,69297.6942857143,2931.1257142857066,-1.0,25,1.2865978356438394,False,,,2.0,5.0,STOP_OR_TRAILING,2026-03
ACT2_ATR5,BTC/USDT,6h,SHORT,2026-03-22 06:00:00+00:00,2026-03-23 06:00:00+00:00,68217.95,70523.73428571428,70523.73428571428,70523.73428571428,2305.7842857142823,-1.0,4,0.3717997409000572,False,,,2.0,5.0,STOP_OR_TRAILING,2026-03
ACT2_ATR5,BTC/USDT,6h,SHORT,2026-03-27 06:00:00+00:00,2026-04-06 00:00:00+00:00,66702.78,69485.96285714286,69485.96285714286,69485.96285714286,2783.182857142863,-1.0,39,0.6118103219951652,False,,,2.0,5.0,STOP_OR_TRAILING,2026-04
ACT2_ATR5,BTC/USDT,6h,LONG,2026-04-07 18:00:00+00:00,2026-04-28 12:00:00+00:00,71924.22,75690.45642857143,69390.63,75690.45642857143,2533.5899999999965,1.4865216663198992,83,2.9844765727682905,True,2026-04-17 12:00:00+00:00,77520.59,2.0,5.0,STOP_OR_TRAILING,2026-04
ACT2_ATR5,BTC/USDT,6h,LONG,2026-05-04 00:00:00+00:00,2026-05-04 06:00:00+00:00,80027.26,78343.77714285713,78343.77714285713,78343.77714285713,1683.4828571428661,-1.0,1,0.01269986202074541,False,,,2.0,5.0,STOP_OR_TRAILING,2026-05
ACT2_ATR5,BTC/USDT,6h,LONG,2026-05-05 00:00:00+00:00,2026-05-13 12:00:00+00:00,80970.0,78913.44714285714,78913.44714285714,78913.44714285714,2056.5528571428586,-1.0,34,0.914151072495097,False,,,2.0,5.0,STOP_OR_TRAILING,2026-05
ACT3_ATR3,BTC/USDT,6h,LONG,2025-10-01 06:00:00+00:00,2025-10-07 12:00:00+00:00,116789.58,121889.93714285715,114366.69142857143,121889.93714285715,2422.8885714285716,2.10507292947851,25,3.8838145967446187,True,2025-10-05 00:00:00+00:00,125127.99,3.0,3.0,STOP_OR_TRAILING,2025-10
ACT3_ATR3,BTC/USDT,6h,SHORT,2025-10-16 12:00:00+00:00,2025-10-21 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,112606.48571428572,4329.785714285725,-1.0,20,1.0966986158998278,False,,,3.0,3.0,STOP_OR_TRAILING,2025-10
ACT3_ATR3,BTC/USDT,6h,LONG,2025-10-26 18:00:00+00:00,2025-10-29 12:00:00+00:00,114559.4,111880.3857142857,111880.3857142857,111880.3857142857,2679.014285714293,-1.0,11,0.6870437421013063,False,,,3.0,3.0,STOP_OR_TRAILING,2025-10
ACT3_ATR3,BTC/USDT,6h,SHORT,2025-10-30 12:00:00+00:00,2025-11-23 18:00:00+00:00,107486.69,87762.84928571428,111433.94142857143,87762.84928571428,3947.251428571428,4.996854411532656,97,6.811496679787312,True,2025-11-14 12:00:00+00:00,95842.56,3.0,3.0,STOP_OR_TRAILING,2025-11
ACT3_ATR3,BTC/USDT,6h,SHORT,2025-12-01 00:00:00+00:00,2025-12-02 12:00:00+00:00,86001.08,88574.15142857142,88574.15142857142,88574.15142857142,2573.0714285714203,-1.0,6,0.8465835716070343,False,,,3.0,3.0,STOP_OR_TRAILING,2025-12
ACT3_ATR3,BTC/USDT,6h,LONG,2025-12-09 12:00:00+00:00,2025-12-11 00:00:00+00:00,93917.99,90539.47857142857,90539.47857142857,90539.47857142857,3378.511428571437,-1.0,6,0.16516445535184784,False,,,3.0,3.0,STOP_OR_TRAILING,2025-12
ACT3_ATR3,BTC/USDT,6h,SHORT,2025-12-14 18:00:00+00:00,2026-01-02 12:00:00+00:00,88172.17,90657.17285714285,90657.17285714285,90657.17285714285,2485.0028571428556,-1.0,75,1.4978493844790084,False,,,3.0,3.0,STOP_OR_TRAILING,2026-01
ACT3_ATR3,BTC/USDT,6h,LONG,2026-01-04 00:00:00+00:00,2026-01-08 06:00:00+00:00,91480.04,89710.97428571427,89710.97428571427,89710.97428571427,1769.0657142857235,-1.0,17,1.8705014592044498,False,,,3.0,3.0,STOP_OR_TRAILING,2026-01
ACT3_ATR3,BTC/USDT,6h,LONG,2026-01-13 12:00:00+00:00,2026-01-20 06:00:00+00:00,93241.99,91257.15571428572,91257.15571428572,91257.15571428572,1984.8342857142852,-1.0,27,2.3591390141242456,False,,,3.0,3.0,STOP_OR_TRAILING,2026-01
ACT3_ATR3,BTC/USDT,6h,SHORT,2026-01-20 12:00:00+00:00,2026-02-06 12:00:00+00:00,89775.46,68878.21714285715,91678.43428571429,68878.21714285715,1902.9742857142846,10.98135850495691,68,15.646801022759872,True,2026-01-29 12:00:00+00:00,84261.66,3.0,3.0,STOP_OR_TRAILING,2026-02
ACT3_ATR3,BTC/USDT,6h,SHORT,2026-02-12 12:00:00+00:00,2026-02-13 12:00:00+00:00,65413.99,69259.35714285713,69259.35714285713,69259.35714285713,3845.3671428571324,-1.0,4,0.07697314430685948,False,,,3.0,3.0,STOP_OR_TRAILING,2026-02
ACT3_ATR3,BTC/USDT,6h,SHORT,2026-02-18 18:00:00+00:00,2026-02-25 18:00:00+00:00,66461.0,69246.16,69246.16,69246.16,2785.1600000000035,-1.0,28,1.418489422510734,False,,,3.0,3.0,STOP_OR_TRAILING,2026-02
ACT3_ATR3,BTC/USDT,6h,LONG,2026-03-04 06:00:00+00:00,2026-03-07 18:00:00+00:00,71111.4,67179.26714285713,67179.26714285713,67179.26714285713,3932.1328571428603,-1.0,14,0.7473297843082625,False,,,3.0,3.0,STOP_OR_TRAILING,2026-03
ACT3_ATR3,BTC/USDT,6h,SHORT,2026-03-08 18:00:00+00:00,2026-03-09 06:00:00+00:00,65971.2,68367.28714285714,68367.28714285714,68367.28714285714,2396.087142857141,-1.0,2,0.0622807064613064,False,,,3.0,3.0,STOP_OR_TRAILING,2026-03
ACT3_ATR3,BTC/USDT,6h,LONG,2026-03-13 06:00:00+00:00,2026-03-19 12:00:00+00:00,72228.82,69297.6942857143,69297.6942857143,69297.6942857143,2931.1257142857066,-1.0,25,1.2865978356438394,False,,,3.0,3.0,STOP_OR_TRAILING,2026-03
ACT3_ATR3,BTC/USDT,6h,SHORT,2026-03-22 06:00:00+00:00,2026-03-23 06:00:00+00:00,68217.95,70523.73428571428,70523.73428571428,70523.73428571428,2305.7842857142823,-1.0,4,0.3717997409000572,False,,,3.0,3.0,STOP_OR_TRAILING,2026-03
ACT3_ATR3,BTC/USDT,6h,SHORT,2026-03-27 06:00:00+00:00,2026-04-06 00:00:00+00:00,66702.78,69485.96285714286,69485.96285714286,69485.96285714286,2783.182857142863,-1.0,39,0.6118103219951652,False,,,3.0,3.0,STOP_OR_TRAILING,2026-04
ACT3_ATR3,BTC/USDT,6h,LONG,2026-04-07 18:00:00+00:00,2026-05-08 00:00:00+00:00,71924.22,79699.71071428571,69390.63,79699.71071428571,2533.5899999999965,3.0689617160968123,121,4.312370983466154,True,2026-05-04 00:00:00+00:00,80027.26,3.0,3.0,STOP_OR_TRAILING,2026-05
ACT3_ATR4,BTC/USDT,6h,LONG,2025-10-01 06:00:00+00:00,2025-10-09 12:00:00+00:00,116789.58,120453.37285714285,114366.69142857143,120453.37285714285,2422.8885714285716,1.5121590403898029,33,3.8838145967446187,True,2025-10-05 00:00:00+00:00,125127.99,3.0,4.0,STOP_OR_TRAILING,2025-10
ACT3_ATR4,BTC/USDT,6h,SHORT,2025-10-16 12:00:00+00:00,2025-10-21 12:00:00+00:00,108276.7,112606.48571428572,112606.48571428572,112606.48571428572,4329.785714285725,-1.0,20,1.0966986158998278,False,,,3.0,4.0,STOP_OR_TRAILING,2025-10
ACT3_ATR4,BTC/USDT,6h,LONG,2025-10-26 18:00:00+00:00,2025-10-29 12:00:00+00:00,114559.4,111880.3857142857,111880.3857142857,111880.3857142857,2679.014285714293,-1.0,11,0.6870437421013063,False,,,3.0,4.0,STOP_OR_TRAILING,2025-10
ACT3_ATR4,BTC/USDT,6h,SHORT,2025-10-30 12:00:00+00:00,2025-11-24 18:00:00+00:00,107486.69,88235.89142857143,111433.94142857143,88235.89142857143,3947.251428571428,4.877013516819662,101,6.811496679787312,True,2025-11-14 12:00:00+00:00,95842.56,3.0,4.0,STOP_OR_TRAILING,2025-11
ACT3_ATR4,BTC/USDT,6h,SHORT,2025-12-01 00:00:00+00:00,2025-12-02 12:00:00+00:00,86001.08,88574.15142857142,88574.15142857142,88574.15142857142,2573.0714285714203,-1.0,6,0.8465835716070343,False,,,3.0,4.0,STOP_OR_TRAILING,2025-12
ACT3_ATR4,BTC/USDT,6h,LONG,2025-12-09 12:00:00+00:00,2025-12-11 00:00:00+00:00,93917.99,90539.47857142857,90539.47857142857,90539.47857142857,3378.511428571437,-1.0,6,0.16516445535184784,False,,,3.0,4.0,STOP_OR_TRAILING,2025-12
ACT3_ATR4,BTC/USDT,6h,SHORT,2025-12-14 18:00:00+00:00,2026-01-02 12:00:00+00:00,88172.17,90657.17285714285,90657.17285714285,90657.17285714285,2485.0028571428556,-1.0,75,1.4978493844790084,False,,,3.0,4.0,STOP_OR_TRAILING,2026-01
