variant,month,trades,total_r,avg_r,median_r,pf,max_dd_r,win_rate_pct,best_r,worst_r,max_losing_streak,avg_bars_held,trail_activation_rate_pct,avg_mfe_r
ACT2_ATR4,2026-01,150,-47.35319837638925,-0.31568798917592833,-1.0,0.5311944291979392,-53.96637847948209,29.333333333333332,3.6492146596858723,-1.0,18,31.493333333333332,34.0,1.663928212031885
ACT2_ATR4,2026-02,159,89.03472412566879,0.5599668184004326,-1.0,1.9419657299128963,-10.0,39.62264150943396,8.800850093302945,-1.0,10,40.308176100628934,40.88050314465409,2.3433094285925025
ACT2_ATR4,2026-03,145,-97.42982772887741,-0.6719298464060511,-1.0,0.1856933978915924,-97.37511103144331,14.482758620689657,4.271341463414622,-1.0,29,24.02758620689655,17.93103448275862,1.0389153751941307
ACT2_ATR4,2026-04,163,-36.68123763461931,-0.22503826769705096,-1.0,0.6843010980393074,-46.229854893297805,26.993865030674847,12.632231404958691,-1.0,12,30.288343558282207,30.061349693251532,1.7226597004170012
ACT2_ATR4,2026-05,88,-32.01101340404823,-0.3637615159550935,-1.0,0.4870787028101821,-32.31777314467096,26.136363636363637,4.883372734436563,-1.0,8,24.079545454545453,29.545454545454547,1.7554986043199599
ACT2_ATR5,2025-09,3,-0.9361068408916227,-0.3120356136305409,-1.0,0.5319465795541887,-1.0,33.33333333333333,1.0638931591083773,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT2_ATR5,2025-10,145,107.74565971705087,0.743073515290006,-1.0,2.1497648801335068,-6.612477143636754,33.793103448275865,11.194858420268284,-1.0,6,12.26896551724138,38.62068965517241,3.762083808856099
ACT2_ATR5,2025-11,119,7.809459327241997,0.06562570863228569,-1.0,1.127153621878803,-20.123838727200255,45.378151260504204,4.673333333333335,-1.0,12,35.470588235294116,49.57983193277311,2.0819603453513267
ACT2_ATR5,2025-12,116,-10.15403335493479,-0.08753477030116198,-1.0,0.858964936555609,-20.7617044778796,35.3448275862069,3.7353689567430037,-1.0,17,44.008620689655174,39.6551724137931,1.4549786998671836
ACT2_ATR5,2026-01,136,-35.86798033729705,-0.2637351495389489,-1.0,0.6358890056389772,-65.08621613002452,23.52941176470588,21.233957219251305,-1.0,25,34.470588235294116,31.61764705882353,1.9028399345603157
ACT2_ATR5,2026-02,150,150.35689226436858,1.0023792817624573,-1.0,2.8455519708825263,-6.0,43.333333333333336,12.134995207929911,-1.0,6,50.166666666666664,46.666666666666664,2.8905637885508044
ACT2_ATR5,2026-03,140,-104.16421255351327,-0.7440300896679519,-1.0,0.1412634617221989,-103.16421255351324,11.428571428571429,4.4887640449438075,-1.0,40,23.542857142857144,15.714285714285714,1.0008903548985761
ACT2_ATR5,2026-04,161,-49.51319077341982,-0.3075353464187567,-1.0,0.5686612124917327,-50.611871302232466,26.08695652173913,10.51136363636365,-1.0,18,31.658385093167702,30.434782608695656,1.7888022120266645
ACT2_ATR5,2026-05,85,-41.37769267216738,-0.48679638437843975,-1.0,0.35552095903740527,-40.37769267216738,15.294117647058824,6.41745468873128,-1.0,16,26.094117647058823,29.411764705882355,1.7924443943272583
ACT3_ATR3,2025-09,3,1.0861837048424285,0.36206123494747616,-1.0,1.5430918524212143,-1.0,33.33333333333333,3.0861837048424285,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT3_ATR3,2025-10,145,224.39153137806164,1.5475278026073216,-1.0,3.387143950830443,-6.0,35.172413793103445,15.173248882265312,-1.0,6,12.041379310344828,35.172413793103445,3.8064304626625614
ACT3_ATR3,2025-11,101,17.031255309166692,0.16862629018976924,-1.0,1.2580493228661622,-27.544135945884484,34.65346534653465,4.996854411532656,-1.0,14,38.81188118811881,34.65346534653465,2.0018195431122634
ACT3_ATR3,2025-12,82,-0.7905422204586636,-0.009640758786081264,-1.0,0.9866009793142599,-21.317194174480743,28.04878048780488,4.043478260869561,-1.0,10,39.25609756097561,28.04878048780488,1.641878737178942
ACT3_ATR3,2026-01,109,-43.93794885952196,-0.403100448252495,-1.0,0.5063151813536858,-50.64418216605898,18.34862385321101,4.794233899093234,-1.0,15,54.39449541284404,18.34862385321101,1.6570324366710107
ACT3_ATR3,2026-02,139,76.37166437051776,0.5494364343202717,-1.0,1.8392490590166786,-11.0,34.53237410071942,10.98135850495691,-1.0,11,47.94964028776978,34.53237410071942,2.2331678586905617
ACT3_ATR3,2026-03,111,-64.59241763358003,-0.5819136723745948,-1.0,0.34089369761653043,-68.85801402872495,11.711711711711711,5.32022471910111,-1.0,27,36.44144144144144,11.711711711711711,1.1347531548659577
ACT3_ATR3,2026-04,124,-51.10561149841734,-0.4121420282130431,-1.0,0.49896459315277125,-50.85498227626101,17.741935483870968,6.98626373626375,-1.0,15,31.532258064516128,17.741935483870968,1.500769922770634
ACT3_ATR3,2026-05,72,-11.499626790724408,-0.15971703876006121,-1.0,0.7870439483199184,-25.172124904798178,25.0,6.3737194641449975,-1.0,17,38.333333333333336,25.0,1.9461391458486013
ACT3_ATR4,2025-09,3,0.07503843197540316,0.02501281065846772,-1.0,1.0375192159877016,-1.0,33.33333333333333,2.075038431975403,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT3_ATR4,2025-10,144,163.56587026869573,1.1358740990881648,-1.0,2.740062449666975,-6.0,34.72222222222222,13.184053651266797,-1.0,6,12.5,34.72222222222222,3.774684883085317
ACT3_ATR4,2025-11,98,19.05804354136604,0.19446983205475551,-1.0,1.2971549496576733,-25.734615803609724,33.6734693877551,5.982105263157896,-1.0,14,39.56122448979592,34.69387755102041,2.2405477708062778
ACT3_ATR4,2025-12,75,1.524659743642152,0.02032879658189536,-1.0,1.028234439697077,-23.03443667970891,28.000000000000004,3.84897959183674,-1.0,19,44.86666666666667,28.000000000000004,1.6871838349321868
ACT3_ATR4,2026-01,102,-51.85084664359802,-0.5083416337607649,-1.0,0.38999003948708216,-50.85084664359802,16.666666666666664,5.478070175438618,-1.0,15,50.588235294117645,16.666666666666664,1.6848049430117344
ACT3_ATR4,2026-02,138,105.50150455287053,0.7645036561802212,-1.0,2.2357219359047367,-10.0,37.68115942028986,9.60282475102885,-1.0,10,58.89855072463768,38.405797101449274,2.5740929819916416
ACT3_ATR4,2026-03,114,-79.68730595515336,-0.6990114557469593,-1.0,0.2263368353868604,-82.55736865474368,9.649122807017543,4.904494382022459,-1.0,43,33.780701754385966,9.649122807017543,1.0852520258642095
ACT3_ATR4,2026-04,134,-48.83017851767759,-0.3644043172961014,-1.0,0.5571731281968547,-48.18029203187597,17.16417910447761,12.632231404958691,-1.0,19,32.88059701492537,17.91044776119403,1.6480893008260407
ACT3_ATR4,2026-05,71,-17.945989200658275,-0.2527604112768771,-1.0,0.654884823064264,-22.354618270531972,26.76056338028169,4.883372734436563,-1.0,17,36.84507042253521,26.76056338028169,2.1379887407735794
ACT3_ATR5,2025-09,3,-0.9361068408916227,-0.3120356136305409,-1.0,0.5319465795541887,-1.0,33.33333333333333,1.0638931591083773,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT3_ATR5,2025-10,142,106.83520748056944,0.7523606160603481,-1.0,2.1453305231238473,-6.612477143636754,33.098591549295776,11.194858420268284,-1.0,6,12.464788732394366,34.50704225352113,3.7988042868770338
ACT3_ATR5,2025-11,95,5.364881386012219,0.056472435642233886,-1.0,1.0838693158993182,-28.757793811345174,32.631578947368425,4.804088993570938,-1.0,14,40.54736842105263,33.68421052631579,2.2310055625037393
ACT3_ATR5,2025-12,70,0.6673144358251757,0.009533063368931081,-1.0,1.013084596780886,-19.80855728053603,27.142857142857142,4.13482587064677,-1.0,13,48.97142857142857,27.142857142857142,1.7064697395869424
ACT3_ATR5,2026-01,99,-53.04649989758482,-0.5358232312887355,-1.0,0.35309146466359975,-54.63551018036117,17.17171717171717,4.245614035087744,-1.0,24,47.41414141414141,17.17171717171717,1.7349960594505216
ACT3_ATR5,2026-02,129,127.41049144789557,0.9876782282782602,-1.0,2.6940418901321075,-4.565384615384616,40.310077519379846,9.953653003343646,-1.0,5,73.30232558139535,42.63565891472868,2.8272884600405472
ACT3_ATR5,2026-03,113,-85.34302065331546,-0.7552479703833227,-1.0,0.1740625369907883,-86.04475837274518,7.964601769911504,4.4887640449438075,-1.0,43,29.17699115044248,8.849557522123893,1.0768093282231919
ACT3_ATR5,2026-04,136,-51.432029026359025,-0.3781766840173458,-1.0,0.529748560313292,-50.43202902635904,18.38235294117647,10.51136363636365,-1.0,19,37.31617647058823,19.852941176470587,1.7711775670984362
ACT3_ATR5,2026-05,70,-29.153010185138136,-0.41647157407340196,-1.0,0.46200290098763674,-31.990115692681645,17.142857142857142,6.41745468873128,-1.0,21,37.52857142857143,24.285714285714285,2.088823562139353
ACT4_ATR3,2025-09,3,1.0861837048424285,0.36206123494747616,-1.0,1.5430918524212143,-1.0,33.33333333333333,3.0861837048424285,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT4_ATR3,2025-10,141,222.7852022416227,1.5800368953306574,-1.0,3.3955398090497066,-6.0,34.04255319148936,15.173248882265312,-1.0,7,12.815602836879433,34.04255319148936,3.8667657656809435
ACT4_ATR3,2025-11,88,-4.169184449927618,-0.047377096021904756,-1.0,0.9386884639716526,-32.442858084933974,22.727272727272727,4.996854411532656,-1.0,15,35.29545454545455,22.727272727272727,1.9854029384542384
ACT4_ATR3,2025-12,73,16.64992586866392,0.2280811762830674,-1.0,1.3083319605308135,-10.0,26.027397260273972,4.759740259740258,-1.0,11,55.83561643835616,26.027397260273972,1.773832082117136
ACT4_ATR3,2026-01,103,-41.87603539097138,-0.4065634503977804,-1.0,0.5241359614662343,-47.28024610540437,14.563106796116504,4.794233899093234,-1.0,23,51.728155339805824,14.563106796116504,1.8337449132491952
ACT4_ATR3,2026-02,113,63.670515553297776,0.5634558898521927,-1.0,1.8059558930797186,-10.0,30.08849557522124,10.98135850495691,-1.0,10,49.27433628318584,30.08849557522124,2.3652999468978804
ACT4_ATR3,2026-03,96,-52.208197819095005,-0.5438353939489063,-1.0,0.3999057721943103,-63.91875653082549,9.375,6.413533834586462,-1.0,60,40.09375,9.375,1.3092488113612333
ACT4_ATR3,2026-04,102,-59.02346274695967,-0.5786613994799968,-1.0,0.3787003921372666,-59.84551431370035,6.862745098039216,14.753099173553736,-1.0,29,36.490196078431374,6.862745098039216,1.5765477494027862
ACT4_ATR3,2026-05,63,-18.826066480510566,-0.2988264520715963,-1.0,0.6447911984809328,-23.769638978690665,15.873015873015872,6.3737194641449975,-1.0,19,61.333333333333336,15.873015873015872,2.0040335733870163
ACT4_ATR4,2025-09,3,0.07503843197540316,0.02501281065846772,-1.0,1.0375192159877016,-1.0,33.33333333333333,2.075038431975403,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT4_ATR4,2025-10,139,159.1823854075788,1.1451970173207109,-1.0,2.7116385527696645,-6.0,33.093525179856115,13.184053651266797,-1.0,7,12.43884892086331,33.093525179856115,3.83499403830891
ACT4_ATR4,2025-11,85,8.132136767777899,0.09567219726797528,-1.0,1.1270646369965298,-26.375627807958825,24.705882352941178,5.982105263157896,-1.0,14,38.705882352941174,24.705882352941178,2.2851220244431603
ACT4_ATR4,2025-12,70,15.411154792071862,0.22015935417245516,-1.0,1.2963683613859975,-10.0,25.71428571428571,4.4545454545454515,-1.0,11,60.1,25.71428571428571,1.7636795295632373
ACT4_ATR4,2026-01,97,-56.76995785128686,-0.585257297435947,-1.0,0.339884211031548,-60.12708843429829,11.34020618556701,3.6492146596858723,-1.0,16,48.381443298969074,11.34020618556701,1.7583030339611236
ACT4_ATR4,2026-02,114,88.9738326411626,0.7804722161505492,-1.0,2.186317768548835,-10.0,34.21052631578947,9.60282475102885,-1.0,10,57.45614035087719,34.21052631578947,2.7141650367135934
ACT4_ATR4,2026-03,99,-63.06782181982394,-0.6370487052507469,-1.0,0.3069470129689677,-67.91536050156739,8.080808080808081,4.954887218045106,-1.0,63,35.515151515151516,8.080808080808081,1.2524521725529656
ACT4_ATR4,2026-04,108,-60.66797652964682,-0.5617405234226558,-1.0,0.38719215626619363,-61.42431378640067,8.333333333333332,12.632231404958691,-1.0,33,38.574074074074076,8.333333333333332,1.6439209319769719
ACT4_ATR4,2026-05,62,-23.85528030366634,-0.3847625855430055,-1.0,0.5412446095448782,-26.987438906394384,16.129032258064516,4.883372734436563,-1.0,19,58.403225806451616,16.129032258064516,2.0734348673379204
ACT4_ATR5,2025-09,3,-0.9361068408916227,-0.3120356136305409,-1.0,0.5319465795541887,-1.0,33.33333333333333,1.0638931591083773,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT4_ATR5,2025-10,139,102.27668202373411,0.7358034677966483,-1.0,2.0875606109003133,-7.029422686685129,31.654676258992804,11.194858420268284,-1.0,7,12.510791366906474,33.093525179856115,3.83499403830891
ACT4_ATR5,2025-11,82,-3.6778721395347915,-0.04485209926261941,-1.0,0.9416210771502412,-30.038006041034315,23.170731707317074,5.574923547400612,-1.0,14,38.451219512195124,23.170731707317074,2.2471597972380337
ACT4_ATR5,2025-12,64,15.830316643748585,0.24734869755857164,-1.0,1.3368152477393316,-8.0,26.5625,4.3861111111111075,-1.0,9,62.84375,26.5625,1.8329218941070469
ACT4_ATR5,2026-01,93,-38.40894765325855,-0.41299943713181236,-1.0,0.5372415945390536,-58.64290487250986,10.75268817204301,21.233957219251305,-1.0,20,50.365591397849464,10.75268817204301,2.0783775921545313
ACT4_ATR5,2026-02,109,109.74727387916056,1.0068557236620235,-1.0,2.6126554701788485,-6.0,36.69724770642202,9.953653003343646,-1.0,6,69.64220183486239,37.61467889908257,2.984104488887062
ACT4_ATR5,2026-03,98,-65.79156997506331,-0.6713425507659522,-1.0,0.26898255583263,-68.9119644723093,8.16326530612245,4.4887640449438075,-1.0,63,35.88775510204081,8.16326530612245,1.2639095454399385
ACT4_ATR5,2026-04,108,-69.19500242038166,-0.6406944668553857,-1.0,0.3010605816123066,-68.41257212183736,8.333333333333332,10.51136363636365,-1.0,33,38.629629629629626,8.333333333333332,1.6439209319769719
ACT4_ATR5,2026-05,61,-29.77089789933249,-0.48804750654643425,-1.0,0.4274827327051444,-32.608003406875994,14.754098360655737,6.41745468873128,-1.0,19,57.442622950819676,14.754098360655737,2.0621814945459898
ACT5_ATR3,2025-09,3,1.0861837048424285,0.36206123494747616,-1.0,1.5430918524212143,-1.0,33.33333333333333,3.0861837048424285,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT5_ATR3,2025-10,139,215.37161829813525,1.5494361028642822,-1.0,3.2911874287035667,-8.0,32.37410071942446,15.173248882265312,-1.0,8,12.453237410071942,32.37410071942446,3.8674868846428425
ACT5_ATR3,2025-11,78,-7.195065482103489,-0.09224442925773704,-1.0,0.8893066848907157,-31.591178231267296,16.666666666666664,6.179204892966362,-1.0,21,36.07692307692308,16.666666666666664,1.9947778288177431
ACT5_ATR3,2025-12,48,-6.94358175570888,-0.14465795324393502,-1.0,0.826410456107278,-15.983736015457797,16.666666666666664,4.910843833524243,-1.0,11,48.875,16.666666666666664,1.7141317939407597
ACT5_ATR3,2026-01,78,-25.066597153446775,-0.32136663017239453,-1.0,0.6313735712728414,-30.470807867879763,12.82051282051282,5.501136363636365,-1.0,18,61.717948717948715,12.82051282051282,1.9408545030096775
ACT5_ATR3,2026-02,107,79.08713879909106,0.7391321383092623,-1.0,2.0271056986894944,-13.0,28.037383177570092,10.98135850495691,-1.0,13,76.18691588785046,28.037383177570092,2.547575286667622
ACT5_ATR3,2026-03,86,-73.72734809643288,-0.857294745307359,-1.0,0.12229347504246584,-72.72734809643288,2.3255813953488373,5.32022471910111,-1.0,70,26.546511627906977,2.3255813953488373,1.0487594579816462
ACT5_ATR3,2026-04,82,-22.5116872331766,-0.2745327711363,-1.0,0.6916207228331974,-37.32980767578386,10.975609756097562,14.753099173553736,-1.0,30,45.451219512195124,10.975609756097562,1.9339028046268874
ACT5_ATR3,2026-05,49,-9.101934136623907,-0.1857537578902838,-1.0,0.7780016064238072,-10.151809465901163,16.3265306122449,6.3737194641449975,-1.0,9,60.53061224489796,16.3265306122449,2.2547816316905616
ACT5_ATR4,2025-09,3,0.07503843197540316,0.02501281065846772,-1.0,1.0375192159877016,-1.0,33.33333333333333,2.075038431975403,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT5_ATR4,2025-10,138,156.41267091217514,1.1334251515375011,-1.0,2.6639645841720765,-8.0,31.88405797101449,13.184053651266797,-1.0,8,12.521739130434783,31.88405797101449,3.830048156172047
ACT5_ATR4,2025-11,76,0.5275481419149077,0.006941422919932996,-1.0,1.0085088409986276,-28.30186889931061,18.421052631578945,5.982105263157896,-1.0,21,37.723684210526315,18.421052631578945,2.2570538092054213
ACT5_ATR4,2025-12,46,-7.27964780399263,-0.15825321313027454,-1.0,0.8133423640001889,-16.61319168821633,15.217391304347828,5.860465116279071,-1.0,11,51.0,15.217391304347828,1.677837112223466
ACT5_ATR4,2026-01,74,-49.17214128646067,-0.664488395762982,-1.0,0.2768802751991078,-52.52927186947208,8.108108108108109,4.403278688524588,-1.0,27,47.513513513513516,8.108108108108109,1.7112532126073412
ACT5_ATR4,2026-02,102,111.1177018673991,1.089389233994109,-1.0,2.6340838509911633,-7.0,33.33333333333333,9.60282475102885,-1.0,7,95.40196078431373,33.33333333333333,2.993455921717202
ACT5_ATR4,2026-03,86,-74.44920932168125,-0.8656884804846657,-1.0,0.11369988902760425,-73.44920932168125,2.3255813953488373,4.904494382022459,-1.0,39,27.22093023255814,2.3255813953488373,1.066186951741422
ACT5_ATR4,2026-04,87,-26.978349264503656,-0.3100959685575133,-1.0,0.6496318277337187,-40.2949515058501,11.494252873563218,12.632231404958691,-1.0,30,45.52873563218391,11.494252873563218,1.9820793643423313
ACT5_ATR4,2026-05,48,-18.46025130213937,-0.3845885687945702,-1.0,0.5497499682405032,-17.46025130213937,14.583333333333334,4.883372734436563,-1.0,13,58.4375,14.583333333333334,2.2265492014186683
ACT5_ATR5,2025-09,3,-0.9361068408916227,-0.3120356136305409,-1.0,0.5319465795541887,-1.0,33.33333333333333,1.0638931591083773,-1.0,1,5.666666666666667,33.33333333333333,2.0929813486404725
ACT5_ATR5,2025-10,138,101.30610471041925,0.7341022080465163,-1.0,2.0713738976442753,-8.0,31.15942028985507,11.194858420268284,-1.0,8,12.594202898550725,31.88405797101449,3.830048156172047
ACT5_ATR5,2025-11,75,-3.3569051445590246,-0.044758735260787,-1.0,0.9449687681219832,-30.470156574043106,18.666666666666668,5.574923547400612,-1.0,21,38.8,18.666666666666668,2.2860482036374385
ACT5_ATR5,2025-12,46,-8.335234555337435,-0.1812007512029877,-1.0,0.7862760370426298,-17.455413318421662,15.217391304347828,5.64341085271318,-1.0,11,52.28260869565217,15.217391304347828,1.677837112223466
ACT5_ATR5,2026-01,70,-38.19907074603317,-0.5457010106576168,-1.0,0.42986461573084817,-58.43302796528448,4.285714285714286,21.233957219251305,-1.0,57,47.7,4.285714285714286,2.0046131647527
ACT5_ATR5,2026-02,96,132.5380558517291,1.3806047484555115,-1.0,3.2024919609534797,-6.0,36.45833333333333,9.953653003343646,-1.0,6,107.27083333333333,37.5,3.344976546102823
ACT5_ATR5,2026-03,86,-75.08716188098211,-0.873106533499792,-1.0,0.10610521570259386,-74.08716188098212,2.3255813953488373,4.4887640449438075,-1.0,39,27.267441860465116,2.3255813953488373,1.066186951741422
ACT5_ATR5,2026-04,86,-36.64973137385813,-0.4261596671378852,-1.0,0.5177666924492352,-42.5888168009063,11.627906976744185,10.51136363636365,-1.0,30,46.18604651162791,11.627906976744185,2.0068267705832423
ACT5_ATR5,2026-05,48,-20.556759813205954,-0.4282658294417907,-1.0,0.4986156143120499,-19.556759813205954,14.583333333333334,6.41745468873128,-1.0,13,59.208333333333336,14.583333333333334,2.2669435407935037
