variant,symbol,trades,total_r,avg_r,median_r,pf,max_dd_r,win_rate_pct,best_r,worst_r,max_losing_streak,avg_bars_held,trail_activation_rate_pct,avg_mfe_r
ACT2_ATR3,AR/USDT,18,6.475955423892814,0.35977530132737856,-1.0,1.539662951991068,-4.0,33.33333333333333,7.322463768115947,-1.0,4,24.944444444444443,33.33333333333333,2.077978367196972
ACT2_ATR3,ARB/USDT,17,8.449634731949724,0.49703733717351317,-1.0,1.8449634731949724,-4.0,41.17647058823529,7.772340425531914,-1.0,4,27.294117647058822,41.17647058823529,2.3372159384731437
ACT2_ATR3,ARDR/USDT,11,-2.4975611461390885,-0.2270510132853717,-1.0,0.6482885474818675,-3.1011652542372836,27.27272727272727,2.1764084507042267,-1.0,4,21.727272727272727,36.36363636363637,1.3382677800798972
ACT2_ATR3,ARK/USDT,9,5.628094029739862,0.6253437810822069,0.267361111111114,2.4070235074349653,-2.0,55.55555555555556,5.386450381679395,-1.0,2,28.0,55.55555555555556,2.7153223664270083
ACT2_ATR3,ARKM/USDT,20,3.3752612563116586,0.16876306281558293,-1.0,1.2557634486846398,-6.729866361877965,30.0,7.153100775193807,-1.0,6,22.2,35.0,1.928428429243305
ACT2_ATR3,ARPA/USDT,11,6.413098706823526,0.5830089733475933,-1.0,1.8016373383529407,-4.316727605118832,27.27272727272727,10.050632911392404,-1.0,4,26.454545454545453,27.27272727272727,2.594564779817551
ACT2_ATR3,ASR/USDT,15,-10.73343240745883,-0.7155621604972553,-1.0,0.10554729937843099,-9.73343240745883,20.0,0.5818330605564671,-1.0,6,17.666666666666668,20.0,1.2004386491685202
ACT2_ATR3,ASTER/USDT,10,-0.8182430897803183,-0.08182430897803183,-1.0,0.883108130031383,-4.0,30.0,3.52950819672131,-1.0,5,15.8,30.0,1.2919910041812703
ACT2_ATR3,ASTR/USDT,17,-5.632500319675161,-0.331323548216186,-1.0,0.5306249733604033,-10.0,29.411764705882355,2.6902050113895215,-1.0,10,25.058823529411764,29.411764705882355,1.3193035930188
ACT2_ATR3,AT/USDT,11,-3.257051315589337,-0.2960955741444852,-1.0,0.534706954915809,-3.1053530751708416,36.36363636363637,1.9074585635359043,-1.0,3,38.27272727272727,36.36363636363637,1.6631345728878046
ACT2_ATR3,ATA/USDT,12,11.098957581228667,0.9249131317690557,1.0121895424836607,3.774739395307167,-1.0,66.66666666666666,3.4975247524752424,-1.0,1,40.333333333333336,66.66666666666666,2.4880542207863416
ACT2_ATR3,ATM/USDT,9,1.9072500841255864,0.21191667601395403,-0.142857142857142,1.4603707099613483,-2.8291867308721215,44.44444444444444,2.134615384615384,-1.0,3,66.22222222222223,55.55555555555556,1.8768870983516937
ACT2_ATR3,ATOM/USDT,18,22.269148472771274,1.2371749151539597,0.5057758861161059,4.181306924681611,-2.3878143133462295,61.111111111111114,15.173248882265312,-1.0,2,27.77777777777778,61.111111111111114,3.0523802845614263
ACT2_ATR3,AUCTION/USDT,20,2.2231616436748274,0.11115808218374137,-1.0,1.1482107762449885,-10.667424680582574,25.0,12.46484374999997,-1.0,6,12.3,25.0,1.8686435765527327
ACT2_ATR3,AUDIO/USDT,13,5.672640817583869,0.43635698596798994,-1.0,1.7090801021979838,-5.0,38.46153846153847,8.404081632653055,-1.0,5,30.846153846153847,38.46153846153847,2.1627974370433627
ACT2_ATR3,AVA/USDT,18,8.372439834613473,0.46513554636741516,-1.0,1.8000791103776492,-4.244573082489145,38.88888888888889,9.903894790085992,-1.0,4,25.72222222222222,44.44444444444444,2.4735153971771853
ACT2_ATR3,AVAX/USDT,19,7.530061528473134,0.39631902781437545,-1.0,1.6845510480430121,-9.0,42.10526315789473,8.602293577981653,-1.0,9,22.842105263157894,42.10526315789473,2.174005480469428
ACT2_ATR3,AVNT/USDT,17,4.6371063166262,0.2727709598015412,-1.0,1.5152340351806888,-5.0,47.05882352941176,3.8210438113478555,-1.0,5,27.764705882352942,47.05882352941176,1.904767059121913
ACT2_ATR3,AWE/USDT,11,-0.12078315943698881,-0.010980287221544437,-1.0,0.9849021050703763,-6.0,27.27272727272727,4.579244357212952,-1.0,6,46.36363636363637,27.27272727272727,1.7497229035120925
ACT2_ATR3,AXL/USDT,9,4.109927637243817,0.4566586263604241,-1.0,1.684987939540636,-2.24981738495252,33.33333333333333,7.249199231262015,-1.0,2,72.22222222222223,33.33333333333333,2.4613904227648318
ACT2_ATR3,AXS/USDT,16,12.152198859809143,0.7595124287380715,1.2301669841763543,2.7360284085441635,-3.0,56.25,7.621490280777546,-1.0,3,30.625,56.25,2.6277956174841766
ACT2_ATR3,BABY/USDT,20,7.595440928573261,0.379772046428663,-1.0,1.6329534107144383,-4.0,40.0,6.944465361445782,-1.0,4,19.5,40.0,2.005195310139883
ACT2_ATR3,BCH/USDT,15,-7.601159212960776,-0.5067439475307184,-1.0,0.4152954451568634,-9.157250889679714,13.333333333333334,3.556091676718938,-1.0,7,40.266666666666666,13.333333333333334,1.085181887960026
ACT2_ATR3,BNB/USDT,24,-0.2670238870793735,-0.011125995294973897,-1.0,0.9859461112063487,-12.0,20.833333333333336,8.069821687746236,-1.0,12,21.666666666666668,20.833333333333336,1.6393451468200724
ACT2_ATR3,BTC/USDT,23,-0.9472008398442107,-0.04118264521061785,-1.0,0.940799947509737,-8.733667585182628,30.434782608695656,5.247346336523946,-1.0,7,23.52173913043478,30.434782608695656,1.7039882376957625
ACT2_ATR3,DOGE/USDT,20,-2.059616346067119,-0.10298081730335595,-1.0,0.8415679733794524,-7.234861227922627,35.0,4.604705698428836,-1.0,6,16.55,35.0,1.739830727471451
ACT2_ATR3,DOT/USDT,12,-3.1427687119421517,-0.261897392661846,-1.0,0.650803476450872,-6.0,25.0,2.676706827309235,-1.0,6,52.833333333333336,25.0,1.036012658653988
ACT2_ATR3,ETH/USDT,21,3.0423086789336695,0.14487184185398427,-1.0,1.253392158100895,-4.983333435494673,38.095238095238095,8.222410854571129,-1.0,4,19.857142857142858,42.857142857142854,1.803938492399914
ACT2_ATR3,ICP/USDT,18,17.988877793630014,0.9993820996461119,0.4683277205913493,3.569839684804287,-3.0,61.111111111111114,7.606911447084243,-1.0,3,30.0,61.111111111111114,3.1468260501144227
ACT2_ATR3,LINK/USDT,21,-0.6746432335179353,-0.032125868262758824,-1.0,0.9578347979051292,-9.0,23.809523809523807,6.378481012658222,-1.0,9,19.761904761904763,23.809523809523807,1.6920096047722775
ACT2_ATR3,LTC/USDT,21,-9.741864550041608,-0.46389831190674324,-1.0,0.3505423633305595,-10.96451029629243,28.57142857142857,1.4386456211812646,-1.0,10,20.61904761904762,28.57142857142857,1.1568127185436963
ACT2_ATR3,NEAR/USDT,18,-5.644814754201166,-0.31360081967784253,-1.0,0.596798946128488,-7.0,22.22222222222222,4.071428571428574,-1.0,7,32.611111111111114,22.22222222222222,1.404729618169781
ACT2_ATR3,SOL/USDT,23,-5.203733234776182,-0.2262492710772253,-1.0,0.6747666728264887,-10.0,30.434782608695656,2.6663636363636303,-1.0,10,19.434782608695652,30.434782608695656,1.389765007311451
ACT2_ATR3,SUI/USDT,20,12.576623810261632,0.6288311905130816,-1.0,2.143329437296512,-4.963370565045992,45.0,9.669454356229553,-1.0,4,19.2,45.0,2.488041817090581
ACT2_ATR3,TRX/USDT,18,2.4506853233306027,0.13614918462947792,-1.0,1.2227895748482367,-6.57462686567165,38.88888888888889,2.5150214592274662,-1.0,6,25.555555555555557,38.88888888888889,1.8628613424903482
ACT2_ATR3,UNI/USDT,17,12.318021117921534,0.7245894775247961,-1.0,2.3686690131023926,-4.246641074856045,47.05882352941176,5.792052826691389,-1.0,4,26.235294117647058,47.05882352941176,2.4324870439877904
ACT2_ATR3,XRP/USDT,25,-3.3066518619164533,-0.13226607447665814,-1.0,0.8162971187824194,-10.578761114713942,28.000000000000004,8.27210925279749,-1.0,5,13.2,28.000000000000004,1.6754542253670461
ACT2_ATR4,0G/USDT,16,-0.8757740358656615,-0.05473587724160384,-1.0,0.9124225964134339,-4.460543482312595,37.5,3.181117533718692,-1.0,3,23.0625,37.5,1.7378689340090065
ACT2_ATR4,1000CAT/USDT,20,-2.344538896228829,-0.11722694481144144,-1.0,0.8102294257114707,-8.354596622889309,30.0,4.741007194244603,-1.0,10,23.65,40.0,1.586752428129142
ACT2_ATR4,1000CHEEMS/USDT,22,-4.062190955139854,-0.18464504341544788,-1.0,0.7610475908741262,-11.31296296296296,22.727272727272727,3.6870370370370398,-1.0,9,21.90909090909091,22.727272727272727,1.7603417725333967
ACT2_ATR4,1000SATS/USDT,22,-3.428792551236121,-0.15585420687436913,-1.0,0.7492390070170708,-9.85213775375892,27.27272727272727,5.297924901185767,-1.0,9,15.590909090909092,40.909090909090914,1.9156636439709198
ACT2_ATR4,1INCH/USDT,20,-7.7522931402758335,-0.38761465701379166,-1.0,0.4831804573149444,-11.108712308872237,25.0,3.9667519181585753,-1.0,5,20.55,25.0,1.5203385469318302
ACT2_ATR4,1MBABYDOGE/USDT,12,-5.541762192114634,-0.46181351600955284,-1.0,0.36545666900555757,-7.439936716962613,25.0,2.6316398713826366,-1.0,4,60.166666666666664,33.33333333333333,1.2314467497397326
ACT2_ATR4,2Z/USDT,19,-3.911025519723763,-0.20584344840651383,-1.0,0.6991518830981721,-8.611005599704708,31.57894736842105,2.571152664384162,-1.0,7,21.68421052631579,31.57894736842105,1.794816524343463
ACT2_ATR4,A/USDT,15,5.549423003097404,0.3699615335398269,-1.0,1.550926040741734,-7.0,26.666666666666668,8.041399000713778,-1.0,7,35.53333333333333,33.33333333333333,2.4825535483179633
ACT2_ATR4,AAVE/USDT,25,-5.786557976743241,-0.23146231906972964,-1.0,0.7106721011628379,-13.040366068331483,20.0,7.253808091588241,-1.0,5,18.36,20.0,1.4427880668904445
ACT2_ATR4,ACE/USDT,11,3.9161744136931333,0.35601585579028483,-1.0,1.652695735615522,-2.7430093660920307,45.45454545454545,2.8840579710144945,-1.0,3,52.0,45.45454545454545,2.14105098633912
ACT2_ATR4,ACH/USDT,13,10.653186146225917,0.8194758574019936,0.1586715867158679,3.1167890764088635,-2.166666666666668,53.84615384615385,4.238255033557043,-1.0,2,43.46153846153846,61.53846153846154,3.001205217796538
ACT2_ATR4,ACM/USDT,11,3.0742458260434615,0.2794768932766783,-1.0,1.3842807282554326,-5.335616438356167,27.27272727272727,8.053380782918145,-1.0,5,47.54545454545455,27.27272727272727,2.548349700496773
ACT2_ATR4,ACT/USDT,18,-2.29664315855928,-0.12759128658662666,-1.0,0.8359540601029087,-7.0,22.22222222222222,4.626262626262624,-1.0,7,22.333333333333332,22.22222222222222,1.6714018062736993
ACT2_ATR4,ACX/USDT,16,-3.4025935452334206,-0.2126620965770888,-1.0,0.7164505378972151,-8.719178082191787,25.0,4.074766355140185,-1.0,7,22.5,25.0,1.7315328403104435
ACT2_ATR4,ADA/USDT,22,-1.4845379420553302,-0.06747899736615137,-1.0,0.901030803862978,-8.479672810911717,31.818181818181817,5.523586287723411,-1.0,8,18.863636363636363,31.818181818181817,1.722340529676402
ACT2_ATR4,ADX/USDT,16,3.8418716425375035,0.24011697765859397,-0.3141025641025644,1.480233955317188,-3.0,50.0,4.463350785340318,-1.0,4,38.5625,50.0,2.1314772551444277
ACT2_ATR4,AEVO/USDT,16,0.11311148204020705,0.00706946762751294,-1.0,1.0109852133037982,-5.809016141462957,31.25,5.078751857355127,-1.0,5,31.25,37.5,2.3460331381424107
ACT2_ATR4,AGLD/USDT,19,-1.6073965135398094,-0.08459981650209523,-1.0,0.8928402324306793,-11.18461538461538,21.052631578947366,9.019323671497586,-1.0,8,19.31578947368421,21.052631578947366,1.8824759743904365
ACT2_ATR4,AI/USDT,10,-2.0664967321445156,-0.20664967321445155,-1.0,0.7047861811222119,-4.234202114580776,30.0,2.16770538243626,-1.0,4,60.9,30.0,1.2796865051477018
ACT2_ATR4,AIXBT/USDT,18,1.0524914104783085,0.058471745026572694,-1.0,1.0956810373162098,-5.319796954314723,38.88888888888889,5.2442477876106235,-1.0,5,26.11111111111111,38.88888888888889,1.9788309050754864
ACT2_ATR4,ALCX/USDT,22,-10.699387347178467,-0.48633578850811215,-1.0,0.3706242736953843,-9.699387347178467,22.727272727272727,2.1149425287356354,-1.0,8,15.409090909090908,22.727272727272727,1.0632824013581974
ACT2_ATR4,ALGO/USDT,23,-1.1573655680658008,-0.050320242089817425,-1.0,0.9228422954622799,-7.322052558157071,34.78260869565217,3.863265306122454,-1.0,5,26.08695652173913,34.78260869565217,1.7326596598893493
ACT2_ATR4,ALICE/USDT,20,4.466132112047656,0.22330660560238277,-1.0,1.3088702314100058,-6.514708130881576,25.0,12.632231404958691,-1.0,7,19.85,30.0,2.259302320535205
ACT2_ATR4,ALLO/USDT,10,0.1680235315441001,0.01680235315441001,-1.0,1.0240033616491573,-6.0,30.0,3.413255360623786,-1.0,6,38.0,30.0,1.7409046238398038
ACT2_ATR4,ALPINE/USDT,15,5.272948888068537,0.3515299258712358,-1.0,1.6562503838066152,-6.0,40.0,3.994350282485871,-1.0,6,29.733333333333334,46.666666666666664,2.5183204169942495
ACT2_ATR4,ALT/USDT,10,4.014746424859253,0.40147464248592535,-0.21599999999999903,1.8029492849718505,-2.0,50.0,4.61608300907912,-1.0,2,62.8,50.0,2.661484359801933
ACT2_ATR4,AMP/USDT,13,9.542048994327274,0.7340037687944057,-1.0,2.3631498563324675,-3.388157894736845,46.15384615384615,5.286133528980184,-1.0,3,34.84615384615385,46.15384615384615,2.6634062655677657
ACT2_ATR4,ANIME/USDT,19,-2.1490534776546744,-0.11310807777129865,-1.0,0.8464961801675235,-10.010446183309682,26.31578947368421,7.842657342657348,-1.0,7,20.68421052631579,26.31578947368421,1.8521953628935706
ACT2_ATR4,ANKR/USDT,13,6.9582154745966385,0.5352473441997414,-1.0,1.852677780963022,-5.0,30.76923076923077,10.325278810408939,-1.0,5,41.38461538461539,38.46153846153847,2.441324003525761
ACT2_ATR4,APE/USDT,15,13.67697284532559,0.9117981896883727,-1.0,2.709621605665699,-3.0,46.666666666666664,5.725274725274738,-1.0,3,35.0,46.666666666666664,2.9666696483454733
ACT2_ATR4,API3/USDT,1,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,1,1.0,0.0,0.15130068859984674
ACT2_ATR4,APT/USDT,10,6.320491400316287,0.6320491400316287,-0.06064690026954195,2.2640982800632576,-3.0,50.0,4.452476572958499,-1.0,3,70.6,50.0,2.444565169637861
ACT2_ATR4,AR/USDT,16,7.905197594143731,0.4940748496339832,-1.0,1.790519759414373,-4.0,37.5,6.956521739130439,-1.0,4,31.3125,37.5,2.498639478003826
ACT2_ATR4,ARB/USDT,16,7.435594538500041,0.46472465865625256,-1.0,1.826177170944449,-4.0,43.75,6.458510638297871,-1.0,4,30.9375,43.75,2.510424357932569
ACT2_ATR4,ARDR/USDT,11,-4.644065448691713,-0.42218776806288294,-1.0,0.3752764113195612,-3.895764203867268,27.27272727272727,1.5380281690140838,-1.0,4,21.90909090909091,36.36363636363637,1.3382677800798972
ACT2_ATR4,ARK/USDT,8,5.716308540329645,0.7145385675412056,0.6222428492849295,2.905436180109881,-2.0,62.5,4.283078880407129,-1.0,2,34.625,62.5,3.1982999151948115
ACT2_ATR4,ARKM/USDT,16,1.413895081133162,0.08836844257082263,-1.0,1.128535916466651,-5.433278418451399,31.25,5.883720930232564,-1.0,5,29.75,31.25,2.182761546914936
ACT2_ATR4,ARPA/USDT,11,3.729671299414404,0.3390610272194913,-1.0,1.4662089124268005,-4.66115148539572,27.27272727272727,8.390822784810124,-1.0,4,26.545454545454547,27.27272727272727,2.594564779817551
ACT2_ATR4,ASR/USDT,15,-12.609768264141985,-0.8406512176094657,-1.0,0.0,-11.609768264141985,0.0,-0.03048780487805147,-1.0,15,17.933333333333334,20.0,1.2004386491685202
ACT2_ATR4,ASTER/USDT,10,-2.1923541195257203,-0.21923541195257204,-1.0,0.6868065543534685,-4.0,30.0,3.586885245901639,-1.0,5,18.2,30.0,1.293138545164877
ACT2_ATR4,ASTR/USDT,17,-6.847417236386405,-0.4027892491992003,-1.0,0.4293818969677996,-10.0,29.411764705882355,2.2847380410022757,-1.0,10,27.58823529411765,29.411764705882355,1.3193035930188
ACT2_ATR4,AT/USDT,11,-5.180127812924733,-0.4709207102658848,-1.0,0.2703801240410461,-4.291024630668222,27.27272727272727,1.3121546961325896,-1.0,3,38.90909090909091,36.36363636363637,1.6631345728878046
ACT2_ATR4,ATA/USDT,12,7.791207013483511,0.6492672511236259,0.724509803921568,2.85734656358585,-1.1948051948051992,58.333333333333336,3.0559440559440576,-1.0,2,44.5,66.66666666666666,2.6258001957416193
ACT2_ATR4,ATM/USDT,8,0.7326362831439579,0.09157953539299474,-0.31061975998684654,1.1899427400743596,-2.2972177635098903,50.0,1.5599250936329616,-1.0,2,79.5,62.5,2.0616179015402603
ACT2_ATR4,ATOM/USDT,17,19.20326083051341,1.1296035782654947,0.4738878143133438,3.9285901004282695,-2.722625656368116,52.94117647058824,13.184053651266797,-1.0,2,32.8235294117647,64.70588235294117,3.221019500147614
ACT2_ATR4,AUCTION/USDT,20,-1.4930788986938184,-0.07465394493469092,-1.0,0.9004614067537455,-11.896544245228451,25.0,10.749999999999973,-1.0,6,13.2,25.0,1.8686435765527327
ACT2_ATR4,AUDIO/USDT,13,2.9942636321164713,0.230327971701267,-1.0,1.3742829540145591,-5.0,38.46153846153847,7.024489795918361,-1.0,5,32.07692307692308,38.46153846153847,2.1627974370433627
ACT2_ATR4,AVA/USDT,16,9.728356866110216,0.6080223041318885,-1.0,1.9728356866110217,-4.0,37.5,8.334344967121904,-1.0,4,33.5625,43.75,2.84503786521268
ACT2_ATR4,AVAX/USDT,19,3.4052962733288923,0.17922611964888907,-1.0,1.302020120913119,-9.0,36.84210526315789,7.211926605504589,-1.0,9,24.31578947368421,42.10526315789473,2.174005480469428
ACT2_ATR4,AVNT/USDT,16,2.3899129044128338,0.1493695565258021,-1.0,1.2655458782680924,-5.0,43.75,2.9267416806320306,-1.0,5,31.9375,43.75,1.9798125574546033
ACT2_ATR4,AWE/USDT,10,0.22485804876618687,0.022485804876618685,-1.0,1.0321225783951695,-6.0,30.0,4.154563297350342,-1.0,6,53.6,30.0,2.1078264086316816
ACT2_ATR4,AXL/USDT,9,2.2448854587099083,0.24943171763443425,-1.0,1.3741475764516515,-2.7435834714630607,33.33333333333333,5.988468930172969,-1.0,2,72.88888888888889,33.33333333333333,2.4613904227648318
ACT2_ATR4,AXS/USDT,16,7.47029632937158,0.46689352058572375,0.6713132648360666,2.0671851899102256,-3.6213749319062494,56.25,6.200863930885536,-1.0,3,32.3125,56.25,2.629318239293921
ACT2_ATR4,BABY/USDT,20,2.7123128171468744,0.13561564085734373,-1.0,1.226026068095573,-4.1392374939822325,40.0,5.8023343373493965,-1.0,4,20.7,40.0,2.016377418766081
ACT2_ATR4,BCH/USDT,13,-10.32562277580071,-0.7942786750615931,-1.0,0.13953143534994084,-9.32562277580071,7.6923076923076925,1.67437722419929,-1.0,7,45.07692307692308,7.6923076923076925,0.8113194581695193
ACT2_ATR4,BNB/USDT,24,-1.813048137010533,-0.07554367237543887,-1.0,0.9045764138415509,-12.0,20.833333333333336,8.800850093302945,-1.0,12,22.5,20.833333333333336,1.6393451468200724
ACT2_ATR4,BTC/USDT,23,-4.097676018672285,-0.178159826898795,-1.0,0.7438952488329822,-9.154731879608438,30.434782608695656,4.352524628891563,-1.0,7,24.73913043478261,30.434782608695656,1.7039882376957625
ACT2_ATR4,DOGE/USDT,19,-1.8473313524945076,-0.09722796592076356,-1.0,0.8460557206254576,-6.9306139613120274,36.84210526315789,4.936697033403414,-1.0,5,19.36842105263158,36.84210526315789,1.932686476662369
ACT2_ATR4,DOT/USDT,11,-2.6937061763629915,-0.24488237966936285,-1.0,0.6632867279546261,-6.0,27.27272727272727,2.8072289156626526,-1.0,6,59.09090909090909,27.27272727272727,1.1622007482351377
ACT2_ATR4,ETH/USDT,21,0.6485235729481187,0.030882074902291366,-1.0,1.0497705429048174,-5.881192627699896,33.33333333333333,8.414982290751258,-1.0,4,22.428571428571427,42.857142857142854,1.8239730820332984
ACT2_ATR4,ICP/USDT,15,17.887441904534782,1.1924961269689855,-0.28552971576227354,3.4552012828710623,-3.134736064968621,46.666666666666664,6.313714902807783,-1.0,3,39.666666666666664,53.333333333333336,4.093783781480462
ACT2_ATR4,LINK/USDT,21,-3.3257660339822537,-0.15836981114201207,-1.0,0.7921396228761092,-9.0,23.809523809523807,5.759493670886069,-1.0,9,21.38095238095238,23.809523809523807,1.6920096047722775
ACT2_ATR4,LTC/USDT,20,-9.886699070394089,-0.49433495351970447,-1.0,0.3625833509911641,-10.17773237997957,15.0,3.9042682926829286,-1.0,11,23.3,25.0,1.2800682744403935
ACT2_ATR4,NEAR/USDT,17,-6.825668958330775,-0.4015099387253397,-1.0,0.5124522172620875,-7.0,17.647058823529413,4.899204244031834,-1.0,7,35.11764705882353,17.647058823529413,1.4162859526262466
