symbol,entry_time,exit_time,net_r,pnl_usd,equity_after,year
XRP_USDT,2021-05-10 00:00:00+00:00,2021-05-19 00:00:00+00:00,-1.0,-26.88,10723.55,2021
ZEN_USDT,2021-06-08 00:00:00+00:00,2021-06-22 00:00:00+00:00,-1.0,-26.81,10696.74,2021
DOGE_USDT,2021-06-19 00:00:00+00:00,2021-06-21 00:00:00+00:00,-1.0,-26.74,10670.0,2021
ADA_USDT,2021-06-19 00:00:00+00:00,2021-06-22 00:00:00+00:00,-1.0,-26.67,10643.32,2021
ADA_USDT,2021-07-16 00:00:00+00:00,2021-08-05 00:00:00+00:00,1.3999,37.25,10680.57,2021
CHZ_USDT,2021-08-18 00:00:00+00:00,2021-09-07 00:00:00+00:00,0.1718,4.59,10685.16,2021
SOL_USDT,2021-09-13 00:00:00+00:00,2021-10-03 00:00:00+00:00,0.064,1.71,10686.87,2021
AVAX_USDT,2021-09-28 00:00:00+00:00,2021-10-18 00:00:00+00:00,-0.2932,-7.83,10679.04,2021
DOT_USDT,2021-09-28 00:00:00+00:00,2021-10-18 00:00:00+00:00,1.9345,51.65,10730.68,2021
TRX_USDT,2021-09-28 00:00:00+00:00,2021-10-18 00:00:00+00:00,0.8553,22.94,10753.63,2021
NEAR_USDT,2021-09-28 00:00:00+00:00,2021-10-18 00:00:00+00:00,0.507,13.63,10767.26,2021
HBAR_USDT,2021-09-28 00:00:00+00:00,2021-10-18 00:00:00+00:00,0.4139,11.14,10778.4,2021
LPT_USDT,2021-10-24 00:00:00+00:00,2021-11-13 00:00:00+00:00,4.4966,121.17,10899.57,2021
LINK_USDT,2021-11-16 00:00:00+00:00,2021-11-26 00:00:00+00:00,-1.0,-27.25,10872.32,2021
ETH_USDT,2021-11-16 00:00:00+00:00,2021-12-04 00:00:00+00:00,-1.0,-27.18,10845.14,2021
SOL_USDT,2021-11-18 00:00:00+00:00,2021-12-08 00:00:00+00:00,-0.0106,-0.29,10844.85,2021
SOL_USDT,2022-01-06 00:00:00+00:00,2022-01-20 00:00:00+00:00,-1.0,-27.11,10817.74,2022
AVAX_USDT,2022-01-06 00:00:00+00:00,2022-01-21 00:00:00+00:00,-1.0,-27.04,10790.69,2022
ATOM_USDT,2022-01-29 00:00:00+00:00,2022-02-18 00:00:00+00:00,-0.2205,-5.95,10784.74,2022
NEAR_USDT,2022-04-24 00:00:00+00:00,2022-04-26 00:00:00+00:00,-1.0,-26.96,10757.78,2022
BTC_USDT,2023-02-06 00:00:00+00:00,2023-02-26 00:00:00+00:00,0.512,13.77,10771.55,2023
APT_USDT,2023-02-06 00:00:00+00:00,2023-02-26 00:00:00+00:00,-0.4858,-13.08,10758.47,2023
HBAR_USDT,2023-02-24 00:00:00+00:00,2023-03-03 00:00:00+00:00,-1.0,-26.9,10731.57,2023
FIL_USDT,2023-02-25 00:00:00+00:00,2023-03-11 00:00:00+00:00,-1.0,-26.83,10704.74,2023
GRT_USDT,2023-02-25 00:00:00+00:00,2023-03-09 00:00:00+00:00,-1.0,-26.76,10677.98,2023
DASH_USDT,2023-03-06 00:00:00+00:00,2023-03-09 00:00:00+00:00,-1.0,-26.69,10651.29,2023
INJ_USDT,2023-04-21 00:00:00+00:00,2023-05-11 00:00:00+00:00,-0.815,-21.7,10629.59,2023
XRP_USDT,2023-05-03 00:00:00+00:00,2023-05-08 00:00:00+00:00,-1.0,-26.57,10603.01,2023
BTC_USDT,2023-05-10 00:00:00+00:00,2023-05-30 00:00:00+00:00,0.0458,1.21,10604.23,2023
ETH_USDT,2023-05-10 00:00:00+00:00,2023-05-30 00:00:00+00:00,0.398,10.55,10614.78,2023
TRX_USDT,2023-06-07 00:00:00+00:00,2023-06-10 00:00:00+00:00,-1.0,-26.54,10588.24,2023
INJ_USDT,2023-07-06 00:00:00+00:00,2023-07-26 00:00:00+00:00,0.1376,3.64,10591.88,2023
BCH_USDT,2023-07-17 00:00:00+00:00,2023-08-06 00:00:00+00:00,-0.4352,-11.52,10580.36,2023
LTC_USDT,2023-07-18 00:00:00+00:00,2023-08-03 00:00:00+00:00,-1.0,-26.45,10553.91,2023
BTC_USDT,2023-07-18 00:00:00+00:00,2023-08-07 00:00:00+00:00,-0.3965,-10.46,10543.45,2023
ETH_USDT,2023-07-18 00:00:00+00:00,2023-08-07 00:00:00+00:00,-0.5749,-15.15,10528.29,2023
AAVE_USDT,2023-07-19 00:00:00+00:00,2023-08-01 00:00:00+00:00,-1.0,-26.32,10501.97,2023
XRP_USDT,2023-08-06 00:00:00+00:00,2023-08-17 00:00:00+00:00,-1.0,-26.25,10475.72,2023
INJ_USDT,2023-08-28 00:00:00+00:00,2023-09-17 00:00:00+00:00,0.1339,3.51,10479.22,2023
LPT_USDT,2023-09-09 00:00:00+00:00,2023-09-29 00:00:00+00:00,-0.5322,-13.94,10465.28,2023
BCH_USDT,2023-10-09 00:00:00+00:00,2023-10-29 00:00:00+00:00,1.0701,28.0,10493.28,2023
BCH_USDT,2023-11-13 00:00:00+00:00,2023-12-03 00:00:00+00:00,-0.1556,-4.08,10489.2,2023
ZEN_USDT,2023-11-13 00:00:00+00:00,2023-12-03 00:00:00+00:00,-0.3931,-10.31,10478.89,2023
GRT_USDT,2023-11-29 00:00:00+00:00,2023-12-19 00:00:00+00:00,0.4821,12.63,10491.52,2023
FIL_USDT,2023-11-30 00:00:00+00:00,2023-12-20 00:00:00+00:00,1.6383,42.97,10534.49,2023
APT_USDT,2023-12-17 00:00:00+00:00,2024-01-06 00:00:00+00:00,0.6804,17.92,10552.41,2023
HBAR_USDT,2024-01-07 00:00:00+00:00,2024-01-27 00:00:00+00:00,-0.0529,-1.4,10551.01,2024
NEAR_USDT,2024-01-16 00:00:00+00:00,2024-02-05 00:00:00+00:00,-0.5452,-14.38,10536.63,2024
APT_USDT,2024-01-18 00:00:00+00:00,2024-02-07 00:00:00+00:00,0.0358,0.94,10537.57,2024
WLD_USDT,2024-01-20 00:00:00+00:00,2024-02-09 00:00:00+00:00,-0.0155,-0.41,10537.17,2024
ORDI_USDT,2024-01-21 00:00:00+00:00,2024-01-25 00:00:00+00:00,-1.0,-26.34,10510.82,2024
FET_USDT,2024-01-21 00:00:00+00:00,2024-02-10 00:00:00+00:00,0.2882,7.57,10518.4,2024
ARB_USDT,2024-01-21 00:00:00+00:00,2024-02-10 00:00:00+00:00,0.3395,8.93,10527.32,2024
SEI_USDT,2024-01-22 00:00:00+00:00,2024-02-11 00:00:00+00:00,0.4091,10.77,10538.09,2024
SOL_USDT,2024-01-22 00:00:00+00:00,2024-02-11 00:00:00+00:00,1.4262,37.57,10575.66,2024
ETH_USDT,2024-01-24 00:00:00+00:00,2024-02-13 00:00:00+00:00,1.8162,48.02,10623.68,2024
LINK_USDT,2024-01-24 00:00:00+00:00,2024-02-13 00:00:00+00:00,2.4561,65.23,10688.91,2024
ADA_USDT,2024-01-25 00:00:00+00:00,2024-02-14 00:00:00+00:00,1.9907,53.2,10742.11,2024
ORDI_USDT,2024-02-04 00:00:00+00:00,2024-02-24 00:00:00+00:00,0.9659,25.94,10768.05,2024
PENDLE_USDT,2024-02-19 00:00:00+00:00,2024-03-05 00:00:00+00:00,-1.0,-26.92,10741.13,2024
INJ_USDT,2024-02-23 00:00:00+00:00,2024-03-14 00:00:00+00:00,2.4715,66.37,10807.5,2024
LINK_USDT,2024-02-23 00:00:00+00:00,2024-03-14 00:00:00+00:00,1.3927,37.63,10845.13,2024
AVAX_USDT,2024-02-23 00:00:00+00:00,2024-03-14 00:00:00+00:00,3.7496,101.66,10946.79,2024
SOL_USDT,2024-02-23 00:00:00+00:00,2024-03-14 00:00:00+00:00,6.0734,166.21,11113.0,2024
TRX_USDT,2024-03-11 00:00:00+00:00,2024-03-15 00:00:00+00:00,-1.0,-27.78,11085.22,2024
PENDLE_USDT,2024-03-16 00:00:00+00:00,2024-04-05 00:00:00+00:00,4.7325,131.15,11216.37,2024
LTC_USDT,2024-03-16 00:00:00+00:00,2024-04-05 00:00:00+00:00,0.7104,19.92,11236.29,2024
ICP_USDT,2024-03-16 00:00:00+00:00,2024-04-05 00:00:00+00:00,1.3771,38.68,11274.97,2024
FIL_USDT,2024-03-16 00:00:00+00:00,2024-04-05 00:00:00+00:00,-0.1519,-4.28,11270.69,2024
ARB_USDT,2024-03-18 00:00:00+00:00,2024-04-07 00:00:00+00:00,-0.2257,-6.36,11264.33,2024
TIA_USDT,2024-04-03 00:00:00+00:00,2024-04-12 00:00:00+00:00,-1.0,-28.16,11236.17,2024
BCH_USDT,2024-04-11 00:00:00+00:00,2024-04-13 00:00:00+00:00,-1.0,-28.09,11208.08,2024
ICP_USDT,2024-04-13 00:00:00+00:00,2024-05-03 00:00:00+00:00,0.3811,10.68,11218.76,2024
GRT_USDT,2024-04-13 00:00:00+00:00,2024-05-03 00:00:00+00:00,0.639,17.92,11236.68,2024
NEAR_USDT,2024-04-13 00:00:00+00:00,2024-05-03 00:00:00+00:00,1.045,29.36,11266.04,2024
DOGE_USDT,2024-04-27 00:00:00+00:00,2024-05-01 00:00:00+00:00,-1.0,-28.17,11237.87,2024
HBAR_USDT,2024-04-28 00:00:00+00:00,2024-05-18 00:00:00+00:00,0.3261,9.16,11247.03,2024
LPT_USDT,2024-04-30 00:00:00+00:00,2024-05-20 00:00:00+00:00,2.7001,75.92,11322.95,2024
BCH_USDT,2024-05-01 00:00:00+00:00,2024-05-21 00:00:00+00:00,1.3865,39.25,11362.2,2024
ICP_USDT,2024-05-08 00:00:00+00:00,2024-05-28 00:00:00+00:00,0.047,1.34,11363.54,2024
PENDLE_USDT,2024-05-14 00:00:00+00:00,2024-06-03 00:00:00+00:00,2.8381,80.63,11444.16,2024
ARKM_USDT,2024-05-14 00:00:00+00:00,2024-06-03 00:00:00+00:00,0.3935,11.26,11455.42,2024
FET_USDT,2024-05-14 00:00:00+00:00,2024-06-03 00:00:00+00:00,0.3715,10.64,11466.06,2024
LTC_USDT,2024-05-25 00:00:00+00:00,2024-06-07 00:00:00+00:00,-1.0,-28.67,11437.4,2024
JTO_USDT,2024-05-25 00:00:00+00:00,2024-06-07 00:00:00+00:00,-1.0,-28.59,11408.8,2024
HBAR_USDT,2024-06-01 00:00:00+00:00,2024-06-07 00:00:00+00:00,-1.0,-28.52,11380.28,2024
PENDLE_USDT,2024-06-10 00:00:00+00:00,2024-06-30 00:00:00+00:00,-0.1827,-5.2,11375.08,2024
BNB_USDT,2024-06-11 00:00:00+00:00,2024-07-01 00:00:00+00:00,-0.4459,-12.68,11362.4,2024
BTC_USDT,2024-06-21 00:00:00+00:00,2024-06-24 00:00:00+00:00,-1.0,-28.41,11334.0,2024
PEPE_USDT,2024-07-05 00:00:00+00:00,2024-07-25 00:00:00+00:00,1.154,32.7,11366.69,2024
TRX_USDT,2024-08-02 00:00:00+00:00,2024-08-22 00:00:00+00:00,4.8099,136.68,11503.38,2024
SOL_USDT,2024-08-02 00:00:00+00:00,2024-08-05 00:00:00+00:00,-1.0,-28.76,11474.62,2024
PEPE_USDT,2024-08-03 00:00:00+00:00,2024-08-05 00:00:00+00:00,-1.0,-28.69,11445.93,2024
TRX_USDT,2024-09-04 00:00:00+00:00,2024-09-24 00:00:00+00:00,0.111,3.18,11449.11,2024
AAVE_USDT,2024-10-02 00:00:00+00:00,2024-10-22 00:00:00+00:00,0.6198,17.74,11466.85,2024
BNB_USDT,2024-10-02 00:00:00+00:00,2024-10-22 00:00:00+00:00,1.0637,30.49,11497.34,2024
PEPE_USDT,2024-10-03 00:00:00+00:00,2024-10-23 00:00:00+00:00,0.5538,15.92,11513.26,2024
TAO_USDT,2024-10-17 00:00:00+00:00,2024-11-01 00:00:00+00:00,-1.0,-28.78,11484.48,2024
AAVE_USDT,2024-10-25 00:00:00+00:00,2024-11-14 00:00:00+00:00,1.1484,32.97,11517.45,2024
APT_USDT,2024-11-03 00:00:00+00:00,2024-11-23 00:00:00+00:00,2.9355,84.52,11601.97,2024
BTC_USDT,2024-11-03 00:00:00+00:00,2024-11-23 00:00:00+00:00,6.5684,190.52,11792.49,2024
BNB_USDT,2024-11-03 00:00:00+00:00,2024-11-23 00:00:00+00:00,2.4973,73.62,11866.11,2024
TRX_USDT,2024-11-04 00:00:00+00:00,2024-11-24 00:00:00+00:00,7.8428,232.66,12098.77,2024
PEPE_USDT,2024-11-20 00:00:00+00:00,2024-12-10 00:00:00+00:00,0.7383,22.33,12121.1,2024
DASH_USDT,2024-12-10 00:00:00+00:00,2024-12-30 00:00:00+00:00,-0.4493,-13.62,12107.49,2024
EIGEN_USDT,2024-12-21 00:00:00+00:00,2025-01-10 00:00:00+00:00,-0.4313,-13.05,12094.43,2024
TRX_USDT,2024-12-21 00:00:00+00:00,2025-01-10 00:00:00+00:00,-0.0074,-0.22,12094.21,2024
UNI_USDT,2025-01-09 00:00:00+00:00,2025-01-27 00:00:00+00:00,-1.0,-30.24,12063.97,2025
AAVE_USDT,2025-01-09 00:00:00+00:00,2025-01-29 00:00:00+00:00,0.1788,5.39,12069.36,2025
ZEN_USDT,2025-01-20 00:00:00+00:00,2025-02-02 00:00:00+00:00,-1.0,-30.17,12039.19,2025
SUI_USDT,2025-01-26 00:00:00+00:00,2025-02-03 00:00:00+00:00,-1.0,-30.1,12009.09,2025
LINK_USDT,2025-01-28 00:00:00+00:00,2025-02-03 00:00:00+00:00,-1.0,-30.02,11979.07,2025
LTC_USDT,2025-02-04 00:00:00+00:00,2025-02-24 00:00:00+00:00,0.5599,16.77,11995.84,2025
BTC_USDT,2025-02-08 00:00:00+00:00,2025-02-25 00:00:00+00:00,-1.0,-29.99,11965.85,2025
XRP_USDT,2025-03-29 00:00:00+00:00,2025-04-06 00:00:00+00:00,-1.0,-29.91,11935.93,2025
TRX_USDT,2025-05-19 00:00:00+00:00,2025-06-08 00:00:00+00:00,0.8146,24.31,11960.24,2025
XRP_USDT,2025-06-14 00:00:00+00:00,2025-06-22 00:00:00+00:00,-1.0,-29.9,11930.34,2025
AAVE_USDT,2025-06-15 00:00:00+00:00,2025-06-21 00:00:00+00:00,-1.0,-29.83,11900.51,2025
BNB_USDT,2025-06-21 00:00:00+00:00,2025-07-11 00:00:00+00:00,1.9793,58.89,11959.4,2025
ADA_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,1.2002,35.88,11995.29,2025
HBAR_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,-0.1139,-3.42,11991.87,2025
SUI_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,-0.0714,-2.14,11989.73,2025
BNB_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,1.0522,31.54,12021.27,2025
SOL_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,0.7648,22.98,12044.25,2025
UNI_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,0.7112,21.41,12065.67,2025
AAVE_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,1.2445,37.54,12103.21,2025
BTC_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,-0.1497,-4.53,12098.68,2025
LINK_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,3.309,100.09,12198.76,2025
SEI_USDT,2025-08-01 00:00:00+00:00,2025-08-21 00:00:00+00:00,0.152,4.64,12203.4,2025
BCH_USDT,2025-08-17 00:00:00+00:00,2025-09-06 00:00:00+00:00,0.2259,6.89,12210.29,2025
SPK_USDT,2025-08-18 00:00:00+00:00,2025-09-07 00:00:00+00:00,-0.5814,-17.75,12192.54,2025
XRP_USDT,2025-08-31 00:00:00+00:00,2025-09-20 00:00:00+00:00,0.6184,18.85,12211.39,2025
ENA_USDT,2025-09-16 00:00:00+00:00,2025-09-22 00:00:00+00:00,-1.0,-30.53,12180.86,2025
XRP_USDT,2025-09-22 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.45,12150.41,2025
BCH_USDT,2025-09-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.38,12120.04,2025
PENDLE_USDT,2025-09-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.3,12089.74,2025
WLD_USDT,2025-09-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.22,12059.51,2025
LINK_USDT,2025-09-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.15,12029.36,2025
PENGU_USDT,2025-09-23 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.07,11999.29,2025
ETH_USDT,2025-09-25 00:00:00+00:00,2025-10-10 00:00:00+00:00,-1.0,-30.0,11969.29,2025
SOL_USDT,2025-09-25 00:00:00+00:00,2025-10-15 00:00:00+00:00,0.0447,1.34,11970.63,2025
BNB_USDT,2025-10-17 00:00:00+00:00,2025-11-06 00:00:00+00:00,-0.4665,-13.96,11956.67,2025
BNB_USDT,2025-11-14 00:00:00+00:00,2025-11-21 00:00:00+00:00,-1.0,-29.89,11926.78,2025
DASH_USDT,2025-12-01 00:00:00+00:00,2025-12-21 00:00:00+00:00,-0.6097,-18.18,11908.6,2025
BCH_USDT,2025-12-24 00:00:00+00:00,2026-01-13 00:00:00+00:00,0.7103,21.15,11929.74,2025
CHZ_USDT,2026-01-22 00:00:00+00:00,2026-02-05 00:00:00+00:00,-1.0,-29.82,11899.92,2026
