timestamp,open,high,low,close,volume
2025-07-23 08:00:00+00:00,99.9999,99.9999,1.074,1.074,425.4
2025-07-23 12:00:00+00:00,1.074,1.0741,1.0347,1.037,6813.8
2025-07-23 16:00:00+00:00,1.0358,1.0358,1.0,1.0294,4659.6
2025-07-23 20:00:00+00:00,1.0107,1.0414,1.0,1.0398,935.0
2025-07-24 00:00:00+00:00,1.0386,1.0422,1.0333,1.0333,1841.4
2025-07-24 04:00:00+00:00,1.0135,1.0141,0.9599,0.9599,1582.5
2025-07-24 08:00:00+00:00,1.0049,1.0049,0.9941,0.9941,558.6
2025-07-24 12:00:00+00:00,1.0554,1.0554,1.0554,1.0554,284.3
2025-07-24 16:00:00+00:00,1.04,1.0801,1.04,1.059,4251.3
2025-07-24 20:00:00+00:00,1.0586,1.0586,1.0272,1.0272,1932.9
2025-07-25 00:00:00+00:00,1.0174,1.0177,0.9941,1.0023,662.7
2025-07-25 04:00:00+00:00,0.9888,1.002,0.9888,1.002,95.5
2025-07-25 08:00:00+00:00,1.0117,1.0246,1.0117,1.0239,236.0
2025-07-25 12:00:00+00:00,1.0361,1.0361,1.0239,1.0277,504.4
2025-07-25 16:00:00+00:00,1.0085,1.0232,1.0071,1.0195,2117.1
2025-07-25 20:00:00+00:00,1.0154,1.0334,1.0154,1.0334,433.0
2025-07-26 00:00:00+00:00,1.044,1.044,1.044,1.044,926.6
2025-07-26 04:00:00+00:00,1.0473,1.0473,1.0466,1.0466,41.0
2025-07-26 08:00:00+00:00,1.0488,1.0526,1.0488,1.0493,158.4
2025-07-26 12:00:00+00:00,1.0543,1.0543,1.049,1.0522,4359.1
2025-07-26 16:00:00+00:00,1.0514,1.0528,1.0484,1.0528,6493.4
2025-07-26 20:00:00+00:00,1.0528,1.0537,1.0468,1.0468,2657.1
2025-07-27 00:00:00+00:00,1.0457,1.0457,1.0456,1.0456,190.8
2025-07-27 04:00:00+00:00,1.0572,1.0582,1.0547,1.0582,1271.7
2025-07-27 08:00:00+00:00,1.0547,1.0547,1.0414,1.0414,1744.3
2025-07-27 12:00:00+00:00,1.05,1.0531,1.0454,1.0474,1381.2
2025-07-27 16:00:00+00:00,1.0469,1.0578,1.0411,1.0508,2306.7
2025-07-27 20:00:00+00:00,1.0516,1.0724,1.0474,1.0708,3131.6
2025-07-28 00:00:00+00:00,1.0704,1.0704,1.0517,1.0654,989.3
2025-07-28 04:00:00+00:00,1.061,1.0738,1.061,1.0733,60.1
2025-07-28 08:00:00+00:00,1.0637,1.0637,1.0611,1.0619,363.7
2025-07-28 12:00:00+00:00,1.0611,1.0612,1.0116,1.0129,9629.3
2025-07-28 16:00:00+00:00,1.0046,1.0074,0.9973,0.9973,5442.3
2025-07-28 20:00:00+00:00,0.997,0.9973,0.9912,0.9912,796.5
2025-07-29 00:00:00+00:00,0.996,0.996,0.9747,0.9904,493.4
2025-07-29 04:00:00+00:00,0.9886,0.9886,0.9825,0.9831,1034.3
2025-07-29 08:00:00+00:00,0.9831,0.996,0.9831,0.9846,8869.6
2025-07-29 12:00:00+00:00,0.9831,0.9831,0.9613,0.9637,2311.3
2025-07-29 16:00:00+00:00,0.9502,0.9663,0.95,0.9598,2653.5
2025-07-29 20:00:00+00:00,0.9478,0.9579,0.9423,0.9579,1100.9
2025-07-30 00:00:00+00:00,0.9534,0.9562,0.9534,0.9562,572.9
2025-07-30 04:00:00+00:00,0.9626,0.9626,0.9554,0.9554,727.3
