timestamp,open,high,low,close,volume
2022-06-21 12:00:00+00:00,6.8,6.8,6.04,6.11,4266.06
2022-06-21 16:00:00+00:00,6.12,6.12,5.77,5.78,1826.14
2022-06-21 20:00:00+00:00,5.79,5.89,5.74,5.8,588.11
2022-06-22 00:00:00+00:00,5.8,5.8,5.6,5.6,103.69
2022-06-22 04:00:00+00:00,5.62,5.62,5.47,5.47,135.57
2022-06-22 08:00:00+00:00,5.51,5.52,5.51,5.52,31.12
2022-06-22 12:00:00+00:00,5.61,5.63,5.61,5.61,123.21
2022-06-22 16:00:00+00:00,5.61,5.61,5.61,5.61,0.0
2022-06-22 20:00:00+00:00,5.61,5.61,5.61,5.61,0.0
2022-06-23 00:00:00+00:00,5.61,5.62,5.61,5.62,88.12
2022-06-23 04:00:00+00:00,5.62,5.62,5.62,5.62,0.0
2022-06-23 08:00:00+00:00,5.79,5.79,5.78,5.78,9.69
2022-06-23 12:00:00+00:00,5.66,5.76,5.66,5.7,220.73
2022-06-23 16:00:00+00:00,5.7,5.84,5.7,5.84,126.22
2022-06-23 20:00:00+00:00,5.75,5.78,5.75,5.78,7545.91
2022-06-24 00:00:00+00:00,5.8,5.94,5.8,5.89,502.09
2022-06-24 04:00:00+00:00,5.82,5.82,5.78,5.78,276.31
2022-06-24 08:00:00+00:00,5.87,5.96,5.87,5.96,308.97
2022-06-24 12:00:00+00:00,6.12,6.12,5.95,5.95,7428.77
2022-06-24 16:00:00+00:00,6.09,6.2,6.09,6.2,206.15
2022-06-24 20:00:00+00:00,6.16,6.21,6.15,6.18,329.85
2022-06-25 00:00:00+00:00,6.09,6.17,6.09,6.17,69.24
2022-06-25 04:00:00+00:00,6.08,6.32,6.08,6.32,153.02
2022-06-25 08:00:00+00:00,6.26,6.45,6.2,6.2,647.18
2022-06-25 12:00:00+00:00,6.01,6.01,5.96,5.96,257.15
2022-06-25 16:00:00+00:00,5.96,5.96,5.96,5.96,0.0
2022-06-25 20:00:00+00:00,6.25,6.25,6.18,6.2,32.19
2022-06-26 00:00:00+00:00,6.25,6.27,6.25,6.27,92.41
2022-06-26 04:00:00+00:00,6.2,6.2,6.2,6.2,113.95
2022-06-26 08:00:00+00:00,6.17,6.17,6.11,6.11,131.35
2022-06-26 12:00:00+00:00,6.26,6.26,6.08,6.17,194.24
2022-06-26 16:00:00+00:00,5.9,5.9,5.87,5.87,56.82
2022-06-26 20:00:00+00:00,6.03,6.16,5.76,5.76,434.07
2022-06-27 00:00:00+00:00,5.76,5.76,5.76,5.76,0.0
