symbol,entry_ts,r,funding,year,tf,lookback_n,hold_bars,atr_mult
1000XECUSDT,1768780800000,0.453119672791386,0.0001,2026,4h,5,20,3.0
1000XECUSDT,1769688000000,1.6642696972240962,0.0001,2026,4h,5,20,3.0
1000XECUSDT,1772251200000,-0.17091659971481865,0.0001,2026,4h,5,20,3.0
1000XECUSDT,1779940800000,-0.6359972982566376,0.0001,2026,4h,5,20,3.0
1000XECUSDT,1780401600000,2.5292215316177207,0.0001,2026,4h,5,20,3.0
1INCHUSDT,1621425600000,0.482409727208823,0.00010823,2021,4h,5,20,3.0
1INCHUSDT,1626422400000,0.4976072508414215,0.0001,2021,4h,5,20,3.0
1INCHUSDT,1671177600000,0.6616780900707072,0.0001,2022,4h,5,20,3.0
1INCHUSDT,1677801600000,-0.1782282882676841,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1681891200000,0.6865611951185842,0.00010314,2023,4h,5,20,3.0
1INCHUSDT,1683504000000,0.37740740315419535,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1685966400000,-0.05402293992239095,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1686369600000,-0.07656313160837586,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1686772800000,-0.6845542547647089,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1688126400000,-1.0,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1690185600000,-0.05896873355786194,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1692115200000,2.2902483374553717,0.0001,2023,4h,5,20,3.0
1INCHUSDT,1705996800000,-0.7677469925491885,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1706659200000,0.15031505838505552,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1712937600000,0.9089056391924271,0.00013847,2024,4h,5,20,3.0
1INCHUSDT,1720051200000,-1.0,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1722816000000,-0.24777941611151502,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1724788800000,-0.26053882983980853,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1727798400000,-0.0413016929024056,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1729886400000,-0.6360319362833802,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1734552000000,0.6240975178868583,0.0001,2024,4h,5,20,3.0
1INCHUSDT,1736251200000,0.4566185073125592,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1737316800000,0.3101979325001048,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1738512000000,0.47700933083264657,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1740427200000,0.8849624385649275,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1741046400000,-0.5935629778937295,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1741622400000,-0.01284377581059848,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1743998400000,-1.0,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1749153600000,-0.44126433389345926,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1749715200000,0.85424675153496,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1758499200000,0.8940730412175311,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1760126400000,-0.202294240353505,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1763150400000,-0.16705689416001193,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1764950400000,0.322312595484864,0.0001,2025,4h,5,20,3.0
1INCHUSDT,1769500800000,2.0744041559436703,0.0001,2026,4h,5,20,3.0
1INCHUSDT,1780531200000,1.0144278990752413,0.0001,2026,4h,5,20,3.0
AAVEUSDT,1616616000000,-1.0,0.00102243,2021,4h,5,20,3.0
AAVEUSDT,1618704000000,-0.31656723252629326,0.00134594,2021,4h,5,20,3.0
AAVEUSDT,1624248000000,0.8503806627118786,0.0001,2021,4h,5,20,3.0
AAVEUSDT,1631016000000,0.24780825176796392,0.00058695,2021,4h,5,20,3.0
AAVEUSDT,1632470400000,-0.35668508922152065,0.0001,2021,4h,5,20,3.0
AAVEUSDT,1636574400000,-0.013195146357028524,0.00047334,2021,4h,5,20,3.0
AAVEUSDT,1637020800000,0.8129099152527731,0.00025922,2021,4h,5,20,3.0
AAVEUSDT,1637913600000,-0.30468061823645126,0.00028538,2021,4h,5,20,3.0
AAVEUSDT,1638590400000,-0.11415420338349662,0.0001,2021,4h,5,20,3.0
AAVEUSDT,1651752000000,0.5130290589477665,0.0001,2022,4h,5,20,3.0
AAVEUSDT,1652875200000,-0.5145173618636322,0.0001,2022,4h,5,20,3.0
AAVEUSDT,1663070400000,0.6509872692591306,0.0001,2022,4h,5,20,3.0
AAVEUSDT,1668225600000,-0.043442130737507786,0.0001,2022,4h,5,20,3.0
AAVEUSDT,1677801600000,-0.03162427652662961,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1678190400000,1.7040752516932676,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1681891200000,0.8146190827848105,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1684929600000,-1.0,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1685505600000,0.3505301040498152,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1685966400000,-1.0,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1686369600000,-0.6193650772276813,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1690732800000,1.598006025503964,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1692115200000,2.585602905824664,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1692720000000,-1.0,0.0001,2023,4h,5,20,3.0
AAVEUSDT,1704283200000,0.11707324714077055,0.00012012,2024,4h,5,20,3.0
AAVEUSDT,1709654400000,-1.0,0.00073379,2024,4h,5,20,3.0
AAVEUSDT,1712016000000,0.5611142925772293,0.00022997,2024,4h,5,20,3.0
AAVEUSDT,1712937600000,0.8324474820145044,0.0001302,2024,4h,5,20,3.0
AAVEUSDT,1717776000000,0.6000606689495507,0.0001,2024,4h,5,20,3.0
AAVEUSDT,1718582400000,-1.0,0.0001,2024,4h,5,20,3.0
AAVEUSDT,1719936000000,1.4740280958627328,0.0001,2024,4h,5,20,3.0
AAVEUSDT,1757419200000,-1.0,0.0001,2025,4h,5,20,3.0
AAVEUSDT,1759838400000,1.1509077826118859,0.0001,2025,4h,5,20,3.0
ACEUSDT,1711944000000,1.0043934276156599,0.00026498,2024,4h,5,20,3.0
ACEUSDT,1717776000000,0.7319229979417753,0.0002117,2024,4h,5,20,3.0
ACHUSDT,1682524800000,-0.22791569740832604,0.0001,2023,4h,5,20,3.0
ACHUSDT,1685980800000,0.07912827941999072,0.0001,2023,4h,5,20,3.0
ACHUSDT,1686369600000,-0.6131199385970065,0.0001,2023,4h,5,20,3.0
ACHUSDT,1690185600000,-0.2964148769932704,0.0001,2023,4h,5,20,3.0
ACHUSDT,1692115200000,1.309703131593692,0.0001,2023,4h,5,20,3.0
ACHUSDT,1696838400000,0.42867777691146003,0.0001,2023,4h,5,20,3.0
ACHUSDT,1702252800000,-0.22889429866220254,0.00061507,2023,4h,5,20,3.0
ACHUSDT,1704283200000,0.4266381219211236,0.00061301,2024,4h,5,20,3.0
ACHUSDT,1712923200000,1.161242729815673,0.0001,2024,4h,5,20,3.0
ACHUSDT,1717776000000,0.6421561353535388,0.00026834,2024,4h,5,20,3.0
ACHUSDT,1718380800000,0.37825109190286194,0.0001,2024,4h,5,20,3.0
ACHUSDT,1727798400000,-0.16099758728639688,0.0001,2024,4h,5,20,3.0
ACHUSDT,1729886400000,-1.0,0.0001,2024,4h,5,20,3.0
ACHUSDT,1734552000000,0.6377702211168171,0.0001,2024,4h,5,20,3.0
ACHUSDT,1736251200000,0.5471852539180366,0.0001,2025,4h,5,20,3.0
ACHUSDT,1737273600000,-0.03343304074864058,0.0001,2025,4h,5,20,3.0
ACHUSDT,1748563200000,0.12792137774786935,0.0001,2025,4h,5,20,3.0
ACHUSDT,1755172800000,-0.07727199232041662,0.0001,2025,4h,5,20,3.0
ACHUSDT,1758499200000,1.328269544580973,0.0001,2025,4h,5,20,3.0
ACHUSDT,1760126400000,-0.5426937239006654,0.0001,2025,4h,5,20,3.0
ACHUSDT,1779465600000,0.5218390520770922,0.0001,2026,4h,5,20,3.0
ACHUSDT,1780401600000,1.2879674382970394,0.0001,2026,4h,5,20,3.0
ADAUSDT,1598371200000,0.17064905117828455,0.00032867,2020,4h,5,20,3.0
ADAUSDT,1599134400000,0.7174813290713836,0.00010869,2020,4h,5,20,3.0
ADAUSDT,1600675200000,0.16637082044344473,0.0001,2020,4h,5,20,3.0
ADAUSDT,1618704000000,-0.3186705827852526,0.00116023,2021,4h,5,20,3.0
ADAUSDT,1619136000000,-0.5043716091655991,0.00049151,2021,4h,5,20,3.0
ADAUSDT,1635321600000,0.03647320187065075,0.00092131,2021,4h,5,20,3.0
ADAUSDT,1636574400000,0.18346304843796296,0.00055958,2021,4h,5,20,3.0
ADAUSDT,1637020800000,1.0459100678951998,0.00038254,2021,4h,5,20,3.0
ADAUSDT,1637755200000,0.7358203777363028,0.00036662,2021,4h,5,20,3.0
ADAUSDT,1638590400000,-0.4365962410324513,0.0001,2021,4h,5,20,3.0
ADAUSDT,1641412800000,0.49518426034293195,0.0001,2022,4h,5,20,3.0
ADAUSDT,1641816000000,-1.0,0.0001,2022,4h,5,20,3.0
ADAUSDT,1649664000000,0.319458712110564,0.0001,2022,4h,5,20,3.0
ADAUSDT,1651752000000,0.39950535411929927,0.0001,2022,4h,5,20,3.0
ADAUSDT,1665388800000,2.9601638640406893,0.0001,2022,4h,5,20,3.0
ADAUSDT,1669593600000,-0.5463837321444425,0.0001,2022,4h,5,20,3.0
ADAUSDT,1677801600000,-0.12252033107924776,0.0001,2023,4h,5,20,3.0
ADAUSDT,1685966400000,2.222039683333796,0.0001,2023,4h,5,20,3.0
ADAUSDT,1686326400000,1.0792282043405546,0.0001,2023,4h,5,20,3.0
ADAUSDT,1691409600000,-1.0,0.0001,2023,4h,5,20,3.0
ADAUSDT,1696838400000,0.6108969769196391,0.0001,2023,4h,5,20,3.0
ADAUSDT,1704672000000,-1.0,0.0001,2024,4h,5,20,3.0
ADAUSDT,1705593600000,-0.10632876921455306,0.0001,2024,4h,5,20,3.0
ADAUSDT,1705996800000,-0.7108648271270233,0.0001,2024,4h,5,20,3.0
ADAUSDT,1711540800000,-0.3291813428953322,0.00042152,2024,4h,5,20,3.0
ADAUSDT,1711944000000,1.3399034651614952,0.00051829,2024,4h,5,20,3.0
ADAUSDT,1712937600000,0.3402551348814967,0.0001,2024,4h,5,20,3.0
ADAUSDT,1716465600000,0.28010789403524405,0.0001,2024,4h,5,20,3.0
ADAUSDT,1717776000000,0.24556205894590238,0.00016832,2024,4h,5,20,3.0
ADAUSDT,1718107200000,0.5338499409770245,0.0001,2024,4h,5,20,3.0
ADAUSDT,1718668800000,-0.21533461312035201,0.0001,2024,4h,5,20,3.0
ADAUSDT,1720051200000,1.1167133548142092,0.0001,2024,4h,5,20,3.0
ADAUSDT,1724788800000,0.11428656167129465,0.0001,2024,4h,5,20,3.0
ADAUSDT,1727798400000,0.05315287200771745,0.0001,2024,4h,5,20,3.0
ADAUSDT,1729886400000,-0.8267873650779861,0.0001,2024,4h,5,20,3.0
ADAUSDT,1734552000000,0.5712920979310797,0.0001,2024,4h,5,20,3.0
ADAUSDT,1737950400000,-1.0,0.0001,2025,4h,5,20,3.0
ADAUSDT,1740456000000,0.7719578772046655,0.0001,2025,4h,5,20,3.0
ADAUSDT,1759838400000,1.19018931692321,0.0001,2025,4h,5,20,3.0
ADAUSDT,1762272000000,-1.0,0.0001,2025,4h,5,20,3.0
ADAUSDT,1769356800000,-1.0,0.0001,2026,4h,5,20,3.0
ADAUSDT,1780531200000,1.975871669928061,0.0001,2026,4h,5,20,3.0
AEROUSDT,1758499200000,0.6043484405638825,0.00015553,2025,4h,5,20,3.0
AEVOUSDT,1717776000000,0.6068191027529674,0.00019579,2024,4h,5,20,3.0
AGLDUSDT,1696838400000,0.47518969396683086,0.0001,2023,4h,5,20,3.0
AGLDUSDT,1697457600000,1.247927843286039,0.0001,2023,4h,5,20,3.0
AGLDUSDT,1705910400000,0.8175886244284416,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1706760000000,-1.0,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1710489600000,0.26446868411445124,0.00052344,2024,4h,5,20,3.0
AGLDUSDT,1712044800000,-1.0,0.00052626,2024,4h,5,20,3.0
AGLDUSDT,1712318400000,-0.6725790602275997,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1712937600000,0.19470072975996822,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1720051200000,0.594260049170371,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1721318400000,-0.7876836507613482,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1733227200000,-1.0,0.00050436,2024,4h,5,20,3.0
AGLDUSDT,1733774400000,-0.10801108516716566,0.0001,2024,4h,5,20,3.0
AGLDUSDT,1738540800000,-0.4629153525699636,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1743955200000,-0.5340197127846532,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1748001600000,0.7977047357346388,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1748563200000,0.5189631917503683,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1755172800000,0.05311708521073394,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1758499200000,1.8448416589550993,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1760126400000,-0.5948024072988841,0.0001,2025,4h,5,20,3.0
AGLDUSDT,1774137600000,-0.08996225752445576,0.0001,2026,4h,5,20,3.0
AKTUSDT,1740153600000,0.56516503940056,0.00019804,2025,4h,5,20,3.0
AKTUSDT,1760097600000,1.64728016436739,0.00012984,2025,4h,5,20,3.0
ALCHUSDT,1750420800000,-1.0,0.00020675,2025,4h,5,20,3.0
ALCHUSDT,1755792000000,1.9299632108009717,0.00016504,2025,4h,5,20,3.0
ALCHUSDT,1757592000000,-1.0,0.00012308,2025,4h,5,20,3.0
ALCHUSDT,1758427200000,2.3215077573912564,0.00025959,2025,4h,5,20,3.0
ALCHUSDT,1760544000000,0.20766371691428903,0.00014358,2025,4h,5,20,3.0
ALCHUSDT,1764216000000,-1.0,0.00038047,2025,4h,5,20,3.0
ALCHUSDT,1766577600000,0.651587979557119,0.00010152,2025,4h,5,20,3.0
ALCHUSDT,1768881600000,0.1098536954023804,0.00035726,2026,4h,5,20,3.0
ALCHUSDT,1780545600000,0.2563822911662317,0.00025306,2026,4h,5,20,3.0
ALGOUSDT,1599033600000,1.1818834648791274,0.0017067,2020,4h,5,20,3.0
ALGOUSDT,1600675200000,0.31544280947753667,0.0001,2020,4h,5,20,3.0
ALGOUSDT,1616443200000,0.2559990498148238,0.00097174,2021,4h,5,20,3.0
ALGOUSDT,1621425600000,0.11622428126345609,0.0001,2021,4h,5,20,3.0
ALGOUSDT,1635321600000,-0.021667687564730465,0.00079184,2021,4h,5,20,3.0
ALGOUSDT,1637020800000,-1.0,0.00021011,2021,4h,5,20,3.0
ALGOUSDT,1637913600000,-1.0,0.00041433,2021,4h,5,20,3.0
ALGOUSDT,1638590400000,-1.0,0.0001,2021,4h,5,20,3.0
ALGOUSDT,1639396800000,-0.14415157727579703,0.0001,2021,4h,5,20,3.0
ALGOUSDT,1650254400000,-1.0,0.0001,2022,4h,5,20,3.0
ALGOUSDT,1662480000000,-1.0,0.0001,2022,4h,5,20,3.0
ALGOUSDT,1663070400000,0.3370778465207862,0.0001,2022,4h,5,20,3.0
ALGOUSDT,1670385600000,-0.6026528457923807,0.0001,2022,4h,5,20,3.0
ALGOUSDT,1671220800000,0.3168462039632198,0.0001,2022,4h,5,20,3.0
ALGOUSDT,1677801600000,0.38651187889576144,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1679500800000,0.12342493896603947,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1679918400000,-1.0,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1681891200000,0.9430553128790882,0.00012896,2023,4h,5,20,3.0
ALGOUSDT,1682524800000,-0.4193251503423578,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1683504000000,0.34313896650316056,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1684929600000,0.7060185182881454,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1685966400000,1.9985370016472261,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1686369600000,-0.8374561057478169,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1690185600000,-0.14210346663659862,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1690848000000,0.13769543430129338,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1692115200000,1.8014778768940747,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1696838400000,0.25404814031904766,0.0001,2023,4h,5,20,3.0
ALGOUSDT,1705593600000,0.4527329621828957,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1705996800000,-1.0,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1712937600000,0.6644579108105867,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1717776000000,0.513878110224311,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1718107200000,-1.0,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1718668800000,-0.2569993487415831,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1720051200000,0.36710893030467034,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1724788800000,0.07669051252169365,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1727784000000,0.22861494656573508,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1729886400000,-0.7824580838651783,0.0001,2024,4h,5,20,3.0
ALGOUSDT,1738512000000,0.6645636575007763,0.0001,2025,4h,5,20,3.0
ALGOUSDT,1758499200000,1.2893561068788912,0.0001,2025,4h,5,20,3.0
ALGOUSDT,1759838400000,0.8423769409630038,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1623830400000,0.07406472014595043,0.0001,2021,4h,5,20,3.0
ALICEUSDT,1631016000000,0.26848079449759393,0.00075763,2021,4h,5,20,3.0
ALICEUSDT,1635321600000,-1.0,0.00061308,2021,4h,5,20,3.0
ALICEUSDT,1638590400000,0.054526184396043224,0.0001,2021,4h,5,20,3.0
ALICEUSDT,1641412800000,0.6878615320596806,0.0001,2022,4h,5,20,3.0
ALICEUSDT,1662480000000,-1.0,0.0001,2022,4h,5,20,3.0
ALICEUSDT,1665432000000,0.16694674856960107,0.0001,2022,4h,5,20,3.0
ALICEUSDT,1677801600000,0.6695341481784322,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1678392000000,-1.0,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1679918400000,-1.0,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1680480000000,-0.2835083483578816,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1683561600000,0.47259362914079184,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1685966400000,0.6771854542089627,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1686369600000,-0.15359786204812953,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1689350400000,-0.24156732130507913,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1692302400000,-0.2842381091349413,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1695715200000,0.11829582619453947,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1696838400000,0.39730821072467976,0.0001,2023,4h,5,20,3.0
ALICEUSDT,1704283200000,0.5004652772053982,0.00032901,2024,4h,5,20,3.0
ALICEUSDT,1704672000000,-1.0,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1705593600000,-0.4328786616083731,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1705996800000,-0.75870887988851,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1712937600000,0.9202582160780008,0.00016655,2024,4h,5,20,3.0
ALICEUSDT,1716465600000,-1.0,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1718668800000,-0.19892349252743216,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1720051200000,0.5408443221285154,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1722528000000,1.2257528033559775,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1727784000000,0.3870171210941187,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1733774400000,-0.5115805512833663,0.00011318,2024,4h,5,20,3.0
ALICEUSDT,1734552000000,0.6490685895512804,0.0001,2024,4h,5,20,3.0
ALICEUSDT,1736251200000,0.598366091976345,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1737331200000,-0.032979922229345406,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1737950400000,-0.5231718986799961,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1740427200000,0.2125745454328989,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1741622400000,-0.4538510685936506,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1743134400000,0.6894992464113519,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1743624000000,-0.0380476323702417,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1743955200000,-0.7802201195008911,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1750593600000,-1.0,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1758513600000,0.3297619335290862,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1765800000000,1.7384255016349193,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1767196800000,-1.0,0.0001,2025,4h,5,20,3.0
ALICEUSDT,1769875200000,-0.2399055961482364,0.0001,2026,4h,5,20,3.0
ALICEUSDT,1770292800000,0.05652903611553483,0.0001,2026,4h,5,20,3.0
ALICEUSDT,1771171200000,0.16879658243579193,0.0001,2026,4h,5,20,3.0
ALTUSDT,1712937600000,0.4846011378535006,0.00012313,2024,4h,5,20,3.0
ALTUSDT,1717776000000,0.5956078106813286,0.00013886,2024,4h,5,20,3.0
ANKRUSDT,1619136000000,-0.5500073340935614,0.0001,2021,4h,5,20,3.0
ANKRUSDT,1635321600000,-1.0,0.00047845,2021,4h,5,20,3.0
ANKRUSDT,1638590400000,-0.4182785480547091,0.0001,2021,4h,5,20,3.0
ANKRUSDT,1667923200000,0.5533925708565262,0.0001,2022,4h,5,20,3.0
ANKRUSDT,1669939200000,-0.3208903176950111,0.0001,2022,4h,5,20,3.0
ANKRUSDT,1681891200000,0.799058271257235,0.00022349,2023,4h,5,20,3.0
ANKRUSDT,1686369600000,-0.3212886854204282,0.0001,2023,4h,5,20,3.0
ANKRUSDT,1686772800000,-0.5743931627882677,0.0001,2023,4h,5,20,3.0
ANKRUSDT,1688126400000,-0.7314749040095339,0.0001,2023,4h,5,20,3.0
ANKRUSDT,1692115200000,2.7915903830405724,0.0001,2023,4h,5,20,3.0
ANKRUSDT,1704283200000,0.2691871581652996,0.00022989,2024,4h,5,20,3.0
ANKRUSDT,1705996800000,-1.0,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1707825600000,-1.0,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1712937600000,0.5465155238218813,0.00013619,2024,4h,5,20,3.0
ANKRUSDT,1717776000000,0.28873720785039075,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1718668800000,-0.43683280704729127,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1720051200000,1.1496781328191308,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1727784000000,0.14665518416249057,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1728475200000,-0.5281836377066385,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1734552000000,0.5880306053927398,0.0001,2024,4h,5,20,3.0
ANKRUSDT,1736251200000,-0.009856094375994724,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1737316800000,0.13223594155059348,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1738512000000,0.3140117665979964,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1746288000000,0.6744194257748375,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1751385600000,-1.0,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1755172800000,0.051517122568766366,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1758499200000,1.3446317122572637,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1760126400000,-0.6709608154332267,0.0001,2025,4h,5,20,3.0
ANKRUSDT,1768780800000,-0.06573680684512925,0.0001,2026,4h,5,20,3.0
ANKRUSDT,1769644800000,2.06187282746518,0.0001,2026,4h,5,20,3.0
ANKRUSDT,1772251200000,-1.0,0.0001,2026,4h,5,20,3.0
APEUSDT,1681257600000,-1.0,0.0001,2023,4h,5,20,3.0
APEUSDT,1681891200000,1.0121266189244962,0.0001,2023,4h,5,20,3.0
APEUSDT,1685966400000,-1.0,0.0001,2023,4h,5,20,3.0
APEUSDT,1696838400000,-0.3578336628256735,0.0001,2023,4h,5,20,3.0
APEUSDT,1704283200000,0.4995781535934599,0.00052154,2024,4h,5,20,3.0
APEUSDT,1705996800000,-0.7917795807882823,0.0001,2024,4h,5,20,3.0
APEUSDT,1711944000000,1.475646526390873,0.00080774,2024,4h,5,20,3.0
APEUSDT,1712923200000,2.5668340319241967,0.00027159,2024,4h,5,20,3.0
APEUSDT,1717776000000,0.43935865215658576,0.00028239,2024,4h,5,20,3.0
APEUSDT,1718380800000,-0.13292510421780884,0.0001,2024,4h,5,20,3.0
APEUSDT,1730635200000,-1.0,0.0001,2024,4h,5,20,3.0
APEUSDT,1734552000000,0.8672486704410001,0.0001,2024,4h,5,20,3.0
APEUSDT,1736251200000,1.1290604156434163,0.0001,2025,4h,5,20,3.0
APEUSDT,1737273600000,-1.0,0.0001,2025,4h,5,20,3.0
APEUSDT,1737316800000,-0.11904366069757903,0.0001,2025,4h,5,20,3.0
APEUSDT,1743955200000,-0.6917804584228633,0.0001,2025,4h,5,20,3.0
APEUSDT,1753718400000,0.8165485358210793,0.0001,2025,4h,5,20,3.0
APEUSDT,1755172800000,-0.305681665030024,0.0001,2025,4h,5,20,3.0
APEUSDT,1758499200000,1.4232083853805853,0.0001,2025,4h,5,20,3.0
APEUSDT,1759838400000,-1.0,0.0001,2025,4h,5,20,3.0
APEUSDT,1760126400000,-0.4027638715905443,0.0001,2025,4h,5,20,3.0
APEUSDT,1765800000000,1.0990883886369185,0.0001,2025,4h,5,20,3.0
APEUSDT,1769688000000,1.587097693201666,0.0001,2026,4h,5,20,3.0
API3USDT,1651348800000,-0.3551874448632167,0.0001,2022,4h,5,20,3.0
API3USDT,1654560000000,-1.0,0.0001,2022,4h,5,20,3.0
API3USDT,1661515200000,0.09978873365544341,0.0001,2022,4h,5,20,3.0
API3USDT,1665417600000,1.0993428397727767,0.0001,2022,4h,5,20,3.0
API3USDT,1667923200000,0.2912742858181141,0.0001,2022,4h,5,20,3.0
API3USDT,1677513600000,-0.17526621807684087,0.0001,2023,4h,5,20,3.0
API3USDT,1678176000000,0.9345194235580245,0.0001,2023,4h,5,20,3.0
API3USDT,1685966400000,0.34465826289594453,0.0001,2023,4h,5,20,3.0
API3USDT,1686369600000,-0.5854501358563583,0.0001,2023,4h,5,20,3.0
API3USDT,1686772800000,-0.7445838257683153,0.0001,2023,4h,5,20,3.0
API3USDT,1693094400000,-1.0,0.0001,2023,4h,5,20,3.0
API3USDT,1709654400000,-1.0,0.00050792,2024,4h,5,20,3.0
API3USDT,1711944000000,0.8634357919175341,0.00056807,2024,4h,5,20,3.0
API3USDT,1712937600000,0.7508546533827293,0.00011074,2024,4h,5,20,3.0
APTUSDT,1681257600000,-1.0,0.0001,2023,4h,5,20,3.0
APTUSDT,1686355200000,0.7730555119601185,0.0001,2023,4h,5,20,3.0
APTUSDT,1689350400000,-1.0,0.0001,2023,4h,5,20,3.0
