symbol,trades,total_r,avg_r,best_trade_r,worst_trade_r
BTC/USDT,5,430.238239226347,86.0476478452694,315.5776370107389,-1.0341130587302918
BCH/USDT,4,9.318653549115094,2.3296633872787735,5.294421861177303,-1.0147533906260602
ETH/USDT,4,4.862086462475592,1.215521615618898,7.919553054950002,-1.0233325742146215
AAVE/USDT,5,4.652696969719665,0.930539393943933,4.708626967359756,-1.0159257509232325
1MBABYDOGE/USDT,1,0.0453333545814885,0.0453333545814885,0.0453333545814885,0.0453333545814885
AMP/USDT,2,0.0004372949554331802,0.0002186474777165901,0.0003933903221284,4.390463330478017e-05
ACT/USDT,1,-0.2505271776114323,-0.2505271776114323,-0.2505271776114323,-0.2505271776114323
ALCX/USDT,3,-0.3354627285919347,-0.1118209095306449,0.3647078157907633,-0.919322272533612
ANKR/USDT,4,-0.36974784529136995,-0.09243696132284249,0.0010939820813887,-0.3712332093994746
AUCTION/USDT,3,-0.6412611315986494,-0.21375371053288314,0.3251617658014405,-1.0124242189859929
ASR/USDT,4,-0.661268668475961,-0.16531716711899025,0.3433253354159688,-1.0182558421514232
AXL/USDT,2,-0.6641506848428699,-0.33207534242143494,-0.2011744490592276,-0.4629762357836423
ARDR/USDT,5,-0.6706793744341852,-0.13413587488683704,0.1297030671241424,-0.8077094836002775
DOT/USDT,3,-0.8486181368964363,-0.2828727122988121,0.1026660682093091,-1.0233016523909348
1000CHEEMS/USDT,2,-0.8530270616939251,-0.42651353084696253,0.1525421808108789,-1.005569242504804
BABY/USDT,2,-0.8606230658719091,-0.43031153293595453,-0.2012600225225225,-0.6593630433493866
AVA/USDT,3,-0.9487250176249112,-0.3162416725416371,0.0620849374197811,-1.0193083484524332
AVNT/USDT,1,-0.9539513192923356,-0.9539513192923356,-0.9539513192923356,-0.9539513192923356
AGLD/USDT,3,-0.9779930806802356,-0.3259976935600785,0.0188521111111111,-1.012920193265508
NEAR/USDT,2,-0.9969451709713056,-0.4984725854856528,0.0136458663243905,-1.010591037295696
1INCH/USDT,3,-1.0014302108456155,-0.3338100702818718,0.0048774512740697,-1.0086728767033104
AIXBT/USDT,1,-1.0035311591733531,-1.0035311591733531,-1.0035311591733531,-1.0035311591733531
ALT/USDT,2,-1.0054204856992166,-0.5027102428496083,0.0045805455369593,-1.0100010312361758
ANIME/USDT,1,-1.0063877765108595,-1.0063877765108595,-1.0063877765108595,-1.0063877765108595
ARPA/USDT,2,-1.0141701537281282,-0.5070850768640641,0.001144737683193,-1.0153148914113213
ACM/USDT,1,-1.0268869485369234,-1.0268869485369234,-1.0268869485369234,-1.0268869485369234
AXS/USDT,3,-1.0714157670963995,-0.3571385890321332,0.1416103136335041,-1.0072128787350183
ACE/USDT,2,-1.1014982694619937,-0.5507491347309968,-0.0939098420057435,-1.00758842745625
ALPINE/USDT,3,-1.1221032401419844,-0.37403441338066146,0.341431535309298,-1.020325152543506
BNB/USDT,4,-1.3092647011556098,-0.32731617528890244,1.7666477798383804,-1.0268427498918096
ARB/USDT,3,-1.4768656066166632,-0.49228853553888774,0.0127668110826399,-1.0124612596618057
AVAX/USDT,4,-1.4801578323260034,-0.37003945808150085,0.3328155336358447,-1.0192736195545091
LINK/USDT,4,-1.620815153478245,-0.4052037883695612,0.2971430292159119,-1.0159728496762412
APT/USDT,5,-1.6436590667085138,-0.32873181334170276,0.1573530573677161,-1.0171483826472407
AUDIO/USDT,5,-1.6820980621017294,-0.3364196124203459,0.0035466127988794,-0.774383042441277
ADX/USDT,4,-1.7177293232146251,-0.4294323308036563,0.0032329245484121,-1.014055320447714
ATA/USDT,5,-1.8465359835367183,-0.3693071967073437,0.0012859673856771,-1.0179992320362674
AWE/USDT,3,-1.8599082612186797,-0.6199694204062266,-0.2159283018867924,-1.0109689227169307
ALICE/USDT,4,-1.9081327206946592,-0.4770331801736648,0.008342197802543,-1.0078786990384707
APE/USDT,3,-2.0097316881728413,-0.6699105627242804,0.0137803342757796,-1.0155755793138006
DOGE/USDT,5,-2.089505962293787,-0.41790119245875734,0.0016906004718577,-1.0130879799503538
ATOM/USDT,4,-2.1115251636669106,-0.5278812909167276,0.0647756947613999,-1.0215022373507223
ICP/USDT,4,-2.2115205693535733,-0.5528801423383933,0.019361263842222,-1.0103482090646363
AI/USDT,4,-2.2143052158913425,-0.5535763039728356,-0.0473214171086095,-1.009575692467553
ASTR/USDT,4,-2.2627266042342002,-0.5656816510585501,0.0011132493914165,-1.0173147065426622
UNI/USDT,5,-2.263968591825436,-0.4527937183650872,0.119429777337968,-1.0131770090744483
ALGO/USDT,4,-2.4887882406589847,-0.6221970601647462,0.0043888727647866,-1.0231791293116927
AR/USDT,4,-2.50771401443595,-0.6269285036089876,0.0768557014857889,-1.0179612430707374
SOL/USDT,5,-2.522912778286358,-0.5045825556572716,1.549910340378896,-1.0211757554760152
ADA/USDT,6,-2.5613374249603127,-0.4268895708267188,0.0208403279565518,-1.0152675960222337
ARKM/USDT,4,-3.009186880476348,-0.752296720119087,0.0205822435049438,-1.011636322296836
ARK/USDT,3,-3.0274300869977804,-1.0091433623325934,-1.006997947844378,-1.0125281186132895
1000SATS/USDT,4,-3.4330527685555627,-0.8582631921388907,-0.4074235845381848,-1.0095202038371462
API3/USDT,5,-3.449406717831729,-0.6898813435663458,0.0085808426913956,-1.012621787167424
SUI/USDT,5,-4.035384365775745,-0.8070768731551491,0.0236977642476379,-1.019034556542302
ACH/USDT,8,-4.165447302884327,-0.5206809128605409,0.0002241078762506,-1.0139637840804665
LTC/USDT,6,-4.24903876748901,-0.708173127914835,0.3458887440063821,-1.0247835637866984
ATM/USDT,7,-4.569131818026605,-0.6527331168609436,0.0047914931784573,-1.030443966171496
TRX/USDT,7,-4.657857957673743,-0.6654082796676776,0.0004757180511911,-1.0504699339161827
XRP/USDT,8,-4.709741000308766,-0.5887176250385957,0.017962681602904,-1.0266879944563916
