timeframe,side,assets,positive_assets,negative_assets,total_r,top1_asset,top1_r,top3_r,top5_r,top10_r,top1_pct_of_total,top3_pct_of_total,top5_pct_of_total,top10_pct_of_total,top1_pct_of_positive_r,top3_pct_of_positive_r,top5_pct_of_positive_r,top10_pct_of_positive_r
1d,ALL,60,6,54,348.63674175127153,BTC/USDT,430.238239226347,444.41897923793766,449.1170095622388,447.5204479741009,1.2340588001860473,1.274733629638497,1.2882090605431744,1.2836296189727936,0.9579637625682125,0.9895384433356237,0.9999990263238303,0.996444139736123
1d,LONG,60,6,54,348.63674175127153,BTC/USDT,430.238239226347,444.41897923793766,449.1170095622388,447.5204479741009,1.2340588001860473,1.274733629638497,1.2882090605431744,1.2836296189727936,0.9579637625682125,0.9895384433356237,0.9999990263238303,0.996444139736123
ALL_TF,ALL,60,6,54,348.63674175127153,BTC/USDT,430.238239226347,444.41897923793766,449.1170095622388,447.5204479741009,1.2340588001860473,1.274733629638497,1.2882090605431744,1.2836296189727936,0.9579637625682125,0.9895384433356237,0.9999990263238303,0.996444139736123
