timeframe,side,start,end,assets,months,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,2023-09-02 00:00:00+00:00,2026-05-15 00:00:00+00:00,60,33,223,348.6367417512716,1.563393460768034,-0.5322039504079376,0.35874439461883406,3.9898817759229663,-52.13206940161988,315.5776370107389,-1.0504699339161827,23,22.567651309451847,1.0345092057510221
1d,LONG,2023-09-02 00:00:00+00:00,2026-05-15 00:00:00+00:00,60,33,223,348.6367417512716,1.563393460768034,-0.5322039504079376,0.35874439461883406,3.9898817759229663,-52.13206940161988,315.5776370107389,-1.0504699339161827,23,22.567651309451847,1.0345092057510221
ALL_TF,ALL,2023-09-02 00:00:00+00:00,2026-05-15 00:00:00+00:00,60,33,223,348.6367417512716,1.563393460768034,-0.5322039504079376,0.35874439461883406,3.9898817759229663,-52.13206940161988,315.5776370107389,-1.0504699339161827,23,22.567651309451847,1.0345092057510221
