timeframe,side,removed_top_months_n,removed_months,months_remaining,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,0,,33,223,348.6367417512716,1.563393460768034,-0.5322039504079376,0.35874439461883406,3.9898817759229663,-52.13206940161988,315.5776370107389,-1.0504699339161827,23,22.567651309451847,1.0345092057510221
1d,ALL,1,2025-07,32,213,37.624994288193115,0.17664316567226815,-0.5322039504079376,0.352112676056338,1.337366537560134,-69.35983554406675,117.36378555488253,-1.0504699339161827,23,8.128744463089163,0.3171488710299308
1d,ALL,2,"2025-07,2023-10",31,200,-72.6603192853791,-0.3633015964268955,-0.498160147601619,0.355,0.29936951491692876,-72.59283079433051,7.919553054950002,-1.0504699339161827,23,1.0189311117563444,-5.042402169986673
1d,ALL,3,"2025-07,2023-10,2023-12",30,182,-82.05487857806922,-0.4508509811981825,-0.6564005834442723,0.3021978021978022,0.20010992795018454,-81.98739008702066,5.294421861177303,-1.0504699339161827,23,0.8439612749062883,-7.20686179368326
1d,LONG,0,,33,223,348.6367417512716,1.563393460768034,-0.5322039504079376,0.35874439461883406,3.9898817759229663,-52.13206940161988,315.5776370107389,-1.0504699339161827,23,22.567651309451847,1.0345092057510221
1d,LONG,1,2025-07,32,213,37.624994288193115,0.17664316567226815,-0.5322039504079376,0.352112676056338,1.337366537560134,-69.35983554406675,117.36378555488253,-1.0504699339161827,23,8.128744463089163,0.3171488710299308
1d,LONG,2,"2025-07,2023-10",31,200,-72.6603192853791,-0.3633015964268955,-0.498160147601619,0.355,0.29936951491692876,-72.59283079433051,7.919553054950002,-1.0504699339161827,23,1.0189311117563444,-5.042402169986673
1d,LONG,3,"2025-07,2023-10,2023-12",30,182,-82.05487857806922,-0.4508509811981825,-0.6564005834442723,0.3021978021978022,0.20010992795018454,-81.98739008702066,5.294421861177303,-1.0504699339161827,23,0.8439612749062883,-7.20686179368326
ALL_TF,ALL,0,,33,223,348.6367417512716,1.563393460768034,-0.5322039504079376,0.35874439461883406,3.9898817759229663,-52.13206940161988,315.5776370107389,-1.0504699339161827,23,22.567651309451847,1.0345092057510221
ALL_TF,ALL,1,2025-07,32,213,37.624994288193115,0.17664316567226815,-0.5322039504079376,0.352112676056338,1.337366537560134,-69.35983554406675,117.36378555488253,-1.0504699339161827,23,8.128744463089163,0.3171488710299308
ALL_TF,ALL,2,"2025-07,2023-10",31,200,-72.6603192853791,-0.3633015964268955,-0.498160147601619,0.355,0.29936951491692876,-72.59283079433051,7.919553054950002,-1.0504699339161827,23,1.0189311117563444,-5.042402169986673
ALL_TF,ALL,3,"2025-07,2023-10,2023-12",30,182,-82.05487857806922,-0.4508509811981825,-0.6564005834442723,0.3021978021978022,0.20010992795018454,-81.98739008702066,5.294421861177303,-1.0504699339161827,23,0.8439612749062883,-7.20686179368326
