year,n,win_rate,avg_r,pf,max_dd_r,total_r,avg_bars
2025,2,1.0,1.06955,99.0,0.0,2.1391,15.0
2026,111,0.5405405405405406,0.26252792792792795,1.5891965336385068,14.925399999999998,29.140600000000003,10.405405405405405
