trades,total_r,avg_r,win_rate,profit_factor,max_dd_r,std_r,t_score,removed_n,removed,assets_remaining
109,29.76342129557463,0.2730589109685746,0.3211009174311927,1.4622315123906924,-10.390276360509091,2.179041160982336,1.3082904428551754,0,,22
102,12.038796998215055,0.118027421551128,0.3137254901960784,1.1960617051440354,-14.808846505184322,1.8191886393281087,0.6552473454638629,1,ZEC/USDT,21
85,-2.4235482537440505,-0.02851233239698883,0.25882352941176473,0.9559856619668409,-16.97568804167633,1.7699348837724682,-0.14851999275524974,3,"ZEC/USDT,TRX/USDT,DEXE/USDT",19
72,-8.44553784036966,-0.11729913667180084,0.25,0.8245595233808958,-16.909854181250115,1.6322055325654594,-0.6097983126249322,5,"ZEC/USDT,TRX/USDT,DEXE/USDT,BTC/USDT,AVAX/USDT",17
