block_size,mc_runs,total_r_p05,total_r_p50,total_r_p95,dd_p95,pf_p05,pf_p50,prob_positive
1,2000,-7.513372449474444,29.147623575238512,68.73159118436062,-7.326180284521148,0.8973220472345608,1.4516879497578639,0.912
3,2000,-2.9902474571487874,28.740437318320403,63.00670389494976,-6.785068527331591,0.9576408996593384,1.450252759246621,0.9345
5,2000,-3.177075465529693,29.0918422798659,64.34888523567135,-6.887940147198201,0.9527481683750064,1.4549028930081929,0.929
10,2000,-6.164029235251497,29.900974109797982,65.09273238514162,-6.666356841525358,0.9134927591180009,1.4688729631621271,0.917
20,2000,-2.8224219200567466,27.310273864482454,67.01569147197068,-6.684276954429818,0.9568471564889439,1.4245543671478496,0.934
