noise_pct,label,trades,total_r,avg_r,pf,max_dd_r,win_rate,total_r_vs_base_pct,avg_r_vs_base_pct,pf_vs_base_pct,max_dd_r_vs_base_pct,win_rate_vs_base_pct
0.0,BASELINE,293,52.34649883141512,0.17865699259868642,1.2732888917343057,-27.06576975545752,0.24573378839590443,0.0,0.0,0.0,0.0,0.0
0.5,NOISE_0.5pct,292,42.603141977296566,0.14590117115512521,1.2235812187479294,-23.249552222581897,0.2363013698630137,-18.61319681665356,-18.33447488794348,-3.9038802041751213,14.099793086823711,-3.8384703196347
1.0,NOISE_1.0pct,288,29.852451775273796,0.1036543464419229,1.1537372784744255,-22.843066008068067,0.2465277777777778,-42.97144519365981,-41.98136611716086,-9.389197851011076,15.601639212710698,0.32310956790124284
2.0,NOISE_2.0pct,294,-27.30902359340461,-0.09288783535171637,0.8665556184318567,-40.201216862601186,0.20748299319727892,-152.1697232920102,-151.992275253602,-31.94351854813174,-48.53158519348981,-15.565948601662882
5.0,NOISE_5.0pct,277,-121.7619611910494,-0.4395738671157018,0.41878144661786537,-122.1719581991414,0.12274368231046931,-332.6076507679926,-346.0434717509813,-67.11025680531489,-351.389187534586,-50.05014039310068
