metric,baseline,mc_mean,mc_p5,mc_p10,mc_p25,mc_p50,mc_p75,mc_p90,mc_p95,baseline_above_p10,baseline_above_p25,baseline_above_p50
total_r,52.34649883141512,52.34649883141514,52.34649883141511,52.34649883141512,52.34649883141512,52.346498831415126,52.34649883141513,52.34649883141513,52.34649883141514,False,False,False
avg_r,0.17865699259868642,0.17865699259868645,0.1786569925986864,0.17865699259868642,0.17865699259868642,0.17865699259868645,0.17865699259868645,0.17865699259868645,0.17865699259868648,False,False,False
pf,1.2732888917343057,1.2732888917343061,1.2732888917343055,1.2732888917343057,1.2732888917343057,1.273288891734306,1.273288891734306,1.273288891734306,1.273288891734306,False,False,False
max_dd_r,-48.164040182438775,-34.71255878621498,-52.01300137290713,-47.17381294170363,-40.168050228377886,-33.49329755716606,-27.760537169221145,-23.852498352943485,-21.761967783770274,False,False,False
win_rate,0.24573378839590443,0.2457337883959045,0.24573378839590443,0.24573378839590443,0.24573378839590443,0.24573378839590443,0.24573378839590443,0.24573378839590443,0.24573378839590443,False,False,False
