tf,fast_ema,slow_ema,hold_bars,atr_mult,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
4h,20,50,20,3.0,2875,0.1229829389537008,353.5759494918898,0.5453913043478261,1.4332318578483025,3,-0.8764405690266248,-0.29214685634220827,121,4.90119251559284,0.04050572326936232,299,-22.181212462675763,-0.07418465706580522,347,85.37910049375303,0.2460492809618243,562,55.19884246725199,0.09821858090258362,733,94.89177593861281,0.1294567202436737,615,148.90446679126737,0.24212108421344286,195,-12.641775682885907,-0.0648296188865944,True,0.42113856161668284,True
1d,10,100,30,3.0,345,0.1223439538421194,42.20866407553119,0.5826086956521739,1.4380380244444861,0,0.0,,4,-4.0,-1.0,24,-0.3793479981732788,-0.015806166590553283,24,17.75007164049217,0.7395863183538404,70,-6.037099252027615,-0.08624427502896594,110,-7.9914845530835645,-0.07264985957348695,103,42.463014595203525,0.41226227762333517,10,0.40350964311994764,0.040350964311994766,True,1.0060260262968093,True
2h,30,50,30,3.0,5266,0.12214544482203392,643.2179124328306,0.4994303076338777,1.3414994691313862,6,0.00925851503200148,0.0015430858386669133,237,21.27905482953529,0.08978504147483245,626,-17.84862739622674,-0.02851218433902035,688,152.7277634395411,0.22198802825514694,1056,105.72534880659116,0.10011870152139314,1279,249.6097307023579,0.19516007091662071,1060,143.56758941120262,0.1354411220860402,314,-11.852205875202689,-0.03774587858344805,True,0.2232021009306002,False
6h,10,50,20,3.0,2381,0.12199698260657658,290.47481558625884,0.5636287274254514,1.4397431527254407,1,0.45937968873467033,0.45937968873467033,78,2.225347219152867,0.028530092553241886,202,-23.008152620611543,-0.11390174564659179,360,119.89466513863579,0.3330407364962105,445,48.91743203731666,0.10992681356700372,591,32.020183806056366,0.05417966803055223,548,124.7550345423218,0.22765517252248502,156,-14.789074225347777,-0.09480175785479344,True,0.4294865780034372,True
4h,10,100,30,3.0,2997,0.12156876007994348,364.3415739595906,0.5325325325325325,1.3573733008406104,2,-0.8627458710771032,-0.4313729355385516,116,-12.03727478903256,-0.1037696102502807,322,-58.75153828561917,-0.1824581934335999,390,140.56621543476683,0.36042619342247906,571,-0.08915113552981424,-0.00015613158586657484,768,127.78362331537204,0.1663849261918907,630,188.12241485215418,0.298607007701832,198,-20.3899695614438,-0.10297964424971616,True,0.5163352971434958,True
1d,10,200,30,3.0,279,0.12109015703892428,33.784153813859874,0.6200716845878136,1.4643201121102414,0,0.0,,3,-3.0,-1.0,37,-0.12495529430527119,-0.003377170116358681,18,9.324637572869689,0.5180354207149827,55,-6.461939698413906,-0.11748981269843466,111,9.143675911408831,0.08237545866134081,54,25.240330248992755,0.46741352312949547,1,-0.3375949266922293,-0.3375949266922293,True,0.7471055924046252,True
4h,20,200,20,2.0,1963,0.11955570718792315,234.68785320989315,0.5058583800305655,1.306739962482415,1,0.2755474791521528,0.2755474791521528,89,-5.866602719062866,-0.06591688448385243,245,-26.171871661926637,-0.1068239659670475,179,94.02622347921653,0.5252861646883605,353,56.634709487152804,0.1604382705018493,650,83.5427133135712,0.128527251251648,337,33.11827439572265,0.09827381126327196,109,-0.8711405639326574,-0.007992115265437224,True,0.1411162697291509,False
1d,20,100,30,3.0,251,0.11816041053529619,29.658263044359344,0.5896414342629482,1.3988360294810904,0,0.0,,3,-3.0,-1.0,28,0.7733613773554415,0.027620049191265768,12,4.794360822777719,0.39953006856480994,45,0.9421696721634061,0.020937103825853468,85,-13.911804091769739,-0.16366828343258516,75,41.0220244846684,0.5469603264622453,3,-0.9618492208358822,-0.3206164069452941,True,1.3831566745265047,True
8h,10,200,10,2.0,1303,0.1179987103608698,153.75231960021335,0.5425940138142747,1.438754648424342,0,0.0,,53,-4.916769286755985,-0.09276923182558462,171,-11.120094352204761,-0.06502979153336118,128,50.31096910276787,0.393054446115374,203,38.94974691348985,0.1918706744506889,421,67.34815925193107,0.15997187470767474,277,8.049679929484812,0.02906021635193073,50,5.1306280415005086,0.10261256083001018,True,0.052354851949002024,False
4h,20,100,20,2.0,2413,0.11715727748062157,282.7005105607399,0.5051802735184417,1.2978967424578671,1,-1.0,-1.0,110,-15.253223598102176,-0.13866566907365616,290,-59.94984601313919,-0.20672360694185926,281,137.29827826157862,0.48860597246113385,464,13.726735689552166,0.029583482089552082,622,91.39060551801828,0.14693023395179788,503,129.33831140084175,0.25713381988238915,142,-12.850350698009523,-0.09049542745077128,True,0.4575100028800714,True
2h,10,50,30,3.0,7790,0.11532934447946493,898.4155934950318,0.5023106546854942,1.3120821798950437,7,0.5117464182112583,0.07310663117303691,293,4.581073063899072,0.015635061651532667,827,1.1524626800425168,0.0013935461669196093,1088,176.3210295778585,0.16205976983259052,1505,145.41482337547785,0.09662114509998529,1738,247.4549352215367,0.14237913418960685,1805,318.836033753964,0.17664046191355345,527,4.143489404041773,0.00786240873632215,True,0.35488702117649423,False
6h,20,50,30,3.0,1712,0.11277535006721041,193.07139931506424,0.5502336448598131,1.345265401741136,0,0.0,,72,-34.605887734792866,-0.4806373296499009,163,-7.233929995178297,-0.04437993862072575,229,58.68895312025588,0.25628363807972,317,45.64701235630311,0.14399688440474168,429,31.33083660175575,0.0730322531509458,397,104.38867702754003,0.26294377085022674,105,-5.144262060819319,-0.04899297200780304,True,0.5406739548056675,True
2h,30,50,20,2.0,5410,0.1123434040141534,607.7778157165699,0.46950092421441775,1.2670423775015693,6,4.22164201458006,0.70360700243001,240,26.372445836670693,0.10988519098612788,640,-28.944534239557928,-0.04522583474930926,703,148.37713108967122,0.21106277537648824,1091,33.23073471179271,0.030458968571762335,1320,177.90206577297607,0.1347742922522546,1083,278.5327164114575,0.2571862570742913,327,-31.914385881020486,-0.0975975103395122,True,0.45828049199700965,True
8h,10,50,20,3.0,1683,0.11210898074970599,188.67941460175518,0.5787284610814023,1.4279572789756456,0,0.0,,51,-12.178851241217266,-0.23880100472975033,134,-21.200059803296938,-0.15820940151714133,264,52.62520583600467,0.1993379008939571,303,48.73687337430367,0.16084776691189331,396,5.828025801427635,0.014717236872292008,407,130.71220984234,0.3211602207428501,128,-15.843989207806567,-0.1237811656859888,True,0.6927740904763442,True
2h,20,50,20,2.0,6397,0.11208165460594492,716.9863445142297,0.4688135063310927,1.2619427299416488,5,6.631493840630962,1.3262987681261924,278,34.55618098069552,0.12430280928307742,728,17.25043258058774,0.023695649149158986,829,120.54405930045479,0.14540899794988515,1297,73.79230405191383,0.05689460605390426,1510,156.86639905627297,0.10388503248759799,1355,379.4397863402322,0.2800293626127175,395,-72.09431163655844,-0.18251724464951505,True,0.5292148019880477,True
4h,20,200,30,2.0,1957,0.11163896453007291,218.4774535853527,0.4563106796116505,1.2399625552245257,1,0.8888496498773064,0.8888496498773064,89,-19.890856568613543,-0.22349277043386004,243,-26.25045594548686,-0.10802656767690065,178,80.33621211684283,0.45132703436428556,352,93.82169978863472,0.2665389198540759,649,62.596260301325984,0.0964503240390231,337,48.0653447837968,0.1426271358569638,108,-21.08960054102452,-0.19527407908356037,True,0.22000139600226112,False
2h,20,200,30,2.0,4292,0.11101457498700117,476.474555844209,0.4375582479030755,1.22543050768997,2,-2.0,-1.0,220,-10.900011835889343,-0.049545508344951555,573,-116.0356417176109,-0.2025054829277677,427,301.7591408960797,0.7066958803186879,925,-54.73232691377965,-0.059170083150032055,1150,216.02021324175718,0.1878436636884845,762,175.13963268236563,0.22984203764089978,233,-32.77645050871366,-0.14067146141078823,True,0.36757394604640825,False
8h,30,50,20,2.0,1090,0.11000309994141261,119.90337893613975,0.5311926605504587,1.2952284151309605,0,0.0,,43,-15.810844512870649,-0.3676940584388523,92,-4.187193272942539,-0.04551297035807108,159,55.90683795004567,0.35161533301915515,180,11.043274027490309,0.06135152237494616,335,29.50319663441387,0.08806924368481753,218,52.12756062066407,0.2391172505535049,63,-8.679452510660997,-0.1377690874708095,True,0.43474638565796453,True
6h,10,100,20,2.0,1948,0.10891322961933118,212.16297129845714,0.5102669404517454,1.2752763304813335,1,-0.5228271714820635,-0.5228271714820635,80,-17.609356515526066,-0.22011695644407583,177,-27.430543794443164,-0.154974823697419,250,98.93188280783866,0.3957275312313546,361,17.295154376901728,0.04790901489446462,531,38.13659678622304,0.07182033293074018,424,110.95227168841771,0.26167988605758896,124,-7.590206879472693,-0.06121134580219914,True,0.5229577574700216,True
8h,10,50,10,2.0,1800,0.10793892192185178,194.2900594593332,0.5527777777777778,1.3815316317410038,0,0.0,,52,-4.539722730806844,-0.08730236020782392,141,-22.770080387833325,-0.16148993182860513,279,85.66232419434526,0.3070334200514167,323,19.94777150680524,0.06175780652261684,427,16.091767376924466,0.037685637885069005,446,98.49449486259424,0.22083967457980772,132,1.403504637304195,0.010632610888668145,True,0.5069456210816081,True
2h,10,100,20,2.0,6962,0.10595333270446493,737.6471022884848,0.47859810399310543,1.2490130433837476,6,5.632351108319973,0.9387251847199956,320,17.64622670108601,0.05514445844089379,804,-39.16693837034831,-0.0487150974755576,893,187.7263724845536,0.21021990199838028,1426,-21.6151018834247,-0.01515785545822209,1630,228.5373642329181,0.14020697192203563,1440,405.50200097797494,0.28159861179026036,443,-46.615172962594954,-0.1052261240690631,True,0.5497235733997204,True
8h,10,200,20,2.0,1275,0.10593294653176706,135.064506828003,0.4988235294117647,1.280134677000181,0,0.0,,52,-6.174384275538486,-0.11873815914497089,164,-6.656827037057976,-0.04059040876254864,128,51.14224489616391,0.39954878825128054,199,48.26992600731554,0.24256244224781678,407,6.634572012525833,0.016301159735935707,276,39.01716039375199,0.1413665231657681,49,2.8318148308421605,0.05779213940494205,True,0.28887796883187183,False
1d,30,200,10,2.0,178,0.10491173006110512,18.67428795087671,0.5561797752808989,1.4603579764269863,0,0.0,,3,-1.8464273632641104,-0.6154757877547035,29,2.5563172091726063,0.08814886928181401,12,3.879155521440443,0.3232629601200369,18,-3.196202725196922,-0.17756681806649566,64,5.17362598197037,0.08083790596828704,51,12.144735869254204,0.23813207586772947,1,-0.03691654249987745,-0.03691654249987745,True,0.650345325144461,True
8h,10,100,30,3.0,1312,0.10459886516707124,137.23371109919748,0.5434451219512195,1.326442689480428,0,0.0,,48,-18.071205267349647,-0.3764834430697843,120,-6.179552779249009,-0.051496273160408404,169,36.877925920169474,0.21821257940928682,236,15.699853139825741,0.06652480143993958,378,55.55459087932907,0.1469698171410822,273,48.599118672870176,0.17801874971747317,88,4.7529805336016455,0.05401114242729143,True,0.35413396813076764,False
2h,10,100,30,3.0,6570,0.10361583466022127,680.7560337176537,0.5038051750380518,1.282418708370594,6,1.369619571594924,0.228269928599154,298,4.546822505648328,0.015257793643115195,762,-54.3273072887065,-0.0712956788565702,847,205.6134682621476,0.24275498023866304,1327,69.49275834134241,0.052368318267778755,1547,230.7979305876718,0.14919064679228947,1369,269.4893037428088,0.19685120799328618,414,-46.2265620048535,-0.111658362330564,True,0.3958676682909586,False
1d,30,100,10,2.0,233,0.10242238754393798,23.86441629773755,0.5536480686695279,1.441501139705044,0,0.0,,0,0.0,,29,-4.929392347138553,-0.16997904645305353,9,2.3788871185202596,0.2643207909466955,43,7.271174113101139,0.16909707239770091,67,3.204520146398685,0.04782865890147291,79,13.66081494512278,0.17292170816611113,6,2.2784123217332364,0.3797353869555394,True,0.5724344888509963,True
8h,10,200,30,2.0,1258,0.10237947541053771,128.79338006645645,0.4626391096979332,1.2251163942447445,0,0.0,,50,-20.943712920359772,-0.41887425840719544,159,10.642160277741748,0.06693182564617452,127,64.1450482043966,0.5050791197196582,198,30.84904087645326,0.15580323674976393,404,22.692872004343492,0.05617047525827597,274,7.4535030103239475,0.027202565731109296,46,13.954468613557149,0.3033580133381989,True,0.05787178662814808,False
8h,20,50,20,3.0,1263,0.1003308816842175,126.7179035671667,0.5589865399841647,1.3981206493100926,1,-0.05251389308521151,-0.05251389308521151,48,-16.012181486616672,-0.333587114304514,106,-3.778525656132577,-0.03564646845408091,177,42.640964731651366,0.24090940526356705,237,19.33003236175363,0.08156131798208283,342,25.71679907690013,0.07519531893830447,268,78.2087056890662,0.29182352869054556,84,-19.33537725637015,-0.23018306257583512,True,0.6171874966950646,True
4h,20,100,30,3.0,2339,0.09862195588788486,230.6767548217627,0.5211628901239846,1.2911399276947637,1,-1.0,-1.0,108,-18.457708862471996,-0.1709047116895555,281,-44.286641556896484,-0.15760370660817255,275,113.54329116088351,0.4128846951304855,449,27.854086386864058,0.06203582714223621,613,46.13943548130092,0.0752682471146834,476,127.63759640310403,0.2681462109308908,136,-20.753304191021336,-0.1525978249339804,True,0.5533179817000891,True
6h,30,50,30,3.0,1492,0.09822386703779755,146.55000962039395,0.5462466487935657,1.2999125763270698,0,0.0,,67,-29.2545352751771,-0.4366348548533896,131,-3.864934791600548,-0.029503319019851513,191,55.854896635985924,0.29243401380097345,260,15.757201388279462,0.06060462072415178,404,33.72005724337626,0.08346548822617886,335,92.61783127316568,0.27647113812885277,104,-18.280506853635735,-0.17577410436188207,True,0.6319878894110762,True
4h,30,200,20,2.0,1616,0.09659676281705672,156.10036871236366,0.4931930693069307,1.2443224323267836,1,1.172762899471756,1.172762899471756,74,-4.153829123920707,-0.056132825998928465,204,-28.946152865042265,-0.14189290620118758,148,59.96774041128817,0.40518743521140654,288,50.35751008192202,0.17485246556222925,547,55.97876814488306,0.10233778454274783,263,19.569972528232896,0.07441054193244447,91,2.153596635528707,0.023665897093722053,True,0.12536788150893644,False
4h,30,50,20,3.0,2449,0.09549752842240035,233.87344710645846,0.5349122090649244,1.3395838211199802,2,0.09936789704304394,0.04968394852152197,100,-11.318954434637632,-0.11318954434637632,271,-28.747222531698508,-0.10607831192508675,287,72.2815012169109,0.25185192061641426,475,48.37729894229527,0.10184694514167425,637,48.346696392526155,0.0758974825628354,523,105.88043995015623,0.20244825994293733,154,-1.0456803261370182,-0.006790131987902716,True,0.4527253574962693,True
8h,10,100,20,2.0,1396,0.09539701697009739,133.17423569025595,0.5150429799426934,1.2501507551319406,0,0.0,,50,-9.52157994351149,-0.1904315988702298,128,-16.47829791315277,-0.128736702446506,178,46.31180641513231,0.26017868772546243,249,45.66322491850683,0.1833864454558507,397,1.25775665305152,0.003168152778467305,298,74.79635622854423,0.25099448398840346,96,-8.855030668314654,-0.09223990279494432,True,0.5616428421073109,True
1d,30,50,20,2.0,314,0.09527986537765497,29.91787772858366,0.5445859872611465,1.2741043925132935,0,0.0,,1,-1.0,-1.0,22,0.6878733913531611,0.031266972334234595,29,17.20538050579071,0.5932889829583003,59,7.918328359405834,0.13420895524416668,101,-23.794685157052896,-0.23559094214903858,93,32.02976492015864,0.34440607441030796,9,-3.1287842910717902,-0.3476426990079767,True,1.0705894719783975,True
1d,10,200,20,3.0,284,0.09488927867006695,26.948555142299014,0.5915492957746479,1.4189178439188528,0,0.0,,3,-1.8879602541031983,-0.6293200847010662,38,1.6573999040822,0.04361578694953158,19,9.395888277719864,0.4945204356694665,55,-2.951356868898579,-0.05366103397997416,111,2.2021598191737173,0.01983927765021367,57,18.741582238460033,0.32879968839403567,1,-0.20915797413501802,-0.20915797413501802,True,0.695457776474363,True
4h,30,100,30,3.0,1986,0.09472850621692579,188.13081334681462,0.5231621349446123,1.2815760022600637,1,0.5853998405317212,0.5853998405317212,100,-20.119854012907506,-0.20119854012907507,229,-20.156184772071803,-0.08801827411385067,201,88.3397991098474,0.43950148810869355,377,31.93772355958985,0.08471544710766538,559,51.4979787329184,0.09212518556872701,404,80.43656977971743,0.1991004202468253,115,-24.390618890810877,-0.21209233818096415,True,0.4275565939931092,True
1d,20,200,10,3.0,207,0.09376446462491862,19.409244177358154,0.6183574879227053,1.7360204509175416,0,0.0,,5,-2.256203392593805,-0.45124067851876104,33,0.009595347527239229,0.00029076810688603724,8,3.451090052274255,0.43138625653428186,29,2.0766253265433168,0.07160776988080403,79,10.05771831741452,0.12731289009385469,51,5.1678571161393165,0.1013305316890062,2,0.9025614100533126,0.4512807050266563,True,0.2662575146624142,False
2h,20,100,30,3.0,5168,0.09334154024984892,482.3890800112192,0.49767801857585137,1.2597583348844787,5,0.28903335955215576,0.05780667191043115,240,34.06027808490067,0.1419178253537528,622,-41.628603620707814,-0.06692701546737591,624,142.5540385754983,0.2284519848966319,1091,15.218350657177673,0.013948992353050114,1314,211.57424846835403,0.1610154097932679,978,145.4316460492716,0.14870311456980737,294,-25.109911562827364,-0.08540786245859648,True,0.3014820444233298,False
2h,30,200,20,2.0,3511,0.0929866923539189,326.4762768546093,0.48134434634007406,1.225221292844393,1,-1.0,-1.0,182,10.2397120736375,0.056262154250755494,463,-77.06975258931864,-0.16645734900500786,339,204.27704321602965,0.602587148129881,755,-72.94054578194628,-0.09660999441317389,965,165.27521792717417,0.17126965588308204,625,107.32359664986166,0.17171775463977865,181,-9.6289946408288,-0.05319886541894365,True,0.32873321664856037,False
2h,30,100,30,3.0,4433,0.0926728963907944,410.81894970039156,0.4965034965034965,1.2599691574083303,5,-0.9165175566089421,-0.1833035113217884,216,15.089332697162568,0.069858021746123,556,-61.233380121811535,-0.11013197863635169,491,169.87709392258816,0.34598186134946673,934,20.089171026565268,0.021508748422446752,1167,149.49055617056757,0.12809816295678456,800,126.13556075980378,0.15766945094975474,264,-7.712867197875294,-0.029215406052557933,True,0.30703442684860055,False
2h,20,100,20,2.0,5337,0.09261354435539619,494.2784862247495,0.47180063706201986,1.221450665235952,6,6.285405993630786,1.047567665605131,246,38.14664044427954,0.15506764408243714,645,-63.27993824617163,-0.09810843138941339,644,145.9005619799511,0.22655366767073154,1133,-14.78455568972575,-0.01304903414803685,1354,195.74054513800246,0.14456465667503873,1007,215.454674836521,0.21395697600448957,302,-29.184848231738034,-0.09663857030376832,True,0.4358973348853248,True
8h,30,50,10,2.0,1100,0.09178979361857846,100.96877298043631,0.5390909090909091,1.3506769763059563,0,0.0,,43,-3.485748431568917,-0.08106391701323062,93,-4.126015881068448,-0.044365762162026326,160,48.210057252410984,0.30131285782756867,182,13.567736698975796,0.07454800384052636,339,25.000518461324397,0.07374784206880353,218,29.695164914980474,0.13621635282101136,65,-7.892940034617965,-0.12142984668643023,True,0.2941024639443148,False
6h,30,100,30,2.0,1247,0.09135580369132545,113.92068720308285,0.4619085805934242,1.1990039543490707,0,0.0,,56,-29.44298203926268,-0.525767536415405,138,-10.084774490291258,-0.07307807601660332,131,42.688507654708054,0.3258664706466264,224,59.482220175849676,0.2655456257850432,425,42.852270847728605,0.10082887258289083,210,8.676981046084734,0.041318957362308256,63,-0.251535991734285,-0.0039926347894330945,True,0.07616686011221606,False
6h,10,50,10,2.0,2521,0.09103011442478423,229.48691846488106,0.5311384371281238,1.3155292567611832,1,0.25666270695944526,0.25666270695944526,85,-4.894551315329226,-0.05758295665093207,215,-33.579638915888225,-0.1561843670506429,372,137.6407596167904,0.37000204198061937,474,28.828535645405616,0.06081969545444223,620,37.895048060817125,0.06112104525938246,587,69.27431340602453,0.11801416253155797,167,-5.934210739898613,-0.03553419604729708,True,0.30186606656895676,False
6h,30,50,20,3.0,1515,0.09058250303320164,137.2324920953005,0.5471947194719472,1.3254368805049153,0,0.0,,67,-16.597387057581955,-0.2477221948892829,133,-3.183791019023631,-0.02393827833852354,194,56.373748902494796,0.2905863345489422,266,27.45292860057394,0.10320649849839827,412,19.854942181679924,0.048191607237087195,338,71.28959057786014,0.2109159484552075,105,-17.95754009070271,-0.1710241913400258,True,0.5194804050366832,True
2h,10,200,30,2.0,6009,0.08977072753594183,539.4323017634745,0.4306873023797637,1.1783090967743106,2,-1.1671704880847733,-0.5835852440423867,295,-36.04655082917498,-0.12219169772601689,786,-135.1090772255955,-0.1718945002870172,652,329.6545908189514,0.5056052006425635,1282,-101.26938566656537,-0.07899328055114303,1539,293.11901680099385,0.1904606996757595,1119,258.44259597243956,0.23095853080646966,334,-68.19171761948967,-0.20416681922002894,True,0.4791010755706639,True
2h,10,50,20,3.0,8055,0.0892803640884708,719.1533327326323,0.5168218497827436,1.2862176626865303,8,2.7686929453539464,0.3460866181692433,311,16.686051829953858,0.053652899774771244,854,17.70860245709236,0.020736068450927823,1123,77.9833297460215,0.06944196771684906,1570,65.6523978181458,0.04181681389690815,1787,183.83710491542524,0.10287470896218537,1857,376.78504007953535,0.20289986003205995,545,-22.267887058895727,-0.04085850836494629,True,0.5239286573947046,True
4h,30,100,20,3.0,2006,0.0891566849132617,178.84830993600298,0.5373878364905285,1.325630661755691,1,0.19933156866039353,0.19933156866039353,102,-7.7739017756104385,-0.07621472329029842,233,-28.957608178662184,-0.12428158016593212,201,73.03504325412703,0.36335842414988573,380,17.689715771191015,0.046551883608397404,565,66.7423812572426,0.1181281084198984,408,70.15305671639327,0.1719437664617482,116,-12.239708677338701,-0.10551472997705777,True,0.3922489216783543,False
4h,10,200,20,3.0,2702,0.08892697762069811,240.2806935311263,0.5481125092524056,1.3142769725205472,2,-0.5587193815719633,-0.27935969078598166,135,-13.759646914463175,-0.101923310477505,315,-43.0470019685844,-0.13665714910661714,265,94.42651554982636,0.3563264737729297,508,9.466385733829629,0.018634617586278795,834,90.72082013897304,0.10877796179732978,494,102.26719020608618,0.2070186036560449,149,0.7651501670306193,0.005135236020339727,True,0.4256155111889518,True
4h,30,200,30,2.0,1613,0.08860984440089767,142.92767901864795,0.4575325480471172,1.1890385559739205,1,1.3956112761302786,1.3956112761302786,74,-11.51089717540305,-0.15555266453247366,202,-31.952472953096343,-0.15818055917374427,148,44.97728055767344,0.3039005443086043,288,83.97723996283365,0.29158763875983906,546,31.36789829113934,0.05745036317058487,263,27.176919928895902,0.10333429630758899,91,-2.5039008695252765,-0.027515394170607433,True,0.19014455503296948,False
4h,10,200,30,3.0,2606,0.08858198916519978,230.84466376451064,0.5291634689178818,1.2625383175289473,2,-0.11426248818704376,-0.05713124409352188,130,-27.08508622637583,-0.20834681712596792,299,-45.69670800692562,-0.15283179935426627,262,110.68738153801567,0.4224709219008232,488,20.212824217551503,0.04141972175727767,805,81.10647722997373,0.10075338786332141,472,105.8903255381527,0.2243439100384591,148,-14.156288037694463,-0.09565059484928691,True,0.4587081365076456,True
1d,10,100,20,2.0,365,0.08852913552821665,32.313134467799074,0.5424657534246575,1.2515180528170387,0,0.0,,4,-4.0,-1.0,24,-2.7622865764303475,-0.11509527401793114,24,13.635880886555054,0.5681617036064606,71,-2.812449688396205,-0.039611967442200066,113,-18.790536282822227,-0.1662879317063914,115,45.37455903670227,0.39456138292784587,14,1.6679670921905294,0.11914050658503782,True,1.404214100056411,True
4h,20,50,10,2.0,2962,0.08810890686298878,260.9785821281728,0.5222822417285617,1.299699188807554,3,0.24824855734592627,0.08274951911530876,126,6.468673667126,0.051338679897825396,305,-35.95782537799845,-0.11789450943606047,353,99.47636815571929,0.2818027426507628,579,17.063844225566033,0.029471233550200402,756,90.03221536483778,0.11909023196407115,635,95.55624468558905,0.1504822750954158,205,-11.909187150012823,-0.058093595853721085,True,0.36614592625328585,False
6h,10,100,10,2.0,1976,0.08747900363035908,172.85851117358956,0.542004048582996,1.3026839492138187,1,0.15483052980970302,0.15483052980970302,84,-6.1177625130081195,-0.07283050610723951,177,-18.932516343888516,-0.1069633691745114,251,104.44484042995322,0.4161149021113674,370,10.150743843879988,0.027434442821297266,537,44.91584618301329,0.08364217166296702,430,35.10865908818223,0.08164804439112146,126,3.1338699556477856,0.024871983774982426,True,0.20310633737279554,False
8h,20,50,10,2.0,1311,0.08726133423364316,114.39960918030619,0.5522501906941266,1.3131853513987384,1,-0.3524413432123972,-0.3524413432123972,48,-6.2110655262847985,-0.12939719846426664,109,-12.0617136207268,-0.11065792312593395,182,57.4181597779739,0.31548439438447196,245,17.786830934852954,0.07259930993817533,353,37.9963049726726,0.10763825771295353,285,30.509007362190633,0.10704914863926539,88,-10.685473377159912,-0.12142583383136264,True,0.2666880383665046,False
6h,10,100,30,3.0,1833,0.0856405649478655,156.97915554943745,0.5406437534097108,1.2524780094636343,1,0.07031310179198483,0.07031310179198483,78,-29.213575766321217,-0.3745330226451438,166,-15.03945475923139,-0.09059912505561078,239,54.56459307670754,0.2283037367226257,346,-1.3280246134128886,-0.003838221426048811,499,7.461870498450129,0.014953648293487233,385,149.12961855122535,0.3873496585746113,119,-8.66618453977205,-0.07282508016615169,True,0.9499963102060385,True
1d,20,200,10,2.0,210,0.08483555423154768,17.815466388625012,0.580952380952381,1.3730470204888188,0,0.0,,5,-3.3535037994349794,-0.6707007598869958,33,-2.417878626563927,-0.07326904928981597,8,5.176635078411383,0.6470793848014229,30,-1.6180375277293821,-0.05393458425764607,80,11.335775709468006,0.14169719636835007,52,7.338633439393937,0.1411275661421911,2,1.353842115079969,0.6769210575399845,True,0.41192485671211937,True
2h,30,50,20,3.0,5336,0.08420520442939265,449.3189708352392,0.5153673163418291,1.290863634081737,6,3.704907257159319,0.6174845428598865,238,18.629137318089168,0.07827368621045869,633,-22.975274028996186,-0.03629585154659745,691,103.4277658779324,0.14967838766705124,1070,36.85360757391314,0.0344426239008534,1307,134.9562689814621,0.10325651796592357,1070,195.58530417171684,0.1827900038988008,321,-20.862746316037608,-0.06499297917768725,True,0.43529278055663495,True
8h,30,50,20,3.0,1069,0.08404606173008686,89.84523998946285,0.5790458372310571,1.3250171921688298,0,0.0,,42,-10.88559820313495,-0.2591809095984512,92,-7.0609899784136045,-0.0767498910697131,158,40.29498442186288,0.2550315469738157,179,4.72626591991992,0.026403720223016316,329,27.580965118908146,0.08383272072616457,208,38.751633903210234,0.18630593222697228,61,-3.562021192889766,-0.05839379004737321,True,0.43131538084549687,True
2h,30,200,30,3.0,3443,0.08402695018959397,289.30478950277205,0.5123438861458031,1.2414357236285687,1,-1.0,-1.0,175,1.3713074229618014,0.00783604241692458,454,-71.18344860611722,-0.15679173701787935,338,168.7337784649245,0.49921236232226185,737,-33.62590365234233,-0.04562537809001673,947,161.98587838904595,0.17105161392718685,615,77.57559522740515,0.12613917923155307,176,-14.552417743105789,-0.08268419172219198,True,0.26814487019290023,False
6h,30,100,20,2.0,1251,0.08400621378581377,105.09177344605303,0.49000799360511593,1.2108174289426774,0,0.0,,56,-18.019587212317777,-0.3217783430771032,138,-11.574842844052817,-0.08387567278299143,131,45.17624591781856,0.3448568390673173,225,46.93754531688275,0.20861131251947887,426,46.60918404455432,0.10941123015153596,210,7.098752651512667,0.03380358405482223,65,-11.135524428344699,-0.17131576043607227,True,0.06754812882814928,False
4h,10,100,20,3.0,3086,0.08378586509975477,258.5631796978432,0.5320803629293583,1.2859516914199987,2,-0.2867942987303591,-0.14339714936517955,120,-15.355806384537134,-0.12796505320447613,336,-63.45517479161156,-0.1888546868797963,395,100.06133280908645,0.2533198298964214,590,-22.27389418645249,-0.03775236302788558,788,88.3310208630572,0.11209520414093554,653,175.79505633744014,0.26921141858719777,202,-4.25256065040904,-0.021052280447569505,True,0.6798920733527262,True
2h,30,100,20,2.0,4532,0.0835092018768623,378.46370290593995,0.46690203000882613,1.1986556129154096,5,5.983833863261744,1.1967667726523488,221,14.519716226455634,0.06570007342287618,566,-81.35105430877991,-0.14372977793070654,498,175.8870392779697,0.35318682585937694,960,-23.63464036713873,-0.024619417049102844,1200,171.0157256092838,0.14251310467440317,814,151.98330204830395,0.1867116732780147,268,-35.940219443416304,-0.13410529643065786,True,0.4015795989981014,True
