tf,lookback_n,hold_bars,atr_mult,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
8h,10,10,2.0,3657,0.02738894369070741,100.161367076917,0.4924801750068362,1.0728716422135147,1,0.923453468881724,0.923453468881724,82,-18.49483769543448,-0.22554680116383513,242,-47.34131334518515,-0.19562526175696343,641,40.771417416672904,0.06360595540822606,654,-34.006956278792515,-0.05199840409601302,808,-37.83099250108858,-0.04682053527362448,931,208.9471817724595,0.2244330631283131,298,-12.806585760596393,-0.04297512000200132,True,2.0861055302090925,True
4h,5,5,3.0,11454,0.027329631571330948,313.0336000180247,0.5114370525580583,1.1716236066794894,8,0.46224795038846256,0.05778099379855782,410,-22.475841930274022,-0.05481912665920493,1116,-4.409009016643768,-0.003950724925308036,1648,84.60656790703646,0.05133893683679397,1987,59.15467599301384,0.029770848511833838,2674,-32.32706021866463,-0.0120894017272493,2882,221.4350264193867,0.07683380514204952,729,6.586992913781591,0.009035655574460344,True,0.7073842118118832,True
6h,20,20,3.0,2366,0.027045001610109642,63.98847380951941,0.5131022823330516,1.071680748366149,2,0.4787878199389369,0.23939390996946844,54,-0.9473218337865951,-0.01754299692197398,131,-15.587661407551952,-0.1189897817370378,437,14.634938633514912,0.03348956209042314,417,-18.728355864756274,-0.044912124375914325,515,-30.101114098430674,-0.05844876523967121,600,99.69875472476767,0.1661645912079461,210,14.540445835823402,0.06924021826582573,True,1.558073646537507,True
8h,5,10,2.0,5510,0.026196258283300886,144.3413831409879,0.502540834845735,1.0730775900764586,1,0.923453468881724,0.923453468881724,121,-29.82146264174994,-0.24645836894008213,370,-57.902637754378794,-0.15649361555237512,921,77.63129466665904,0.08429022222221395,979,-52.728629863731356,-0.05385968321116584,1223,-54.04933362371644,-0.04419405856395457,1419,261.7730185175842,0.1844771095966062,476,-1.4843196285605629,-0.0031183185473961407,True,1.813568727285182,True
6h,15,15,2.0,3240,0.0261835146862788,84.83458758354331,0.4521604938271605,1.0563422608705948,3,1.713609483309404,0.5712031611031346,72,-8.937966038028435,-0.12413841719483937,208,-26.097706600311398,-0.12546974327072788,579,-9.993485713819538,-0.017259906241484522,565,-12.466876593133257,-0.022065268306430543,690,-29.284733441785637,-0.04244164266925455,840,164.5848401259213,0.19593433348323963,283,5.3169063613908785,0.01878765498724692,False,1.9400676636029097,True
6h,5,10,2.0,6852,0.02585538839549979,177.16112128596455,0.4951838879159369,1.0720711127281748,3,0.9358968993451189,0.3119656331150396,170,-26.17071434318502,-0.15394537848932363,498,-33.9164200590283,-0.06810526116270743,1131,4.842343294739326,0.00428147064079516,1157,8.872454811148877,0.007668500268927293,1462,5.423051682076091,0.0037093376758386394,1902,190.57614332762677,0.10019776200190682,529,26.598365673241652,0.05028046441066475,True,1.0757221558787065,True
2h,20,15,3.0,6183,0.024455191989407325,151.2064520705055,0.5005660682516577,1.0772620240991941,9,4.91187673273205,0.5457640814146721,214,-18.985507131389433,-0.08871732304387585,628,-16.359714149886692,-0.026050500238673075,860,106.09129178152165,0.12336196718781586,1068,-0.0994832756018873,-9.314913445869598e-05,1523,13.010513999756048,0.008542688115401214,1556,42.43545037080858,0.02727214034113662,325,20.20202374256518,0.062160073054046715,True,0.2806457647126163,False
6h,5,15,3.0,6002,0.022292363336363478,133.7987647448536,0.5161612795734755,1.0737326841010948,3,1.1424063222062695,0.3808021074020898,145,-17.050806004933968,-0.11759176555126874,441,-31.699498457693743,-0.07188094888365928,987,61.26407760197829,0.062071000609907084,1016,2.786535722724583,0.0027426532703982115,1286,-21.0945000521801,-0.01640318822097986,1645,120.47105431230896,0.07323468347252825,479,17.979495300443272,0.037535480794244826,True,0.9003898843314451,True
6h,10,15,2.0,4284,0.0215563955581202,92.34759857098693,0.46335200746965455,1.0480169768263237,3,1.713609483309404,0.5712031611031346,102,-18.80395333693247,-0.18435248369541637,296,-29.894564198960815,-0.10099514932081356,726,-9.304029741398587,-0.012815467963358935,730,-8.188975161619833,-0.011217774193999771,910,-56.77540166011544,-0.06239055127485214,1164,206.74028721462108,0.1776119305967535,353,6.860625972083578,0.019435201054061126,False,2.238718606804933,True
6h,20,20,2.0,2521,0.021102771683783002,53.20008741481695,0.43474811582705275,1.0410403499727239,2,0.7181817299084058,0.3590908649542029,59,-3.3245242382142575,-0.056347868444309446,140,-10.78549373733717,-0.07703924098097978,474,13.628195535702515,0.028751467374899822,439,-24.393262370828726,-0.05556551792899482,549,-23.345943972353368,-0.04252448810993328,633,93.35217678921161,0.1474757927159741,225,7.350757678727952,0.032670034127679784,True,1.754737281939348,True
6h,15,15,3.0,3085,0.021020524185189696,64.84831711131021,0.5056726094003241,1.0633864857589594,3,1.1424063222062695,0.3808021074020898,68,-6.681570797259711,-0.0982583940773487,197,-28.147828135663715,-0.14288237632316605,548,1.2204294143537633,0.002227060975098108,537,5.557623485815078,0.010349391966136086,664,-29.39763057993437,-0.04427354003002164,800,115.14981306882537,0.1439372663360317,268,6.005074332967522,0.02240699377972956,True,1.7756792804842434,True
8h,10,10,3.0,3557,0.02016872275199562,71.74014682884841,0.5217880236154062,1.0778190338817417,1,0.6156356459211499,0.6156356459211499,76,-9.502403143692952,-0.12503162031174936,238,-34.64800072070204,-0.14557983496093296,624,38.14854876561276,0.06113549481668711,640,-28.878847913306615,-0.04512319986454159,780,-31.35860831559197,-0.040203343994348675,911,143.03109076200798,0.15700449040835124,287,-5.667268251399918,-0.019746579273170445,True,1.9937384725910792,True
6h,5,10,3.0,6657,0.01855920825223217,123.54864933510954,0.5203545140453658,1.0756652451359847,3,0.62393126623008,0.20797708874336,166,-16.811677326420593,-0.10127516461699153,484,-32.09128385901117,-0.06630430549382474,1104,18.556885685941328,0.016808773266251204,1126,-4.266102229210048,-0.003788723116527574,1421,-10.045561681273625,-0.007069360789073628,1840,147.78142261472206,0.08031599055147938,513,19.801034864131502,0.03859850850707895,True,1.1961395240662185,True
1d,15,15,3.0,883,0.0176884783757566,15.61892640579308,0.5436013590033975,1.0499244057734993,0,0.0,,2,-1.299520654549709,-0.6497603272748546,20,-5.410786422843758,-0.2705393211421879,164,38.36079014074417,0.23390725695575715,191,-58.605547783626704,-0.30683532871008745,182,40.62555321408189,0.2232173253520983,234,-0.05377379252674075,-0.00022980253216555875,90,2.002211704513928,0.022246796716821424,True,-0.0034428609963099628,False
4h,20,15,3.0,3575,0.017545896796898233,62.726581048911186,0.5124475524475525,1.0546392639380502,3,1.913771084224094,0.6379236947413647,102,-26.102807605392854,-0.2559098784842437,290,-40.92055913637044,-0.14110537633231188,539,54.52797072990377,0.10116506628924633,605,-27.53207110766227,-0.045507555549854986,856,-61.78893617213403,-0.07218333664968929,922,148.4743686633357,0.1610351070101255,258,14.154844593007244,0.054863738732586216,True,2.3670087892653116,True
8h,5,10,3.0,5363,0.01739643077934579,93.29705826963146,0.5280626515010255,1.070739332238468,1,0.6156356459211499,0.6156356459211499,118,-19.095182222795767,-0.16182357815928616,360,-40.67825870844791,-0.11299516307902198,901,64.2841608564006,0.0713475703178697,950,-46.25326887036758,-0.04868765144249219,1183,-47.425694059273894,-0.04008934409067954,1389,178.15432897213674,0.12826085599145914,461,3.6953366560581324,0.008015914655223715,True,1.9095385457627727,True
2h,20,10,2.0,6601,0.017312704982033522,114.28116558640329,0.47977579154673533,1.0468630228121685,10,3.784718479054403,0.3784718479054403,224,-14.933522904965692,-0.06666751296859684,673,-7.532443681112609,-0.011192338307745332,923,97.58975145900818,0.10573104166739782,1123,-34.52149103522645,-0.030740419443656675,1636,-35.2820115276799,-0.021566021716185758,1668,72.04836624002172,0.04319446417267489,344,33.12779855730364,0.09630173999216175,True,0.6304482971478701,True
4h,15,15,2.0,4746,0.01720919060630592,81.6748186175279,0.4612305099030763,1.0380146162119297,3,2.2421050126303204,0.7473683375434401,142,-40.63655600483105,-0.28617292961148627,418,-83.18387779988004,-0.1990044923442106,701,124.01670746631189,0.17691399067947486,786,-70.35299805036361,-0.08950763110733284,1128,-151.26212602637082,-0.1340976294560025,1248,279.1883041747428,0.22370857706309522,320,21.66325984528841,0.06769768701652629,True,3.41829108286293,True
4h,15,15,3.0,4566,0.016945078166847188,77.37122690982426,0.5124835742444153,1.0527044808273174,3,1.4947366750868811,0.49824555836229373,134,-25.901069218861867,-0.19329156133479006,396,-61.2046041256845,-0.1545570811254659,683,94.16126569476631,0.13786422502894044,761,-44.14489631163147,-0.05800906217034359,1093,-107.96657344912927,-0.09878003060304599,1189,202.08024412647478,0.16995815317617727,307,18.85212351880338,0.061407568465157596,True,2.611826801738561,True
8h,15,20,3.0,2464,0.016306179562803745,40.17842644274843,0.507711038961039,1.043342788653753,1,0.223079674759727,0.223079674759727,58,-6.811982559753785,-0.11744797516816871,143,-37.82897056527372,-0.2645382557012148,451,88.50643288309503,0.1962448622685034,443,-30.39354610501389,-0.06860845621899297,565,-38.47795518828134,-0.06810257555448025,595,58.11613980893656,0.09767418455283455,208,6.845228494279871,0.03290975237634553,True,1.446451365927637,True
1d,5,15,2.0,1858,0.01618589264066758,30.073388526360358,0.5010764262648009,1.0371269738010709,0,0.0,,3,-3.0,-1.0,44,-4.5884295368935355,-0.10428248947485308,329,41.54271648921589,0.12626965498241913,405,-108.29610510265489,-0.2673977903769257,398,7.2952877343130975,0.018329868679178636,537,84.43907917766,0.1572422331055121,142,12.680839764719803,0.08930168848394228,True,2.8077673755867667,True
8h,15,15,3.0,2547,0.01519137214395632,38.69242485065675,0.519434628975265,1.045095407946437,1,0.5259303076910691,0.5259303076910691,60,-7.923217762964553,-0.13205362938274254,147,-30.1371761827384,-0.2050148039642068,462,84.66405783657446,0.18325553644280185,471,-44.259828462315845,-0.09396991180958778,586,-39.69663118186463,-0.06774169143662906,608,68.81197677122088,0.11317759337371856,212,6.707313525053786,0.03163827134459333,True,1.778435366530224,True
6h,10,15,3.0,4077,0.014786054057717437,60.28274239331399,0.5136129506990434,1.0465851698585504,3,1.1424063222062695,0.3808021074020898,96,-17.50222840223096,-0.18231487918990583,282,-25.698634711880786,-0.0911299103258184,685,4.25341444737321,0.006209364156749211,694,5.377022583988385,0.0077478711584847045,867,-54.790734877294845,-0.06319577263817168,1113,147.22102757962028,0.13227405892149172,337,0.280469451532392,0.0008322535653780178,True,2.4421753512651856,True
6h,5,5,2.0,7582,0.014321552681471826,108.58601243091938,0.5112107623318386,1.0573951873803238,3,1.5840689492998317,0.5280229830999439,197,-24.18840371776126,-0.12278377521706224,560,-13.420561587989626,-0.023965288549981475,1260,38.03707117069024,0.03018815172277003,1275,12.012576023102566,0.009421628253413777,1619,-4.720234810121404,-0.002915524898160225,2094,109.91712581923055,0.05249146409705375,574,-10.635629415531502,-0.01852897110719774,True,1.0122586082545209,True
1d,15,20,3.0,866,0.014270777540089707,12.358493349717687,0.5392609699769053,1.0358116596070195,0,0.0,,2,-0.7469611907073512,-0.3734805953536756,18,-6.0025289121205425,-0.33347382845114126,160,36.08856798563863,0.22555354991024146,185,-61.508685801774845,-0.3324793827122965,179,14.757016143396703,0.08244143096869666,232,21.18858176145327,0.09133009379936755,90,8.582503363831805,0.09536114848702006,True,1.7144955426089457,True
4h,10,10,2.0,6662,0.013877605422544358,92.45260732499051,0.4860402281597118,1.0379786268977687,6,7.651829307234855,1.2753048845391424,193,-34.828623555267235,-0.1804591894055297,627,-62.68501803847063,-0.09997610532451456,950,130.30532672453472,0.1371635018152997,1159,-2.4032113886857402,-0.002073521474275876,1572,-95.07388097077634,-0.06047956804756765,1706,170.73140858064102,0.10007702730400997,449,-21.245223334220114,-0.047316755755501365,True,1.8466911158111954,True
6h,5,5,3.0,7504,0.012426442482080911,93.24802438553516,0.5178571428571429,1.0750767446663885,3,1.0560459661998882,0.3520153220666294,194,-15.115435777565736,-0.07791461741013266,554,-8.790274327899429,-0.015866921169493554,1252,35.893965701473476,0.028669301678493193,1266,17.506205158780457,0.013827966160174137,1606,4.717147249656858,0.0029372025215796123,2064,67.7572428467797,0.032828121534292494,565,-9.776872431890068,-0.017304198994495694,True,0.7266346208755748,True
2h,15,10,3.0,8244,0.012371008776944872,101.98659635713352,0.49745269286754,1.0484495167715095,11,-0.4896576866265477,-0.04451433514786797,299,-14.425939037242841,-0.04824728774997606,868,-31.713366029727155,-0.036536135978948336,1157,91.88357956795707,0.07941536695588337,1403,-33.695619769314064,-0.024016835188392063,2022,-24.55653824063771,-0.012144677665992932,2063,90.15203555859938,0.043699484032282784,421,24.83210199412536,0.058983615187946224,True,0.8839596454705455,True
4h,20,15,2.0,3702,0.011006370257303577,40.745582692537845,0.45569962182603996,1.0240532334030277,3,2.8706566263361397,0.9568855421120466,109,-38.18676711872918,-0.350337313015864,301,-64.7723602694818,-0.2151905656793415,551,64.92269456797943,0.11782703188381023,625,-60.681266378404764,-0.09709002620544763,878,-85.96074856390359,-0.09790518059670113,964,201.78722949113865,0.20932285216923097,271,20.766144337602988,0.07662783888414387,True,4.9523706904330025,True
4h,10,10,3.0,6485,0.010759043081168101,69.77239438137514,0.510254433307633,1.0426750215841372,6,5.101219538156566,0.8502032563594276,186,-18.422250369414684,-0.09904435682481012,603,-51.350782680369264,-0.08515884358270193,932,100.72273733113806,0.10807160657847431,1131,11.527274538193524,0.010192108344998695,1540,-85.0084277726173,-0.05520027777442681,1655,119.949205515417,0.07247686133862055,432,-12.746581719128795,-0.029505976201687024,True,1.7191499099167498,True
1d,5,10,3.0,1990,0.009696514229710044,19.29606331712299,0.5557788944723618,1.0384232025050015,0,0.0,,3,-1.4628063104013123,-0.4876021034671041,44,-5.248480861732078,-0.11928365594845633,345,16.43576973882002,0.04763991228643484,429,-77.69802882637825,-0.181114286308574,433,0.9582067618758265,0.002212948641745558,585,74.70405776249983,0.12769924403846125,151,11.607345052438955,0.07686983478436395,True,3.8714662433869997,True
4h,10,5,3.0,7050,0.007436965913960026,52.430609693418184,0.5099290780141844,1.043839532664113,6,1.5634998535778881,0.26058330892964804,207,-17.91992910407629,-0.08656970581679367,663,-20.612997732023572,-0.031090494316777635,992,55.82040213242999,0.05627056666575604,1233,9.76169797136875,0.007917029984889497,1689,-81.29826299212101,-0.048133962695157496,1793,102.17039224933198,0.05698292930804907,467,2.9458073149304616,0.006307938575868226,True,1.9486783168603479,True
2h,5,5,3.0,20614,0.006325640750107109,130.39675842270793,0.49490637430872225,1.0394519352080158,29,-3.1253511600572494,-0.10777072965714653,882,-41.99645149692188,-0.0476150243729273,2374,-59.83305907455778,-0.025203478969906396,2761,153.42095639033343,0.05556717000736452,3678,-49.30386797313686,-0.013405075577253088,5200,0.03651386443718252,7.021897007150484e-06,4625,118.10361642425468,0.025535917064703716,1065,13.094401448356418,0.012295212627564712,True,0.905725095108557,True
2h,5,5,2.0,20791,0.004383485280376924,91.13704246431664,0.4901640132749748,1.0179851913994906,31,-2.83485328935847,-0.09144688030188612,889,-52.16857767174646,-0.058682314591390845,2398,-113.5856977088832,-0.04736684641738249,2782,220.97034253237737,0.07942859185204075,3699,-84.66434980173136,-0.022888442768783823,5258,-49.36072878132387,-0.009387738452134628,4656,167.0086992860382,0.03586956599786044,1078,5.772207898944474,0.005354552781952203,True,1.8325007567743707,True
2h,20,10,3.0,6449,0.0043421068349421875,28.002246978542168,0.4993022173980462,1.0165731952731183,9,1.1910223326135987,0.1323358147348443,222,-16.411531915154683,-0.07392581943763371,649,-16.661806331649217,-0.025673045195145173,904,73.51883230246784,0.08132614192750867,1100,-35.2583181970535,-0.032053016542775904,1606,-25.001605251707176,-0.015567624689730495,1625,26.977379066295057,0.01660146404079696,334,19.648274972730224,0.0588271705770366,True,0.9634005116434957,True
2h,10,5,3.0,12630,0.003337440841444872,42.15187782744873,0.4977038796516231,1.0203504313165574,17,-2.6711571788618964,-0.1571268928742292,510,-29.207251417411968,-0.057269120426297976,1442,-51.236866214721715,-0.03553180736111076,1688,79.20318610803795,0.04692131878438267,2185,3.9639682653561046,0.001814173119156112,3067,-61.72301839011092,-0.020124883726804994,3110,102.78325911399642,0.03304927945787666,611,1.0397575411647368,0.0017017308366034972,True,2.4384028520566967,True
6h,20,15,3.0,2425,0.002739838178619883,6.644107583153216,0.5010309278350515,1.0080329577250762,2,0.6668258345597093,0.33341291727985467,55,2.6308492588185084,0.04783362288760924,136,-22.438273141202913,-0.16498730250884494,450,-9.636495201817327,-0.021414433781816282,426,0.5211115066709269,0.0012232664475843355,529,-49.01078959400279,-0.09264799545180111,613,77.93316956416464,0.12713404496601083,214,5.977709355962454,0.027933221289544178,False,11.729667015292137,True
4h,10,5,2.0,7112,0.00017631208238345856,1.2539315299111573,0.5011248593925759,1.0006799731975384,6,2.3452497803668333,0.3908749633944722,209,-33.056447677757646,-0.15816482142467772,676,-30.52781222940645,-0.045159485546459245,1002,72.64969410120236,0.07250468473173888,1240,-29.65133068836303,-0.02391236345835728,1698,-108.78733875696432,-0.0640679262408506,1811,127.05350728198576,0.07015654736719258,470,1.2284097188476508,0.0026136376996758527,True,101.3241187826162,True
2h,10,5,2.0,12722,-0.0002932105263829624,-3.7302243166440476,0.49198239270554944,0.998822953225798,18,-2.497761336093595,-0.13876451867186637,516,-29.949081522993858,-0.05804085566471678,1456,-94.87271989563732,-0.0651598350931575,1700,116.2723262630923,0.06839548603711311,2199,-6.712683666659231,-0.0030526073972984226,3091,-130.5653645922537,-0.04224049323592808,3123,153.18089261167643,0.04904927717312726,619,-8.585832177775037,-0.013870488170880513,True,,False
1d,5,10,2.0,2063,-0.0003408717220737976,-0.7032183626382444,0.5133301017935046,0.999084718506018,0,0.0,,3,-1.8771212981337562,-0.6257070993779187,46,-9.680084501943536,-0.21043661960746818,360,19.621975822382964,0.054505488395508235,446,-108.97880416246412,-0.2443470945346729,458,-2.270044370868301,-0.004956428757354369,592,95.88710104071706,0.1619714544606707,158,6.5937591076714455,0.04173265258019902,True,,False
4h,15,5,3.0,5161,-0.0008718622684389602,-4.499681167413474,0.5099786863011044,0.9950131588387088,4,0.5481641980800162,0.13704104952000404,156,-12.192368641136852,-0.07815620923805675,450,-9.71329025364954,-0.02158508945255453,751,44.22562192740499,0.05888897726685085,864,-21.00137508748768,-0.02430714709199963,1262,-80.04472098083556,-0.06342687874868111,1324,63.1933730389443,0.04772913371521473,350,10.484914631266854,0.029956898946476726,True,,False
1d,10,10,3.0,1310,-0.0013291946955426939,-1.741245051160929,0.5519083969465649,0.9952388673056237,0,0.0,,2,-1.5447254449788081,-0.7723627224894041,31,-6.609877957770669,-0.21322186960550546,216,9.450956197668855,0.04375442684105951,289,-62.57160525681843,-0.21651074483328175,276,12.724854645349513,0.046104545816483745,387,42.905865785945636,0.11086787024792154,109,3.9032869794429703,0.03580997228846762,True,,False
4h,20,5,3.0,4024,-0.001776446607419472,-7.148421148255956,0.51441351888668,0.9897920659683589,3,0.4778378110353901,0.15927927034513004,117,-11.92292111076097,-0.10190530863898266,327,-5.88230530596752,-0.01798870124149089,593,40.33228560789924,0.06801397235733429,675,-14.820652592312411,-0.02195652235898135,989,-49.701851346572354,-0.050254652524340096,1033,27.211864229952656,0.026342559757940615,287,7.157321558470022,0.02493840264275269,True,,False
6h,10,10,3.0,4375,-0.0017768333144564223,-7.773645750746848,0.5158857142857143,0.9931931377595212,3,0.62393126623008,0.20797708874336,106,-14.199529425449438,-0.1339578247683909,301,-31.321772810552595,-0.10405904588223454,749,-9.989954254716737,-0.013337722636470945,737,-16.365834574528854,-0.022206017061775923,939,-41.06968444636567,-0.04373768311647036,1184,94.72635955566489,0.08000537124633858,356,9.822838938971486,0.02759224421059406,False,,False
2h,15,5,3.0,8909,-0.002429349119400861,-21.64307130474227,0.49826018632843194,0.9854702767840601,13,-2.2695852736604056,-0.17458348258926198,320,-16.218656212517768,-0.050683300664118025,969,-55.11550623292719,-0.05687874740240164,1238,66.08050265741338,0.05337681959403342,1505,-18.827577072957137,-0.012510017988675839,2167,-39.36529509203554,-0.018165802995863192,2246,31.748627403992003,0.014135631079248444,451,12.324418517950395,0.027326870328049657,True,,False
6h,20,15,2.0,2556,-0.0025552417524423317,-6.5311979192426,0.4448356807511737,0.9946509891597382,2,1.0002387518395643,0.5001193759197822,60,0.3366532189674225,0.005610886982790375,143,-19.63604013199787,-0.13731496595802706,481,-22.56756279208335,-0.04691800996275125,445,-9.062164109058514,-0.02036441372822138,555,-53.15934717108281,-0.09578260751546451,643,94.98006509518922,0.14771394260527096,227,1.5769592189837436,0.006946956911822659,False,,False
6h,10,10,2.0,4525,-0.004455143398360367,-20.15952387758066,0.4850828729281768,0.988342114678489,3,0.9358968993451189,0.3119656331150396,110,-19.97614317154048,-0.1816013015594589,309,-37.86919814153764,-0.12255403929300206,772,-36.547144466088746,-0.04734086070736884,764,-20.82711071391804,-0.02726061611769377,971,-53.302567979721864,-0.054894508732978235,1226,137.18210235843975,0.11189404760068496,370,10.24464133744122,0.027688219830922216,False,,False
2h,15,5,2.0,8972,-0.004973790402234416,-44.62484748884718,0.4933125278644672,0.9801049935912303,14,-2.3954034782913647,-0.17110024844938318,321,-13.84344244617385,-0.043125988928890496,978,-89.00974682830324,-0.0910120110718847,1247,95.15356244422274,0.07630598431774077,1516,-34.779927759469246,-0.022941904854531164,2183,-64.87235622029328,-0.029717066523267652,2256,49.438360332396925,0.02191416681400573,457,15.684106467064154,0.03431970780539202,True,,False
8h,20,15,2.0,2085,-0.005495329788989497,-11.457762610043101,0.4580335731414868,0.9884982045634233,1,0.7888954615366028,0.7888954615366028,53,-0.3765499721597939,-0.0071047164558451685,120,-39.715923640016996,-0.330966030333475,384,43.421285833806195,0.11307626519220364,368,-43.40513052932303,-0.11794872426446476,479,-52.45008661224361,-0.10949913697754407,506,76.70556942240493,0.1515920344316303,174,3.5741774259526045,0.020541249574440257,True,,False
6h,15,10,3.0,3225,-0.005708207064896426,-18.408967784290972,0.5193798449612403,0.9788454829098738,3,0.62393126623008,0.20797708874336,72,-9.280375646480447,-0.12889410620111733,206,-26.112225881178304,-0.12675837806397236,575,-14.44331348476623,-0.02511880606046301,557,-5.163298718970321,-0.009269836120233969,701,-34.29805916043575,-0.048927331184644436,833,61.11619864555139,0.07336878588901728,278,9.148175195758615,0.03290710502071444,False,,False
4h,15,10,2.0,4911,-0.006009002019182726,-29.510208916206366,0.4834046019140705,0.9840306617391795,4,2.7999343389859903,0.6999835847464976,147,-21.942253281616562,-0.14926702912664327,428,-52.766009162172175,-0.12328506813591629,723,107.29874250964703,0.1484076659884468,819,-63.07994322854823,-0.07702068770274509,1179,-126.09179180534812,-0.10694808465254294,1277,139.01922085080633,0.1088639160930355,334,-14.748109137960654,-0.04415601538311573,True,,False
4h,15,10,3.0,4788,-0.0070798310314420555,-33.89823097854456,0.508563074352548,0.9730054090139628,4,1.8666228926573276,0.4666557231643319,142,-10.104599718482762,-0.0711591529470617,412,-39.45329293870827,-0.0957604197541463,710,79.79094459389601,0.11238161210407889,800,-31.580369376373625,-0.03947546172046703,1158,-105.67916716096926,-0.09126007526853995,1239,79.12462213668088,0.06386168049772468,323,-7.862991407244879,-0.024343626647816963,True,,False
2h,20,5,3.0,6935,-0.008256033988424272,-57.25559570972233,0.4987743330930065,0.9516997409147954,10,-0.22847057751231642,-0.022847057751231643,236,-22.935529683361136,-0.09718444781085227,717,-32.52225454630738,-0.0453587929516142,965,46.006819006063715,0.047675460109910583,1173,-14.845809956071127,-0.012656274472353903,1714,-42.36331508984743,-0.02471605314460177,1766,3.8924891403360533,0.0022041274860340053,354,5.740475996977293,0.016216033889766363,True,,False
1d,5,5,3.0,2301,-0.008826370997444053,-20.309479665118765,0.5275966970882225,0.9500544251988426,0,0.0,,3,-0.8086283062957883,-0.2695427687652628,50,-4.494439391337508,-0.08988878782675017,407,8.12146696660588,0.01995446429141494,494,-61.14555227462785,-0.12377642160855841,517,-20.63090747161261,-0.039905043465401566,649,45.75416643015518,0.07049948602489242,181,12.894414381993947,0.07123985846405495,True,,False
1d,15,20,2.0,920,-0.009852713590688582,-9.064496503433496,0.4434782608695652,0.9814594036556566,0,0.0,,2,-2.0,-1.0,21,-7.888464433319758,-0.375641163491417,169,34.87681860348755,0.20637170771294408,199,-72.47837360256085,-0.36421293267618515,194,6.52374853458831,0.03362756976591912,241,28.20370395232057,0.11702781722954593,94,3.698070442050695,0.039341174915432923,True,,False
8h,5,5,3.0,6094,-0.01044260512298659,-63.637235619480286,0.5059074499507713,0.9384116774205379,1,0.47348946316966567,0.47348946316966567,135,-9.653011018112762,-0.0715037853193538,409,-25.75988244480243,-0.06298259766455362,1019,37.16508751283254,0.0364721172844284,1075,-53.97427191917601,-0.05020862504109396,1382,-35.997107676095254,-0.02604711119833231,1554,42.69201751821714,0.027472340745313475,519,-18.583557055513168,-0.035806468315054275,True,,False
4h,15,5,2.0,5205,-0.011434139616651594,-59.51469670467154,0.49971181556195965,0.9571997514039406,4,0.822246297120024,0.205561574280006,157,-20.95921727503941,-0.1334981992040727,458,-19.613630797763932,-0.04282452139249767,757,59.44578689905517,0.07852812007801212,870,-60.678578379263286,-0.0697454923899578,1269,-112.43183834526937,-0.08859876938161494,1339,81.90607489737273,0.06116958543493109,351,11.994459999116515,0.03417225070973366,True,,False
1d,15,15,2.0,933,-0.013478206117623162,-12.57516630774241,0.45766345123258306,0.9728816034057046,0,0.0,,2,-2.0,-1.0,23,-6.678140419181881,-0.29035393126877745,171,31.596533085831233,0.18477504728556277,205,-73.8428967035081,-0.36020925221223465,196,43.658145175152484,0.22274563864873717,242,-3.0681359539211717,-0.012678247743475916,94,-2.2406714921149673,-0.023836930767180502,True,,False
6h,15,10,2.0,3338,-0.013912916109488936,-46.44131397347407,0.4829239065308568,0.9647324567874004,3,0.9358968993451189,0.3119656331150396,76,-13.844640730669402,-0.18216632540354477,211,-28.485704413023342,-0.1350033384503476,596,-34.619804211933634,-0.058086919818680596,578,-13.34777033451316,-0.02309302826040339,719,-42.97294541438055,-0.05976765704364471,867,81.82539819772309,0.09437762191202202,288,4.068256033977834,0.014125889006867478,False,,False
8h,15,10,3.0,2633,-0.014018285861557027,-36.91014667347965,0.5093049753133309,0.9494567811347322,1,0.6156356459211499,0.6156356459211499,63,-6.836971967079286,-0.10852336455681406,152,-30.75229314749974,-0.20231771807565618,479,31.958711502852232,0.06671964823142429,484,-40.58299980320331,-0.08384917314711428,610,-27.585046551519042,-0.045221387789375476,626,48.27687205660017,0.07711960392428142,218,-12.004054409551816,-0.05506446976858632,True,,False
4h,20,10,3.0,3732,-0.014104654317826593,-52.638569914128844,0.5093783494105038,0.945903837393111,3,1.8561014416620591,0.6187004805540197,108,-7.956850383489669,-0.07367454058786731,301,-24.061273404898518,-0.07993778539833395,559,52.92846769669727,0.09468419981520083,630,-22.59723594508198,-0.03586862848425711,902,-57.21509318549504,-0.0634313671679546,964,13.79111765251051,0.014306138643683101,265,-9.383803786033482,-0.03541058032465465,True,,False
2h,20,5,2.0,6987,-0.014184375602903901,-99.10623233748956,0.49305853728352655,0.9445681896240669,11,-0.3337314340692306,-0.030339221279020966,237,-24.71450672750575,-0.1042806191033998,727,-52.790425567774975,-0.07261406543022693,974,65.69154402981819,0.06744511707373531,1179,-30.540978434056797,-0.025904137772736893,1726,-66.13612243770693,-0.038317568040386406,1774,4.712312460227352,0.002656320439812487,359,5.005675773578591,0.013943386555929221,True,,False
