timestamp,open,high,low,close,volume
2023-03-23 08:00:00+00:00,0.5,1.6,0.5,1.325,155411537.5
2023-03-23 16:00:00+00:00,1.3251,1.4918,1.2133,1.3217,340302721.7
2023-03-24 00:00:00+00:00,1.3218,1.4937,1.3215,1.4837,164457765.8
2023-03-24 08:00:00+00:00,1.4839,1.5675,1.3358,1.3779,199877930.1
2023-03-24 16:00:00+00:00,1.3778,1.3782,1.1717,1.2727,179173992.2
2023-03-25 00:00:00+00:00,1.2726,1.315,1.1829,1.234,102940403.1
2023-03-25 08:00:00+00:00,1.234,1.2763,1.1837,1.2544,103669656.4
2023-03-25 16:00:00+00:00,1.2544,1.2834,1.18,1.2178,75309050.0
2023-03-26 00:00:00+00:00,1.2179,1.2734,1.2021,1.2631,56139382.5
2023-03-26 08:00:00+00:00,1.2631,1.3499,1.2622,1.3028,126340030.1
2023-03-26 16:00:00+00:00,1.3028,1.309,1.23,1.2818,59642617.7
2023-03-27 00:00:00+00:00,1.2818,1.3259,1.2468,1.2579,60980833.5
2023-03-27 08:00:00+00:00,1.2579,1.2772,1.167,1.2054,100992619.4
2023-03-27 16:00:00+00:00,1.2054,1.2279,1.116,1.1657,93578046.4
2023-03-28 00:00:00+00:00,1.1658,1.1658,1.11,1.1415,59765622.4
2023-03-28 08:00:00+00:00,1.1416,1.1785,1.1177,1.1728,75738816.4
2023-03-28 16:00:00+00:00,1.1727,1.224,1.143,1.2204,67268901.4
2023-03-29 00:00:00+00:00,1.2202,1.2638,1.214,1.2581,68301371.8
2023-03-29 08:00:00+00:00,1.2583,1.2767,1.1957,1.2159,85508686.3
2023-03-29 16:00:00+00:00,1.2158,1.2337,1.1963,1.2257,38930009.3
2023-03-30 00:00:00+00:00,1.2257,1.375,1.2234,1.3689,223128848.2
2023-03-30 08:00:00+00:00,1.3688,1.43,1.325,1.3328,136291683.8
2023-03-30 16:00:00+00:00,1.333,1.3945,1.3,1.3796,73261796.8
2023-03-31 00:00:00+00:00,1.3795,1.445,1.3274,1.3565,112128201.6
2023-03-31 08:00:00+00:00,1.3568,1.4125,1.3328,1.3702,88950393.1
2023-03-31 16:00:00+00:00,1.3701,1.408,1.3538,1.3897,36321919.4
2023-04-01 00:00:00+00:00,1.3897,1.4028,1.31,1.335,66036441.9
2023-04-01 08:00:00+00:00,1.335,1.3462,1.2716,1.2915,65146887.2
2023-04-01 16:00:00+00:00,1.2915,1.3026,1.26,1.2931,45566559.5
2023-04-02 00:00:00+00:00,1.293,1.2985,1.2291,1.2647,51784648.9
2023-04-02 08:00:00+00:00,1.2645,1.2903,1.151,1.1849,120749385.5
2023-04-02 16:00:00+00:00,1.1848,1.212,1.1329,1.2016,101123209.7
2023-04-03 00:00:00+00:00,1.2017,1.2195,1.15,1.217,71892835.2
2023-04-03 08:00:00+00:00,1.217,1.2279,1.1672,1.1763,69479701.6
2023-04-03 16:00:00+00:00,1.1763,1.1948,1.1,1.153,96662090.5
2023-04-04 00:00:00+00:00,1.1527,1.1909,1.1479,1.1737,45197297.2
2023-04-04 08:00:00+00:00,1.1739,1.2415,1.1667,1.2324,76494868.6
