n,avg_r,total_r,win_rate,pf,t_stat,trades_per_year,n_symbols_traded,dominant_month_share,dominant_asset_share,gate_diversification,entry_n,exit_n,profitable,gate_avgr,zone_frac,gate_stability,all_gates
518,-0.4112463774725572,-213.02562353078463,0.3783783783783784,0.49435014680282413,-6.091609124879365,103.61418400876232,178,0.3092615896787871,0.043994499799962984,False,150,30,False,False,0.0,False,False
390,-0.44752480763281105,-174.5346749767963,0.37948717948717947,0.46746884913489106,-5.817314338720081,78.01067907995619,155,0.34713421430407226,0.061154118254444036,False,200,30,False,False,0.0,False,False
260,-0.47746868449948576,-124.1418579698663,0.38076923076923075,0.42438795446209865,-5.1495239862440325,52.007119386637456,113,0.3049012035919232,0.07258532006184881,False,300,30,False,False,0.0,False,False
329,-0.5316996663361757,-174.92919022460183,0.3495440729483283,0.4064749625618958,-6.2568391220765935,65.80900876232201,139,0.3958221861678763,0.051511565806974406,False,250,30,False,False,0.0,False,False
447,-0.5411002680695213,-241.871819827076,0.36017897091722595,0.4550872644559716,-6.383588971887833,89.41223986856517,178,0.21149865796034653,0.043662212881665954,True,150,50,False,False,0.0,False,False
342,-0.6194581352537814,-211.85468225679324,0.3684210526315789,0.4121102877819271,-6.363616647810013,68.40936473165388,155,0.27952421948029244,0.05806643501599315,False,200,50,False,False,0.0,False,False
229,-0.7369868934828159,-168.76999860756484,0.3624454148471616,0.3517954803950974,-5.995834805634004,45.806270536692224,113,0.2726500071973602,0.06007340601166738,False,300,50,False,False,0.0,False,False
292,-0.7710692699193284,-225.1522268164439,0.3287671232876712,0.34139427651767884,-7.191352891958903,58.40799561883899,139,0.3699605497475262,0.04502992838354781,False,250,50,False,False,0.0,False,False
