symbol,r,entry_ts,exit_ts,entry_price,year
ALICEUSDT,0.4934610063047525,1652313600000,1654473600000,2.194,2022
ANKRUSDT,0.5344677556264864,1652313600000,1654473600000,0.03174,2022
API3USDT,0.0963118753506023,1652313600000,1654473600000,1.463,2022
AVAXUSDT,-0.2789550496677135,1652313600000,1654473600000,30.3,2022
BANDUSDT,0.2607478813585618,1652313600000,1654473600000,1.519,2022
C98USDT,0.916259242413011,1652313600000,1654473600000,0.4303,2022
CHZUSDT,0.7428787633630264,1652313600000,1654473600000,0.09695,2022
DASHUSDT,0.32477075837813507,1652313600000,1654473600000,53.76,2022
ENJUSDT,0.2599964188776946,1652313600000,1654473600000,0.5794,2022
FILUSDT,-0.1502376840871668,1652313600000,1654473600000,8.119,2022
GTCUSDT,0.4822290051204794,1652313600000,1654473600000,2.167,2022
HBARUSDT,0.29660848866468503,1652313600000,1654473600000,0.08683,2022
ICXUSDT,0.48353915306642153,1652313600000,1654473600000,0.3323,2022
KNCUSDT,0.6089148414620636,1652313600000,1654473600000,1.298,2022
MANAUSDT,0.8209575534673508,1652313600000,1654473600000,0.7075,2022
NEOUSDT,0.642454088018741,1652313600000,1654473600000,9.779,2022
ONEUSDT,0.055984615291846715,1652313600000,1654473600000,0.04034,2022
ONTUSDT,0.7694667475544725,1652313600000,1654473600000,0.2307,2022
RLCUSDT,0.3927071385880069,1652313600000,1654473600000,0.7221,2022
ROSEUSDT,0.057627914160981765,1652313600000,1654473600000,0.06533,2022
RUNEUSDT,0.08530255239094472,1652313600000,1654473600000,2.948,2022
SANDUSDT,0.3929878257523936,1652313600000,1654473600000,1.1115,2022
SOLUSDT,-0.1121112333196057,1652313600000,1654473600000,44.63,2022
STORJUSDT,0.7021045182767304,1652313600000,1654473600000,0.4449,2022
THETAUSDT,0.15847918778394374,1652313600000,1654473600000,1.21,2022
VETUSDT,0.3569064116156713,1652313600000,1654473600000,0.02763,2022
WOOUSDT,-0.07840630197249134,1652313600000,1654473600000,0.17872,2022
XRPUSDT,0.14816403971196146,1652313600000,1654473600000,0.3851,2022
YFIUSDT,-0.7504324745772178,1652313600000,1654473600000,9906.0,2022
KSMUSDT,-0.22358504539512683,1652400000000,1654560000000,73.83,2022
EGLDUSDT,0.27083763188728077,1654905600000,1657065600000,50.61,2022
1INCHUSDT,-1.0,1654992000000,1655510400000,0.6499,2022
1000SHIBUSDT,1.4824767159948555,1655078400000,1657238400000,0.008048,2022
APEUSDT,0.8003988635070269,1655078400000,1657238400000,3.484,2022
ATOMUSDT,1.1923773268762712,1655078400000,1657238400000,6.5,2022
BCHUSDT,-0.5827037120107201,1655078400000,1657238400000,126.84,2022
BNBUSDT,0.42025727605077035,1655078400000,1657238400000,222.84,2022
COMPUSDT,0.8503974411193855,1655078400000,1657238400000,35.76,2022
CRVUSDT,0.93480378248837,1655078400000,1657238400000,0.72,2022
DOGEUSDT,1.0865435142446842,1655078400000,1657238400000,0.05415,2022
ETCUSDT,0.2940443623842555,1655078400000,1657238400000,14.448,2022
ETHUSDT,-1.0,1655078400000,1655510400000,1209.04,2022
FILUSDT,0.26851982858847173,1655078400000,1657238400000,5.33,2022
FLOWUSDT,0.10013087339976504,1655078400000,1657238400000,1.59,2022
KSMUSDT,0.33984537249940705,1655078400000,1657238400000,46.24,2022
LPTUSDT,0.24316524055679764,1655078400000,1657238400000,8.401,2022
LTCUSDT,0.7526721308910325,1655078400000,1657238400000,43.44,2022
ONEUSDT,-1.0,1655078400000,1656547200000,0.02763,2022
QTUMUSDT,0.20797964909237732,1655078400000,1657238400000,2.782,2022
SANDUSDT,1.2841358129671552,1655078400000,1657238400000,0.8554,2022
XMRUSDT,-1.0,1655078400000,1655510400000,132.56,2022
XRPUSDT,0.4803936090795808,1655078400000,1657238400000,0.3115,2022
YFIUSDT,0.8212678144160928,1655078400000,1657238400000,4946.0,2022
BTCUSDT,-1.0,1655164800000,1655510400000,22122.7,2022
TRXUSDT,1.0420377847546272,1655164800000,1657324800000,0.05555,2022
ONEUSDT,0.4784676001213247,1656633600000,1658793600000,0.01714,2022
TRBUSDT,-0.35588032648944284,1661904000000,1664064000000,18.99,2022
JASMYUSDT,-1.0,1665532800000,1666051200000,0.005486,2022
LDOUSDT,1.421541732146755,1665532800000,1667692800000,1.268,2022
ADAUSDT,-1.0,1665619200000,1666310400000,0.3764,2022
ETCUSDT,0.5440793331997844,1665619200000,1667779200000,22.95,2022
KNCUSDT,-1.0,1665705600000,1667865600000,0.923,2022
IMXUSDT,-1.0,1665792000000,1667865600000,0.6134,2022
NEARUSDT,-1.0,1665792000000,1667865600000,2.923,2022
AXSUSDT,-1.0,1666224000000,1666569600000,9.56,2022
GALAUSDT,-1.0,1666224000000,1667433600000,0.03283,2022
JASMYUSDT,-1.0,1666224000000,1667952000000,0.004511,2022
GMTUSDT,-1.0,1666310400000,1667952000000,0.4764,2022
KSMUSDT,-1.0,1666396800000,1667865600000,34.55,2022
1000XECUSDT,0.28795674153678963,1667952000000,1670112000000,0.02782,2022
BTCUSDT,0.5827703001387512,1667952000000,1670112000000,15905.0,2022
C98USDT,0.9296864495420245,1667952000000,1670112000000,0.1806,2022
CELOUSDT,1.9988550918910477,1667952000000,1670112000000,0.432,2022
EGLDUSDT,0.12748297066132844,1667952000000,1670112000000,42.12,2022
ENSUSDT,1.0263130341058946,1667952000000,1670112000000,10.475,2022
ICXUSDT,1.0252914336075656,1667952000000,1670112000000,0.1456,2022
IOSTUSDT,0.3714012600203843,1667952000000,1670112000000,0.007987,2022
KAVAUSDT,0.37417211170163023,1667952000000,1670112000000,0.8228,2022
KNCUSDT,0.8641876551251004,1667952000000,1670112000000,0.509,2022
MTLUSDT,1.0081983664255088,1667952000000,1670112000000,0.585,2022
QNTUSDT,0.6930377528048934,1667952000000,1670112000000,108.55,2022
RVNUSDT,0.33852124467035355,1667952000000,1670112000000,0.01989,2022
SOLUSDT,0.2398282084882998,1667952000000,1670112000000,11.7,2022
TRXUSDT,-1.0,1667952000000,1668384000000,0.0534,2022
XLMUSDT,0.3353815013203728,1667952000000,1670112000000,0.08309,2022
XTZUSDT,-0.05678586749984628,1667952000000,1670112000000,1.015,2022
YFIUSDT,1.457724823171767,1667952000000,1670112000000,5477.0,2022
ZECUSDT,1.2893373113706552,1667952000000,1670112000000,35.17,2022
ZRXUSDT,0.7563641149110998,1667952000000,1670112000000,0.1639,2022
FLOWUSDT,0.2315858059750799,1671148800000,1673308800000,0.767,2022
GMTUSDT,-1.0,1671321600000,1672185600000,0.299,2022
STGUSDT,1.3804818780935297,1671321600000,1673481600000,0.3465,2022
ADAUSDT,3.0538366201997103,1671408000000,1673568000000,0.2528,2022
BATUSDT,1.4129868357415107,1671408000000,1673568000000,0.1792,2022
CHZUSDT,0.8616513771168609,1671408000000,1673568000000,0.10663,2022
EGLDUSDT,0.8299581837062525,1671408000000,1673568000000,35.32,2022
FILUSDT,1.7090409688095882,1671408000000,1673568000000,2.811,2022
KAVAUSDT,-1.0,1671408000000,1672531200000,0.6761,2022
MANAUSDT,4.876143072476903,1671408000000,1673568000000,0.3022,2022
VETUSDT,2.4394875339077133,1671408000000,1673568000000,0.01578,2022
ZILUSDT,3.4230239189304608,1671408000000,1673568000000,0.01737,2022
ARUSDT,2.038158167585093,1671840000000,1674000000000,6.284,2022
ANKRUSDT,4.281539328823661,1672185600000,1674345600000,0.01528,2022
GALAUSDT,11.169421975639441,1672185600000,1674345600000,0.01687,2022
LPTUSDT,2.6379306837017693,1672185600000,1674345600000,4.677,2022
RSRUSDT,3.304908589319724,1672185600000,1674345600000,0.002789,2022
SOLUSDT,-1.0,1672185600000,1672272000000,9.749,2022
APTUSDT,15.492056192772562,1672272000000,1674432000000,3.2054,2022
GMTUSDT,8.222268468558001,1672272000000,1674432000000,0.2392,2022
ONEUSDT,7.042003322592845,1672272000000,1674432000000,0.00985,2022
XTZUSDT,4.793846358753019,1672272000000,1674432000000,0.725,2022
API3USDT,4.4636427315993386,1672444800000,1674604800000,1.013,2022
SANDUSDT,6.70949808041249,1672444800000,1674604800000,0.3827,2022
KAVAUSDT,5.166752252056694,1672617600000,1674777600000,0.5455,2023
ALGOUSDT,0.6530378781374377,1678320000000,1680480000000,0.1931,2023
QNTUSDT,0.8205382933590123,1678320000000,1680480000000,111.88,2023
ACHUSDT,1.127900062861124,1678406400000,1680566400000,0.02613,2023
DOGEUSDT,3.1900779783452093,1678406400000,1680566400000,0.06567,2023
LTCUSDT,1.9807674457899147,1678406400000,1680566400000,71.36,2023
PEOPLEUSDT,1.6360126602976661,1678406400000,1680566400000,0.01867,2023
RLCUSDT,1.1597094665037393,1678406400000,1680566400000,1.3033,2023
TRXUSDT,1.5042601880937987,1678406400000,1680566400000,0.05727,2023
ZECUSDT,1.1015551317797496,1678492800000,1680652800000,31.36,2023
APEUSDT,-0.55490276142918,1683590400000,1685750400000,3.338,2023
GALAUSDT,0.31119558958575244,1683590400000,1685750400000,0.02838,2023
OPUSDT,-0.526380592758507,1683763200000,1685923200000,1.5561,2023
TUSDT,-1.0,1683849600000,1685923200000,0.02751,2023
AXSUSDT,1.1011892270737271,1686355200000,1688515200000,4.976,2023
IOTXUSDT,0.8515790470956467,1686355200000,1688515200000,0.01727,2023
1000FLOKIUSDT,0.5681701046605525,1686441600000,1688601600000,0.02118,2023
1000SHIBUSDT,0.43963802063052554,1686441600000,1688601600000,0.00666,2023
ADAUSDT,0.15434036129034173,1686441600000,1688601600000,0.2717,2023
ALGOUSDT,0.1344943162714213,1686441600000,1688601600000,0.1106,2023
BNBUSDT,-0.14250266871254805,1686441600000,1688601600000,235.19,2023
C98USDT,0.7734138645887384,1686441600000,1688601600000,0.1269,2023
CHZUSDT,0.4986533558299043,1686441600000,1688601600000,0.06804,2023
COMPUSDT,7.454702776208875,1686441600000,1688601600000,26.16,2023
DASHUSDT,0.7722374853509594,1686441600000,1688601600000,29.08,2023
DUSKUSDT,0.8365398007416804,1686441600000,1688601600000,0.09943,2023
EGLDUSDT,0.9474301117932045,1686441600000,1688601600000,30.03,2023
ENSUSDT,1.30553548017161,1686441600000,1688601600000,7.4,2023
FLOWUSDT,1.268926188604913,1686441600000,1688601600000,0.504,2023
GMTUSDT,0.6744295241281673,1686441600000,1688601600000,0.1899,2023
HBARUSDT,0.36474817894993233,1686441600000,1688601600000,0.0443,2023
HOTUSDT,0.42463718276637386,1686441600000,1688601600000,0.001248,2023
ICPUSDT,0.6519368103841612,1686441600000,1688601600000,3.655,2023
JASMYUSDT,0.6505081745492844,1686441600000,1688601600000,0.003409,2023
MANAUSDT,0.4801802575620522,1686441600000,1688601600000,0.3402,2023
NEARUSDT,0.5311868613472056,1686441600000,1688601600000,1.208,2023
PEOPLEUSDT,0.4601627050391316,1686441600000,1688601600000,0.01129,2023
SUIUSDT,0.22934626206281808,1686441600000,1688601600000,0.6047,2023
SUSHIUSDT,0.6885679708805508,1686441600000,1688601600000,0.568,2023
THETAUSDT,0.6793628765782809,1686441600000,1688601600000,0.6472,2023
TLMUSDT,0.44921484516929133,1686441600000,1688601600000,0.01015,2023
UMAUSDT,0.1280006782870089,1686441600000,1688601600000,1.521,2023
UNIUSDT,2.542845608073081,1686441600000,1688601600000,4.058,2023
XTZUSDT,0.6963083589379311,1686441600000,1688601600000,0.719,2023
XVSUSDT,1.1400108638188304,1686441600000,1688601600000,3.325,2023
CRVUSDT,1.7053900641223392,1686528000000,1688688000000,0.634,2023
RUNEUSDT,1.403223318532682,1686528000000,1688688000000,0.845,2023
SOLUSDT,2.4115415382265724,1686700800000,1688860800000,14.476,2023
BLURUSDT,-1.0,1692144000000,1692230400000,0.2464,2023
CHZUSDT,-1.0,1692144000000,1692230400000,0.06783,2023
ETCUSDT,-1.0,1692144000000,1692230400000,16.233,2023
FILUSDT,-1.0,1692144000000,1692230400000,3.727,2023
KAVAUSDT,-1.0,1692144000000,1692230400000,0.7271,2023
LTCUSDT,-1.0,1692144000000,1692230400000,74.53,2023
MANAUSDT,-1.0,1692144000000,1692230400000,0.3282,2023
SANDUSDT,-1.0,1692144000000,1692230400000,0.3564,2023
SUIUSDT,-1.0,1692144000000,1692230400000,0.5268,2023
ADAUSDT,-0.46087410269057527,1692230400000,1694390400000,0.2549,2023
ARBUSDT,-1.0,1692230400000,1694304000000,0.9836,2023
ATOMUSDT,-1.0,1692230400000,1694304000000,7.385,2023
AVAXUSDT,-1.0,1692230400000,1694304000000,10.569,2023
AXSUSDT,-1.0,1692230400000,1694390400000,4.831,2023
BCHUSDT,0.011608320278549647,1692230400000,1694390400000,183.71,2023
BNBUSDT,-1.0,1692230400000,1692662400000,217.89,2023
DOTUSDT,-1.0,1692230400000,1694390400000,4.424,2023
ICPUSDT,-1.0,1692230400000,1694390400000,3.401,2023
SNXUSDT,-0.08478293225624431,1692230400000,1694390400000,2.073,2023
XLMUSDT,0.7782722241154266,1692230400000,1694390400000,0.11306,2023
XMRUSDT,-0.1674046020714684,1692230400000,1694390400000,141.45,2023
CFXUSDT,-0.5720998533253627,1692316800000,1694476800000,0.1282,2023
CHZUSDT,-1.0,1692316800000,1694304000000,0.06364,2023
ENJUSDT,-0.5163819497776679,1692316800000,1694476800000,0.2418,2023
ETHUSDT,-1.0,1692316800000,1694390400000,1660.76,2023
FILUSDT,-1.0,1692316800000,1694304000000,3.499,2023
GMTUSDT,-0.7577423399727676,1692316800000,1694476800000,0.1638,2023
IOTAUSDT,0.9226076929090665,1692316800000,1694476800000,0.1451,2023
ONEUSDT,-0.3756894120278679,1692316800000,1694476800000,0.00973,2023
SANDUSDT,-1.0,1692316800000,1694304000000,0.3276,2023
SUIUSDT,-0.6671703565890639,1692316800000,1694476800000,0.4835,2023
TUSDT,-1.0,1692316800000,1694304000000,0.01902,2023
ZECUSDT,0.12315842141823069,1692316800000,1694476800000,24.37,2023
ZILUSDT,-0.7082829496515906,1692316800000,1694476800000,0.01667,2023
BTCUSDT,0.07415731492706268,1692403200000,1694563200000,26088.3,2023
LTCUSDT,-0.2266273706974111,1692403200000,1694563200000,64.1,2023
CRVUSDT,-0.43280921785735615,1692748800000,1694908800000,0.467,2023
BNTUSDT,0.058556405353728545,1692921600000,1695081600000,0.4085,2023
GALAUSDT,-1.0,1693785600000,1695168000000,0.01583,2023
APEUSDT,-0.8414466325896085,1694304000000,1696464000000,1.225,2023
MAGICUSDT,1.153386678501307,1694304000000,1696464000000,0.4565,2023
1000PEPEUSDT,0.3673679095779225,1694390400000,1696550400000,0.0006688,2023
EGLDUSDT,0.7180052223095706,1694390400000,1696550400000,22.69,2023
GRTUSDT,0.8469798703595313,1694390400000,1696550400000,0.07842,2023
DOTUSDT,0.20637636111453556,1694476800000,1696636800000,3.984,2023
IMXUSDT,1.2777390761090694,1694476800000,1696636800000,0.4852,2023
STGUSDT,-0.22757588275727933,1694476800000,1696636800000,0.4525,2023
CFXUSDT,4.989610016747263,1697673600000,1699833600000,0.1017,2023
