equity
10000.0
10021.250908414877
9996.19778114384
10020.265119409738
10039.00133727998
10058.68221990126
10082.777627519974
10109.030856839474
10093.740291165634
10125.976318421983
10186.370470209271
10160.904544033749
10159.131951551866
10158.699497597338
10166.409851189885
10186.36502183833
10204.484904690727
10201.438864446165
10295.073533800605
10417.468856148475
10408.505408104536
10400.672803898995
10374.671121889247
10376.72645070709
10387.920596208678
10415.589410291457
10448.194635210204
10451.903834092114
10470.564675024742
10484.429980909646
10506.90787047934
10536.343358191953
10538.966404108196
10555.247154321025
10567.328530125793
10565.40892326359
10568.58166909866
10552.73047214791
10526.34864596754
10500.032774352621
10473.78269241674
10447.598235685698
10421.479240096483
10395.425541996243
10369.436978141252
10381.4199236667
10396.857965193645
10405.221331200873
10414.627517121173
10427.475548558392
10441.408422191613
10443.92250125772
10436.63903895756
10443.442367752341
10467.364619232492
10486.804576442506
10495.319095130642
10502.140958579925
10498.19641524099
10510.852752273191
10518.646772646764
10531.36221652639
10547.393973412529
10569.041380292201
10586.016689895221
10587.498325074863
10607.865144827198
10618.279605746078
10619.809379010221
10622.074121125059
10632.509985659663
10629.529926140225
10648.187528610977
10652.406318888241
10661.911099174107
10659.821196620993
10663.76970204874
10643.763604334164
10637.81413841254
10645.016939386802
10618.404397038335
10657.758240237403
10679.08438419495
10710.918129423731
10695.314900041087
10706.551859807078
10729.313920569057
10754.38842866019
10783.601206152262
10791.528349004435
10764.549528131924
10771.775765617238
10774.472233905932
10783.626370230473
10790.181877981453
10810.485550948459
10783.459337071088
10789.066187293403
10823.702752992345
10796.643496109864
10809.610092447469
10831.804054585755
10804.724544449291
10832.871872522246
10845.829818040414
10836.180274398681
10809.089823712684
10847.50375439001
10820.384995004035
10835.102864636652
10808.015107475061
10780.995069706374
10754.042582032109
10727.157475577029
10700.339581888087
10673.588732933367
10646.904761101034
10620.28749919828
10627.932957654413
10643.41706685338
10668.154668413075
10721.464906613171
10724.881917103512
10752.399632355437
10779.960490439884
10789.969717712682
10800.062982098865
10823.396184858124
10850.676510739999
10869.47633190354
10878.675203545516
10885.197736507496
10857.984742166227
10867.08866022658
10865.545917584659
10905.143357588098
10940.294378130058
10960.981493315512
10967.32751264903
10939.909193867406
10977.665059842713
11061.4750487528
11100.549345322228
11124.461354397605
11147.54344874862
11195.17246988736
11167.184538712641
11303.316512531428
11372.252261841762
11469.570990602751
11528.012990085737
11651.407092586343
11976.755798653981
12055.740427685163
12155.348227910328
12124.959857340553
12594.561255953131
12853.450915678495
13079.736025815975
13236.491638117997
13384.1990623489
13608.70220714062
13784.484189081402
13806.988664846544
13835.311572135244
13874.32369411503
13984.974130317603
14054.22658403647
14111.70881559191
14152.622521346875
14205.84558788683
14244.96689315835
14225.205464494647
14236.272517498403
14217.538273582322
14181.994427898366
14221.03707660442
14251.312919610436
14271.55584449315
14287.241640900127
14292.754385991875
14297.560121563823
14292.466520380322
14320.101499795403
14337.953416467148
14605.166369314376
14633.363011689806
14663.966488134754
14698.699196657717
14746.673379941734
14793.454480058263
14818.397336221256
14831.909794829615
14847.65524580542
14871.854578312004
14896.040235746756
14913.922196839394
14933.727395644682
14950.907256631424
14959.479593365815
14985.231139638398
15010.682163971436
15027.539717131871
15032.348555323815
15127.910909081138
15154.245136129291
15197.435146349693
15262.229033596514
15315.769822778337
15408.106360572205
15369.586094670774
15331.162129434097
15292.834224110511
15254.602138550235
15216.46563320386
15178.42446912085
15140.478407948047
15102.627211928177
15064.870643898355
15047.513122047965
15009.894339242845
14972.369603394738
14934.93867938625
14897.601332687786
14898.033673006916
14860.788588824398
14823.636617352337
14786.577525808956
14783.443402307275
14812.20726074927
14806.008181593555
14784.831893820996
14747.869814086444
14728.83097966228
14692.008902213123
14655.27887995759
14627.516566678958
14661.25521496039
14647.485019082143
14610.866306534439
14586.496464324924
14550.030223164113
14554.510120048793
14528.738341652388
14531.431872214125
14523.198821719954
14507.484385912916
14509.608151253828
14473.334130875694
14442.88778520877
14484.533371135143
14497.836252999557
14523.860058354165
14554.613601127527
14562.1229216086
14608.639405328706
14600.32797030733
14782.452827028432
