tf,level,cb,ap,lookback_n,hb,am,n,avg_r,total_r,win_rate,pf,y2019_n,y2019_total,y2019_avg,y2020_n,y2020_total,y2020_avg,y2021_n,y2021_total,y2021_avg,y2022_n,y2022_total,y2022_avg,y2023_n,y2023_total,y2023_avg,y2024_n,y2024_total,y2024_avg,y2025_n,y2025_total,y2025_avg,y2026_n,y2026_total,y2026_avg,y2022_positive,r2025_share,flag_2025_conc
4h,2,15.0,20.0,5.0,30.0,2.0,645,0.12483736847149947,80.52010266411716,0.4124031007751938,1.2289979163558342,0.0,0.0,,67.0,-9.441886484968169,-0.14092367888012192,148.0,-20.232380713246368,-0.13670527508950248,27.0,10.003234507248157,0.37049016693511694,52.0,-21.197629475798397,-0.4076467206884307,154.0,78.79209419602168,0.5116369752988421,144.0,36.23070517187395,0.2516021192491247,53.0,6.365965462986304,0.12011255590540196,True,0.4499585069210268,True
4h,3,15.0,20.0,5.0,30.0,2.0,3,0.5494156466260428,1.6482469398781285,0.6666666666666666,2.6482469398781285,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,1.0,1.011573684037729,1.011573684037729,2.0,0.6366732558403998,0.3183366279201999,0.0,0.0,,False,0.3862729791492745,False
8h,2,15.0,20.0,10.0,15.0,2.0,209,0.22903541621358034,47.86840198863829,0.507177033492823,1.575042483356636,0.0,0.0,,25.0,7.451582635211981,0.29806330540847925,35.0,-4.342248696676746,-0.12406424847647846,7.0,3.2011884351021958,0.457312633586028,17.0,9.329322404775542,0.5487836708691496,40.0,18.118485249703962,0.45296213124259904,63.0,19.47375428032566,0.30910721079882003,22.0,-5.363682319804307,-0.24380374180928668,True,0.4068185581993695,True
8h,3,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
