symbol,entry_ts,r,funding,year,tf,level
CELRUSDT,1712131200000,-1.0,0.00022635,2024,4h,2
CELRUSDT,1717617600000,5.455846285544103,0.00030523,2024,4h,2
CELRUSDT,1744560000000,-1.0,0.0001,2025,4h,2
CELRUSDT,1764432000000,1.4377691829490657,0.00050458,2025,4h,2
CFXUSDT,1712620800000,7.363309435499657,0.00023301,2024,4h,2
CFXUSDT,1717300800000,-1.0,0.00033004,2024,4h,2
CHILLGUYUSDT,1737201600000,-1.0,0.00040005,2025,4h,2
CHILLGUYUSDT,1742860800000,-1.0,0.00035028,2025,4h,2
CHILLGUYUSDT,1770206400000,0.7762455784203877,0.00026804,2026,4h,2
CHILLGUYUSDT,1774339200000,1.58939692380851,0.00025826,2026,4h,2
CHILLGUYUSDT,1775433600000,-1.0,0.00022086,2026,4h,2
CHRUSDT,1709856000000,-1.0,0.00056025,2024,4h,2
CHRUSDT,1772798400000,0.08822174227264516,0.00052963,2026,4h,2
CHZUSDT,1620849600000,-1.0,0.0002269,2021,4h,2
CHZUSDT,1710748800000,0.09244158983037316,0.00021163,2024,4h,2
CHZUSDT,1762128000000,-1.0,0.0001,2025,4h,2
CKBUSDT,1689350400000,0.5192151351068223,0.00021601,2023,4h,2
CKBUSDT,1731945600000,-1.0,0.00036925,2024,4h,2
CKBUSDT,1761624000000,-1.0,0.0001,2025,4h,2
COMPUSDT,1602172800000,-1.0,0.00051281,2020,4h,2
COMPUSDT,1617019200000,-1.0,0.00024091,2021,4h,2
COMPUSDT,1630353600000,-1.0,0.00031493,2021,4h,2
COMPUSDT,1633507200000,-1.0,0.00021222,2021,4h,2
COMPUSDT,1633636800000,0.7434133911033758,0.000515,2021,4h,2
COMPUSDT,1635062400000,-1.0,0.000662,2021,4h,2
COMPUSDT,1636560000000,-0.2137946288692583,0.00045847,2021,4h,2
COMPUSDT,1637020800000,0.1704100250240277,0.00022067,2021,4h,2
COMPUSDT,1637856000000,-0.022928092133848204,0.00025041,2021,4h,2
COMPUSDT,1638547200000,2.017425589546185,0.00020233,2021,4h,2
COMPUSDT,1639065600000,0.5560196964356808,0.0001,2021,4h,2
COTIUSDT,1620619200000,-1.0,0.00040567,2021,4h,2
COTIUSDT,1634659200000,-1.0,0.00021529,2021,4h,2
COTIUSDT,1636977600000,1.8636992047390275,0.00061608,2021,4h,2
COTIUSDT,1684814400000,0.2878182832284929,0.00047429,2023,4h,2
COTIUSDT,1685505600000,-1.0,0.00056899,2023,4h,2
COTIUSDT,1687320000000,-1.0,0.00027042,2023,4h,2
COTIUSDT,1688126400000,-1.0,0.00041109,2023,4h,2
COTIUSDT,1691352000000,0.11811297923250108,0.00052176,2023,4h,2
COTIUSDT,1691856000000,-1.0,0.00023774,2023,4h,2
COTIUSDT,1696752000000,-1.0,0.00034063,2023,4h,2
CRVUSDT,1606680000000,-1.0,0.00044594,2020,4h,2
CRVUSDT,1608134400000,-1.0,0.00099699,2020,4h,2
CRVUSDT,1615334400000,0.49798545409894335,0.00073241,2021,4h,2
CRVUSDT,1685448000000,-0.6996290765116439,0.0001,2023,4h,2
CRVUSDT,1717776000000,1.2236338312188992,0.0001,2024,4h,2
CTSIUSDT,1700496000000,-1.0,0.00023437,2023,4h,2
CTSIUSDT,1711425600000,0.5682471438344955,0.00027361,2024,4h,2
DASHUSDT,1592308800000,0.5526377829034235,0.00029015,2020,4h,2
DASHUSDT,1598774400000,-1.0,0.00021563,2020,4h,2
DASHUSDT,1604851200000,-1.0,0.00023978,2020,4h,2
DASHUSDT,1609732800000,-1.0,0.00152434,2021,4h,2
DASHUSDT,1612051200000,-1.0,0.00043791,2021,4h,2
DASHUSDT,1616947200000,-1.0,0.00042183,2021,4h,2
DASHUSDT,1644595200000,0.13670973767654923,0.0001,2022,4h,2
DASHUSDT,1663070400000,0.29692271521461605,0.0001,2022,4h,2
DODOXUSDT,1697947200000,-1.0,0.00042835,2023,4h,2
DODOXUSDT,1712822400000,5.200182296831907,0.00026515,2024,4h,2
DODOXUSDT,1766232000000,-1.0,0.00020405,2025,4h,2
DODOXUSDT,1767542400000,-1.0,0.00040653,2026,4h,2
DODOXUSDT,1767859200000,0.4786350412279911,0.00025879,2026,4h,2
DODOXUSDT,1768348800000,-1.0,0.00050528,2026,4h,2
DOGEUSDT,1616745600000,-0.23172646155539794,0.00029598,2021,4h,2
DOGEUSDT,1636819200000,2.334017202374553,0.00024047,2021,4h,2
DOGEUSDT,1695571200000,-1.0,0.0001,2023,4h,2
DOTUSDT,1619107200000,0.09915872835915386,0.00039735,2021,4h,2
DOTUSDT,1711944000000,2.2695520469324606,0.00073797,2024,4h,2
DOTUSDT,1717776000000,-0.3049307543220355,0.00025084,2024,4h,2
DRIFTUSDT,1738627200000,-0.217860753346441,0.00048386,2025,4h,2
DRIFTUSDT,1775937600000,-1.0,0.00048192,2026,4h,2
DUSKUSDT,1710936000000,-1.0,0.00021653,2024,4h,2
DUSKUSDT,1731801600000,-1.0,0.00023991,2024,4h,2
DUSKUSDT,1742990400000,3.1932148623240537,0.0001,2025,4h,2
DYDXUSDT,1635724800000,-1.0,0.00039281,2021,4h,2
DYDXUSDT,1636084800000,-1.0,0.00058077,2021,4h,2
DYDXUSDT,1636560000000,0.9289985446360942,0.00048904,2021,4h,2
DYDXUSDT,1637006400000,0.3720426274017863,0.00048297,2021,4h,2
DYDXUSDT,1638374400000,-1.0,0.00026857,2021,4h,2
DYDXUSDT,1703160000000,-1.0,0.00024482,2023,4h,2
DYDXUSDT,1710705600000,1.0259014466838432,0.00025633,2024,4h,2
DYDXUSDT,1717776000000,0.7050632823569181,0.00022182,2024,4h,2
DYDXUSDT,1721736000000,0.26337572014401817,0.0001,2024,4h,2
DYDXUSDT,1743624000000,1.0142461471989237,0.0001,2025,4h,2
DYMUSDT,1711814400000,1.8298424705919756,0.00048138,2024,4h,2
DYMUSDT,1712462400000,1.9618468041136452,0.00023716,2024,4h,2
DYMUSDT,1712923200000,2.677943533876104,0.00026333,2024,4h,2
DYMUSDT,1730894400000,-1.0,0.00036125,2024,4h,2
EDUUSDT,1712462400000,-1.0,0.00022576,2024,4h,2
EDUUSDT,1766937600000,-1.0,0.0001,2025,4h,2
EDUUSDT,1780401600000,4.434458994431145,0.0001,2026,4h,2
EGLDUSDT,1605600000000,-1.0,0.00063774,2020,4h,2
EGLDUSDT,1711872000000,2.8194011240333485,0.00055556,2024,4h,2
EGLDUSDT,1743624000000,2.3307761017612987,0.0001,2025,4h,2
ENJUSDT,1605801600000,-1.0,0.00031473,2020,4h,2
ENJUSDT,1607587200000,-1.0,0.00020634,2020,4h,2
ENJUSDT,1609185600000,0.7208712929922579,0.00050609,2020,4h,2
ENJUSDT,1609689600000,-1.0,0.00052359,2021,4h,2
ENJUSDT,1609732800000,-1.0,0.00152262,2021,4h,2
ENJUSDT,1620216000000,0.3764727594520838,0.0006458,2021,4h,2
ENJUSDT,1685966400000,4.12246821440523,0.0001,2023,4h,2
ENJUSDT,1711713600000,1.646935578577273,0.00038822,2024,4h,2
ENJUSDT,1712664000000,5.79246301590695,0.00021628,2024,4h,2
ENSUSDT,1702742400000,0.6324478381376042,0.00031565,2023,4h,2
ENSUSDT,1703203200000,-1.0,0.00057147,2023,4h,2
ENSUSDT,1709136000000,-1.0,0.00082901,2024,4h,2
ENSUSDT,1710576000000,1.0620255790266884,0.0003908,2024,4h,2
ENSUSDT,1711339200000,-1.0,0.00020665,2024,4h,2
ETCUSDT,1583625600000,8.414187410341944,0.00032105,2020,4h,2
ETCUSDT,1595001600000,-1.0,0.00021471,2020,4h,2
ETCUSDT,1598140800000,0.9913331433142559,0.0002712,2020,4h,2
ETCUSDT,1598688000000,1.3893976528684728,0.00271385,2020,4h,2
ETCUSDT,1599163200000,0.8086786624251603,0.0009084,2020,4h,2
ETCUSDT,1599984000000,0.0,0.00062084,2020,4h,2
ETCUSDT,1602000000000,-1.0,0.00053055,2020,4h,2
ETCUSDT,1637841600000,0.8204166563779459,0.00040492,2021,4h,2
ETHUSDT,1582948800000,0.1515187173859799,0.00040998,2020,4h,2
ETHUSDT,1614614400000,-1.0,0.00033427,2021,4h,2
ETHUSDT,1615017600000,-1.0,0.00057512,2021,4h,2
ETHWUSDT,1736179200000,3.380503063679918,0.00025472,2025,4h,2
ETHWUSDT,1758240000000,3.4936028828298205,0.00021233,2025,4h,2
ETHWUSDT,1759780800000,8.156058826447254,0.00038924,2025,4h,2
ETHWUSDT,1775217600000,-1.0,0.00023284,2026,4h,2
FARTCOINUSDT,1740081600000,0.8017091424867379,0.00023808,2025,4h,2
FARTCOINUSDT,1740614400000,-1.0,0.0002059,2025,4h,2
FARTCOINUSDT,1741838400000,-1.0,0.00020378,2025,4h,2
FARTCOINUSDT,1742054400000,-1.0,0.00028101,2025,4h,2
FARTCOINUSDT,1755086400000,1.2868457190121758,0.00031058,2025,4h,2
FARTCOINUSDT,1757491200000,-1.0,0.00020942,2025,4h,2
FETUSDT,1690185600000,-0.2907193770425746,0.0001,2023,4h,2
FETUSDT,1731916800000,-0.5561605650244448,0.00048191,2024,4h,2
FIDAUSDT,1731945600000,-0.5293726779129374,0.00025604,2024,4h,2
FILUSDT,1609948800000,-1.0,0.00146594,2021,4h,2
FILUSDT,1610222400000,-1.0,0.00109407,2021,4h,2
FILUSDT,1611388800000,0.5429545252704779,0.00050859,2021,4h,2
FILUSDT,1611892800000,-1.0,0.00066145,2021,4h,2
FILUSDT,1612094400000,-1.0,0.00128704,2021,4h,2
FILUSDT,1612166400000,-1.0,0.00065966,2021,4h,2
FILUSDT,1620619200000,2.6520834489846496,0.00083121,2021,4h,2
FILUSDT,1634385600000,0.2523692699038433,0.00059657,2021,4h,2
FILUSDT,1635307200000,-1.0,0.00064524,2021,4h,2
FILUSDT,1635854400000,0.5631859170299015,0.00036407,2021,4h,2
FILUSDT,1636819200000,3.2038036859457475,0.00021729,2021,4h,2
FILUSDT,1716825600000,0.9915159527798962,0.00020475,2024,4h,2
FILUSDT,1717401600000,-1.0,0.00021292,2024,4h,2
FILUSDT,1766649600000,-1.0,0.0001,2025,4h,2
FLOWUSDT,1690848000000,-1.0,0.0001,2023,4h,2
FLOWUSDT,1770062400000,0.907051482357664,0.0008065,2026,4h,2
GALAUSDT,1636372800000,-1.0,0.00090406,2021,4h,2
GALAUSDT,1716854400000,0.7118524102881497,0.00021109,2024,4h,2
GALAUSDT,1743624000000,1.1556746700161662,0.0001,2025,4h,2
GASUSDT,1702555200000,0.6746607819712425,0.00031335,2023,4h,2
GASUSDT,1703260800000,-1.0,0.00042991,2023,4h,2
GASUSDT,1703851200000,0.544191810501145,0.00052126,2023,4h,2
GASUSDT,1709136000000,-1.0,0.00051713,2024,4h,2
GLMUSDT,1717776000000,0.0786330246655625,0.00010143,2024,4h,2
GMTUSDT,1681732800000,-1.0,0.00047386,2023,4h,2
GMTUSDT,1681891200000,2.0926374358956816,0.000247,2023,4h,2
GMTUSDT,1688544000000,1.0363049851292734,0.0001,2023,4h,2
GMTUSDT,1703088000000,-1.0,0.00021452,2023,4h,2
GMTUSDT,1707782400000,-1.0,0.00046068,2024,4h,2
GMTUSDT,1708804800000,-1.0,0.00034441,2024,4h,2
GMTUSDT,1711180800000,-1.0,0.00025538,2024,4h,2
GMTUSDT,1717776000000,0.5330583969630148,0.00031373,2024,4h,2
GMTUSDT,1742803200000,-1.0,0.00028376,2025,4h,2
GMTUSDT,1760097600000,3.437990637192283,0.0001,2025,4h,2
GMXUSDT,1703289600000,-1.0,0.00045555,2023,4h,2
GMXUSDT,1707940800000,-1.0,0.00039206,2024,4h,2
GMXUSDT,1708056000000,-1.0,0.00048583,2024,4h,2
GMXUSDT,1710705600000,1.4426661089050112,0.00031595,2024,4h,2
GMXUSDT,1711800000000,2.580795539528303,0.00055865,2024,4h,2
GMXUSDT,1712390400000,1.545804486896283,0.00025538,2024,4h,2
GMXUSDT,1743624000000,-1.0,0.0001,2025,4h,2
GOATUSDT,1734422400000,2.2163808270239693,0.00025446,2024,4h,2
GOATUSDT,1735560000000,-1.0,0.00021189,2024,4h,2
GOATUSDT,1737273600000,-1.0,0.00041763,2025,4h,2
GOATUSDT,1737331200000,-1.0,0.00065776,2025,4h,2
GRIFFAINUSDT,1756569600000,1.014404203613596,0.00026781,2025,4h,2
GRIFFAINUSDT,1759579200000,-1.0,0.00024944,2025,4h,2
GRIFFAINUSDT,1763640000000,0.2580360240176469,0.00048515,2025,4h,2
GRIFFAINUSDT,1764086400000,-1.0,0.0002526,2025,4h,2
GRIFFAINUSDT,1765800000000,-1.0,0.00029992,2025,4h,2
GRIFFAINUSDT,1774180800000,-1.0,0.00047861,2026,4h,2
GRIFFAINUSDT,1778443200000,3.0905931511483313,0.00021781,2026,4h,2
GRTUSDT,1615910400000,0.018164672529969464,0.00035122,2021,4h,2
GRTUSDT,1616572800000,-1.0,0.00029188,2021,4h,2
GRTUSDT,1617868800000,-1.0,0.00049365,2021,4h,2
GRTUSDT,1620216000000,-1.0,0.00063923,2021,4h,2
GRTUSDT,1620619200000,1.1365856541020802,0.00105027,2021,4h,2
GRTUSDT,1637856000000,-1.0,0.00033348,2021,4h,2
GRTUSDT,1743624000000,1.421208843446861,0.0001,2025,4h,2
GRTUSDT,1760097600000,2.3482724906845514,0.0001,2025,4h,2
GTCUSDT,1633636800000,1.5205312797778605,0.0005024,2021,4h,2
GTCUSDT,1635321600000,-1.0,0.00070827,2021,4h,2
GTCUSDT,1635724800000,-1.0,0.00034963,2021,4h,2
GTCUSDT,1636185600000,-1.0,0.00050518,2021,4h,2
GTCUSDT,1759953600000,-1.0,0.00024404,2025,4h,2
GTCUSDT,1776124800000,-1.0,0.00063664,2026,4h,2
GUSDT,1732320000000,-1.0,0.00027588,2024,4h,2
HBARUSDT,1620316800000,0.9008295634077922,0.00168426,2021,4h,2
HBARUSDT,1637712000000,1.2011130334635154,0.00021751,2021,4h,2
HFTUSDT,1779710400000,0.6067431475622159,0.00024741,2026,4h,2
HIGHUSDT,1704268800000,3.956044639325014,0.00047984,2024,4h,2
HIGHUSDT,1730462400000,-0.611908107228123,0.0001,2024,4h,2
HIGHUSDT,1774598400000,-0.7369637783953561,0.00055583,2026,4h,2
HIGHUSDT,1775952000000,1.9111574822430102,0.00027343,2026,4h,2
HOTUSDT,1685966400000,-1.0,0.0001,2023,4h,2
HOTUSDT,1743624000000,0.3753414562845377,0.0001,2025,4h,2
ICPUSDT,1709136000000,-1.0,0.00063072,2024,4h,2
ICPUSDT,1710576000000,0.8101509785065633,0.00028498,2024,4h,2
ICPUSDT,1760097600000,3.8871337732466085,0.0001,2025,4h,2
ICXUSDT,1604851200000,-1.0,0.00069831,2020,4h,2
ICXUSDT,1605427200000,-0.048804657874749996,0.00090729,2020,4h,2
ICXUSDT,1605873600000,-1.0,0.00033796,2020,4h,2
ICXUSDT,1638374400000,4.786552609993131,0.00029816,2021,4h,2
ICXUSDT,1641398400000,2.855308454870031,0.0001,2022,4h,2
ICXUSDT,1712822400000,-1.0,0.00033283,2024,4h,2
ICXUSDT,1717776000000,0.7118178190012843,0.00024656,2024,4h,2
ICXUSDT,1743624000000,1.6583956073060953,0.0001,2025,4h,2
ICXUSDT,1771243200000,-0.21565255570197814,0.0001,2026,4h,2
IDUSDT,1711800000000,1.3838996007913624,0.00034712,2024,4h,2
ILVUSDT,1704139200000,1.8367725938286028,0.00034381,2024,4h,2
INJUSDT,1708056000000,-1.0,0.0005035,2024,4h,2
INJUSDT,1708776000000,-1.0,0.00035698,2024,4h,2
INJUSDT,1711339200000,-1.0,0.00022559,2024,4h,2
INJUSDT,1711872000000,2.906961122422451,0.0005963,2024,4h,2
INJUSDT,1712822400000,4.1121952551289205,0.00022663,2024,4h,2
IOSTUSDT,1587369600000,-1.0,0.00033982,2020,4h,2
IOSTUSDT,1596456000000,-1.0,0.00051328,2020,4h,2
IOSTUSDT,1601064000000,-0.011035259941405121,0.00021647,2020,4h,2
IOSTUSDT,1602532800000,-1.0,0.00051475,2020,4h,2
IOSTUSDT,1604664000000,-1.0,0.00035602,2020,4h,2
IOSTUSDT,1604880000000,-0.3644496627059644,0.00028489,2020,4h,2
IOSTUSDT,1605427200000,0.09038225124215916,0.00031497,2020,4h,2
IOSTUSDT,1605873600000,-1.0,0.00027123,2020,4h,2
IOSTUSDT,1609732800000,-1.0,0.00148951,2021,4h,2
IOSTUSDT,1634385600000,0.5003056121050515,0.00060381,2021,4h,2
IOSTUSDT,1634961600000,2.825686001720951,0.0004583,2021,4h,2
IOSTUSDT,1636560000000,0.891425669985731,0.00058631,2021,4h,2
IOSTUSDT,1637006400000,2.1148055534089947,0.00040085,2021,4h,2
IOSTUSDT,1637870400000,-1.0,0.00053988,2021,4h,2
IOSTUSDT,1711339200000,-1.0,0.00024831,2024,4h,2
IOSTUSDT,1712505600000,-1.0,0.00024188,2024,4h,2
IOSTUSDT,1760097600000,3.045556373865538,0.0001,2025,4h,2
IOTAUSDT,1605283200000,-1.0,0.00046949,2020,4h,2
IOTAUSDT,1609286400000,-1.0,0.00066783,2020,4h,2
IOTAUSDT,1630195200000,-1.0,0.00067152,2021,4h,2
IOTAUSDT,1634616000000,-1.0,0.00052986,2021,4h,2
IOTAUSDT,1634774400000,-1.0,0.00037061,2021,4h,2
IOTAUSDT,1649620800000,1.1077534578503772,0.0001,2022,4h,2
IOTAUSDT,1722772800000,-0.5357949569960447,0.0001,2024,4h,2
IOTAUSDT,1758513600000,0.39470070301468174,0.0001,2025,4h,2
IOTXUSDT,1634500800000,-1.0,0.00057684,2021,4h,2
IOTXUSDT,1635062400000,-1.0,0.00093917,2021,4h,2
IOTXUSDT,1635307200000,-1.0,0.00044751,2021,4h,2
JASMYUSDT,1664136000000,0.7819407308197892,0.00048356,2022,4h,2
JASMYUSDT,1760097600000,1.8932362944132184,0.0001,2025,4h,2
AVAAIUSDT,1760097600000,1.6366732558403998,0.00021813,2025,4h,3
DYMUSDT,1711944000000,1.011573684037729,0.00054743,2024,4h,3
GOATUSDT,1737316800000,-1.0,0.00030367,2025,4h,3
1000RATSUSDT,1711324800000,0.13719292578737155,0.00038369,2024,8h,2
1000RATSUSDT,1714924800000,1.0947323546201246,0.00031607,2024,8h,2
1000RATSUSDT,1716336000000,0.02337486533250851,0.0003904,2024,8h,2
1000RATSUSDT,1735056000000,0.3328402835198337,0.00026777,2024,8h,2
1000RATSUSDT,1736236800000,1.3894696736578853,0.00048232,2025,8h,2
1000RATSUSDT,1736985600000,3.1329967518453055,0.00060548,2025,8h,2
1000RATSUSDT,1739548800000,-1.0,0.00035905,2025,8h,2
1000RATSUSDT,1740211200000,-1.0,0.00059093,2025,8h,2
1000RATSUSDT,1740499200000,-1.0,0.00030233,2025,8h,2
1000RATSUSDT,1741132800000,0.9995029116237938,0.00024283,2025,8h,2
1000RATSUSDT,1742140800000,-1.0,0.00072244,2025,8h,2
1000RATSUSDT,1742688000000,-1.0,0.00038878,2025,8h,2
1000RATSUSDT,1743609600000,1.2258245569634796,0.00022391,2025,8h,2
1000RATSUSDT,1747958400000,0.4856175261253651,0.00026346,2025,8h,2
1000RATSUSDT,1748419200000,0.6878683400807692,0.00020446,2025,8h,2
1000RATSUSDT,1750089600000,1.063369573171306,0.00029472,2025,8h,2
1000RATSUSDT,1753689600000,0.8868415714132202,0.00062269,2025,8h,2
1000RATSUSDT,1777334400000,-0.26046527286340865,0.00040946,2026,8h,2
1000RATSUSDT,1779177600000,-1.0,0.00031686,2026,8h,2
1000SATSUSDT,1711497600000,-1.0,0.00028262,2024,8h,2
1000SHIBUSDT,1631001600000,-1.0,0.00037679,2021,8h,2
1000XECUSDT,1681891200000,0.682705311526076,0.00029021,2023,8h,2
AAVEUSDT,1634227200000,0.13932399128279357,0.00022141,2021,8h,2
AAVEUSDT,1634803200000,-1.0,0.00082042,2021,8h,2
AAVEUSDT,1637020800000,0.48024497362466667,0.00025922,2021,8h,2
AAVEUSDT,1637740800000,0.7919017915795029,0.00033346,2021,8h,2
ACEUSDT,1712620800000,5.755009588940712,0.00031023,2024,8h,2
ACHUSDT,1696262400000,0.5226964998414023,0.00031546,2023,8h,2
ACHUSDT,1706572800000,0.5794921778074424,0.00042406,2024,8h,2
ACHUSDT,1707811200000,-1.0,0.00098762,2024,8h,2
ACTUSDT,1764345600000,0.05765601683977202,0.0002616,2025,8h,2
ADAUSDT,1634803200000,-0.0779548854392814,0.00071331,2021,8h,2
ADAUSDT,1635926400000,0.20774080057465066,0.00037822,2021,8h,2
ADAUSDT,1717401600000,-1.0,0.00022998,2024,8h,2
AKTUSDT,1750147200000,1.237483407948781,0.00027753,2025,8h,2
AKTUSDT,1754784000000,-1.0,0.00048365,2025,8h,2
AKTUSDT,1756425600000,0.660199962714721,0.00038033,2025,8h,2
AKTUSDT,1757923200000,-0.44802549089857646,0.00041645,2025,8h,2
AKTUSDT,1758499200000,0.5888096868141363,0.00042788,2025,8h,2
AKTUSDT,1759392000000,-0.13411790857703684,0.00027192,2025,8h,2
AKTUSDT,1760083200000,2.4871062910091286,0.00024424,2025,8h,2
ALCHUSDT,1757721600000,0.3028009674275533,0.0002074,2025,8h,2
ALCHUSDT,1759564800000,-0.01746337705622703,0.00038407,2025,8h,2
ALCHUSDT,1761552000000,-1.0,0.00130342,2025,8h,2
ALCHUSDT,1780473600000,2.4016909933381996,0.00027518,2026,8h,2
ALGOUSDT,1603699200000,1.4800905551752521,0.00032566,2020,8h,2
ALICEUSDT,1634227200000,0.7261979495049785,0.0003927,2021,8h,2
ALICEUSDT,1634803200000,-0.43525802355490095,0.00091772,2021,8h,2
ALICEUSDT,1635321600000,-1.0,0.00061308,2021,8h,2
ANKRUSDT,1704268800000,0.9063885071582737,0.00022989,2024,8h,2
APEUSDT,1717776000000,0.6014348354408392,0.00028239,2024,8h,2
APTUSDT,1716825600000,0.8592266073925451,0.00024187,2024,8h,2
APTUSDT,1717776000000,0.17048873647687804,0.00025192,2024,8h,2
ARBUSDT,1710979200000,0.07378353632616587,0.00028778,2024,8h,2
ARBUSDT,1712620800000,5.239625152503782,0.00021393,2024,8h,2
ARCUSDT,1747900800000,1.0932769955628885,0.00021853,2025,8h,2
ARCUSDT,1753286400000,0.6133867101355915,0.00039773,2025,8h,2
ARCUSDT,1754784000000,-1.0,0.00041738,2025,8h,2
ARCUSDT,1754870400000,2.0905049185923037,0.00036143,2025,8h,2
ARCUSDT,1755907200000,1.507128481671507,0.00034034,2025,8h,2
ARCUSDT,1756425600000,-0.18275697216609313,0.00028597,2025,8h,2
ARCUSDT,1757116800000,-1.0,0.00031752,2025,8h,2
ARCUSDT,1758499200000,-1.0,0.000382,2025,8h,2
ARCUSDT,1759824000000,-1.0,0.00048494,2025,8h,2
ARCUSDT,1760112000000,-0.18231875800250028,0.0002915,2025,8h,2
ARCUSDT,1761638400000,-1.0,0.00032738,2025,8h,2
ARKUSDT,1708992000000,-1.0,0.00054015,2024,8h,2
ARPAUSDT,1716278400000,0.4447551684201352,0.00026972,2024,8h,2
ARUSDT,1681891200000,1.147822097116364,0.00029934,2023,8h,2
ARUSDT,1731254400000,1.0193190843722537,0.00026895,2024,8h,2
ASTRUSDT,1711440000000,0.4874963326892548,0.00025635,2024,8h,2
ASTRUSDT,1731398400000,-1.0,0.00052712,2024,8h,2
ATOMUSDT,1590566400000,-1.0,0.00020809,2020,8h,2
ATOMUSDT,1591084800000,-1.0,0.00077061,2020,8h,2
ATOMUSDT,1592928000000,1.6010054513074867,0.00023866,2020,8h,2
ATOMUSDT,1593676800000,-1.0,0.00032428,2020,8h,2
ATOMUSDT,1604736000000,-1.0,0.00067017,2020,8h,2
ATOMUSDT,1636963200000,1.2481128913235933,0.00049881,2021,8h,2
AUCTIONUSDT,1711497600000,-1.0,0.00028117,2024,8h,2
AUCTIONUSDT,1711958400000,0.8320552998539046,0.00031682,2024,8h,2
AVAAIUSDT,1756742400000,-0.06467999145104623,0.00024119,2025,8h,2
AVAAIUSDT,1757923200000,-1.0,0.00057759,2025,8h,2
AVAAIUSDT,1758499200000,0.15928026884328697,0.00034736,2025,8h,2
AVAAIUSDT,1759392000000,-1.0,0.00027794,2025,8h,2
AVAAIUSDT,1759996800000,1.8880168846161074,0.00020125,2025,8h,2
AVAAIUSDT,1762041600000,0.046328465413462826,0.00027767,2025,8h,2
AVAAIUSDT,1763366400000,1.2676540279374213,0.00064995,2025,8h,2
AVAAIUSDT,1764518400000,1.3019069835418509,0.00051932,2025,8h,2
AVAAIUSDT,1765238400000,0.8795503725885547,0.00023363,2025,8h,2
AVAAIUSDT,1768464000000,-1.0,0.00020458,2026,8h,2
AVAAIUSDT,1768780800000,-1.0,0.00032343,2026,8h,2
AVAAIUSDT,1768982400000,0.8878974045655079,0.00104599,2026,8h,2
AVAAIUSDT,1769961600000,-1.0,0.00095085,2026,8h,2
AVAAIUSDT,1772208000000,-0.3359685206917464,0.00055997,2026,8h,2
AVAAIUSDT,1775116800000,-1.0,0.00022736,2026,8h,2
AVAAIUSDT,1775779200000,-1.0,0.00022459,2026,8h,2
BANDUSDT,1606809600000,-1.0,0.00044951,2020,8h,2
BANDUSDT,1609200000000,-0.45782688680084765,0.00021202,2020,8h,2
BANDUSDT,1634284800000,-1.0,0.00022839,2021,8h,2
BANDUSDT,1637884800000,-1.0,0.0005113,2021,8h,2
BANUSDT,1745366400000,-1.0,0.00054816,2025,8h,2
BANUSDT,1759824000000,-1.0,0.00053867,2025,8h,2
BANUSDT,1763510400000,-1.0,0.00044903,2025,8h,2
BANUSDT,1763913600000,0.2806763932025281,0.00023491,2025,8h,2
BANUSDT,1765036800000,0.15574043389117737,0.00036308,2025,8h,2
BATUSDT,1634803200000,-0.2533626249107488,0.00046892,2021,8h,2
BATUSDT,1635264000000,-1.0,0.0009561,2021,8h,2
BCHUSDT,1635292800000,-0.23358750417600221,0.00048191,2021,8h,2
BELUSDT,1707811200000,-1.0,0.0002328,2024,8h,2
BIGTIMEUSDT,1717747200000,2.489839707870501,0.00031247,2024,8h,2
BNBUSDT,1591891200000,0.01917820007108187,0.00022627,2020,8h,2
BNBUSDT,1592956800000,1.5714160425108854,0.00022358,2020,8h,2
BNBUSDT,1594080000000,-1.0,0.00045655,2020,8h,2
BNBUSDT,1701676800000,-1.0,0.00035922,2023,8h,2
BSVUSDT,1754611200000,-1.0,0.00027368,2025,8h,2
BTCDOMUSDT,1636358400000,0.0,0.00035385,2021,8h,2
BTCDOMUSDT,1638576000000,1.1432663015602849,0.00082267,2021,8h,2
BTCDOMUSDT,1641139200000,-1.0,0.00028474,2022,8h,2
BTCDOMUSDT,1648857600000,-1.0,0.00054649,2022,8h,2
BTCDOMUSDT,1658851200000,1.1710399370760287,0.00034644,2022,8h,2
BTCDOMUSDT,1661558400000,0.8354624937038383,0.00042954,2022,8h,2
BTCDOMUSDT,1753804800000,-1.0,0.00072355,2025,8h,2
BTCDOMUSDT,1757030400000,0.6064355011642946,0.00029306,2025,8h,2
BTCDOMUSDT,1758873600000,-0.05101472523338343,0.00044848,2025,8h,2
BTCUSDT,1583596800000,7.407895612947665,0.00032714,2020,8h,2
BTCUSDT,1642694400000,1.7839906444703686,0.0001,2022,8h,2
C98USDT,1638576000000,-0.05560324535822009,0.00020285,2021,8h,2
CELRUSDT,1764432000000,0.7638157307336746,0.00050458,2025,8h,2
CFXUSDT,1717401600000,-1.0,0.0002429,2024,8h,2
CFXUSDT,1717776000000,0.5454107258378136,0.00023215,2024,8h,2
CHILLGUYUSDT,1742860800000,-1.0,0.00035028,2025,8h,2
CHILLGUYUSDT,1770278400000,0.1420136699042264,0.00023991,2026,8h,2
CHILLGUYUSDT,1775433600000,-1.0,0.00022086,2026,8h,2
CHZUSDT,1674403200000,-1.0,0.00020242,2023,8h,2
