symbol,entry_ts,r,funding,year,tf,level
ASTRUSDT,1710705600000,1.1069584740870213,0.00025171,2024,4h,2
ASTRUSDT,1711209600000,-1.0,0.00026408,2024,4h,2
ASTRUSDT,1711425600000,1.4562680596658557,0.00029877,2024,4h,2
ASTRUSDT,1711929600000,2.4536772886196703,0.0005956,2024,4h,2
ATOMUSDT,1586419200000,-1.0,0.00089725,2020,4h,2
ATOMUSDT,1587398400000,-1.0,0.00035506,2020,4h,2
ATOMUSDT,1589385600000,-0.41538163372845877,0.00026264,2020,4h,2
ATOMUSDT,1592697600000,-1.0,0.00086707,2020,4h,2
ATOMUSDT,1592827200000,-1.0,0.00062252,2020,4h,2
ATOMUSDT,1599681600000,-0.12454642852024483,0.0002785,2020,4h,2
ATOMUSDT,1600819200000,-1.0,0.00039351,2020,4h,2
ATOMUSDT,1604750400000,-1.0,0.00067017,2020,4h,2
ATOMUSDT,1616817600000,-1.0,0.00041606,2021,4h,2
ATOMUSDT,1636560000000,0.9390427890504369,0.00062773,2021,4h,2
ATOMUSDT,1637856000000,0.9237994567860953,0.00028572,2021,4h,2
ATOMUSDT,1638374400000,-1.0,0.00023457,2021,4h,2
ATOMUSDT,1711944000000,1.894039087943639,0.00062973,2024,4h,2
ATOMUSDT,1712577600000,5.853195138146076,0.00020297,2024,4h,2
AUCTIONUSDT,1708905600000,-1.0,0.0002749,2024,4h,2
AUCTIONUSDT,1709438400000,0.34177916471640263,0.00071447,2024,4h,2
AUCTIONUSDT,1711396800000,-1.0,0.00023497,2024,4h,2
AUCTIONUSDT,1712491200000,-1.0,0.00024071,2024,4h,2
AVAAIUSDT,1742068800000,0.46149130792706905,0.0002556,2025,4h,2
AVAAIUSDT,1756742400000,-0.10119485952695331,0.00024119,2025,4h,2
AVAAIUSDT,1757577600000,0.8753723378884373,0.00031029,2025,4h,2
AVAAIUSDT,1758052800000,-1.0,0.00043742,2025,4h,2
AVAAIUSDT,1758312000000,1.8336955002513196,0.00027079,2025,4h,2
AVAAIUSDT,1759190400000,-1.0,0.00041265,2025,4h,2
AVAAIUSDT,1759377600000,-1.0,0.00021514,2025,4h,2
AVAAIUSDT,1759564800000,-1.0,0.00034252,2025,4h,2
AVAAIUSDT,1760011200000,2.133613398144452,0.00020125,2025,4h,2
AVAAIUSDT,1761062400000,-1.0,0.0003074,2025,4h,2
AVAAIUSDT,1761969600000,1.0268019362140615,0.00021793,2025,4h,2
AVAAIUSDT,1762545600000,0.997979273293304,0.00052975,2025,4h,2
AVAAIUSDT,1763438400000,1.654234579215773,0.00051888,2025,4h,2
AVAAIUSDT,1764950400000,-1.0,0.00039231,2025,4h,2
AVAAIUSDT,1765036800000,2.1417757142330434,0.00042148,2025,4h,2
AVAAIUSDT,1767009600000,-1.0,0.00024,2025,4h,2
AVAAIUSDT,1767787200000,-1.0,0.00027586,2026,4h,2
AVAAIUSDT,1768766400000,1.0364349253032503,0.00026887,2026,4h,2
AVAAIUSDT,1769961600000,-1.0,0.00095085,2026,4h,2
AVAAIUSDT,1770033600000,0.32807486274441044,0.00031468,2026,4h,2
AVAAIUSDT,1771099200000,0.7628942583071538,0.00051497,2026,4h,2
AVAAIUSDT,1771574400000,0.3955210673636152,0.00023024,2026,4h,2
AVAAIUSDT,1772208000000,-0.3036165492225308,0.00055997,2026,4h,2
AVAAIUSDT,1773835200000,0.08269618728305349,0.00027251,2026,4h,2
AVAAIUSDT,1774540800000,1.1989198152566265,0.00024246,2026,4h,2
AVAAIUSDT,1775116800000,-0.01533600221235651,0.00022736,2026,4h,2
AVAXUSDT,1608494400000,-1.0,0.00057523,2020,4h,2
AVAXUSDT,1615104000000,-1.0,0.00088969,2021,4h,2
AVAXUSDT,1616774400000,-0.17187878506059778,0.00040771,2021,4h,2
AVAXUSDT,1617249600000,-1.0,0.00173657,2021,4h,2
AVAXUSDT,1634212800000,-1.0,0.00028053,2021,4h,2
AVAXUSDT,1708776000000,-1.0,0.00043111,2024,4h,2
AVAXUSDT,1712779200000,4.7412093932292665,0.00022174,2024,4h,2
BANDUSDT,1603540800000,2.890459758253882,0.00030371,2020,4h,2
BANDUSDT,1605456000000,-1.0,0.00023053,2020,4h,2
BANDUSDT,1609200000000,-1.0,0.00021202,2020,4h,2
BANDUSDT,1615132800000,-1.0,0.00043905,2021,4h,2
BANDUSDT,1615881600000,-1.0,0.0003003,2021,4h,2
BANDUSDT,1620820800000,1.69999727219114,0.00024368,2021,4h,2
BANDUSDT,1634299200000,-1.0,0.00035209,2021,4h,2
BANDUSDT,1637827200000,-1.0,0.00033248,2021,4h,2
BANDUSDT,1711396800000,-1.0,0.00020346,2024,4h,2
BANDUSDT,1711512000000,-1.0,0.00046338,2024,4h,2
BANUSDT,1737273600000,1.042413439040765,0.00078781,2025,4h,2
BANUSDT,1758427200000,1.481321702852572,0.00092207,2025,4h,2
BANUSDT,1758902400000,-1.0,0.00021893,2025,4h,2
BANUSDT,1759824000000,-1.0,0.00053867,2025,4h,2
BANUSDT,1761451200000,-1.0,0.00021776,2025,4h,2
BANUSDT,1763510400000,-1.0,0.00044903,2025,4h,2
BANUSDT,1763611200000,-1.0,0.00025143,2025,4h,2
BANUSDT,1764273600000,-1.0,0.00076546,2025,4h,2
BANUSDT,1765296000000,-1.0,0.00040944,2025,4h,2
BANUSDT,1769904000000,2.730741374906674,0.00049572,2026,4h,2
BANUSDT,1775836800000,-1.0,0.00021504,2026,4h,2
BATUSDT,1586577600000,0.635874648546934,0.00069735,2020,4h,2
BATUSDT,1587398400000,-1.0,0.001503,2020,4h,2
BATUSDT,1595952000000,0.49669639346224914,0.00030142,2020,4h,2
BATUSDT,1596528000000,-1.0,0.00067876,2020,4h,2
BATUSDT,1600430400000,1.783233895346701,0.00024963,2020,4h,2
BATUSDT,1601064000000,-0.4895232648616542,0.00021987,2020,4h,2
BATUSDT,1602532800000,0.7279137202084902,0.00082832,2020,4h,2
BATUSDT,1603123200000,-1.0,0.00032034,2020,4h,2
BATUSDT,1604664000000,-1.0,0.00034784,2020,4h,2
BATUSDT,1605283200000,0.5313881066600358,0.00067375,2020,4h,2
BATUSDT,1605873600000,-1.0,0.00091699,2020,4h,2
BATUSDT,1634385600000,-1.0,0.00060899,2021,4h,2
BATUSDT,1634803200000,0.058510271753665015,0.00046892,2021,4h,2
BATUSDT,1635321600000,-1.0,0.00069018,2021,4h,2
BATUSDT,1693180800000,-1.0,0.0001,2023,4h,2
BCHUSDT,1584273600000,-1.0,0.00043767,2020,4h,2
BCHUSDT,1598140800000,1.2313593983046485,0.00039123,2020,4h,2
BCHUSDT,1598630400000,-1.0,0.00036468,2020,4h,2
BCHUSDT,1605672000000,-1.0,0.00057689,2020,4h,2
BCHUSDT,1611849600000,-1.0,0.0003277,2021,4h,2
BCHUSDT,1615334400000,-1.0,0.00134438,2021,4h,2
BCHUSDT,1616083200000,0.07795850777411928,0.00074377,2021,4h,2
BCHUSDT,1616803200000,-1.0,0.00022128,2021,4h,2
BCHUSDT,1635321600000,-1.0,0.00028113,2021,4h,2
BCHUSDT,1636185600000,-1.0,0.00020934,2021,4h,2
BEAMXUSDT,1711872000000,2.188517571941376,0.0002881,2024,4h,2
BELUSDT,1614643200000,-1.0,0.00020171,2021,4h,2
BELUSDT,1620129600000,-1.0,0.00036771,2021,4h,2
BELUSDT,1620619200000,1.823605610999531,0.00063728,2021,4h,2
BELUSDT,1730822400000,-1.0,0.00065729,2024,4h,2
BELUSDT,1760097600000,-1.0,0.0001,2025,4h,2
BICOUSDT,1709136000000,-1.0,0.00074592,2024,4h,2
BICOUSDT,1743624000000,1.54712989560278,0.0001,2025,4h,2
BICOUSDT,1760097600000,2.915244493759294,0.0001,2025,4h,2
BIGTIMEUSDT,1707278400000,-1.0,0.00029847,2024,4h,2
BIGTIMEUSDT,1708776000000,-1.0,0.00031146,2024,4h,2
BIGTIMEUSDT,1710576000000,1.2221058360803327,0.00043682,2024,4h,2
BIGTIMEUSDT,1711339200000,-1.0,0.00031349,2024,4h,2
BIGTIMEUSDT,1711944000000,1.3269586039366374,0.00064702,2024,4h,2
BIGTIMEUSDT,1712822400000,5.417551829431569,0.00024317,2024,4h,2
BIGTIMEUSDT,1714075200000,2.377506612013503,0.00020111,2024,4h,2
BIGTIMEUSDT,1717776000000,0.9636472559750977,0.00023873,2024,4h,2
BIGTIMEUSDT,1731945600000,0.39241807701781967,0.0002516,2024,4h,2
BLURUSDT,1702742400000,-1.0,0.00024057,2023,4h,2
BLURUSDT,1760097600000,2.8753233456324927,0.0001,2025,4h,2
BNBUSDT,1591891200000,0.28742641239030514,0.00022627,2020,4h,2
BNBUSDT,1592971200000,2.4585394827038365,0.00032558,2020,4h,2
BNBUSDT,1605398400000,-1.0,0.00045721,2020,4h,2
BNBUSDT,1701403200000,-1.0,0.00025738,2023,4h,2
BNBUSDT,1701676800000,-1.0,0.00035922,2023,4h,2
BNBUSDT,1702008000000,-1.0,0.00038437,2023,4h,2
BNBUSDT,1702252800000,-1.0,0.00033978,2023,4h,2
BNTUSDT,1703289600000,-1.0,0.00021655,2023,4h,2
BNTUSDT,1711339200000,-1.0,0.0002107,2024,4h,2
BRETTUSDT,1731153600000,-1.0,0.00042169,2024,4h,2
BSVUSDT,1702555200000,0.32813374588317545,0.00038975,2023,4h,2
BSVUSDT,1703160000000,-1.0,0.00042644,2023,4h,2
BSVUSDT,1708819200000,-1.0,0.00028392,2024,4h,2
BSVUSDT,1717574400000,-1.0,0.00031989,2024,4h,2
BSVUSDT,1754611200000,-1.0,0.00027368,2025,4h,2
BTCDOMUSDT,1628784000000,1.677164855299044,0.00033604,2021,4h,2
BTCDOMUSDT,1629504000000,-1.0,0.00111976,2021,4h,2
BTCDOMUSDT,1629734400000,-1.0,0.0002818,2021,4h,2
BTCDOMUSDT,1629979200000,2.1463962763978706,0.00067987,2021,4h,2
BTCDOMUSDT,1630425600000,2.391405212844709,0.00126063,2021,4h,2
BTCDOMUSDT,1630929600000,-1.0,0.00020662,2021,4h,2
BTCDOMUSDT,1636084800000,-1.0,0.00136124,2021,4h,2
BTCDOMUSDT,1636516800000,-1.0,0.00023966,2021,4h,2
BTCDOMUSDT,1636718400000,-1.0,0.00045688,2021,4h,2
BTCDOMUSDT,1637496000000,-1.0,0.00074072,2021,4h,2
BTCDOMUSDT,1638374400000,-1.0,0.00125837,2021,4h,2
BTCDOMUSDT,1638590400000,1.3724850758511655,0.00079086,2021,4h,2
BTCDOMUSDT,1639742400000,0.16500367480242337,0.0010047,2021,4h,2
BTCDOMUSDT,1641139200000,-1.0,0.00028474,2022,4h,2
BTCDOMUSDT,1648944000000,-1.0,0.00088991,2022,4h,2
BTCDOMUSDT,1656172800000,-1.0,0.00048659,2022,4h,2
BTCDOMUSDT,1657224000000,-1.0,0.00039338,2022,4h,2
BTCDOMUSDT,1658275200000,-1.0,0.00255687,2022,4h,2
BTCDOMUSDT,1658505600000,0.572185259252923,0.00094908,2022,4h,2
BTCDOMUSDT,1659096000000,-0.04707999108348422,0.0002901,2022,4h,2
BTCDOMUSDT,1659945600000,2.53893846911758,0.00033519,2022,4h,2
BTCDOMUSDT,1661025600000,1.65507234616111,0.00020655,2022,4h,2
BTCDOMUSDT,1661616000000,1.291614006639193,0.00045178,2022,4h,2
BTCDOMUSDT,1662148800000,1.8220536947388173,0.00034872,2022,4h,2
BTCDOMUSDT,1663214400000,-1.0,0.00191387,2022,4h,2
BTCDOMUSDT,1666699200000,4.505697253458317,0.00039799,2022,4h,2
BTCDOMUSDT,1667520000000,-1.0,0.00071724,2022,4h,2
BTCDOMUSDT,1668225600000,-0.5666477557819769,0.00090333,2022,4h,2
BTCDOMUSDT,1681848000000,-1.0,0.00032003,2023,4h,2
BTCDOMUSDT,1682208000000,-1.0,0.00099027,2023,4h,2
BTCDOMUSDT,1703808000000,-1.0,0.00133081,2023,4h,2
BTCDOMUSDT,1705262400000,-0.1130922869877685,0.00045741,2024,4h,2
BTCDOMUSDT,1732636800000,1.777283654297656,0.00031439,2024,4h,2
BTCDOMUSDT,1736121600000,-1.0,0.00025765,2025,4h,2
BTCDOMUSDT,1746979200000,0.32355481276427916,0.00060549,2025,4h,2
BTCDOMUSDT,1752177600000,1.8875582464279035,0.00035392,2025,4h,2
BTCDOMUSDT,1753300800000,-1.0,0.00065576,2025,4h,2
BTCDOMUSDT,1753804800000,-1.0,0.00072355,2025,4h,2
BTCDOMUSDT,1754827200000,1.6541359631702333,0.00054537,2025,4h,2
BTCDOMUSDT,1755532800000,-1.0,0.0003797,2025,4h,2
BTCDOMUSDT,1756108800000,-1.0,0.00038074,2025,4h,2
BTCDOMUSDT,1756684800000,-1.0,0.00040344,2025,4h,2
BTCDOMUSDT,1757030400000,1.1488207721560095,0.00029306,2025,4h,2
BTCDOMUSDT,1757649600000,-1.0,0.00038476,2025,4h,2
BTCDOMUSDT,1758081600000,-1.0,0.00030945,2025,4h,2
BTCDOMUSDT,1773849600000,-1.0,0.0002966,2026,4h,2
BTCDOMUSDT,1774756800000,-1.0,0.00073821,2026,4h,2
BTCDOMUSDT,1780516800000,-1.0,0.00046176,2026,4h,2
BTCUSDT,1583064000000,-1.0,0.00027933,2020,4h,2
BTCUSDT,1583409600000,3.731323603743174,0.00023481,2020,4h,2
BTCUSDT,1621152000000,2.7399115615606062,0.00040248,2021,4h,2
BTCUSDT,1638374400000,3.2655815989144963,0.00029146,2021,4h,2
BTCUSDT,1663070400000,0.8466750279825599,0.0001,2022,4h,2
C98USDT,1637020800000,0.5227167464676269,0.00044079,2021,4h,2
C98USDT,1637913600000,-0.4974205380281101,0.0003793,2021,4h,2
C98USDT,1663070400000,-1.0,0.0001,2022,4h,2
C98USDT,1743624000000,1.575735011889125,0.0001,2025,4h,2
CELOUSDT,1637020800000,-0.39551312464655364,0.00033917,2021,4h,2
CELOUSDT,1743624000000,1.2910805223258648,0.0001,2025,4h,2
CELRUSDT,1635523200000,0.7322468754658946,0.00025269,2021,4h,2
CELRUSDT,1636444800000,-1.0,0.00077757,2021,4h,2
CELRUSDT,1636977600000,0.18560978351308471,0.00050156,2021,4h,2
