variant,trade_id,symbol,side,timeframe,entry_time,reason,equity,cash,reserved_margin,open_risk_pct,stop_pct,requested_risk_pct,requested_notional,requested_margin
T5_4H_LONG_max5,444,XUSD/USDT,LONG,4h,2026-03-21 00:00:00+00:00,STOP_TOO_TIGHT,9479.884124611404,9193.906101557477,285.9780230539278,0.7603321092011962,0.00042840006854391626,0.25,3317.9594436139914,1105.9864812046637
T5_4H_LONG_max5,467,BFUSD/USDT,LONG,4h,2026-04-29 08:00:00+00:00,STOP_TOO_TIGHT,9344.879066345487,8742.424279623532,602.4547867219553,1.0150731655224017,0.0002286628937289584,0.25,3270.7076732209202,1090.23589107364
T5_4H_LONG_max5,484,BFUSD/USDT,LONG,4h,2026-05-12 00:00:00+00:00,STOP_TOO_TIGHT,9790.46789629263,9083.10690765712,707.3609886355092,0.9941815635011052,0.00021437146287120394,0.25,3426.6637637024205,1142.2212545674736
T5_6H_ALL_max3,7,XUSD/USDT,SHORT,6h,2025-10-11 00:00:00+00:00,STOP_TOO_TIGHT,11061.68769474723,11034.010751440468,27.676943306761178,0.2426442772889084,0.001673436695463435,0.25,3871.5906931615305,1290.5302310538434
T5_6H_ALL_max3,13,BFUSD/USDT,SHORT,6h,2025-10-22 12:00:00+00:00,STOP_TOO_TIGHT,10921.08238154863,10893.405438241867,27.676943306761178,0.24576824187521137,0.0005291005291005343,0.25,3822.37883354202,1274.12627784734
T5_6H_ALL_max5,67,XUSD/USDT,SHORT,6h,2025-10-11 00:00:00+00:00,STOP_TOO_TIGHT,11051.854353312261,10952.906175797994,98.94817751426649,0.7281385409594419,0.001673436695463435,0.25,3868.1490236592913,1289.3830078864305
T5_6H_ALL_max5,73,BFUSD/USDT,SHORT,6h,2025-10-22 12:00:00+00:00,STOP_TOO_TIGHT,10911.37403189524,10812.425854380974,98.94817751426649,0.7375130831546869,0.0005291005291005343,0.25,3818.980911163334,1272.9936370544447
T5_6H_ALL_max8,120,ICP/USDT,SHORT,6h,2025-09-25 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10000.0,9180.142435623695,819.8575643763055,1.5,0.05431869717583995,0.25,460.24667931688873,153.41555977229623
T5_6H_ALL_max8,124,AI/USDT,SHORT,6h,2025-09-25 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10000.0,9180.142435623695,819.8575643763055,1.5,0.0951976715983505,0.25,262.6114649681534,87.53715498938448
T5_6H_ALL_max8,117,BNB/USDT,LONG,6h,2025-09-29 18:00:00+00:00,MAX_PORTFOLIO_HEAT,9974.500000000002,9329.890134628671,644.6098653713301,1.2531956489047067,0.033578274627420676,0.25,742.6304739206753,247.54349130689175
T5_6H_ALL_max8,123,BB/USDT,SHORT,6h,2025-09-30 12:00:00+00:00,MAX_PORTFOLIO_HEAT,9974.500000000002,9329.890134628671,644.6098653713301,1.2531956489047067,0.09240362811791389,0.25,269.8622392638036,89.9540797546012
T5_6H_ALL_max8,131,MLN/USDT,LONG,6h,2025-10-01 18:00:00+00:00,MAX_PORTFOLIO_HEAT,9872.5,8778.19421128495,1094.3057887150505,1.256457330969866,0.04924859677711392,0.25,501.1564108455879,167.0521369485293
T5_6H_ALL_max8,132,BNB/USDT,LONG,6h,2025-10-02 06:00:00+00:00,MAX_PORTFOLIO_HEAT,9872.5,8778.19421128495,1094.3057887150505,1.256457330969866,0.03443917722269714,0.25,716.6620108372921,238.88733694576402
T5_6H_ALL_max8,125,LINK/USDT,LONG,6h,2025-10-06 12:00:00+00:00,MAX_PORTFOLIO_HEAT,9872.5,8778.19421128495,1094.3057887150505,1.256457330969866,0.04974544562350498,0.25,496.1509479038214,165.3836493012738
T5_6H_ALL_max8,133,AVAX/USDT,SHORT,6h,2025-10-07 12:00:00+00:00,MAX_PORTFOLIO_HEAT,9872.5,8778.19421128495,1094.3057887150505,1.256457330969866,0.054809674661839385,0.25,450.3082740825689,150.10275802752298
T5_6H_ALL_max8,208,DOT/USDT,SHORT,6h,2025-10-10 18:00:00+00:00,MAX_PORTFOLIO_HEAT,10631.198130699036,10169.664617567063,461.53351313197356,1.4667264396564952,0.24701774803607798,0.25,107.5954887373751,35.865162912458366
T5_6H_ALL_max8,136,XUSD/USDT,SHORT,6h,2025-10-11 00:00:00+00:00,STOP_TOO_TIGHT,10954.173060283621,10765.249825676878,188.92323460674442,0.9705158091069794,0.001673436695463435,0.25,3833.9605710992673,1277.986857033089
T5_6H_ALL_max8,148,FET/USDT,SHORT,6h,2025-10-16 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10899.130363746615,10496.402019936779,402.72834380983704,1.483466092310914,0.13684317822740924,0.25,199.11716654289816,66.37238884763272
T5_6H_ALL_max8,143,BFUSD/USDT,SHORT,6h,2025-10-22 12:00:00+00:00,STOP_TOO_TIGHT,10788.032024140817,10649.119216615274,138.91280752554252,0.9923185665681638,0.0005291005291005343,0.25,3775.811208449286,1258.603736149762
T5_6H_ALL_max8,147,TRUMP/USDT,LONG,6h,2025-10-29 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.1210851648351648,0.25,221.03685993210453,73.67895331070152
T5_6H_ALL_max8,149,DASH/USDT,LONG,6h,2025-11-01 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.14013673030066467,0.25,190.98693513187501,63.662311710625005
T5_6H_ALL_max8,150,FIL/USDT,LONG,6h,2025-11-07 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.15033439953474845,0.25,178.03167273994256,59.34389091331419
T5_6H_ALL_max8,151,NEAR/USDT,LONG,6h,2025-11-08 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.12889901723401226,0.25,207.63761581623513,69.21253860541171
T5_6H_ALL_max8,152,LTC/USDT,LONG,6h,2025-11-08 18:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.08168035797769313,0.25,327.6710004972728,109.22366683242427
T5_6H_ALL_max8,153,ASTER/USDT,LONG,6h,2025-11-12 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.10133590083042505,0.25,264.1145378903111,88.03817929677037
T5_6H_ALL_max8,161,BIO/USDT,SHORT,6h,2025-11-12 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.10400478182904883,0.25,257.3370584394685,85.77901947982282
T5_6H_ALL_max8,156,BB/USDT,SHORT,6h,2025-11-13 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.713847810443,10267.361866074767,438.3519817356761,1.2512285775923586,0.09780893952672993,0.25,273.63842966737997,91.21280988912666
T5_6H_ALL_max8,157,SAHARA/USDT,LONG,6h,2025-11-27 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.041299359980679747,0.25,644.7207247142302,214.90690823807674
T5_6H_ALL_max8,158,FF/USDT,SHORT,6h,2025-11-28 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.08868615777675976,0.25,300.2334745857625,100.07782486192083
T5_6H_ALL_max8,159,LUNC/USDT,LONG,6h,2025-12-04 18:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.0731763407230247,0.25,363.8683355015013,121.2894451671671
T5_6H_ALL_max8,160,KITE/USDT,SHORT,6h,2025-12-08 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.1013992053895309,0.25,262.5913407771815,87.53044692572716
T5_6H_ALL_max8,162,ZBT/USDT,LONG,6h,2025-12-25 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.13194531543960933,0.25,201.7999139133102,67.2666379711034
T5_6H_ALL_max8,165,DOGE/USDT,SHORT,6h,2025-12-25 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.04258666153619812,0.25,625.2322285076394,208.4107428358798
T5_6H_ALL_max8,163,HBAR/USDT,LONG,6h,2025-12-29 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.046316583893271195,0.25,574.8816311309606,191.62721037698688
T5_6H_ALL_max8,164,HBAR/USDT,SHORT,6h,2025-12-31 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.03931334937252065,0.25,677.2903790179023,225.7634596726341
T5_6H_ALL_max8,166,PEPE/USDT,LONG,6h,2026-01-02 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.06533776301218155,0.25,407.521654697812,135.84055156593732
T5_6H_ALL_max8,170,BNB/USDT,LONG,6h,2026-01-02 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.021658492586955208,0.25,1229.3816474104365,409.7938824701455
T5_6H_ALL_max8,167,RENDER/USDT,LONG,6h,2026-01-11 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.11184389818498937,0.25,238.06889538969313,79.35629846323104
T5_6H_ALL_max8,175,ONDO/USDT,SHORT,6h,2026-01-15 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.621318791089,10156.933730993385,493.6875877977038,1.2512119400799868,0.06884275221106276,0.25,386.7735156105357,128.9245052035119
T5_6H_ALL_max8,171,KITE/USDT,LONG,6h,2026-01-21 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10596.09287224268,9985.273270178586,610.8196020640937,1.2537713009843516,0.07668167553554438,0.25,345.4571381702222,115.15237939007407
T5_6H_ALL_max8,172,NOT/USDT,SHORT,6h,2026-02-05 18:00:00+00:00,MAX_PORTFOLIO_HEAT,10596.09287224268,9985.273270178586,610.8196020640937,1.2537713009843516,0.11534112325646438,0.25,229.6685816185862,76.55619387286207
T5_6H_ALL_max8,179,BNB/USDT,SHORT,6h,2026-02-11 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10962.411757591362,10557.33844467278,405.0733129185826,1.471550691561692,0.051998438456385236,0.25,527.0548540984703,175.68495136615675
T5_6H_ALL_max8,181,TON/USDT,LONG,6h,2026-02-14 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10878.62059072824,10396.051476993232,482.56911373500833,1.4790339349962514,0.04685561599389264,0.25,580.4331220480703,193.4777073493568
T5_6H_ALL_max8,182,SPK/USDT,SHORT,6h,2026-02-17 06:00:00+00:00,MAX_PORTFOLIO_HEAT,10850.880108221883,10450.462398817443,400.4177094044408,1.482175983754826,0.044782485072500273,0.25,605.7546879463551,201.91822931545173
T5_6H_ALL_max8,183,BB/USDT,SHORT,6h,2026-02-18 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10850.880108221883,10450.462398817443,400.4177094044408,1.482175983754826,0.06669820245979143,0.25,406.7156125670428,135.57187085568094
T5_6H_ALL_max8,185,DOGE/USDT,SHORT,6h,2026-02-22 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10926.369543450295,10454.198194844246,472.1713486060497,1.4769193092409882,0.044319412685039965,0.25,616.3421896573607,205.44739655245357
T5_6H_ALL_max8,194,BIO/USDT,SHORT,6h,2026-02-26 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10926.369543450295,10454.198194844246,472.1713486060497,1.4769193092409882,0.12798965740142076,0.25,213.42290004694172,71.1409666823139
T5_6H_ALL_max8,201,BTC/USDT,LONG,6h,2026-04-07 18:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.339880985568,10381.249001274165,324.09087971140207,1.2506011356886682,0.03522582518100296,0.25,759.7650179930265,253.2550059976755
T5_6H_ALL_max8,197,INJ/USDT,LONG,6h,2026-04-15 12:00:00+00:00,MAX_PORTFOLIO_HEAT,10705.339880985568,10381.249001274165,324.09087971140207,1.2506011356886682,0.03815580286168525,0.25,701.4227901187413,233.8075967062471
T5_6H_ALL_max8,198,LUNC/USDT,LONG,6h,2026-04-26 18:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.320448596605,10332.607824576395,317.7126240202102,1.2512314009486243,0.10892137676988607,0.25,244.4497298059572,81.4832432686524
T5_6H_ALL_max8,200,DOGS/USDT,LONG,6h,2026-05-07 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10650.320448596605,10332.607824576395,317.7126240202102,1.2512314009486243,0.25279308803813494,0.25,105.32646018183415,35.108820060611386
T5_6H_ALL_max8,204,UNI/USDT,LONG,6h,2026-05-10 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10622.88207461079,10331.623003762645,291.2590708481461,1.2512328702766964,0.06178297405918877,0.25,429.84666230351553,143.2822207678385
T5_6H_ALL_max8,211,PENGU/USDT,SHORT,6h,2026-05-13 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10568.774451320965,10119.965315423577,448.8091358973894,1.256358756084918,0.07615005683970293,0.25,346.97198170082794,115.65732723360931
T5_6H_ALL_max8,212,DOGE/USDT,LONG,6h,2026-05-14 00:00:00+00:00,MAX_PORTFOLIO_HEAT,10568.774451320965,10119.965315423577,448.8091358973894,1.256358756084918,0.051168447571887814,0.25,516.3716583580455,172.1238861193485
T5_6H_LONG_max5,224,BFUSD/USDT,LONG,6h,2025-10-25 06:00:00+00:00,STOP_TOO_TIGHT,10762.958232566622,10643.606085980671,119.35214658595112,0.5019239418845526,0.0008286542940010229,0.25,3767.0353813983174,1255.678460466106
T5_6H_LONG_max5,238,BFUSD/USDT,LONG,6h,2025-11-14 18:00:00+00:00,STOP_TOO_TIGHT,10856.151778627795,10815.58271627309,40.56906235470546,0.24976132607365817,0.00044268007082885774,0.25,3799.6531225197277,1266.5510408399093
T5_6H_LONG_max5,242,XUSD/USDT,LONG,6h,2025-11-17 06:00:00+00:00,STOP_TOO_TIGHT,10828.495020612067,10690.69183063776,137.80318997430822,0.5006385180480548,0.0004995504046357728,0.25,3789.973257214223,1263.3244190714076
T5_6H_LONG_max5,272,XUSD/USDT,LONG,6h,2025-12-18 00:00:00+00:00,STOP_TOO_TIGHT,10668.408798319426,10668.408798319426,0.0,0.0,0.00041412006625908576,0.25,3733.943079411799,1244.6476931372663
T5_6H_LONG_max5,261,BFUSD/USDT,LONG,6h,2025-12-26 00:00:00+00:00,STOP_TOO_TIGHT,10668.408798319426,10601.029819113945,67.37897920548191,0.25,0.0004144100372970005,0.25,3733.943079411799,1244.6476931372663
T5_6H_LONG_max5,269,BFUSD/USDT,LONG,6h,2026-01-22 18:00:00+00:00,STOP_TOO_TIGHT,10504.976669535887,10273.524158164773,231.45251137111302,0.5,0.0003714285714285781,0.25,3676.7418343375602,1225.5806114458535
T5_6H_LONG_max5,273,BFUSD/USDT,LONG,6h,2026-01-29 00:00:00+00:00,STOP_TOO_TIGHT,10478.18897902857,10242.932792716685,235.25618631188485,0.5006391297809414,0.00044294573200358994,0.25,3667.3661426599992,1222.4553808866665
T5_6H_LONG_max5,275,BFUSD/USDT,LONG,6h,2026-02-01 00:00:00+00:00,STOP_TOO_TIGHT,10424.818349659361,10310.656169927706,114.1621797316546,0.2519222953625649,0.0007142142928562707,0.25,3648.686422380776,1216.2288074602586
T5_6H_LONG_max5,286,XUSD/USDT,LONG,6h,2026-03-22 00:00:00+00:00,STOP_TOO_TIGHT,10393.611296125293,9710.20397375549,683.4073223698033,1.0078730772077198,0.0007130734893537659,0.25,3637.7639536438523,1212.5879845479508
T5_6H_LONG_max5,288,U/USDT,LONG,6h,2026-03-23 18:00:00+00:00,STOP_TOO_TIGHT,10366.766319515245,9678.983822149223,687.7824973660233,1.00660821384542,0.00045691439994274027,0.25,3628.3682118303354,1209.4560706101117
T5_6H_LONG_max5,305,XUSD/USDT,LONG,6h,2026-04-27 18:00:00+00:00,STOP_TOO_TIGHT,10443.251995279787,9912.820555532018,530.4314397477684,0.7502193087374996,0.00047133430456765355,0.25,3655.138198347925,1218.3793994493083
T5_6H_LONG_max5,307,U/USDT,LONG,6h,2026-04-30 06:00:00+00:00,STOP_TOO_TIGHT,10416.621702691824,9624.095232755542,792.526469936282,1.0027763885282466,0.0004997501249374762,0.25,3645.8175959421383,1215.2725319807128
T5_6H_SHORT_max5,329,XUSD/USDT,SHORT,6h,2025-10-11 00:00:00+00:00,STOP_TOO_TIGHT,10481.315557922828,10268.554178255526,212.76137966730047,0.23487187678355426,0.001673436695463435,0.25,3668.4604452729895,1222.8201484243298
T5_6H_SHORT_max5,335,BFUSD/USDT,SHORT,6h,2025-10-22 12:00:00+00:00,STOP_TOO_TIGHT,10558.216957816057,10403.023435199791,155.1935226162651,0.5051459189506202,0.0005291005291005343,0.25,3695.3759352356196,1231.7919784118733
T5_6H_SHORT_max5,363,BFUSD/USDT,SHORT,6h,2026-02-17 12:00:00+00:00,STOP_TOO_TIGHT,11074.42107167223,10440.080996710714,634.3400749615156,0.7449223091707262,0.0002287086537637251,0.25,3876.0473750852802,1292.0157916950934
