variant,time,event,trade_id,symbol,side,equity,cash,reserved_margin,open_positions,open_risk_amount,portfolio_heat_pct,peak_equity,drawdown_pct,pnl_usdt,net_r
T5_4H_LONG_max5,2026-03-08 04:00:00+00:00,exit,432,NEAR/USDT,LONG,9595.208112680291,9253.634160283691,341.57395239660116,3,72.79991694188683,0.7587111825712258,10007.401369702602,-4.118884031874902,-24.719437141641695,-1.0199999999999994
T5_4H_LONG_max5,2026-03-08 12:00:00+00:00,entry,434,TRX/USDT,LONG,9595.208112680291,8356.215668189412,1238.9924444908793,4,96.78793722358756,1.0087111825712258,10007.401369702602,-4.118884031874902,0.0,
T5_4H_LONG_max5,2026-03-08 20:00:00+00:00,exit,433,BTC/USDT,LONG,9570.488675538649,8506.078528614591,1064.4101469240584,3,72.5531949278604,0.7580928977357255,10007.401369702602,-4.365895580911805,-24.719437141641684,-1.019999999999999
T5_4H_LONG_max5,2026-03-09 04:00:00+00:00,entry,440,TAO/USDT,LONG,9570.488675538649,8397.033682104991,1173.4549934336576,4,96.47941661670703,1.0080928977357255,10007.401369702602,-4.365895580911805,0.0,
T5_4H_LONG_max5,2026-03-09 08:00:00+00:00,exit,434,TRX/USDT,LONG,9546.020894851315,9269.984393511935,276.0365013393794,3,72.4913963350063,0.7593886199652551,10007.401369702602,-4.61039242663051,-24.46778068733489,-1.0200000000000062
T5_4H_LONG_max5,2026-03-09 12:00:00+00:00,entry,435,DOGS/USDT,LONG,9546.020894851314,9191.670257950256,354.35063690105795,4,96.35644857213458,1.0093886199652553,10007.401369702602,-4.610392426630527,0.0,
T5_4H_LONG_max5,2026-03-09 16:00:00+00:00,entry,439,RAD/USDT,LONG,9546.020894851314,8970.755512104926,575.2653827463878,5,120.22150080926286,1.259388619965255,10007.401369702602,-4.610392426630527,0.0,
T5_4H_LONG_max5,2026-03-10 16:00:00+00:00,exit,435,DOGS/USDT,LONG,9521.678541569445,9024.727294384735,496.9512471847093,4,96.35644857213458,1.0119691412755074,10007.401369702602,-4.853635925942599,-24.342353281870878,-1.020000000000001
T5_4H_LONG_max5,2026-03-10 16:00:00+00:00,entry,443,AI/USDT,LONG,9521.678541569445,8916.616569277332,605.0619722921124,5,120.1606449260582,1.2619691412755076,10007.401369702602,-4.853635925942599,0.0,
T5_4H_LONG_max5,2026-03-13 00:00:00+00:00,exit,436,KITE/USDT,LONG,9497.085012819085,8958.076459590548,539.0085532285372,4,96.04934222962746,1.0113560329299027,10007.401369702602,-5.099389322272007,-24.593528750359354,-1.0200000000000002
T5_4H_LONG_max5,2026-03-13 00:00:00+00:00,entry,437,LINK/USDT,LONG,9497.085012819083,8748.009983949858,749.0750288692261,5,119.79205476167517,1.2613560329299032,10007.401369702602,-5.0993893222720255,0.0,
T5_4H_LONG_max5,2026-03-14 08:00:00+00:00,exit,437,LINK/USDT,LONG,9472.867446036396,8933.858892807859,539.0085532285372,4,96.04934222962746,1.0139415839690238,10007.401369702602,-5.341385879500214,-24.21756678268869,-1.020000000000001
T5_4H_LONG_max5,2026-03-15 12:00:00+00:00,entry,438,DODO/USDT,LONG,9472.867446036396,8764.306283263493,708.5611627729031,5,119.73151084471846,1.263941583969024,10007.401369702602,-5.341385879500214,0.0,
T5_4H_LONG_max5,2026-03-15 16:00:00+00:00,exit,438,DODO/USDT,LONG,9448.711634049005,8909.703080820467,539.0085532285372,4,96.04934222962746,1.0165337450188219,10007.401369702602,-5.582765345507476,-24.1558119873928,-1.0199999999999996
T5_4H_LONG_max5,2026-03-15 20:00:00+00:00,entry,441,XLM/USDT,LONG,9448.711634049005,8684.30718393014,764.404450118865,5,119.67112131474997,1.2665337450188217,10007.401369702602,-5.582765345507476,0.0,
T5_4H_LONG_max5,2026-03-18 20:00:00+00:00,exit,439,RAD/USDT,LONG,9424.369280767134,8880.879576493599,543.4897042735352,4,95.80606907762169,1.0165780459509242,10007.401369702602,-5.826008844819565,-24.342353281870874,-1.020000000000001
T5_4H_LONG_max5,2026-03-19 00:00:00+00:00,exit,440,TAO/USDT,LONG,9528.21384433388,9093.768986569945,434.44485776393606,3,71.87984738877506,0.7543895273878606,10007.401369702602,-4.788331232716027,103.8445635667464,4.340199004975126
T5_4H_LONG_max5,2026-03-19 04:00:00+00:00,entry,445,SAHARA/USDT,LONG,9528.21384433388,9016.839924389626,511.3739199442557,4,95.70038199960976,1.0043895273878605,10007.401369702602,-4.788331232716027,0.0,
T5_4H_LONG_max5,2026-03-19 16:00:00+00:00,exit,441,XLM/USDT,LONG,9504.119629667055,9218.141606613128,285.9780230539278,3,72.07860291448725,0.7583932623227332,10007.401369702602,-5.029095181084992,-24.094214666824936,-1.019999999999999
T5_4H_LONG_max5,2026-03-20 04:00:00+00:00,entry,442,TAO/USDT,LONG,9504.119629667055,9127.834605244769,376.2850244222867,4,95.8389019886549,1.0083932623227332,10007.401369702602,-5.029095181084992,0.0,
T5_4H_LONG_max5,2026-03-20 08:00:00+00:00,exit,442,TAO/USDT,LONG,9479.884124611404,9193.906101557477,285.9780230539278,3,72.07860291448725,0.7603321092011962,10007.401369702602,-5.271270988373223,-24.23550505565101,-1.020000000000001
T5_4H_LONG_max5,2026-03-22 00:00:00+00:00,exit,443,AI/USDT,LONG,9455.603844330402,9277.736546383878,177.8672979465248,2,48.27440656056364,0.5105375326136264,10007.401369702602,-5.5138942167620675,-24.28028028100209,-1.0200000000000002
T5_4H_LONG_max5,2026-03-24 00:00:00+00:00,entry,446,TON/USDT,LONG,9455.603844330402,9044.712764935388,410.89107939501525,3,71.91341617138964,0.7605375326136264,10007.401369702602,-5.5138942167620675,0.0,
T5_4H_LONG_max5,2026-03-24 00:00:00+00:00,entry,456,TAO/USDT,LONG,9455.603844330402,8956.539138664135,499.0647056662674,4,95.55242578221565,1.0105375326136263,10007.401369702602,-5.5138942167620675,0.0,
T5_4H_LONG_max5,2026-03-25 04:00:00+00:00,exit,445,SAHARA/USDT,LONG,9431.306899027351,9009.171255541403,422.13564348594775,3,71.73189117138095,0.760572123665901,10007.401369702602,-5.756683972118638,-24.296945303051398,-1.02
T5_4H_LONG_max5,2026-03-25 04:00:00+00:00,entry,447,RENDER/USDT,LONG,9431.306899027351,8894.83924393787,536.4676550894822,4,95.31015841894933,1.0105721236659009,10007.401369702602,-5.756683972118638,0.0,
T5_4H_LONG_max5,2026-03-26 08:00:00+00:00,exit,446,TON/USDT,LONG,9407.195109224309,9103.751235583317,303.4438736409917,3,71.67114880812332,0.7618758617841946,10007.401369702602,-5.997623541865893,-24.111789803042576,-1.0200000000000022
T5_4H_LONG_max5,2026-03-27 00:00:00+00:00,entry,448,ONDO/USDT,LONG,9407.195109224309,8977.672973808665,429.5221354156436,4,95.1891365811841,1.0118758617841948,10007.401369702602,-5.997623541865893,0.0,
T5_4H_LONG_max5,2026-03-27 12:00:00+00:00,exit,447,RENDER/USDT,LONG,9383.145276631789,9067.955152819679,315.19012381210916,3,71.61086933361571,0.7631861942067408,10007.401369702602,-6.237943997736995,-24.04983259251977,-1.020000000000001
T5_4H_LONG_max5,2026-03-27 12:00:00+00:00,exit,448,ONDO/USDT,LONG,9359.156929103265,9170.045067065808,189.11186203745726,2,48.09288156055494,0.5138591213382177,10007.401369702602,-6.477650057705259,-23.988347528521974,-1.0199999999999994
T5_4H_LONG_max5,2026-03-28 16:00:00+00:00,entry,449,TRX/USDT,LONG,9359.156929103265,8790.740370124679,568.4165589785869,3,71.49077388331311,0.7638591213382177,10007.401369702602,-6.477650057705259,0.0,
T5_4H_LONG_max5,2026-03-30 12:00:00+00:00,entry,450,ZBT/USDT,LONG,9359.156929103265,8680.852059122057,678.3048699812077,4,94.88866620607126,1.0138591213382175,10007.401369702602,-6.477650057705259,0.0,
T5_4H_LONG_max5,2026-03-31 16:00:00+00:00,exit,449,TRX/USDT,LONG,9335.291078934051,9036.290905893973,299.00017304007815,3,71.49077388331311,0.7658119417897816,10007.401369702602,-6.716132050058111,-23.865850169213246,-1.0199999999999965
T5_4H_LONG_max5,2026-04-01 00:00:00+00:00,entry,466,RENDER/USDT,LONG,9335.291078934051,8901.850629838127,433.4404490959245,4,94.82900158064824,1.0158119417897815,10007.401369702602,-6.716132050058111,0.0,
T5_4H_LONG_max5,2026-04-04 16:00:00+00:00,exit,450,ZBT/USDT,LONG,9409.0859967207,9085.533858627396,323.55213809330365,3,71.43110925789007,0.7591716058582691,10007.401369702602,-5.97872865170874,73.79491778664695,3.1539130434782656
T5_4H_LONG_max5,2026-04-04 16:00:00+00:00,entry,451,NEAR/USDT,LONG,9409.0859967207,8868.382315245135,540.7036814755651,4,94.95382424969182,1.0091716058582691,10007.401369702602,-5.97872865170874,0.0,
T5_4H_LONG_max5,2026-04-05 20:00:00+00:00,exit,451,NEAR/USDT,LONG,9385.092827429064,9061.54068933576,323.55213809330365,3,71.43110925789007,0.7611124425868656,10007.401369702602,-6.218482893646866,-23.99316929163773,-1.0199999999999978
T5_4H_LONG_max5,2026-04-06 00:00:00+00:00,entry,453,ETH/USDT,LONG,9385.092827429064,8712.818941041854,672.2738863872084,4,94.89384132646273,1.0111124425868656,10007.401369702602,-6.218482893646866,0.0,
T5_4H_LONG_max5,2026-04-07 12:00:00+00:00,exit,453,ETH/USDT,LONG,9361.16084071912,9037.608702625816,323.55213809330365,3,71.43110925789007,0.7630582411016748,10007.401369702602,-6.457625762268064,-23.93198670994402,-1.019999999999996
T5_4H_LONG_max5,2026-04-07 20:00:00+00:00,entry,454,ADA/USDT,LONG,9361.16084071912,8866.832525344085,494.3283153750335,4,94.83401135968788,1.0130582411016749,10007.401369702602,-6.457625762268064,0.0,
T5_4H_LONG_max5,2026-04-07 20:00:00+00:00,entry,471,BTC/USDT,LONG,9361.16084071912,8629.356071528675,731.8047691904442,5,118.23691346148567,1.2630582411016749,10007.401369702602,-6.457625762268064,0.0,
T5_4H_LONG_max5,2026-04-08 20:00:00+00:00,exit,454,ADA/USDT,LONG,9337.289880575285,8776.26128866657,561.0285919087142,4,94.83401135968788,1.0156481438685399,10007.401369702602,-6.696158816574292,-23.870960143833763,-1.0200000000000002
T5_4H_LONG_max5,2026-04-09 04:00:00+00:00,entry,455,AI/USDT,LONG,9337.289880575285,8647.461613549232,689.8282670260526,5,118.17723606112608,1.2656481438685399,10007.401369702602,-6.696158816574292,0.0,
T5_4H_LONG_max5,2026-04-09 08:00:00+00:00,exit,455,AI/USDT,LONG,9313.479791379817,8752.451199471103,561.0285919087142,4,94.83401135968788,1.0182446677713568,10007.401369702602,-6.9340836115920315,-23.810089195466958,-1.0199999999999991
T5_4H_LONG_max5,2026-04-09 12:00:00+00:00,entry,457,JTO/USDT,LONG,9313.479791379817,8576.805011022438,736.6747803573792,5,118.11771083813741,1.2682446677713568,10007.401369702602,-6.9340836115920315,0.0,
T5_4H_LONG_max5,2026-04-10 00:00:00+00:00,exit,456,TAO/USDT,LONG,9289.368001576775,8640.866847490648,648.501154086127,4,94.4787012273114,1.0170627454017822,10007.401369702602,-7.175023181339288,-24.111789803042527,-1.02
T5_4H_LONG_max5,2026-04-10 00:00:00+00:00,entry,459,ENA/USDT,LONG,9289.368001576775,8536.878578161257,752.4894234155182,5,117.70212123125336,1.2670627454017822,10007.401369702602,-7.175023181339288,0.0,
T5_4H_LONG_max5,2026-04-14 16:00:00+00:00,exit,457,JTO/USDT,LONG,9327.726052735661,8750.882817768808,576.8432349668533,4,94.41842175280381,1.0122340774053127,10007.401369702602,-6.791726361897078,38.35805115888638,1.647420814479634
T5_4H_LONG_max5,2026-04-15 08:00:00+00:00,entry,458,TIA/USDT,LONG,9327.726052735661,8574.293007439803,753.433045295858,5,117.73773688464296,1.2622340774053127,10007.401369702602,-6.791726361897078,0.0,
T5_4H_LONG_max5,2026-04-19 16:00:00+00:00,exit,458,TIA/USDT,LONG,9429.665989476496,8852.822754509643,576.8432349668533,4,94.41842175280381,1.001291263743326,10007.401369702602,-5.773080931631255,101.9399367408352,4.371480730223117
T5_4H_LONG_max5,2026-04-19 20:00:00+00:00,exit,459,ENA/USDT,LONG,9489.140509952987,9016.285544315526,472.8549656374621,3,71.19500174886187,0.7502787178057562,10007.401369702602,-5.178775594218184,59.474520476491975,2.560971659919029
T5_4H_LONG_max5,2026-04-20 00:00:00+00:00,entry,460,ZBT/USDT,LONG,9489.140509952987,8935.666423722836,553.4740862301521,4,94.91785302374433,1.0002787178057562,10007.401369702602,-5.178775594218184,0.0,
T5_4H_LONG_max5,2026-04-20 16:00:00+00:00,exit,460,ZBT/USDT,LONG,9464.943201652608,8992.088236015146,472.8549656374621,3,71.19500174886187,0.752196819695981,10007.401369702602,-5.420569716452921,-24.197308300380108,-1.0199999999999996
T5_4H_LONG_max5,2026-04-21 04:00:00+00:00,entry,461,XLM/USDT,LONG,9464.943201652608,8797.106679705512,667.8365219470957,4,94.85735975299339,1.002196819695981,10007.401369702602,-5.420569716452921,0.0,
T5_4H_LONG_max5,2026-04-21 08:00:00+00:00,entry,470,PENGU/USDT,LONG,9464.943201652608,8667.506858621018,797.4363430315889,5,118.51971775712491,1.252196819695981,10007.401369702602,-5.420569716452921,0.0,
T5_4H_LONG_max5,2026-04-24 00:00:00+00:00,exit,461,XLM/USDT,LONG,9440.807596488394,8838.352809766438,602.4547867219553,4,94.85735975299339,1.0047589550313107,10007.401369702602,-5.661747263675967,-24.135605164214123,-1.019999999999999
T5_4H_LONG_max5,2026-04-24 08:00:00+00:00,entry,462,CFX/USDT,LONG,9440.807596488394,8688.77018884168,752.0374076467148,5,118.45937874421438,1.2547589550313107,10007.401369702602,-5.661747263675967,0.0,
T5_4H_LONG_max5,2026-04-25 16:00:00+00:00,exit,462,CFX/USDT,LONG,9416.733537117349,8814.278750395393,602.4547867219553,4,94.85735975299339,1.007327640514623,10007.401369702602,-5.902309808153592,-24.074059371045397,-1.0199999999999998
T5_4H_LONG_max5,2026-04-26 00:00:00+00:00,entry,463,JTO/USDT,LONG,9416.733537117349,8635.283047372664,781.4504897446838,5,118.39919359578676,1.257327640514623,10007.401369702602,-5.902309808153592,0.0,
T5_4H_LONG_max5,2026-04-27 04:00:00+00:00,exit,463,JTO/USDT,LONG,9392.7208665977,8790.266079875744,602.4547867219553,4,94.85735975299339,1.0099028928914964,10007.401369702602,-6.142258918142797,-24.01267051964924,-1.02
T5_4H_LONG_max5,2026-04-27 04:00:00+00:00,entry,464,RAD/USDT,LONG,9392.7208665977,8588.572146291075,804.1487203066248,5,118.33916191948764,1.2599028928914962,10007.401369702602,-6.142258918142797,0.0,
T5_4H_LONG_max5,2026-04-28 12:00:00+00:00,exit,464,RAD/USDT,LONG,9368.769428387875,8766.31464166592,602.4547867219553,4,94.85735975299339,1.0124847289503196,10007.401369702602,-6.381596157901533,-23.951438209824143,-1.0200000000000005
T5_4H_LONG_max5,2026-04-28 12:00:00+00:00,entry,465,BB/USDT,LONG,9368.769428387875,8650.035588476714,718.7338399111617,5,118.27928332396307,1.2624847289503196,10007.401369702602,-6.381596157901533,0.0,
T5_4H_LONG_max5,2026-04-29 08:00:00+00:00,exit,465,BB/USDT,LONG,9344.879066345487,8742.424279623532,602.4547867219553,4,94.85735975299339,1.0150731655224017,10007.401369702602,-6.620323087698873,-23.890362042389103,-1.020000000000001
T5_4H_LONG_max5,2026-04-29 12:00:00+00:00,exit,466,RENDER/USDT,LONG,9321.074074094206,8853.059563428096,468.0145106661089,3,71.51913205565826,0.7672842366356614,10007.401369702602,-6.858196950971225,-23.80499225128183,-1.02
T5_4H_LONG_max5,2026-04-30 00:00:00+00:00,entry,468,APT/USDT,LONG,9321.074074094206,8700.668399680686,620.4056744135188,4,94.82181724089378,1.0172842366356614,10007.401369702602,-6.858196950971225,0.0,
T5_4H_LONG_max5,2026-04-30 12:00:00+00:00,exit,468,APT/USDT,LONG,9297.305335205265,8829.290824539155,468.0145106661089,3,71.51913205565826,0.7692458134599843,10007.401369702602,-7.095708548746255,-23.768738888940206,-1.0199999999999991
T5_4H_LONG_max5,2026-04-30 20:00:00+00:00,entry,469,JTO/USDT,LONG,9297.305335205263,8647.761593840956,649.5437413643074,4,94.76239539367143,1.0192458134599844,10007.401369702602,-7.0957085487462725,0.0,
T5_4H_LONG_max5,2026-05-01 12:00:00+00:00,entry,476,ONDO/USDT,LONG,9297.305335205263,8450.380798604612,846.9245366006512,5,118.00565873168458,1.2692458134599844,10007.401369702602,-7.0957085487462725,0.0,
T5_4H_LONG_max5,2026-05-07 00:00:00+00:00,exit,469,JTO/USDT,LONG,9377.503121353302,8712.107815450849,665.3953059024527,4,94.76239539367141,1.0105290733296595,10007.401369702602,-6.294323821729749,80.19778614803799,3.450366886171213
T5_4H_LONG_max5,2026-05-07 00:00:00+00:00,entry,474,DOGS/USDT,LONG,9377.5031213533,8686.067425880932,691.4356954723684,5,118.20615319705468,1.2605290733296597,10007.401369702602,-6.294323821729766,0.0,
T5_4H_LONG_max5,2026-05-07 12:00:00+00:00,exit,470,PENGU/USDT,LONG,9497.438687557953,8935.602813170079,561.8358743878752,4,94.54379519292316,0.995466233614959,10007.401369702602,-5.0958551906248175,119.93556620465364,5.068622754491016
T5_4H_LONG_max5,2026-05-08 00:00:00+00:00,exit,471,BTC/USDT,LONG,9570.902432492874,9246.54301192041,324.35942057246456,3,71.14089309112535,0.7433039213690502,10007.401369702602,-4.3617610714728405,73.46374493492074,3.139086965170755
T5_4H_LONG_max5,2026-05-08 00:00:00+00:00,entry,472,SPK/USDT,LONG,9570.902432492876,9080.816824548772,490.0856079441032,4,95.06814917235754,0.99330392136905,10007.401369702602,-4.361761071472822,0.0,
T5_4H_LONG_max5,2026-05-08 04:00:00+00:00,exit,472,SPK/USDT,LONG,9546.496631290018,9222.137210717554,324.35942057246456,3,71.14089309112535,0.7452041920588002,10007.401369702602,-4.60563858074058,-24.405801202856857,-1.0200000000000011
T5_4H_LONG_max5,2026-05-08 12:00:00+00:00,entry,473,FIL/USDT,LONG,9546.496631290018,9131.644378066783,414.8522532232345,4,95.00713466935039,0.9952041920588002,10007.401369702602,-4.60563858074058,0.0,
T5_4H_LONG_max5,2026-05-08 16:00:00+00:00,entry,481,DODO/USDT,LONG,9546.496631290018,8953.727774182269,592.7688571077495,5,118.87337624757544,1.2452041920588,10007.401369702602,-4.60563858074058,0.0,
T5_4H_LONG_max5,2026-05-10 20:00:00+00:00,exit,473,FIL/USDT,LONG,9522.153064880229,9019.87704042325,502.2760244569795,4,95.00713466935039,0.99774845060785,10007.401369702602,-4.848894202359683,-24.343566409789524,-1.0199999999999991
T5_4H_LONG_max5,2026-05-10 20:00:00+00:00,entry,475,BTC/USDT,LONG,9522.153064880229,8408.374522632788,1113.77854224744,5,118.81251733155096,1.24774845060785,10007.401369702602,-4.848894202359683,0.0,
T5_4H_LONG_max5,2026-05-11 00:00:00+00:00,exit,474,DOGS/USDT,LONG,9498.240431920778,8410.502279243254,1087.7381526775243,4,95.36875952816771,1.0040676503372299,10007.401369702602,-5.087843676614273,-23.912632959450917,-1.0199999999999998
T5_4H_LONG_max5,2026-05-11 00:00:00+00:00,exit,475,BTC/USDT,LONG,9473.958941605333,8997.72330671827,476.2356348870639,3,71.56337686596714,0.7553692950018311,10007.401369702602,-5.330478996398259,-24.28149031544472,-1.0200000000000058
T5_4H_LONG_max5,2026-05-11 00:00:00+00:00,entry,477,OSMO/USDT,LONG,9473.958941605333,8944.881111069088,529.0778305362458,4,95.24827421998047,1.005369295001831,10007.401369702602,-5.330478996398259,0.0,
T5_4H_LONG_max5,2026-05-11 12:00:00+00:00,exit,476,ONDO/USDT,LONG,9790.923522568704,9459.226487268803,331.6970352999019,3,72.00501088196731,0.7354261394851176,10007.401369702602,-2.1631774237544246,316.9645809633707,13.636836461125984
T5_4H_LONG_max5,2026-05-11 16:00:00+00:00,exit,477,OSMO/USDT,LONG,9815.497414700114,9536.642575049395,278.85483965072007,2,48.32011352795398,0.4922839005141776,10007.401369702602,-1.9176202483841327,24.573892131410517,1.0375342465753412
T5_4H_LONG_max5,2026-05-11 16:00:00+00:00,entry,478,RAD/USDT,LONG,9815.497414700114,9417.61727559134,397.8801391087752,3,72.85885706470427,0.7422839005141776,10007.401369702602,-1.9176202483841327,0.0,
T5_4H_LONG_max5,2026-05-11 20:00:00+00:00,entry,479,BNB/USDT,LONG,9815.497414700114,9050.607239555486,764.890175144629,4,97.39760060145456,0.9922839005141777,10007.401369702602,-1.9176202483841327,0.0,
T5_4H_LONG_max5,2026-05-12 00:00:00+00:00,exit,478,RAD/USDT,LONG,9790.467896292628,9144.603020606055,645.8648756865738,3,72.85885706470427,0.7441815635011054,10007.401369702602,-2.167730316750758,-25.02951840748529,-1.02
T5_4H_LONG_max5,2026-05-12 00:00:00+00:00,entry,480,SAGA/USDT,LONG,9790.46789629263,9083.10690765712,707.3609886355092,4,97.33502680543583,0.9941815635011052,10007.401369702602,-2.1677303167507396,0.0,
T5_4H_LONG_max5,2026-05-12 12:00:00+00:00,exit,479,BNB/USDT,LONG,9765.438377885144,9425.087425285488,340.3509525996554,3,72.79628326868556,0.7454481862641246,10007.401369702602,-2.4178403851173647,-25.02951840748537,-1.0200000000000031
T5_4H_LONG_max5,2026-05-13 00:00:00+00:00,exit,480,SAGA/USDT,LONG,9829.116354489839,9550.26151483912,278.85483965072007,2,48.32011352795398,0.49160180615709004,10007.401369702602,-1.7815315747454752,63.67797660469647,2.601631598375784
T5_4H_LONG_max5,2026-05-13 00:00:00+00:00,entry,485,BNB/USDT,LONG,9829.11635448984,9280.45754369953,548.6588107903112,3,72.89290441417859,0.7416018061570901,10007.401369702602,-1.7815315747454572,0.0,
T5_4H_LONG_max5,2026-05-13 00:00:00+00:00,entry,486,CFX/USDT,LONG,9829.11635448984,9120.584079993194,708.5322744966469,4,97.46569530040318,0.9916018061570899,10007.401369702602,-1.7815315747454572,0.0,
T5_4H_LONG_max5,2026-05-13 12:00:00+00:00,exit,481,DODO/USDT,LONG,9804.772788080052,9274.15711746792,530.6156706121319,3,73.59945372217814,0.7506492533070744,10007.401369702602,-2.024787196364561,-24.34356640978957,-1.0200000000000011
T5_4H_LONG_max5,2026-05-14 04:00:00+00:00,entry,482,AI/USDT,LONG,9804.772788080052,9218.512596202236,586.2601918778163,4,98.11138569237826,1.0006492533070743,10007.401369702602,-2.024787196364561,0.0,
T5_4H_LONG_max5,2026-05-14 08:00:00+00:00,exit,482,AI/USDT,LONG,9779.770617470447,9249.154946858316,530.6156706121319,3,73.59945372217814,0.7525683024783945,10007.401369702602,-2.2746239890138393,-25.00217060960414,-1.0200000000000002
T5_4H_LONG_max5,2026-05-14 16:00:00+00:00,entry,487,XRP/USDT,LONG,9779.770617470449,9017.261002175128,762.5096152953207,4,98.04888026585425,1.0025683024783942,10007.401369702602,-2.274623989013821,0.0,
T5_4H_LONG_max5,2026-05-14 20:00:00+00:00,exit,483,ASTER/USDT,LONG,9806.766314420023,9145.194934890907,661.5713795291156,3,73.59500831612532,0.750451330811361,10007.401369702602,-2.0048666768777883,26.995696949574036,1.1039436619718324
T5_4H_LONG_max5,2026-05-14 20:00:00+00:00,exit,485,BNB/USDT,LONG,9805.870913013756,9414.103504624232,391.7674083895244,2,49.02221742990072,0.49992721569321713,10007.401369702602,-2.013814068645028,-0.8954014062671097,-0.0364387346318512
T5_4H_LONG_max5,2026-05-14 20:00:00+00:00,exit,486,CFX/USDT,LONG,9861.07911940877,9629.185174725582,231.89394468318872,1,24.44942654367612,0.2479386510098502,10007.401369702602,-1.4621403188326392,55.208206395014656,2.2467210440456777
T5_4H_LONG_max5,2026-05-14 20:00:00+00:00,exit,487,XRP/USDT,LONG,9852.748232814452,9852.748232814452,0.0,0,0.0,0.0,10007.401369702602,-1.5453875704072577,-8.330886594319427,-0.3407395498392261
T5_6H_ALL_max3,2025-09-23 18:00:00+00:00,entry,4,ZEC/USDT,LONG,10000.0,9881.74573985534,118.25426014466096,1,25.0,0.25,10000.0,0.0,0.0,
T5_6H_ALL_max3,2025-09-24 00:00:00+00:00,entry,1,SOL/USDT,SHORT,10000.0,9737.603028576672,262.3969714233289,2,50.0,0.5,10000.0,0.0,0.0,
T5_6H_ALL_max3,2025-09-25 00:00:00+00:00,entry,0,APT/USDT,SHORT,10000.0,9578.237585151595,421.7624148484054,3,75.0,0.75,10000.0,0.0,0.0,
T5_6H_ALL_max3,2025-09-30 18:00:00+00:00,exit,0,APT/USDT,SHORT,9974.5,9712.103028576672,262.3969714233289,2,50.0,0.5012782595618828,10000.0,-0.255,-25.5,-1.02
T5_6H_ALL_max3,2025-10-01 00:00:00+00:00,entry,2,APT/USDT,LONG,9974.500000000002,9537.50980463954,436.990195360462,3,74.93625,0.7512782595618827,10000.0,-0.2549999999999818,0.0,
T5_6H_ALL_max3,2025-10-01 18:00:00+00:00,exit,1,SOL/USDT,SHORT,9949.000000000002,9656.152515918207,292.847484081794,2,49.93625,0.5019223037491204,10000.0,-0.5099999999999818,-25.49999999999999,-1.0199999999999996
T5_6H_ALL_max3,2025-10-01 18:00:00+00:00,entry,3,ETH/USDT,LONG,9949.000000000002,9452.960973665406,496.0390263345967,3,74.80875,0.7519223037491204,10000.0,-0.5099999999999818,0.0,
T5_6H_ALL_max3,2025-10-09 06:00:00+00:00,exit,2,APT/USDT,LONG,10012.973492605159,9691.527690207695,321.44580239746364,2,49.8725,0.49807881781403035,10012.973492605159,0.0,63.97349260515606,2.5654816824966087
T5_6H_ALL_max3,2025-10-09 06:00:00+00:00,entry,5,JTO/USDT,SHORT,10012.973492605159,9549.638301705692,463.3351908994657,3,74.9049337315129,0.7480788178140303,10012.973492605159,0.0,0.0,
T5_6H_ALL_max3,2025-10-10 12:00:00+00:00,exit,3,ETH/USDT,LONG,9987.603542605159,9727.459893958496,260.14364864666305,2,50.032433731512896,0.5009453320617338,10012.973492605159,-0.253370789593487,-25.369950000000028,-1.020000000000001
T5_6H_ALL_max3,2025-10-10 12:00:00+00:00,entry,6,ADA/USDT,SHORT,9987.603542605159,9594.635691850117,392.96785075504164,3,75.0014425880258,0.7509453320617339,10012.973492605159,-0.253370789593487,0.0,
T5_6H_ALL_max3,2025-10-10 18:00:00+00:00,exit,4,ZEC/USDT,LONG,10736.220865150211,10461.50727453983,274.7135906103807,2,50.001442588025796,0.46572665760193654,10736.220865150211,0.0,748.6173225450531,29.94469290180212
T5_6H_ALL_max3,2025-10-10 18:00:00+00:00,entry,51,AI/USDT,SHORT,10736.22086515021,10433.830331233068,302.39053391714185,3,76.84199475090132,0.7157266576019367,10736.220865150211,-1.694254828018953e-14,0.0,
T5_6H_ALL_max3,2025-10-11 00:00:00+00:00,exit,5,JTO/USDT,SHORT,10925.468400001853,10764.967254586714,160.5011454151398,2,51.809561019388426,0.47420906017521075,10925.468400001853,0.0,189.24753485164342,7.560093312597208
T5_6H_ALL_max3,2025-10-11 00:00:00+00:00,exit,6,ADA/USDT,SHORT,11061.68769474723,11034.010751440468,27.676943306761178,1,26.84055216287553,0.2426442772889084,11061.68769474723,0.0,136.21929474537566,5.455534720187515
T5_6H_ALL_max3,2025-10-11 18:00:00+00:00,entry,8,ZEC/USDT,LONG,11061.687694747228,11000.810237159594,60.87745758763431,2,54.494771399743605,0.49264427728890847,11061.68769474723,-1.6444049531516104e-14,0.0,
T5_6H_ALL_max3,2025-10-12 06:00:00+00:00,entry,9,DASH/USDT,LONG,11061.687694747228,10963.767120733708,97.92057401351977,3,82.14899063661167,0.7426442772889085,11061.68769474723,-1.6444049531516104e-14,0.0,
T5_6H_ALL_max3,2025-10-16 12:00:00+00:00,exit,8,ZEC/USDT,LONG,11033.480391125622,10968.760331392976,64.72005973264663,2,54.4947713997436,0.49390373180501124,11061.68769474723,-0.25500000000002254,-28.207303621605437,-1.02
