variant,trade_id,symbol,side,timeframe,entry_time,exit_time,entry_price,initial_stop,stop_pct,risk_pct,risk_amount,notional,margin_reserved,net_r_raw,extra_cost_r,net_r_after_extra_cost,pnl_usdt,equity_after_exit,peak_equity,drawdown_pct,portfolio_heat_before_entry_pct,cash_after_exit,equity_before_entry,portfolio_heat_after_entry_pct
T5_1D_LONG_max10,402,JTO/USDT,LONG,1d,2024-07-26 00:00:00+00:00,2024-08-02 00:00:00+00:00,3.223,2.6455714285714285,0.17915872523381055,0.0025,24.63630429633512,137.51104928986064,137.51104928986064,-1.0199999999999998,0.0,-1.0199999999999998,-25.129030382261817,9789.665373633636,10000.0,-2.103346263663643,,9211.828579861014,9854.521718534048,0.995677572444611
T5_1D_LONG_max10,403,BCH/USDT,LONG,1d,2024-07-28 00:00:00+00:00,2024-08-03 00:00:00+00:00,416.8,368.6142857142857,0.1156087194954758,0.0025,24.63630429633512,213.1007453749994,213.1007453749994,-1.0200000000000005,0.0,-1.0200000000000005,-25.12903038226183,9764.536343251375,10000.0,-2.3546365674862497,,9399.800294853752,9854.521718534048,1.245677572444611
T5_1D_LONG_max10,404,AAVE/USDT,LONG,1d,2024-07-31 00:00:00+00:00,2024-08-05 00:00:00+00:00,107.52,94.93714285714286,0.11702806122448974,0.0025,24.573843781757347,209.9824907345806,209.9824907345806,-1.0199999999999996,0.0,-1.0199999999999996,-25.065320657392483,9739.471022593982,10000.0,-2.605289774060184,,9584.71746493094,9829.537512702938,1.2496528051316018
T5_1D_LONG_max10,405,SUI/USDT,LONG,1d,2024-08-12 00:00:00+00:00,2024-08-16 00:00:00+00:00,1.0143,0.8214428571428571,0.19013816706806944,0.0025,24.348677556484954,128.05781149540655,128.05781149540655,-1.02,0.0,-1.02,-24.835651107614655,9714.635371486367,10000.0,-2.8536462851363282,,9559.881813823326,9739.471022593983,0.5014953777822333
T5_1D_LONG_max10,406,ZEC/USDT,LONG,1d,2024-07-13 00:00:00+00:00,2024-08-26 00:00:00+00:00,26.77,22.532857142857143,0.15827952398740594,0.0025,24.494319442263883,154.75355766304213,154.75355766304213,2.5831692515171945,0.0,2.5831692515171945,63.27297282009586,9777.908344306463,10000.0,-2.2209165569353715,,8439.347782586368,9797.727776905553,0.5006391297809414
T5_1D_LONG_max10,407,BNB/USDT,LONG,1d,2024-08-22 00:00:00+00:00,2024-08-27 00:00:00+00:00,582.9,538.0571428571428,0.07693061784672699,0.0025,24.28658842871592,315.6947013879883,315.6947013879883,-1.0200000000000002,0.0,-1.0200000000000002,-24.772320197290245,9753.136024109173,10000.0,-2.4686397589082665,,8730.270163777066,9714.635371486367,1.0021383305250724
T5_1D_LONG_max10,408,BTC/USDT,LONG,1d,2024-08-23 00:00:00+00:00,2024-08-27 00:00:00+00:00,64037.24,58650.194285714286,0.08412363984278073,0.0025,24.28658842871592,288.70111272057767,288.70111272057767,-1.0200000000000002,0.0,-1.0200000000000002,-24.772320197290245,9728.363703911882,10000.0,-2.716362960881179,,8994.198956300354,9714.635371486369,1.2521383305250722
T5_1D_LONG_max10,410,TRX/USDT,LONG,1d,2024-08-19 00:00:00+00:00,2024-09-04 00:00:00+00:00,0.1432,0.1370142857142857,0.043196328810854015,0.0025,24.28658842871592,562.2373265807114,562.2373265807114,1.4719168591224066,0.0,1.4719168591224066,35.74783895879412,9764.111542870676,10000.0,-2.3588845712932383,,9592.184121839859,9714.635371486369,0.5021383305250722
T5_1D_LONG_max10,411,AAVE/USDT,LONG,1d,2024-08-19 00:00:00+00:00,2024-10-01 00:00:00+00:00,118.12,101.43428571428572,0.14126070340089977,0.0025,24.286588428715923,171.92742103081747,171.92742103081747,1.5795719178082188,0.0,1.5795719178082188,38.36241306136571,9802.47395593204,10000.0,-1.9752604406795944,,8579.212877611282,9714.635371486367,0.7521383305250724
T5_1D_LONG_max10,412,BTC/USDT,LONG,1d,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,61759.99,57083.44714285714,0.07572123727906784,0.0025,24.410278857176692,322.37031161038095,322.37031161038095,-0.2240417524544993,0.0,-0.2240417524544993,-5.4689216530648785,9797.005034278976,10000.0,-2.0299496572102362,,8896.114267568599,9764.111542870676,0.7487332136885402
T5_1D_LONG_max10,413,FET/USDT,LONG,1d,2024-09-18 00:00:00+00:00,2024-10-01 00:00:00+00:00,1.452,1.2395714285714283,0.1463006690279419,0.0025,24.410278857176692,166.85008359404415,166.85008359404415,0.1400537995965032,0.0,0.1400537995965032,3.4187523031577833,9800.423786582134,10000.0,-1.995762134178658,,9066.383103465801,9764.111542870674,0.9987332136885402
T5_1D_LONG_max10,414,BNB/USDT,LONG,1d,2024-09-19 00:00:00+00:00,2024-10-01 00:00:00+00:00,567.0,524.0428571428571,0.07576215671453776,0.0025,24.410278857176685,322.19619815142715,322.19619815142715,-0.4785966079148659,0.0,-0.4785966079148659,-11.68267665930073,9788.741109922834,10000.0,-2.1125889007716614,,9376.896624957928,9764.111542870674,1.2487332136885403
T5_1D_LONG_max10,416,SOL/USDT,LONG,1d,2024-09-19 00:00:00+00:00,2024-10-02 00:00:00+00:00,142.89,128.83571428571426,0.09835737780310537,0.0025,24.410278857176685,248.17943912699548,248.17943912699548,-0.212823744663548,0.0,-0.212823744663548,-5.195086954665776,9783.54602296817,10000.0,-2.164539770318297,,9619.880977130259,9764.111542870674,1.4987332136885403
T5_1D_LONG_max10,418,CHZ/USDT,LONG,1d,2024-10-15 00:00:00+00:00,2024-10-22 00:00:00+00:00,0.0826,0.0707285714285714,0.14372189553787654,0.0025,24.45886505742042,170.18189863057103,170.18189863057103,-1.0200000000000002,0.0,-1.0200000000000002,-24.948042358568834,9758.597980609598,10000.0,-2.4140201939040162,,8754.478810640581,9783.546022968168,1.4995033886473303
T5_1D_LONG_max10,419,BCH/USDT,LONG,1d,2024-10-14 00:00:00+00:00,2024-10-23 00:00:00+00:00,369.6,338.8,0.08333333333333336,0.0025,24.45886505742042,293.506380689045,293.506380689045,-1.02,0.0,-1.02,-24.94804235856883,9733.64993825103,10000.0,-2.663500617489699,,9023.037148971058,9783.546022968168,1.2495033886473301
T5_1D_LONG_max10,420,SUI/USDT,LONG,1d,2024-09-15 00:00:00+00:00,2024-10-25 00:00:00+00:00,1.0787,0.9178142857142856,0.1491477837079025,0.0025,24.410278857176692,163.66504583791098,163.66504583791098,4.588994849937845,0.0,4.588994849937845,112.01864396113051,9845.668582212162,10000.0,-1.5433141778783828,,8538.889439118826,9764.111542870676,0.49873321368854
T5_1D_LONG_max10,422,APT/USDT,LONG,1d,2024-10-04 00:00:00+00:00,2024-10-25 00:00:00+00:00,9.1,7.614285714285714,0.163265306122449,0.0025,24.458865057420425,149.8105484767001,149.8105484767001,-0.1209615384615386,0.0,-0.1209615384615386,-2.9585819463687435,9842.710000265793,10000.0,-1.572899997342065,,8685.741405649158,9783.54602296817,0.49950338864733024
T5_1D_LONG_max10,423,UNI/USDT,LONG,1d,2024-10-10 00:00:00+00:00,2024-11-03 00:00:00+00:00,8.133,7.125428571428571,0.1238868103493703,0.0025,24.458865057420425,197.42912896412903,197.42912896412903,-1.0199999999999998,0.0,-1.0199999999999998,-24.948042358568827,9817.761957907223,10000.0,-1.822380420927766,,8858.222492254718,9783.546022968168,0.7495033886473303
T5_1D_LONG_max10,424,TRX/USDT,LONG,1d,2024-10-24 00:00:00+00:00,2024-11-05 00:00:00+00:00,0.1646,0.1593285714285714,0.032025689984377846,0.0025,24.334124845627574,759.831399651273,759.831399651273,-0.8546883468834648,0.0,-0.8546883468834648,-20.79809293716528,9796.963864970057,10000.0,-2.0303613502994264,,9597.255798968825,9733.64993825103,1.254626986277345
T5_1D_LONG_max10,426,AAVE/USDT,LONG,1d,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,173.71,150.60428571428574,0.13301314999547678,0.0025,24.492409662425143,184.1352502610308,184.1352502610308,-1.0199999999999996,0.0,-1.0199999999999996,-24.982257855673634,9771.981607114383,10000.0,-2.280183928856168,,8993.271832743701,9796.963864970057,0.4996576020339866
T5_1D_LONG_max10,427,UNI/USDT,LONG,1d,2024-11-06 00:00:00+00:00,2024-11-15 00:00:00+00:00,9.288,7.946285714285715,0.1444567491079119,0.0025,24.492409662425143,169.54839295275053,169.54839295275053,-1.0200000000000002,0.0,-1.0200000000000002,-24.98225785567365,9746.99934925871,10000.0,-2.530006507412909,,9137.837967840778,9796.963864970057,0.7496576020339866
T5_1D_LONG_max10,429,ENA/USDT,LONG,1d,2024-11-06 00:00:00+00:00,2024-11-20 00:00:00+00:00,0.4856,0.3912,0.1943986820428336,0.0025,24.492409662425143,125.99061580586495,125.99061580586495,0.2999152542372887,0.0,0.2999152542372887,7.345647270790063,9754.3449965295,10000.0,-2.4565500347049967,,9136.019808351808,9796.963864970056,0.9996576020339869
T5_1D_LONG_max10,430,ZEC/USDT,LONG,1d,2024-10-10 00:00:00+00:00,2024-12-09 00:00:00+00:00,33.85,29.70428571428572,0.12247309558978672,0.0025,24.45886505742042,199.7080660012328,199.7080660012328,5.137994486560991,0.0,5.137994486560991,125.6695138125654,9880.014510342065,10000.0,-1.1998548965793452,,9341.101599583666,9783.546022968168,0.9995033886473303
T5_1D_LONG_max10,431,ARKM/USDT,LONG,1d,2024-11-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.124,1.762,0.17043314500941623,0.0025,24.49240966242514,143.7068456436215,143.7068456436215,-1.0200000000000002,0.0,-1.0200000000000002,-24.982257855673648,9855.032252486393,10000.0,-1.4496774751360681,,9459.826187371615,9796.963864970056,1.249657602033987
T5_1D_LONG_max10,432,SUI/USDT,LONG,1d,2024-11-06 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.3042,1.900385714285714,0.17525140426798277,0.0025,24.49240966242514,139.7558539672126,139.7558539672126,2.72029787384583,0.0,2.72029787384583,66.62664993005616,9921.658902416448,10000.0,-0.7834109758355224,,9666.208691268883,9796.963864970057,1.4996576020339865
T5_1D_LONG_max10,433,ADA/USDT,LONG,1d,2024-11-15 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.7071,0.5796142857142856,0.1802937551770815,0.0025,24.367498373146773,135.1544225656259,135.1544225656259,2.213975795607352,0.0,2.213975795607352,53.949051597648484,9975.607954014096,10000.0,-0.24392045985903676,,9855.312165432157,9746.999349258711,1.2547819901839246
T5_1D_LONG_max10,437,ARB/USDT,LONG,1d,2024-11-21 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.7785,0.6206857142857143,0.20271584549041194,0.0025,24.385862491323753,120.29578858193972,120.29578858193972,-0.0111288132524663,0.0,-0.0111288132524663,-0.27138570966626463,9975.33656830443,10000.0,-0.2466343169556967,,9744.54833188761,9754.3449965295,1.2527447541605072
T5_1D_LONG_max10,439,LINK/USDT,LONG,1d,2024-12-12 00:00:00+00:00,2024-12-19 00:00:00+00:00,29.13,22.124142857142857,0.24050316316021772,0.0025,24.93901988503524,103.69518453452288,103.69518453452288,-1.0199999999999998,0.0,-1.0199999999999998,-25.43780028273594,9949.898768021694,10000.0,-0.501012319783058,,9822.805716139397,9975.607954014096,0.49445490043051554
T5_1D_LONG_max10,441,SUI/USDT,LONG,1d,2024-12-12 00:00:00+00:00,2024-12-20 00:00:00+00:00,4.6209,3.714157142857143,0.1962264617591501,0.0025,24.93901988503524,127.09305188229705,127.09305188229705,-1.0199999999999998,0.0,-1.0199999999999998,-25.43780028273594,9924.460967738958,10000.0,-0.7553903226104194,,9924.460967738958,9975.607954014096,0.7444549004305157
T5_1D_LONG_max10,442,PHA/USDT,LONG,1d,2024-12-24 00:00:00+00:00,2024-12-31 00:00:00+00:00,0.2019,0.1564714285714285,0.22500530672893257,0.0025,24.811152419347394,110.26918778070323,110.26918778070323,3.715220125786165,0.0,3.715220125786165,92.17889281230754,10016.639860551266,10016.639860551266,0.0,,10016.639860551266,9924.460967738958,0.25
T5_1D_LONG_max10,443,BCH/USDT,LONG,1d,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,489.4,433.3571428571428,0.11451339833031714,0.0025,25.041599651378164,218.67833822506046,218.67833822506046,-1.0199999999999998,0.0,-1.0199999999999998,-25.54243164440572,9991.097428906862,10016.639860551266,-0.2549999999999841,,9100.279570255903,10016.639860551266,1.25
T5_1D_LONG_max10,444,DOGE/USDT,LONG,1d,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.41525,0.3580271428571428,0.1378033886643159,0.0025,25.041599651378164,181.71976679309824,181.71976679309824,-1.0200000000000005,0.0,-1.0200000000000005,-25.542431644405738,9965.554997262456,10016.639860551266,-0.5099999999999864,,9256.456905404595,10016.639860551268,1.4999999999999996
T5_1D_LONG_max10,446,SUI/USDT,LONG,1d,2025-01-03 00:00:00+00:00,2025-01-23 00:00:00+00:00,4.9843,4.203942857142857,0.1565630365060577,0.0025,25.041599651378164,159.9457969787732,159.9457969787732,-1.0200000000000002,0.0,-1.0200000000000002,-25.54243164440573,9940.01256561805,10016.639860551266,-0.7649999999999885,,9250.965221788749,10016.639860551266,0.25
T5_1D_LONG_max10,447,HBAR/USDT,LONG,1d,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,0.36278,0.30204,0.16742929599206136,0.0025,25.041599651378164,149.5652209668582,149.5652209668582,-1.02,0.0,-1.02,-25.542431644405728,9914.470133973644,10016.639860551266,-1.0199999999999907,,9374.988011111202,10016.639860551266,0.75
T5_1D_LONG_max10,448,LTC/USDT,LONG,1d,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,124.41,108.16142857142856,0.13060502715675137,0.0025,25.041599651378164,191.7353427852619,191.7353427852619,-1.0200000000000005,0.0,-1.0200000000000005,-25.542431644405738,9888.927702329238,10016.639860551266,-1.274999999999993,,9541.180922252057,10016.639860551266,1.0
T5_1D_LONG_max10,449,AAVE/USDT,LONG,1d,2025-01-21 00:00:00+00:00,2025-01-27 00:00:00+00:00,370.8,304.76428571428573,0.17808984435198025,0.0025,24.91388749315614,139.89504895021327,139.89504895021327,-1.0199999999999998,0.0,-1.0199999999999998,-25.412165243019256,9863.51553708622,10016.639860551266,-1.5286994999999857,,9655.663805959251,9965.554997262456,1.255126143330988
T5_1D_LONG_max10,450,XRP/USDT,LONG,1d,2025-01-11 00:00:00+00:00,2025-02-02 00:00:00+00:00,2.5764,2.266,0.12047818661698494,0.0025,25.041599651378164,207.85173112696748,207.85173112696748,-0.0084020618556699,0.0,-0.0084020618556699,-0.21040106923580112,9863.305136016983,10016.639860551266,-1.5308000154639099,,9863.305136016983,10016.639860551266,0.5
T5_1D_LONG_max10,453,ADA/USDT,LONG,1d,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.135,0.9552428571428572,0.15837633731906858,0.0025,24.658262840042457,155.6941097227508,155.6941097227508,-1.0199999999999998,0.0,-1.0199999999999998,-25.1514280968433,9838.15370792014,10016.639860551266,-1.781896475424466,,9528.866848166947,9863.305136016985,0.49999999999999994
T5_1D_LONG_max10,454,XRP/USDT,LONG,1d,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,2.9396,2.4867714285714286,0.15404428202087744,0.0025,24.65826284004246,160.0725617111874,160.0725617111874,-1.02,0.0,-1.02,-25.15142809684331,9813.002279823297,10016.639860551266,-2.0329929353850402,,9663.78798178129,9863.305136016985,0.7499999999999999
T5_1D_LONG_max10,455,HBAR/USDT,LONG,1d,2025-03-01 00:00:00+00:00,2025-03-09 00:00:00+00:00,0.25265,0.2108985714285714,0.16525402165615904,0.0025,24.658262840042457,149.21429804200739,149.21429804200739,-1.0199999999999998,0.0,-1.0199999999999998,-25.1514280968433,9787.850851726454,10016.639860551266,-2.2840893953455965,,9787.850851726454,9863.305136016983,0.25
T5_1D_LONG_max10,456,ZEC/USDT,LONG,1d,2025-04-01 00:00:00+00:00,2025-04-07 00:00:00+00:00,40.64,35.190000000000005,0.13410433070866132,0.0025,24.469627129316137,182.4670911074144,182.4670911074144,-1.0199999999999996,0.0,-1.0199999999999996,-24.95901967190245,9762.891832054553,10016.639860551266,-2.533264967387459,,9762.891832054553,9787.850851726454,0.25
T5_1D_LONG_max10,457,BNB/USDT,LONG,1d,2025-04-22 00:00:00+00:00,2025-05-04 00:00:00+00:00,618.51,586.0285714285714,0.05251560778553077,0.0025,24.40722958013638,464.76144158539324,464.76144158539324,-1.0200000000000016,0.0,-1.0200000000000016,-24.895374171739146,9737.996457882813,10016.639860551266,-2.7818051417206258,,8405.859479965307,9762.891832054553,0.5
T5_1D_LONG_max10,458,ADA/USDT,LONG,1d,2025-04-24 00:00:00+00:00,2025-05-05 00:00:00+00:00,0.7219,0.6455285714285715,0.10579225456632295,0.0025,24.40722958013638,230.7090408479297,230.7090408479297,-0.8017059483726148,0.0,-0.8017059483726148,-19.567421137691372,9718.429036745123,10016.639860551266,-2.9771542948308696,,8617.001099675546,9762.891832054553,1.25
T5_1D_LONG_max10,459,HBAR/USDT,LONG,1d,2025-04-25 00:00:00+00:00,2025-05-05 00:00:00+00:00,0.19258,0.1712714285714285,0.11064789401065277,0.0025,24.40722958013638,220.58467355724406,220.58467355724406,-0.9158836149101636,0.0,-0.9158836149101636,-22.354181657797582,9696.074855087325,10016.639860551266,-3.200324758868775,,8815.231591574993,9762.891832054553,1.5000000000000002
T5_1D_LONG_max10,460,SUI/USDT,LONG,1d,2025-04-23 00:00:00+00:00,2025-05-23 00:00:00+00:00,2.9662,2.572142857142857,0.13284914802007386,0.0025,24.407229580136388,183.72138582663993,183.72138582663993,1.5417024361948946,0.0,1.5417024361948946,37.62868530446436,9733.70354039179,10016.639860551266,-2.8246630017494083,,8634.258309606477,9762.891832054553,1.0
T5_1D_LONG_max10,461,BTC/USDT,LONG,1d,2025-04-22 00:00:00+00:00,2025-05-30 00:00:00+00:00,93442.99,86649.88857142857,0.07269781744539032,0.0025,24.40722958013638,335.7353829565899,335.7353829565899,1.5319406137024285,0.0,1.5319406137024285,37.390426261770195,9771.093966653561,10016.639860551266,-2.451379877045822,,9007.384118824837,9762.891832054554,0.7499999999999999
T5_1D_LONG_max10,463,ADA/USDT,LONG,1d,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,0.7693,0.6877285714285714,0.10603331414458421,0.0025,24.24018713771832,228.60916244365467,228.60916244365467,-1.0200000000000005,0.0,-1.0200000000000005,-24.724990880472696,9746.36897577309,10016.639860551266,-2.6982190489106954,,9211.26829038802,9696.074855087327,1.255168352500819
