timestamp,open,high,low,close,volume
1710460800000,2.0156,2.0332,1.79,1.8879,135415738.5
1710547200000,1.8882,1.9676,1.7154,1.7566,175292131.7
1710633600000,1.7565,1.7757,1.613,1.7363,144456137.2
1710720000000,1.7364,1.7392,1.5989,1.6232,179355757.9
1710806400000,1.6231,1.6752,1.4441,1.6247,295931377.0
1710892800000,1.6247,1.765,1.5483,1.7458,244878049.9
1710979200000,1.7458,1.798,1.6696,1.6843,149134786.4
1711065600000,1.6842,1.6969,1.5615,1.6041,107584385.5
1711152000000,1.6043,1.6374,1.5794,1.5952,68251292.6
1711238400000,1.5951,1.6748,1.5854,1.6707,71911926.2
1711324800000,1.6707,1.7499,1.6478,1.7231,97305073.1
1711411200000,1.7231,1.7558,1.6631,1.7008,89899590.4
1711497600000,1.7008,1.74,1.6263,1.6548,94820086.8
1711584000000,1.6549,1.6963,1.6277,1.6668,63834823.8
1711670400000,1.6668,1.6688,1.608,1.6437,47197255.8
1711756800000,1.6437,1.6775,1.6314,1.6413,38781570.0
1711843200000,1.6413,1.6911,1.6323,1.6616,33158464.0
1711929600000,1.6616,1.6621,1.5306,1.5679,72116446.4
1712016000000,1.5678,1.5678,1.4302,1.4483,132649741.3
1712102400000,1.4483,1.5037,1.4,1.4793,77127875.5
1712188800000,1.4794,1.5114,1.4347,1.4593,62501080.8
1712275200000,1.4593,1.4627,1.383,1.4333,67223824.2
1712361600000,1.4332,1.502,1.4262,1.4871,34570081.5
1712448000000,1.4872,1.532,1.48,1.5287,35263952.7
1712534400000,1.5286,1.5789,1.4915,1.5694,57350901.3
1712620800000,1.5695,1.5915,1.4751,1.4841,78145126.8
1712707200000,1.4839,1.4978,1.4072,1.4662,62140670.8
1712793600000,1.4665,1.482,1.41,1.4183,41790730.4
1712880000000,1.4184,1.4416,1.04,1.1737,205548273.4
1712966400000,1.1737,1.1876,0.8556,1.0314,288973969.5
1713052800000,1.0313,1.1891,0.9953,1.1795,207110317.3
1713139200000,1.1796,1.27,1.1188,1.1526,131614095.6
1713225600000,1.1527,1.1741,1.0906,1.154,94535939.9
1713312000000,1.1541,1.1714,1.079,1.1059,63633586.2
1713398400000,1.1059,1.1664,1.0797,1.1383,56475058.6
1713484800000,1.1385,1.1683,1.0417,1.1196,87265793.4
1713571200000,1.1195,1.2229,1.1067,1.2158,44790317.6
1713657600000,1.2157,1.2292,1.1706,1.1894,37305469.7
1713744000000,1.1894,1.2396,1.1826,1.2092,43770837.5
1713830400000,1.209,1.22,1.1662,1.179,37272305.3
1713916800000,1.1789,1.2028,1.1004,1.1162,70115224.3
1714003200000,1.116,1.1239,1.0666,1.0898,54257536.5
1714089600000,1.0898,1.0941,1.0527,1.0651,45618468.5
1714176000000,1.0652,1.1289,1.0044,1.1255,76538807.1
1714262400000,1.1256,1.1708,1.0956,1.101,70843868.7
1714348800000,1.1013,1.1113,1.0346,1.0578,70534124.8
1714435200000,1.0578,1.0702,0.9676,1.0226,103655678.6
1714521600000,1.0227,1.0579,0.9701,1.0296,119183237.7
1714608000000,1.0295,1.0408,0.9967,1.0286,77072277.3
1714694400000,1.0287,1.0777,1.0166,1.065,82112004.8
1714780800000,1.065,1.0859,1.0571,1.0615,51464874.7
1714867200000,1.0615,1.0949,1.0346,1.0706,58409628.8
1714953600000,1.0706,1.1325,1.0538,1.0603,91108331.9
1715040000000,1.0603,1.0768,1.0249,1.0255,62893316.0
1715126400000,1.0255,1.0457,1.0075,1.0282,75897882.3
