variant,time,event,equity,peak,drawdown_pct,open_positions,long_positions,short_positions,portfolio_heat_pct,effective_cluster_positions,max_same_side,max_per_cluster,max_beta_cluster,cluster_ALT_OTHER,beta_OTHER_BETA,cluster_EXCHANGE,cluster_GAMING,beta_HIGH_CRYPTO_BETA,cluster_BTC_BETA,cluster_L1_L2,cluster_MEME,cluster_DEFI,cluster_AI
ACT3_ATR3,2026-01-05 18:00:00+00:00,exit,10004.584145409115,10720.336771851473,-6.676587141569271,4,1,3,1.0178940979930917,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-01-06 00:00:00+00:00,entry,10004.584145409115,10720.336771851473,-6.676587141569271,5,2,3,1.2678940979930917,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,,1.0,,1.0,
ACT3_ATR3,2026-01-06 12:00:00+00:00,exit,9979.572685045592,10720.336771851473,-6.909895673715349,4,1,3,1.0204452110206435,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-01-10 18:00:00+00:00,entry,9979.572685045592,10720.336771851473,-6.909895673715349,5,2,3,1.2704452110206432,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-12 06:00:00+00:00,exit,9954.623753332979,10720.336771851473,-7.142620934531058,4,1,3,1.0230027178151813,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-01-13 12:00:00+00:00,entry,9954.623753332979,10720.336771851473,-7.142620934531058,5,2,3,1.273002717815181,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,,1.0,,1.0,
ACT3_ATR3,2026-01-16 12:00:00+00:00,exit,9929.737193949646,10720.336771851473,-7.37476438219473,4,1,3,1.0255666344011842,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-01-16 12:00:00+00:00,entry,9929.737193949646,10720.336771851473,-7.37476438219473,5,1,4,1.275566634401184,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,,1.0,,1.0,
ACT3_ATR3,2026-01-17 06:00:00+00:00,exit,9904.912850964773,10720.336771851473,-7.606327471239236,4,1,3,1.0281369768432924,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-01-18 18:00:00+00:00,entry,9904.912850964773,10720.336771851473,-7.606327471239236,5,1,4,1.2781369768432922,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-19 00:00:00+00:00,exit,9961.255620389968,10720.336771851473,-7.080758446456967,4,0,4,1.0191780979424694,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-20 18:00:00+00:00,entry,9961.255620389968,10720.336771851473,-7.080758446456967,5,0,5,1.2691780979424694,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-25 12:00:00+00:00,exit,9935.15348333683,10720.336771851473,-7.3242408818378655,4,0,4,1.0097874957762554,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-25 12:00:00+00:00,entry,9935.15348333683,10720.336771851473,-7.3242408818378655,5,0,5,1.2597874957762554,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-26 18:00:00+00:00,exit,9910.315599628488,10720.336771851473,-7.555930279633269,4,0,4,1.012318291505018,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-27 00:00:00+00:00,entry,9910.315599628488,10720.336771851473,-7.555930279633269,5,0,5,1.2623182915050177,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-01-27 12:00:00+00:00,exit,10009.752718812324,10720.336771851473,-6.628374352053366,4,0,4,0.9941966708091866,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-01-31 12:00:00+00:00,exit,10128.468891206472,10720.336771851473,-5.520982159805612,3,0,3,0.7380616652153011,1.7999999999999998,5,2,2,2.0,3.0,1.0,,,,,,,
ACT3_ATR3,2026-01-31 12:00:00+00:00,entry,10128.468891206472,10720.336771851473,-5.520982159805612,4,0,4,0.9880616652153013,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-01-31 12:00:00+00:00,entry,10128.468891206472,10720.336771851473,-5.520982159805612,5,0,5,1.2380616652153011,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,,,1.0,1.0,
ACT3_ATR3,2026-02-01 06:00:00+00:00,exit,10103.147718978456,10720.336771851473,-5.757179704406093,4,0,4,0.9905380102409035,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,1.0,,
ACT3_ATR3,2026-02-03 12:00:00+00:00,exit,10077.82654675044,10720.336771851473,-5.993377249006575,3,0,3,0.7417705178043227,1.7999999999999998,5,2,2,2.0,3.0,1.0,,,,,,,
ACT3_ATR3,2026-02-03 18:00:00+00:00,exit,10146.050747190839,10720.336771851473,-5.356977461459461,2,0,2,0.4896380797602541,2.0,5,2,2,1.0,2.0,1.0,,,,,,,
ACT3_ATR3,2026-02-05 00:00:00+00:00,entry,10146.050747190839,10720.336771851473,-5.356977461459461,3,0,3,0.7396380797602542,3.0,5,2,2,1.0,2.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-02-05 12:00:00+00:00,entry,10146.050747190839,10720.336771851473,-5.356977461459461,4,0,4,0.9896380797602541,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-02-05 12:00:00+00:00,entry,10146.050747190839,10720.336771851473,-5.356977461459461,5,0,5,1.2396380797602542,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-06 12:00:00+00:00,exit,10347.014638797356,10720.336771851473,-3.4823731847151778,4,0,4,0.9748818680972395,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-06 12:00:00+00:00,exit,10421.174852795326,10720.336771851473,-2.790601875881924,3,0,3,0.7301996337151931,3.0,5,2,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-06 12:00:00+00:00,exit,10395.809725927349,10720.336771851473,-3.027209432228273,2,0,2,0.48798751683028563,2.0,5,2,2,,,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-06 12:00:00+00:00,exit,10370.444599059372,10720.336771851473,-3.263816988574622,1,0,1,0.24459054407636277,1.0,5,2,2,,,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-10 00:00:00+00:00,entry,10370.444599059372,10720.336771851473,-3.263816988574622,2,1,1,0.4945905440763628,2.0,5,2,2,1.0,1.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-10 06:00:00+00:00,exit,10425.786875525506,10720.336771851473,-2.747580627311732,1,0,1,0.24329220586238565,1.0,5,2,2,,,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-11 00:00:00+00:00,entry,10425.786875525506,10720.336771851473,-2.747580627311732,2,0,2,0.4932922058623856,2.0,5,2,2,1.0,1.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-11 06:00:00+00:00,entry,10425.786875525506,10720.336771851473,-2.747580627311732,3,0,3,0.7432922058623856,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-11 06:00:00+00:00,entry,10425.786875525506,10720.336771851473,-2.747580627311732,4,0,4,0.9932922058623856,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-11 06:00:00+00:00,entry,10425.786875525506,10720.336771851473,-2.747580627311732,5,0,5,1.2432922058623856,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-12 00:00:00+00:00,exit,10399.722408336693,10720.336771851473,-2.990711675743446,4,0,4,0.9957816600124167,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-12 06:00:00+00:00,exit,10373.65794114788,10720.336771851473,-3.23384272417516,3,0,3,0.7470273425752618,3.0,5,2,2,1.0,2.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-02-12 12:00:00+00:00,entry,10373.65794114788,10720.336771851473,-3.23384272417516,4,0,4,0.9970273425752619,2.6666666666666665,5,2,2,1.0,2.0,1.0,,2.0,2.0,,,,
ACT3_ATR3,2026-02-13 06:00:00+00:00,exit,10347.72379629501,10720.336771851473,-3.475758117364728,3,0,3,0.7488995915541472,3.0,5,2,2,1.0,2.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-02-13 18:00:00+00:00,entry,10347.72379629501,10720.336771851473,-3.475758117364728,4,0,4,0.9988995915541473,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-02-14 00:00:00+00:00,exit,10321.659329106196,10720.336771851473,-3.7188891657964422,3,0,3,0.7488999693058275,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-14 12:00:00+00:00,exit,10295.594861917383,10720.336771851473,-3.962020214228157,2,0,2,0.4976345422082106,2.0,5,2,2,1.0,1.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-14 12:00:00+00:00,exit,10269.725552426646,10720.336771851473,-4.203330818934745,1,0,1,0.2469893351919569,1.0,5,2,2,,,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-15 00:00:00+00:00,exit,10244.360425558669,10720.336771851473,-4.439938375281095,0,0,0,0.0,0.0,5,2,2,,,,,,,,,,
ACT3_ATR3,2026-02-15 00:00:00+00:00,entry,10244.360425558669,10720.336771851473,-4.439938375281095,1,1,0,0.25,1.0,5,2,2,,,,,1.0,,,1.0,,
ACT3_ATR3,2026-02-15 00:00:00+00:00,entry,10244.360425558669,10720.336771851473,-4.439938375281095,2,2,0,0.5,2.0,5,2,2,,,,,2.0,,,1.0,1.0,
ACT3_ATR3,2026-02-15 06:00:00+00:00,entry,10244.360425558669,10720.336771851473,-4.439938375281095,3,3,0,0.75,3.0,5,2,2,1.0,1.0,,,2.0,,,1.0,1.0,
ACT3_ATR3,2026-02-15 12:00:00+00:00,exit,10218.749524494771,10720.336771851473,-4.678838529342899,2,2,0,0.5012531328320803,2.0,5,2,2,1.0,1.0,,,1.0,,,,1.0,
ACT3_ATR3,2026-02-16 06:00:00+00:00,entry,10218.749524494771,10720.336771851473,-4.678838529342899,3,3,0,0.7512531328320802,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,,,,1.0,
ACT3_ATR3,2026-02-16 18:00:00+00:00,entry,10218.749524494771,10720.336771851473,-4.678838529342899,4,4,0,1.0012531328320802,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-02-17 06:00:00+00:00,exit,10193.202650683534,10720.336771851473,-4.917141433019548,3,3,0,0.7531359727639902,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,,,,1.0,
ACT3_ATR3,2026-02-17 12:00:00+00:00,exit,10167.655776872296,10720.336771851473,-5.155444336696199,2,2,0,0.5037719927960607,2.0,5,2,2,1.0,1.0,,,1.0,,,,1.0,
ACT3_ATR3,2026-02-17 18:00:00+00:00,entry,10167.655776872296,10720.336771851473,-5.155444336696199,3,2,1,0.7537719927960607,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,,,,1.0,
ACT3_ATR3,2026-02-18 18:00:00+00:00,exit,10142.044875808399,10720.336771851473,-5.394344490758003,2,1,1,0.5031533692756406,1.0,5,2,2,2.0,2.0,,,,,,,,
ACT3_ATR3,2026-02-18 18:00:00+00:00,entry,10142.044875808399,10720.336771851473,-5.394344490758003,3,1,2,0.7531533692756405,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,,1.0,,,
ACT3_ATR3,2026-02-18 18:00:00+00:00,entry,10142.044875808399,10720.336771851473,-5.394344490758003,4,1,3,1.0031533692756407,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,,1.0,,1.0,
ACT3_ATR3,2026-02-19 12:00:00+00:00,entry,10142.044875808399,10720.336771851473,-5.394344490758003,5,1,4,1.2531533692756407,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,,1.0,,1.0,
ACT3_ATR3,2026-02-20 06:00:00+00:00,exit,10116.689763618877,10720.336771851473,-5.630858629531113,4,1,3,1.0056675381209432,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-02-20 12:00:00+00:00,exit,10191.342815656193,10720.336771851473,-4.934490095350977,3,0,3,0.7470003236891504,3.0,5,2,2,1.0,2.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-02-20 12:00:00+00:00,entry,10191.342815656193,10720.336771851473,-4.934490095350977,4,1,3,0.9970003236891503,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-02-20 18:00:00+00:00,exit,10165.987703466672,10720.336771851473,-5.171004234124089,3,1,2,0.7500757515655814,3.0,5,2,2,1.0,1.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-02-22 00:00:00+00:00,entry,10165.987703466672,10720.336771851473,-5.171004234124089,4,1,3,1.0000757515655814,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-02-23 00:00:00+00:00,entry,10165.987703466672,10720.336771851473,-5.171004234124089,5,1,4,1.2500757515655814,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-02-23 18:00:00+00:00,exit,10140.50934642753,10720.336771851473,-5.408668008885716,4,0,4,1.001963379530141,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,,,,1.0,
ACT3_ATR3,2026-02-23 18:00:00+00:00,entry,10140.50934642753,10720.336771851473,-5.408668008885716,5,0,5,1.251963379530141,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-02-25 12:00:00+00:00,exit,10115.154234238009,10720.336771851473,-5.645182147658826,4,0,4,1.004436995944992,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-02-25 12:00:00+00:00,exit,10089.739264979342,10720.336771851473,-5.88225463707352,3,0,3,0.7550778079206611,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-27 00:00:00+00:00,entry,10089.739264979342,10720.336771851473,-5.88225463707352,4,1,3,1.0050778079206613,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-02-28 06:00:00+00:00,exit,10064.514916816894,10720.336771851473,-6.117549000480834,3,0,3,0.7569702335044223,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-02-28 06:00:00+00:00,entry,10064.514916816894,10720.336771851473,-6.117549000480834,4,0,4,1.0069702335044222,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,1.0,,
ACT3_ATR3,2026-02-28 18:00:00+00:00,exit,10039.353629524852,10720.336771851473,-6.352255127979624,3,0,3,0.7588674020094457,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-03-02 12:00:00+00:00,entry,10039.353629524852,10720.336771851473,-6.352255127979624,4,1,3,1.0088674020094457,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-03-02 12:00:00+00:00,entry,10039.353629524852,10720.336771851473,-6.352255127979624,5,2,3,1.2588674020094457,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-08 00:00:00+00:00,exit,10014.25524545104,10720.336771851473,-6.586374490159671,4,1,3,1.0113958917387926,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-08 06:00:00+00:00,exit,9989.156861377229,10720.336771851473,-6.82049385233972,3,0,3,0.7626808060396439,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-03-08 12:00:00+00:00,entry,9989.156861377229,10720.336771851473,-6.82049385233972,4,1,3,1.012680806039644,2.0,5,2,2,2.0,2.0,,,2.0,2.0,,,,
ACT3_ATR3,2026-03-08 12:00:00+00:00,entry,9989.156861377229,10720.336771851473,-6.82049385233972,5,1,4,1.262680806039644,2.7777777777777772,5,2,2,2.0,3.0,1.0,,2.0,2.0,,,,
ACT3_ATR3,2026-03-09 06:00:00+00:00,exit,9964.183969223786,10720.336771851473,-7.053442617708865,4,0,4,1.0152188531725752,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-03-09 12:00:00+00:00,exit,9939.211077070344,10720.336771851473,-7.2863913830780085,3,0,3,0.7665133729041647,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-03-10 12:00:00+00:00,entry,9939.211077070344,10720.336771851473,-7.2863913830780085,4,1,3,1.0165133729041647,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-13 00:00:00+00:00,entry,9939.211077070344,10720.336771851473,-7.2863913830780085,5,2,3,1.2665133729041647,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-17 00:00:00+00:00,exit,9913.791937628162,10720.336771851473,-7.523502772236275,4,2,2,1.0133589512684735,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-17 06:00:00+00:00,entry,9913.791937628162,10720.336771851473,-7.523502772236275,5,3,2,1.2633589512684735,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-18 12:00:00+00:00,exit,9889.007457784091,10720.336771851473,-7.75469401530569,4,2,2,1.0158986980135074,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-18 12:00:00+00:00,entry,9889.007457784091,10720.336771851473,-7.75469401530569,5,2,3,1.2658986980135074,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-03-19 12:00:00+00:00,exit,9864.159430091415,10720.336771851473,-7.986478036848002,4,1,3,1.0171853939808204,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-03-19 12:00:00+00:00,exit,9839.311402398738,10720.336771851473,-8.218262058390314,3,0,3,0.7672158973522499,1.7999999999999998,5,2,2,2.0,2.0,,,1.0,1.0,,,,
ACT3_ATR3,2026-03-20 12:00:00+00:00,entry,9839.311402398738,10720.336771851473,-8.218262058390314,4,0,4,1.01721589735225,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-21 12:00:00+00:00,exit,9814.588883754279,10720.336771851473,-8.448875323352041,3,0,3,0.7678826084654491,3.0,5,2,2,1.0,1.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-21 18:00:00+00:00,entry,9814.588883754279,10720.336771851473,-8.448875323352041,4,0,4,1.017882608465449,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-21 18:00:00+00:00,entry,9814.588883754279,10720.336771851473,-8.448875323352041,5,0,5,1.2678826084654489,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-23 06:00:00+00:00,exit,9790.052411544893,10720.336771851473,-8.677753135043659,4,0,4,1.020433692697192,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-27 06:00:00+00:00,exit,9765.515939335508,10720.336771851473,-8.906630946735277,3,0,3,0.7717413150406522,3.0,5,2,2,1.0,1.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-27 06:00:00+00:00,entry,9765.515939335508,10720.336771851473,-8.906630946735277,4,0,4,1.0217413150406522,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-27 06:00:00+00:00,entry,9765.515939335508,10720.336771851473,-8.906630946735277,5,0,5,1.2717413150406522,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-29 00:00:00+00:00,exit,9741.10214948717,10720.336771851473,-9.134364369368438,4,0,4,1.0243020702161927,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-03-29 06:00:00+00:00,entry,9741.10214948717,10720.336771851473,-9.134364369368438,5,0,5,1.2743020702161927,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,1.0,
ACT3_ATR3,2026-04-06 00:00:00+00:00,exit,9799.305543410639,10720.336771851473,-8.591439318018416,4,0,4,1.0157126686770286,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-07 00:00:00+00:00,entry,9799.305543410639,10720.336771851473,-8.591439318018416,5,0,5,1.2657126686770286,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-07 18:00:00+00:00,exit,9774.807279552113,10720.336771851473,-8.819960719723365,4,0,4,1.0182583144631865,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-07 18:00:00+00:00,entry,9774.807279552113,10720.336771851473,-8.819960719723365,5,1,4,1.2682583144631865,2.7777777777777772,5,2,2,2.0,3.0,1.0,,2.0,2.0,,,,
ACT3_ATR3,2026-04-08 18:00:00+00:00,exit,9750.454524178394,10720.336771851473,-9.047124808799952,4,1,3,1.0216657123514825,2.6666666666666665,5,2,2,1.0,2.0,1.0,,2.0,2.0,,,,
ACT3_ATR3,2026-04-09 00:00:00+00:00,exit,9726.017505979515,10720.336771851473,-9.275074907000636,3,0,3,0.7729785847789592,3.0,5,2,2,1.0,2.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-09 06:00:00+00:00,entry,9726.017505979515,10720.336771851473,-9.275074907000636,4,0,4,1.0229785847789592,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-10 12:00:00+00:00,exit,9701.702462214565,10720.336771851473,-9.50188721973314,3,0,3,0.7749158744651221,3.0,5,2,2,1.0,2.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-10 12:00:00+00:00,entry,9701.702462214565,10720.336771851473,-9.50188721973314,4,0,4,1.0249158744651221,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-11 18:00:00+00:00,exit,9677.448206059029,10720.336771851473,-9.728132501683808,3,0,3,0.7768580195139068,3.0,5,2,2,1.0,2.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-12 12:00:00+00:00,entry,9677.448206059029,10720.336771851473,-9.728132501683808,4,0,4,1.0268580195139068,4.0,5,2,2,1.0,2.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-12 12:00:00+00:00,entry,9677.448206059029,10720.336771851473,-9.728132501683808,5,1,4,1.2768580195139068,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-14 00:00:00+00:00,exit,9653.254585543882,10720.336771851473,-9.953812170429591,4,1,3,1.029431598510182,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-15 12:00:00+00:00,entry,9653.254585543882,10720.336771851473,-9.953812170429591,5,2,3,1.2794315985101823,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,1.0,,
ACT3_ATR3,2026-04-16 00:00:00+00:00,exit,9703.340853680038,10720.336771851473,-9.486604197377215,4,1,3,1.0241179248128125,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-16 00:00:00+00:00,entry,9703.340853680038,10720.336771851473,-9.486604197377215,5,2,3,1.2741179248128125,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,,,,1.0
ACT3_ATR3,2026-04-16 06:00:00+00:00,exit,9735.33230488832,10720.336771851473,-9.1881858557792,4,1,3,1.0207525524149208,2.6666666666666665,5,2,2,2.0,3.0,1.0,,1.0,1.0,,,,
ACT3_ATR3,2026-04-16 06:00:00+00:00,entry,9735.33230488832,10720.336771851473,-9.1881858557792,5,2,3,1.2707525524149206,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-16 18:00:00+00:00,exit,9710.91851503998,10720.336771851473,-9.415919278412359,4,2,2,1.0225417271117432,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-17 12:00:00+00:00,entry,9710.91851503998,10720.336771851473,-9.415919278412359,5,3,2,1.2725417271117434,3.571428571428571,5,2,2,2.0,3.0,1.0,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-19 00:00:00+00:00,exit,9686.64121875238,10720.336771851473,-9.642379480216334,4,2,2,1.0251044883325748,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-25 06:00:00+00:00,exit,9661.226249493713,10720.336771851473,-9.87945196963103,3,2,1,0.7647396172645162,3.0,5,2,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-26 00:00:00+00:00,entry,9661.226249493713,10720.336771851473,-9.87945196963103,4,3,1,1.0147396172645162,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-27 00:00:00+00:00,exit,9637.032628978566,10720.336771851473,-10.105131638376811,3,2,1,0.7662386607468665,3.0,5,2,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-27 06:00:00+00:00,entry,9637.032628978566,10720.336771851473,-10.105131638376811,4,2,2,1.0162386607468665,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-27 12:00:00+00:00,exit,9612.879563354832,10720.336771851473,-10.33043300845273,3,1,2,0.7675346935792312,3.0,5,2,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-27 12:00:00+00:00,exit,9588.786981782387,10720.336771851473,-10.555170179356782,2,1,1,0.5182053185944611,2.0,5,2,2,,,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-27 12:00:00+00:00,entry,9588.786981782387,10720.336771851473,-10.555170179356782,3,1,2,0.7682053185944611,3.0,5,2,2,1.0,1.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-27 18:00:00+00:00,entry,9588.786981782387,10720.336771851473,-10.555170179356782,4,1,3,1.018205318594461,2.6666666666666665,5,2,2,2.0,2.0,,,2.0,1.0,1.0,,,
ACT3_ATR3,2026-04-29 12:00:00+00:00,exit,9564.81501432793,10720.336771851473,-10.778782253908387,3,1,2,0.7701306452074798,3.0,5,2,2,1.0,1.0,,,2.0,1.0,1.0,,,
