variant,trade_id,symbol,side,cluster,beta_bucket,entry_time,entry_price,initial_stop,final_stop,net_r,risk_amount,max_same_side,max_per_cluster,max_beta_cluster,equity_before_entry,heat_before_entry_pct,exit_time,pnl_usdt,equity_after_exit,drawdown_pct,open_after_exit
ACT4_ATR3,2824,SUI/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2026-02-11 06:00:00+00:00,0.8939,0.9563857142857144,0.9563857142857144,-1.0,26.20852204475557,5,2,3,10483.408817902227,0.730157815715252,2026-02-12 06:00:00+00:00,-26.20852204475557,10457.200295857472,-0.24999999999999675,4
ACT4_ATR3,2130,BCH/USDT,SHORT,BTC_BETA,HIGH_CRYPTO_BETA,2026-02-12 12:00:00+00:00,496.5,526.1142857142858,526.1142857142858,-1.0,26.143000739643682,5,2,3,10457.200295857472,0.9826143515942375,2026-02-13 06:00:00+00:00,-26.143000739643682,10431.05729511783,-0.49937499999998985,4
ACT4_ATR3,3725,1000SATS/USDT,SHORT,MEME,HIGH_CRYPTO_BETA,2026-02-11 06:00:00+00:00,1.112e-05,1.1917142857142856e-05,1.1917142857142856e-05,-1.0,26.20852204475557,5,2,3,10483.408817902227,0.9801578157152521,2026-02-13 12:00:00+00:00,-26.20852204475557,10404.848773073074,-0.7493749999999866,3
ACT4_ATR3,5396,AEVO/USDT,SHORT,ALT_OTHER,OTHER_BETA,2026-02-11 00:00:00+00:00,0.0254,0.0273428571428571,0.0273428571428571,-1.0,26.20852204475557,5,2,3,10483.408817902227,0.4801578157152519,2026-02-14 12:00:00+00:00,-26.20852204475557,10378.640251028319,-0.9993749999999835,3
ACT4_ATR3,965,XRP/USDT,SHORT,BTC_BETA,HIGH_CRYPTO_BETA,2026-02-05 00:00:00+00:00,1.4415,1.5675,1.5675,-1.0,25.23253149787013,5,2,3,10093.012599148053,0.7446961285906861,2026-02-15 00:00:00+00:00,-25.23253149787013,10353.407719530449,-1.2400651413095627,2
ACT4_ATR3,1401,DOGE/USDT,LONG,MEME,HIGH_CRYPTO_BETA,2026-02-15 00:00:00+00:00,0.11594,0.1088628571428571,0.1088628571428571,-1.0,25.883519298826123,5,2,3,10353.407719530449,0.49371664491611705,2026-02-15 12:00:00+00:00,-25.883519298826123,10327.524200231623,-1.4869649784562904,3
ACT4_ATR3,9886,AWE/USDT,LONG,ALT_OTHER,OTHER_BETA,2026-02-03 00:00:00+00:00,0.06101,0.0551871428571428,0.0876742857142857,4.579244357212952,25.104375294669314,5,2,3,10041.750117867725,0.7488064396074108,2026-02-17 18:00:00+00:00,114.95906890947069,10442.483269141094,-0.39038398169921706,3
ACT4_ATR3,4473,AAVE/USDT,LONG,DEFI,HIGH_CRYPTO_BETA,2026-02-15 00:00:00+00:00,131.39,122.0042857142857,122.0042857142857,-1.0,25.883519298826123,5,2,3,10353.407719530449,0.743716644916117,2026-02-18 18:00:00+00:00,-25.883519298826123,10416.599749842268,-0.6372838188459448,3
ACT4_ATR3,1578,AVAX/USDT,SHORT,L1_L2,HIGH_CRYPTO_BETA,2026-02-18 18:00:00+00:00,8.86,9.3,9.3,-1.0,26.04149937460567,5,2,3,10416.599749842268,0.7482013562755413,2026-02-20 06:00:00+00:00,-26.04149937460567,10390.558250467662,-0.8856906092988268,4
ACT4_ATR3,3496,1000CHEEMS/USDT,SHORT,ALT_OTHER,OTHER_BETA,2026-02-17 06:00:00+00:00,0.000489,0.0005287142857142,0.0005287142857142,-1.0,25.81881050057906,5,2,3,10327.524200231623,0.7455805964071348,2026-02-21 06:00:00+00:00,-25.81881050057906,10364.739439967083,-1.131973196852688,3
ACT4_ATR3,9121,ATOM/USDT,LONG,L1_L2,HIGH_CRYPTO_BETA,2026-02-14 06:00:00+00:00,2.141,2.029571428571429,2.029571428571429,-1.0,26.012121932682685,5,2,3,10404.848773073074,0.7356707483859692,2026-02-24 12:00:00+00:00,-26.012121932682685,10338.7273180344,-1.3800997593526905,4
ACT4_ATR3,3933,1INCH/USDT,SHORT,DEFI,HIGH_CRYPTO_BETA,2026-02-18 18:00:00+00:00,0.092,0.0968285714285714,0.0968285714285714,-1.0,26.04149937460567,5,2,3,10416.599749842268,0.9982013562755412,2026-02-25 12:00:00+00:00,-26.04149937460567,10312.685818659795,-1.6285065498055724,4
