don_n,is_canonical,trades,total_r,avg_r,median_r,win_rate_pct,pf,max_dd_r,best_r,worst_r
10,False,444,12.752287193998669,0.028721367554051056,-0.6851147401450106,25.675675675675674,1.0493070632481087,-59.74057168013664,39.37561837455826,-1.0000000000000016
15,False,355,24.029472312455024,0.06768865440128176,-0.9999999999999996,24.225352112676056,1.103849800553376,-46.13512116966933,39.37561837455826,-1.0000000000000016
20,True,293,52.34649883141511,0.1786569925986864,-0.9999999999999996,24.573378839590443,1.2732888917343057,-31.406412741791463,34.823548181237975,-1.0000000000000016
25,False,276,49.02071309920031,0.17761127934492865,-0.9999999999999997,22.82608695652174,1.2599661239974156,-32.488622176173976,34.823548181237975,-1.000000000000001
30,False,253,61.03998352211738,0.24126475700441652,-0.9999999999999997,22.92490118577075,1.337271163619465,-24.636633709926667,34.823548181237975,-1.000000000000001
40,False,228,67.32518548589557,0.29528590125392795,-0.9999999999999998,25.0,1.4088897537142637,-23.05240004606701,29.22504785343174,-1.0000000000000013
55,False,192,44.63316748827651,0.23246441400144016,-0.9999999999999998,23.4375,1.311155794951238,-22.90599568752875,21.585696765292045,-1.0000000000000029
