symbol,timeframe,side,don_n,entry_time,exit_time,entry_price,exit_price,initial_stop,initial_risk_per_unit,net_r,fee_r,net_r_after_fee,max_favorable_r,chandelier_active
ANKR/USDT,1d,LONG,20,2024-11-11 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.03039,0.04894428571428572,0.02719857142857143,0.003191428571428572,5.813786929274843,0.019044762757385852,5.794742166517457,10.531333930170097,True
APT/USDT,1d,LONG,20,2024-11-11 00:00:00+00:00,2024-11-12 00:00:00+00:00,13.72,11.736571428571429,11.736571428571429,1.983428571428572,-1.0,0.013834629789685967,-1.0138346297896859,0.015125324114087832,False
ARK/USDT,1d,LONG,20,2024-11-11 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.6222,0.6235,0.4975142857142857,0.12468571428571429,0.010426214482127123,0.009980293308890924,0.0004459211732361981,1.4797204399633364,False
AXS/USDT,1d,LONG,20,2024-11-11 00:00:00+00:00,2024-11-13 00:00:00+00:00,5.824,5.178571428571428,5.178571428571428,0.6454285714285717,-1.0000000000000004,0.018046923417441338,-1.0180469234174419,0.23550243470562207,False
NEAR/USDT,1d,LONG,20,2024-11-11 00:00:00+00:00,2024-12-18 00:00:00+00:00,5.562,5.687,4.855285714285714,0.7067142857142859,0.17687487366080448,0.015740448756822314,0.16113442490398217,3.7950272892662205,False
TRX/USDT,1d,LONG,20,2024-11-12 00:00:00+00:00,2024-11-13 00:00:00+00:00,0.1873,0.1776285714285714,0.1776285714285714,0.009671428571428572,-1.0000000000000009,0.038732644017725255,-1.0387326440177262,0.506646971935009,False
AGLD/USDT,1d,LONG,20,2024-11-13 00:00:00+00:00,2024-11-14 00:00:00+00:00,1.996,1.423857142857143,1.423857142857143,0.5721428571428572,-0.9999999999999998,0.006977278401997503,-1.0069772784019972,0.0873907615480646,False
ADA/USDT,1d,LONG,20,2024-11-15 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.7071,0.9919,0.5796142857142856,0.12748571428571429,2.2339757956073516,0.011093007619901389,2.22288278798745,4.857799193186913,True
ALICE/USDT,1d,LONG,20,2024-11-16 00:00:00+00:00,2024-12-19 00:00:00+00:00,1.305,1.0887142857142855,1.0887142857142855,0.21628571428571433,-1.0000000000000004,0.012067371202113604,-1.012067371202114,2.857331571994716,False
AMP/USDT,1d,LONG,20,2024-11-16 00:00:00+00:00,2024-11-29 00:00:00+00:00,0.005227,0.0068105,0.004191285714285714,0.0010357142857142859,1.5288965517241375,0.010093517241379309,1.518803034482758,4.244413793103448,True
ATOM/USDT,1d,LONG,20,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,6.122,8.224428571428572,5.2297142857142855,0.8922857142857146,2.3562279859109827,0.013722062119756639,2.3425059237912262,5.105987832212615,True
AXS/USDT,1d,LONG,20,2024-11-16 00:00:00+00:00,2024-12-09 00:00:00+00:00,6.11,7.731857142857144,5.140857142857143,0.9691428571428574,1.673496462264151,0.012609080188679244,1.6608873820754717,4.378095518867923,True
LTC/USDT,1d,LONG,20,2024-11-16 00:00:00+00:00,2024-11-20 00:00:00+00:00,95.42,82.56857142857143,82.56857142857143,12.851428571428574,-0.9999999999999998,0.014849710982658958,-1.0148497109826586,0.15640284570920446,False
TRX/USDT,1d,LONG,20,2024-11-16 00:00:00+00:00,2024-12-04 00:00:00+00:00,0.2002,0.37,0.1836142857142857,0.01658571428571428,10.237726098191219,0.02414125753660638,10.213584840654613,15.061154177433254,True
1INCH/USDT,1d,LONG,20,2024-11-18 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.3331,0.47862142857142853,0.28247142857142854,0.050628571428571446,2.8742945823927744,0.013158577878103834,2.8611360045146705,5.919582392776522,True
ARB/USDT,1d,LONG,20,2024-11-21 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.7785,0.7799,0.6206857142857143,0.15781428571428574,0.008871186747533696,0.009866026975649495,-0.0009948402281157991,2.9141848465646776,False
DOT/USDT,1d,LONG,20,2024-11-22 00:00:00+00:00,2024-12-19 00:00:00+00:00,6.63,6.941,5.374,1.2560000000000002,0.24761146496815278,0.010557324840764328,0.23705414012738846,3.9960191082802536,False
ICP/USDT,1d,LONG,20,2024-11-22 00:00:00+00:00,2024-12-19 00:00:00+00:00,11.27,10.149,9.309285714285714,1.9607142857142859,-0.5717304189435339,0.011495810564663023,-0.5832262295081969,2.196648451730419,False
ASTR/USDT,1d,LONG,20,2024-11-23 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.0767,0.0724,0.06247142857142858,0.014228571428571425,-0.3022088353413654,0.010781124497991972,-0.31298995983935735,1.286144578313253,False
ATA/USDT,1d,LONG,20,2024-11-23 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.1104,0.1018,0.0901142857142857,0.02028571428571429,-0.42394366197183075,0.01088450704225352,-0.4348281690140843,2.1147887323943655,False
LTC/USDT,1d,LONG,20,2024-11-23 00:00:00+00:00,2024-12-19 00:00:00+00:00,99.5,99.36,81.03142857142856,18.468571428571433,-0.007580445544554484,0.010775061881188116,-0.0183555074257426,2.575185643564356,False
ACM/USDT,1d,LONG,20,2024-11-24 00:00:00+00:00,2024-12-18 00:00:00+00:00,1.738,1.605,1.5495714285714286,0.18842857142857136,-0.7058377558756637,0.018447308567096293,-0.72428506444276,2.504927975739197,False
AI/USDT,1d,LONG,20,2024-11-24 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.6297,0.6331,0.5064714285714286,0.12322857142857144,0.027591003941571653,0.010220032460004637,0.017370971481567014,1.8753767679109665,False
APE/USDT,1d,LONG,20,2024-11-24 00:00:00+00:00,2024-12-19 00:00:00+00:00,1.377,1.161,1.1085714285714285,0.2684285714285714,-0.8046833422032996,0.01025971261309207,-0.8149430548163917,2.9467802022352325,False
ARDR/USDT,1d,LONG,20,2024-11-25 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.11472,0.10856,0.09624285714285714,0.01847714285714286,-0.33338487706819225,0.012417504252358125,-0.34580238132055036,1.3568115045616203,False
AAVE/USDT,1d,LONG,20,2024-11-27 00:00:00+00:00,2024-12-20 00:00:00+00:00,210.52,284.85285714285715,175.31857142857143,35.201428571428565,2.1116431962988518,0.011960878211111565,2.09968231808774,5.3784748995576495,True
AUCTION/USDT,1d,LONG,20,2024-11-27 00:00:00+00:00,2024-12-09 00:00:00+00:00,16.83,14.197142857142856,14.197142857142856,2.632857142857143,-0.9999999999999998,0.012784590341833964,-1.0127845903418338,2.5941399891481285,False
AXL/USDT,1d,LONG,20,2024-11-27 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.9121,0.8567,0.7336428571428572,0.17845714285714287,-0.31043868075568365,0.010222062119756644,-0.3206607428754403,1.2770573166826762,False
UNI/USDT,1d,LONG,20,2024-11-27 00:00:00+00:00,2024-12-19 00:00:00+00:00,13.53,12.726,11.193142857142856,2.3368571428571423,-0.3440518400782486,0.011579655214573912,-0.35563149529282256,2.541875534906468,False
ADX/USDT,1d,LONG,20,2024-11-29 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.2108,0.2342142857142857,0.187,0.023799999999999998,0.9837935174069631,0.017714285714285717,0.9660792316926774,4.050420168067227,True
API3/USDT,1d,LONG,20,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.315,1.9444285714285714,1.9444285714285714,0.3705714285714285,-1.0000000000000002,0.012494217424826525,-1.0124942174248268,1.2413261372397844,False
AR/USDT,1d,LONG,20,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,25.67,20.637142857142862,20.637142857142862,5.032857142857141,-0.9999999999999997,0.010200965086573947,-1.0102009650865735,0.6616520011353959,False
ARPA/USDT,1d,LONG,20,2024-11-30 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.06314,0.052668571428571426,0.052668571428571426,0.010471428571428573,-1.0000000000000002,0.012059481582537517,-1.0120594815825377,1.248158253751705,False
AUDIO/USDT,1d,LONG,20,2024-11-30 00:00:00+00:00,2024-12-19 00:00:00+00:00,0.1887,0.1524,0.1524,0.0363,-1.0,0.010396694214876033,-1.010396694214876,1.584022038567493,False
ALT/USDT,1d,LONG,20,2024-12-01 00:00:00+00:00,2024-12-09 00:00:00+00:00,0.16465,0.13343,0.13343,0.031219999999999994,-1.0000000000000002,0.010547725816784113,-1.0105477258167843,1.4138372837924413,False
AVA/USDT,1d,LONG,20,2024-12-01 00:00:00+00:00,2024-12-13 00:00:00+00:00,0.688,2.6994785714285716,0.5948142857142856,0.09318571428571427,21.585696765292045,0.014766211865705963,21.57093055342634,30.390924421278555,True
ALPINE/USDT,1d,LONG,20,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,1.671,1.4677142857142857,1.4677142857142857,0.20328571428571424,-1.0000000000000002,0.016439915671117362,-1.0164399156711177,1.5298664792691499,False
APT/USDT,1d,LONG,20,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,14.51,12.048571428571428,12.048571428571428,2.461428571428571,-1.0000000000000004,0.011789901334881024,-1.0117899013348814,0.33313987231572856,False
ATM/USDT,1d,LONG,20,2024-12-03 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.363,2.1147142857142858,2.1147142857142858,0.24828571428571417,-1.0000000000000002,0.01903452243958574,-1.019034522439586,1.8406214039125435,False
AMP/USDT,1d,LONG,20,2024-12-04 00:00:00+00:00,2024-12-18 00:00:00+00:00,0.010546,0.008304,0.0077267142857142855,0.0028192857142857143,-0.7952368887762855,0.00748132759057512,-0.8027182163668606,0.8924246262984549,False
ASR/USDT,1d,LONG,20,2024-12-08 00:00:00+00:00,2024-12-09 00:00:00+00:00,2.488,2.2105714285714284,2.2105714285714284,0.27742857142857147,-1.0000000000000004,0.017936148300720905,-1.0179361483007214,0.007209062821833968,False
LINK/USDT,1d,LONG,20,2024-12-12 00:00:00+00:00,2024-12-19 00:00:00+00:00,29.13,22.124142857142857,22.124142857142857,7.005857142857143,-0.9999999999999999,0.008315898941701842,-1.0083158989417018,0.2583552537672563,False
SUI/USDT,1d,LONG,20,2024-12-12 00:00:00+00:00,2024-12-20 00:00:00+00:00,4.6209,3.714157142857143,3.714157142857143,0.9067428571428567,-0.9999999999999999,0.01019230526846484,-1.0101923052684647,0.37397592639274047,False
AGLD/USDT,1d,LONG,20,2024-12-21 00:00:00+00:00,2024-12-22 00:00:00+00:00,2.161,1.7204285714285716,1.7204285714285716,0.44057142857142845,-0.9999999999999999,0.009809987029831392,-1.0098099870298314,0.10440985732814488,False
AGLD/USDT,1d,LONG,20,2024-12-25 00:00:00+00:00,2024-12-29 00:00:00+00:00,2.302,1.738,1.738,0.564,-1.0000000000000002,0.008163120567375889,-1.008163120567376,0.9273049645390075,False
ATA/USDT,1d,LONG,20,2024-12-28 00:00:00+00:00,2024-12-29 00:00:00+00:00,0.2055,0.1629857142857143,0.1629857142857143,0.04251428571428571,-0.9999999999999997,0.009667338709677419,-1.009667338709677,0.011760752688172053,False
AI/USDT,1d,LONG,20,2025-01-02 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.7627,0.6029285714285715,0.6029285714285715,0.15977142857142854,-1.0000000000000002,0.009547389127324753,-1.009547389127325,0.6077432045779685,False
SUI/USDT,1d,LONG,20,2025-01-03 00:00:00+00:00,2025-01-23 00:00:00+00:00,4.9843,4.203942857142857,4.203942857142857,0.7803571428571432,-1.0000000000000002,0.012774407322654458,-1.0127744073226548,0.49259496567505623,False
ARDR/USDT,1d,LONG,20,2025-01-09 00:00:00+00:00,2025-01-13 00:00:00+00:00,0.11224,0.09837714285714287,0.09837714285714287,0.01386285714285714,-0.9999999999999997,0.016192910140148398,-1.0161929101401481,1.1368507831821928,False
XRP/USDT,1d,LONG,20,2025-01-11 00:00:00+00:00,2025-02-02 00:00:00+00:00,2.5764,2.58,2.266,0.31039999999999995,0.011597938144330052,0.01660051546391753,-0.005002577319587477,2.6533505154639174,False
ALGO/USDT,1d,LONG,20,2025-01-15 00:00:00+00:00,2025-01-26 00:00:00+00:00,0.4446,0.3815,0.3673142857142857,0.0772857142857143,-0.8164510166358592,0.011505360443622919,-0.8279563770794821,0.6741219963031418,False
LTC/USDT,1d,LONG,20,2025-01-16 00:00:00+00:00,2025-01-27 00:00:00+00:00,124.41,108.16142857142856,108.16142857142856,16.24857142857143,-1.0000000000000004,0.015313346228239842,-1.0153133462282402,1.0345524881308248,False
AMP/USDT,1d,LONG,20,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.009385,0.007805714285714286,0.007805714285714286,0.001579285714285714,-0.9999999999999998,0.01188511985526911,-1.011885119855269,0.2691090004522841,False
BCH/USDT,1d,LONG,20,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,489.4,433.35714285714283,433.35714285714283,56.04285714285715,-0.9999999999999999,0.01746520520010196,-1.0174652052001019,0.09992352791231239,False
BTC/USDT,1d,LONG,20,2025-01-17 00:00:00+00:00,2025-02-02 00:00:00+00:00,104077.48,96535.08285714284,96535.08285714284,7542.397142857147,-1.0000000000000009,0.027597984574059237,-1.0275979845740602,0.7306059195276683,False
DOGE/USDT,1d,LONG,20,2025-01-17 00:00:00+00:00,2025-01-19 00:00:00+00:00,0.41525,0.3580271428571428,0.3580271428571428,0.057222857142857166,-1.0000000000000004,0.01451343119632514,-1.0145134311963255,0.32906430996604763,False
LINK/USDT,1d,LONG,20,2025-01-17 00:00:00+00:00,2025-02-02 00:00:00+00:00,25.09,21.722857142857144,21.722857142857144,3.367142857142857,-0.9999999999999996,0.014902842596521002,-1.0149028425965205,0.6296139159949091,False
SOL/USDT,1d,LONG,20,2025-01-18 00:00:00+00:00,2025-01-20 00:00:00+00:00,261.97,229.45285714285717,229.45285714285717,32.51714285714287,-0.9999999999999996,0.01611273174589227,-1.0161127317458918,1.0412968983393356,False
AAVE/USDT,1d,LONG,20,2025-01-21 00:00:00+00:00,2025-01-27 00:00:00+00:00,370.8,304.76428571428573,304.76428571428573,66.03571428571429,-0.9999999999999998,0.011230286641427799,-1.0112302866414276,0.02422931314223853,False
ACH/USDT,1d,LONG,20,2025-01-27 00:00:00+00:00,2025-01-28 00:00:00+00:00,0.03857,0.030957142857142857,0.030957142857142857,0.007612857142857143,-1.0,0.010132857947082003,-1.010132857947082,0.010508538187276734,False
ACH/USDT,1d,LONG,20,2025-02-01 00:00:00+00:00,2025-02-03 00:00:00+00:00,0.05125,0.03756428571428571,0.03756428571428571,0.013685714285714285,-1.0000000000000002,0.007489561586638831,-1.007489561586639,0.2462421711899795,False
AUCTION/USDT,1d,LONG,20,2025-02-25 00:00:00+00:00,2025-03-03 00:00:00+00:00,16.14,12.845714285714287,12.845714285714287,3.2942857142857136,-1.0,0.00979878577623591,-1.0097987857762358,0.649609713790113,False
ADA/USDT,1d,LONG,20,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,1.135,0.9552428571428572,0.9552428571428572,0.17975714285714287,-0.9999999999999999,0.01262814909004212,-1.012628149090042,0.22085353254390883,False
XRP/USDT,1d,LONG,20,2025-03-02 00:00:00+00:00,2025-03-03 00:00:00+00:00,2.9396,2.4867714285714286,2.4867714285714286,0.45282857142857136,-1.0,0.012983279702189415,-1.0129832797021894,0.06183355416745542,False
AUCTION/USDT,1d,LONG,20,2025-03-10 00:00:00+00:00,2025-03-22 00:00:00+00:00,19.69,46.49142857142857,15.23,4.460000000000001,6.0092889173606645,0.008829596412556054,6.000459320948108,10.901345291479819,True
ARK/USDT,1d,LONG,20,2025-04-12 00:00:00+00:00,2025-05-06 00:00:00+00:00,0.4847,0.3966,0.36777142857142864,0.11692857142857141,-0.7534514355528408,0.008290531459987784,-0.7617419670128286,0.6397067806963957,False
TRX/USDT,1d,LONG,20,2025-04-12 00:00:00+00:00,2025-06-22 00:00:00+00:00,0.246,0.2635,0.22938571428571428,0.016614285714285717,1.0533104041272578,0.029613069647463453,1.0236973344797944,2.9673258813413588,False
ACH/USDT,1d,LONG,20,2025-04-15 00:00:00+00:00,2025-05-25 00:00:00+00:00,0.02823,0.023012857142857144,0.023012857142857144,0.005217142857142858,-1.0,0.010822015334063526,-1.0108220153340635,0.5654435925520258,False
ARDR/USDT,1d,LONG,20,2025-04-15 00:00:00+00:00,2025-05-06 00:00:00+00:00,0.10223,0.10422,0.07454999999999999,0.027680000000000007,0.07189306358381471,0.007386560693641617,0.0645065028901731,3.087066473988439,False
BNB/USDT,1d,LONG,20,2025-04-22 00:00:00+00:00,2025-05-04 00:00:00+00:00,618.51,586.0285714285714,586.0285714285714,32.48142857142859,-1.0000000000000016,0.038083916083916064,-1.0380839160839177,0.04556449839468761,False
BTC/USDT,1d,LONG,20,2025-04-22 00:00:00+00:00,2025-05-30 00:00:00+00:00,93442.99,103985.48,86649.88857142857,6793.101428571432,1.5519406137024283,0.027511142291202557,1.5244294714112256,2.728799237714057,False
SUI/USDT,1d,LONG,20,2025-04-23 00:00:00+00:00,2025-05-23 00:00:00+00:00,2.9662,3.5816,2.572142857142857,0.39405714285714294,1.5617024361948946,0.015054669373549883,1.5466477668213447,3.381996809744778,False
ADA/USDT,1d,LONG,20,2025-04-24 00:00:00+00:00,2025-05-05 00:00:00+00:00,0.7219,0.6622,0.6455285714285715,0.07637142857142856,-0.7817059483726148,0.018904975682753462,-0.8006109240553683,0.1636737747848868,False
ALPINE/USDT,1d,LONG,20,2025-05-06 00:00:00+00:00,2025-05-07 00:00:00+00:00,1.119,0.944857142857143,0.944857142857143,0.17414285714285707,-0.9999999999999999,0.012851517637407717,-1.0128515176374076,0.22395406070549595,False
AAVE/USDT,1d,LONG,20,2025-05-08 00:00:00+00:00,2025-06-13 00:00:00+00:00,206.28,266.6914285714286,180.35142857142856,25.928571428571438,2.3299173553719017,0.015911404958677683,2.314005950413224,4.594545454545454,True
ADA/USDT,1d,LONG,20,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,0.7693,0.6877285714285714,0.6877285714285714,0.0815714285714286,-1.0000000000000004,0.018861996497373024,-1.0188619964973735,1.1646234676006997,False
BCH/USDT,1d,LONG,20,2025-05-08 00:00:00+00:00,2025-06-05 00:00:00+00:00,421.8,385.0,373.07142857142856,48.728571428571435,-0.7552037525652303,0.017312225153913806,-0.7725159777191442,0.8249780123131043,False
BNB/USDT,1d,LONG,20,2025-05-08 00:00:00+00:00,2025-06-05 00:00:00+00:00,629.17,633.32,604.3185714285714,24.851428571428578,0.16699241204875045,0.05063451368130604,0.11635789836744442,2.7587951253161664,False
LTC/USDT,1d,LONG,20,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,94.99,85.64,84.87571428571428,10.114285714285716,-0.9244350282485869,0.01878333333333333,-0.9432183615819203,1.1923728813559322,False
SOL/USDT,1d,LONG,20,2025-05-08 00:00:00+00:00,2025-05-30 00:00:00+00:00,164.46,156.2,151.31857142857143,13.141428571428564,-0.6285465811501268,0.025029242308946643,-0.6535758234590735,1.7692140450048928,False
AVA/USDT,1d,LONG,20,2025-05-09 00:00:00+00:00,2025-05-25 00:00:00+00:00,0.7035,0.5907857142857144,0.5907857142857144,0.1127142857142857,-0.9999999999999997,0.012482889733840307,-1.01248288973384,0.5704689480354883,False
LINK/USDT,1d,LONG,20,2025-05-09 00:00:00+00:00,2025-05-30 00:00:00+00:00,16.01,14.34857142857143,14.34857142857143,1.6614285714285706,-1.0000000000000002,0.019272570937231313,-1.0192725709372314,1.1857265692175407,False
ALGO/USDT,1d,LONG,20,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,0.2533,0.22322857142857144,0.22322857142857144,0.030071428571428572,-1.0000000000000004,0.016846555819477436,-1.016846555819478,0.2061757719714959,False
ATOM/USDT,1d,LONG,20,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,5.384,4.882428571428571,4.882428571428571,0.5015714285714289,-1.0000000000000007,0.021468527485046983,-1.0214685274850477,0.22927940757618762,False
DOGE/USDT,1d,LONG,20,2025-05-10 00:00:00+00:00,2025-05-11 00:00:00+00:00,0.25063,0.22472857142857144,0.22472857142857144,0.025901428571428572,-1.0000000000000002,0.019352600518449066,-1.0193526005184492,0.3501737355909755,False
DOT/USDT,1d,LONG,20,2025-05-10 00:00:00+00:00,2025-05-15 00:00:00+00:00,5.309,4.821714285714286,4.821714285714286,0.48728571428571443,-0.9999999999999993,0.02179009088243916,-1.0217900908824384,0.18674875403107627,False
ETH/USDT,1d,LONG,20,2025-05-10 00:00:00+00:00,2025-05-18 00:00:00+00:00,2583.23,2337.3757142857144,2337.3757142857144,245.8542857142857,-0.9999999999999998,0.021014317423793418,-1.0210143174237931,0.631552952387593,False
XRP/USDT,1d,LONG,20,2025-05-10 00:00:00+00:00,2025-05-28 00:00:00+00:00,2.4711,2.259528571428571,2.259528571428571,0.2115714285714286,-1.0000000000000007,0.023359486833220793,-1.0233594868332214,0.8687373396353822,False
AXL/USDT,1d,LONG,20,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,0.5105,0.42902857142857137,0.42902857142857137,0.08147142857142857,-1.0000000000000002,0.012532000701385236,-1.0125320007013854,0.1313343854111876,False
ETH/USDT,1d,LONG,20,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,2816.4,2560.0285714285715,2560.0285714285715,256.3714285714287,-0.9999999999999998,0.021971247074556995,-1.0219712470745568,0.2450351053159466,False
UNI/USDT,1d,LONG,20,2025-06-10 00:00:00+00:00,2025-06-13 00:00:00+00:00,8.665,7.299428571428571,7.299428571428571,1.3655714285714284,-0.9999999999999999,0.012690658018621195,-1.012690658018621,0.006590647557276116,False
BCH/USDT,1d,LONG,20,2025-06-13 00:00:00+00:00,2025-08-19 00:00:00+00:00,448.7,549.3785714285715,404.5571428571429,44.142857142857125,2.280744336569582,0.02032944983818771,2.260414886731394,4.20453074433657,True
ASR/USDT,1d,LONG,20,2025-06-23 00:00:00+00:00,2025-07-05 00:00:00+00:00,2.299,2.134,2.058,0.24099999999999994,-0.6846473029045647,0.019078838174273863,-0.7037261410788386,1.6763485477178424,False
AAVE/USDT,1d,LONG,20,2025-07-08 00:00:00+00:00,2025-07-23 00:00:00+00:00,293.0,290.39,257.6171428571429,35.38285714285714,-0.07376453488372132,0.01656169250645995,-0.09032622739018127,1.2712370801033597,False
BNB/USDT,1d,LONG,20,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,668.68,753.835,648.6957142857142,19.98428571428573,4.2610980055758105,0.06692058045607258,4.194177425119738,9.628565301308168,True
BTC/USDT,1d,LONG,20,2025-07-09 00:00:00+00:00,2025-08-01 00:00:00+00:00,111233.99,113297.93,107102.41428571429,4131.575714285712,0.49955274760269336,0.05384579525694628,0.4457069523457471,2.900590677441295,False
ETH/USDT,1d,LONG,20,2025-07-09 00:00:00+00:00,2025-08-02 00:00:00+00:00,2768.74,3397.9849999999997,2546.2714285714283,222.46857142857152,2.8284669423610382,0.024891066474879264,2.803575875886159,5.269328572896331,True
TRX/USDT,1d,LONG,20,2025-07-09 00:00:00+00:00,2025-07-20 00:00:00+00:00,0.2899,0.31294999999999995,0.2815857142857143,0.008314285714285727,2.772336769759441,0.06973539518900333,2.702601374570438,5.352233676975935,True
UNI/USDT,1d,LONG,20,2025-07-09 00:00:00+00:00,2025-07-31 00:00:00+00:00,8.301,9.344,7.159571428571429,1.1414285714285715,0.9137672090112634,0.014544931163954946,0.8992222778473085,2.9655819774718397,False
XRP/USDT,1d,LONG,20,2025-07-09 00:00:00+00:00,2025-07-23 00:00:00+00:00,2.4038,3.0430642857142853,2.2172571428571426,0.18654285714285715,3.4269030479399585,0.02577209373564098,3.4011309542043175,6.737861847143513,True
LINK/USDT,1d,LONG,20,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,15.23,16.07,13.88,1.3499999999999999,0.6222222222222222,0.022562962962962965,0.5996592592592592,3.740740740740742,False
LTC/USDT,1d,LONG,20,2025-07-10 00:00:00+00:00,2025-08-20 00:00:00+00:00,94.85,112.305,87.71857142857142,7.131428571428572,2.4476161858974375,0.026600560897435895,2.4210156250000017,5.516426282051282,True
SOL/USDT,1d,LONG,20,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,164.34,162.71,148.93714285714287,15.402857142857142,-0.10582452235206798,0.021338898163606013,-0.12716342051567397,2.7241699128176595,False
SUI/USDT,1d,LONG,20,2025-07-10 00:00:00+00:00,2025-08-01 00:00:00+00:00,3.4909,3.4592,3.078785714285714,0.41211428571428577,-0.0769204104270656,0.01694141708264004,-0.09386182750970565,2.311737382140876,False
1INCH/USDT,1d,LONG,20,2025-07-11 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.2955,0.2834,0.2584142857142857,0.037085714285714284,-0.326271186440678,0.015936055469953775,-0.3422072419106318,2.5912942989214183,False
ADA/USDT,1d,LONG,20,2025-07-11 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.7094,0.7141,0.6316857142857143,0.07771428571428572,0.06047794117646964,0.018256617647058822,0.04222132352941081,2.932536764705882,False
ALGO/USDT,1d,LONG,20,2025-07-11 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.2182,0.26079285714285716,0.19354285714285716,0.02465714285714286,1.7274044032444962,0.01769872537659328,1.709705677867903,4.777520278099653,True
ARDR/USDT,1d,LONG,20,2025-07-12 00:00:00+00:00,2025-07-24 00:00:00+00:00,0.09156,0.12593357142857142,0.07958571428571429,0.011974285714285712,2.8706156048675733,0.015292770221904086,2.855322834645669,6.258410880458126,True
ARK/USDT,1d,LONG,20,2025-07-12 00:00:00+00:00,2025-07-31 00:00:00+00:00,0.4951,0.4305,0.3860285714285714,0.10907142857142858,-0.5922724296005237,0.009078454485920102,-0.6013508840864439,0.6115258677144726,False
AVA/USDT,1d,LONG,20,2025-07-16 00:00:00+00:00,2025-07-30 00:00:00+00:00,0.6374,0.5686857142857142,0.5686857142857142,0.0687142857142857,-1.0000000000000004,0.018552182952182954,-1.0185521829521833,0.7407484407484417,False
AVAX/USDT,1d,LONG,20,2025-07-17 00:00:00+00:00,2025-08-01 00:00:00+00:00,23.91,21.42,21.42,2.489999999999999,-0.9999999999999998,0.019204819277108442,-1.0192048192771082,1.3935742971887553,False
DOGE/USDT,1d,LONG,20,2025-07-18 00:00:00+00:00,2025-08-01 00:00:00+00:00,0.2358,0.20451428571428573,0.20451428571428573,0.03128571428571427,-1.0000000000000002,0.015073972602739735,-1.01507397260274,1.652511415525114,False
ACH/USDT,1d,LONG,20,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.02702,0.022787142857142853,0.022787142857142853,0.004232857142857144,-1.0000000000000004,0.012766790415119807,-1.0127667904151203,0.3000337495781303,False
ATOM/USDT,1d,LONG,20,2025-07-20 00:00:00+00:00,2025-07-23 00:00:00+00:00,5.174,4.638857142857144,4.638857142857144,0.5351428571428568,-0.9999999999999998,0.019336892685531248,-1.019336892685531,0.26721836625734097,False
1MBABYDOGE/USDT,1d,LONG,20,2025-07-21 00:00:00+00:00,2025-07-23 00:00:00+00:00,0.0016127,0.0013680857142857141,0.0013680857142857141,0.00024461428571428566,-1.0000000000000004,0.013185656719032882,-1.0131856567190334,0.10915143374408759,False
ASR/USDT,1d,LONG,20,2025-07-25 00:00:00+00:00,2025-07-28 00:00:00+00:00,3.103,5.376785714285715,2.697428571428572,0.4055714285714284,5.60637548432547,0.01530186685452625,5.591073617470944,9.039098274040159,True
AXL/USDT,1d,LONG,20,2025-07-25 00:00:00+00:00,2025-07-29 00:00:00+00:00,0.4473,0.3722428571428571,0.3722428571428571,0.07505714285714285,-1.0000000000000004,0.011918918918918919,-1.0119189189189193,0.003996954701180353,False
