param,value,don_n,trades,total_r,avg_r,pf,max_dd_r,win_rate_pct,is_canonical
donchian_n,10,10,444,12.752287193998669,0.028721367554051056,1.0493070632481087,-59.74057168013664,25.675675675675674,False
donchian_n,15,15,355,24.029472312455024,0.06768865440128176,1.103849800553376,-46.13512116966933,24.225352112676056,False
donchian_n,20,20,293,52.34649883141511,0.1786569925986864,1.2732888917343057,-31.406412741791463,24.573378839590443,True
donchian_n,25,25,276,49.02071309920031,0.17761127934492865,1.2599661239974156,-32.488622176173976,22.82608695652174,False
donchian_n,30,30,253,61.03998352211738,0.24126475700441652,1.337271163619465,-24.636633709926667,22.92490118577075,False
donchian_n,40,40,228,67.32518548589557,0.29528590125392795,1.4088897537142637,-23.05240004606701,25.0,False
donchian_n,55,55,192,44.63316748827651,0.23246441400144016,1.311155794951238,-22.90599568752875,23.4375,False
