timeframe,side,start,end,assets,months,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,2024-04-02 00:00:00+00:00,2026-05-12 00:00:00+00:00,51,24,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802901,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
1d,LONG,2024-04-02 00:00:00+00:00,2026-05-12 00:00:00+00:00,51,24,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802901,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
ALL_TF,ALL,2024-04-02 00:00:00+00:00,2026-05-12 00:00:00+00:00,51,24,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802901,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
