timeframe,side,extra_cost_r_per_trade,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,0.0,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802901,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
1d,ALL,0.02,167,66.26767840074876,0.3968124455134657,-1.0199999999999991,0.25149700598802394,1.61925400238985,-31.25201507318789,40.26150343106668,-1.0200000000000016,17,4.2306919546026,1.2120823180428608
1d,ALL,0.05,167,61.25767840074876,0.36681244551346565,-1.0499999999999992,0.25149700598802394,1.5530562529582026,-34.01201507318795,40.231503431066685,-1.0500000000000016,17,4.2306919546026,1.1204459040331296
1d,ALL,0.1,167,52.90767840074875,0.31681244551346555,-1.0999999999999992,0.23952095808383234,1.4519464086035152,-38.6120150731879,40.18150343106668,-1.1000000000000016,17,4.2306919546026,0.9677185473502441
1d,ALL,0.15,167,44.557678400748784,0.2668124455134658,-1.1499999999999992,0.23952095808383234,1.3610357039153076,-43.212015073188226,40.13150343106668,-1.1500000000000015,17,4.2306919546026,0.8149911906673595
1d,ALL,0.2,167,36.20767840074873,0.21681244551346546,-1.1999999999999993,0.23353293413173654,1.2789550228475564,-47.81201507318829,40.08150343106668,-1.2000000000000015,17,4.2306919546026,0.6622638339844733
1d,LONG,0.0,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802901,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
1d,LONG,0.02,167,66.26767840074876,0.3968124455134657,-1.0199999999999991,0.25149700598802394,1.61925400238985,-31.25201507318789,40.26150343106668,-1.0200000000000016,17,4.2306919546026,1.2120823180428608
1d,LONG,0.05,167,61.25767840074876,0.36681244551346565,-1.0499999999999992,0.25149700598802394,1.5530562529582026,-34.01201507318795,40.231503431066685,-1.0500000000000016,17,4.2306919546026,1.1204459040331296
1d,LONG,0.1,167,52.90767840074875,0.31681244551346555,-1.0999999999999992,0.23952095808383234,1.4519464086035152,-38.6120150731879,40.18150343106668,-1.1000000000000016,17,4.2306919546026,0.9677185473502441
1d,LONG,0.15,167,44.557678400748784,0.2668124455134658,-1.1499999999999992,0.23952095808383234,1.3610357039153076,-43.212015073188226,40.13150343106668,-1.1500000000000015,17,4.2306919546026,0.8149911906673595
1d,LONG,0.2,167,36.20767840074873,0.21681244551346546,-1.1999999999999993,0.23353293413173654,1.2789550228475564,-47.81201507318829,40.08150343106668,-1.2000000000000015,17,4.2306919546026,0.6622638339844733
ALL_TF,ALL,0.0,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802901,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
ALL_TF,ALL,0.02,167,66.26767840074876,0.3968124455134657,-1.0199999999999991,0.25149700598802394,1.61925400238985,-31.25201507318789,40.26150343106668,-1.0200000000000016,17,4.2306919546026,1.2120823180428608
ALL_TF,ALL,0.05,167,61.25767840074876,0.36681244551346565,-1.0499999999999992,0.25149700598802394,1.5530562529582026,-34.01201507318795,40.231503431066685,-1.0500000000000016,17,4.2306919546026,1.1204459040331296
ALL_TF,ALL,0.1,167,52.90767840074875,0.31681244551346555,-1.0999999999999992,0.23952095808383234,1.4519464086035152,-38.6120150731879,40.18150343106668,-1.1000000000000016,17,4.2306919546026,0.9677185473502441
ALL_TF,ALL,0.15,167,44.557678400748784,0.2668124455134658,-1.1499999999999992,0.23952095808383234,1.3610357039153076,-43.212015073188226,40.13150343106668,-1.1500000000000015,17,4.2306919546026,0.8149911906673595
ALL_TF,ALL,0.2,167,36.20767840074873,0.21681244551346546,-1.1999999999999993,0.23353293413173654,1.2789550228475564,-47.81201507318829,40.08150343106668,-1.2000000000000015,17,4.2306919546026,0.6622638339844733
