timeframe,side,assets,positive_assets,negative_assets,total_r,top1_asset,top1_r,top3_r,top5_r,top10_r,top1_pct_of_total,top3_pct_of_total,top5_pct_of_total,top10_pct_of_total,top1_pct_of_positive_r,top3_pct_of_positive_r,top5_pct_of_positive_r,top10_pct_of_positive_r
1d,ALL,51,17,34,69.60767840074877,XRP/USDT,39.927072660315204,77.96582344698842,100.51991308272369,125.01282306877735,0.5736015562887342,1.1200750439932752,1.4440923098168204,1.7959631170148693,0.28875988077249054,0.5638630729183964,0.7269783678851667,0.9041155656836382
1d,LONG,51,17,34,69.60767840074877,XRP/USDT,39.927072660315204,77.96582344698842,100.51991308272369,125.01282306877735,0.5736015562887342,1.1200750439932752,1.4440923098168204,1.7959631170148693,0.28875988077249054,0.5638630729183964,0.7269783678851667,0.9041155656836382
ALL_TF,ALL,51,17,34,69.60767840074877,XRP/USDT,39.927072660315204,77.96582344698842,100.51991308272369,125.01282306877735,0.5736015562887342,1.1200750439932752,1.4440923098168204,1.7959631170148693,0.28875988077249054,0.5638630729183964,0.7269783678851667,0.9041155656836382
