timeframe,side,split,start,end,assets,trades,total_r,avg_r,median_r,win_rate,profit_factor,max_dd_r,best_trade_r,worst_trade_r,losing_streak,std_r,t_score
1d,ALL,first_half_by_trade_count,2024-04-02 00:00:00+00:00,2025-01-20 00:00:00+00:00,41,83,91.01969347393688,1.0966228129389985,-0.9999999999999992,0.2891566265060241,2.7972328861652693,-29.211261882230765,40.28150343106668,-1.0000000000000016,15,5.779052933796295,1.728779682952683
1d,ALL,second_half_by_trade_count,2025-01-27 00:00:00+00:00,2026-05-12 00:00:00+00:00,41,84,-21.412015073188122,-0.25490494134747765,-0.9999999999999992,0.2261904761904762,0.6025714296833596,-24.520256092960313,7.056227525335078,-1.0000000000000009,17,1.3724621627458675,-1.702227165820076
1d,ALL,last_100_trades,2024-12-09 00:00:00+00:00,2026-05-12 00:00:00+00:00,45,100,32.08249927798855,0.3208249927798855,-0.9999999999999992,0.26,1.5102471898333538,-29.412015073188122,40.28150343106668,-1.0000000000000009,17,4.368848571014572,0.734346790841919
1d,ALL,last_200_trades,2024-04-02 00:00:00+00:00,2026-05-12 00:00:00+00:00,51,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802906,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
1d,ALL,first_half_by_time,2024-04-02 00:00:00+00:00,2025-01-27 00:00:00+00:00,41,84,90.01969347393688,1.0716630175468675,-0.9999999999999992,0.2857142857142857,2.7430695009894355,-29.211261882230765,40.28150343106668,-1.0000000000000016,15,5.748687253496002,1.7085559470666112
1d,ALL,second_half_by_time,2025-01-28 00:00:00+00:00,2026-05-12 00:00:00+00:00,41,83,-20.412015073188126,-0.24592789244804972,-0.9999999999999992,0.2289156626506024,0.6139672809307771,-24.52025609296031,7.056227525335078,-1.0000000000000009,17,1.3783221189619823,-1.6255341901457934
1d,LONG,first_half_by_trade_count,2024-04-02 00:00:00+00:00,2025-01-20 00:00:00+00:00,41,83,91.01969347393688,1.0966228129389985,-0.9999999999999992,0.2891566265060241,2.7972328861652693,-29.211261882230765,40.28150343106668,-1.0000000000000016,15,5.779052933796295,1.728779682952683
1d,LONG,second_half_by_trade_count,2025-01-27 00:00:00+00:00,2026-05-12 00:00:00+00:00,41,84,-21.412015073188122,-0.25490494134747765,-0.9999999999999992,0.2261904761904762,0.6025714296833596,-24.520256092960313,7.056227525335078,-1.0000000000000009,17,1.3724621627458675,-1.702227165820076
1d,LONG,last_100_trades,2024-12-09 00:00:00+00:00,2026-05-12 00:00:00+00:00,45,100,32.08249927798855,0.3208249927798855,-0.9999999999999992,0.26,1.5102471898333538,-29.412015073188122,40.28150343106668,-1.0000000000000009,17,4.368848571014572,0.734346790841919
1d,LONG,last_200_trades,2024-04-02 00:00:00+00:00,2026-05-12 00:00:00+00:00,51,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802906,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
1d,LONG,first_half_by_time,2024-04-02 00:00:00+00:00,2025-01-27 00:00:00+00:00,41,84,90.01969347393688,1.0716630175468675,-0.9999999999999992,0.2857142857142857,2.7430695009894355,-29.211261882230765,40.28150343106668,-1.0000000000000016,15,5.748687253496002,1.7085559470666112
1d,LONG,second_half_by_time,2025-01-28 00:00:00+00:00,2026-05-12 00:00:00+00:00,41,83,-20.412015073188126,-0.24592789244804972,-0.9999999999999992,0.2289156626506024,0.6139672809307771,-24.52025609296031,7.056227525335078,-1.0000000000000009,17,1.3783221189619823,-1.6255341901457934
ALL_TF,ALL,first_half_by_trade_count,2024-04-02 00:00:00+00:00,2025-01-20 00:00:00+00:00,41,83,91.01969347393688,1.0966228129389985,-0.9999999999999992,0.2891566265060241,2.7972328861652693,-29.211261882230765,40.28150343106668,-1.0000000000000016,15,5.779052933796295,1.728779682952683
ALL_TF,ALL,second_half_by_trade_count,2025-01-27 00:00:00+00:00,2026-05-12 00:00:00+00:00,41,84,-21.412015073188122,-0.25490494134747765,-0.9999999999999992,0.2261904761904762,0.6025714296833596,-24.520256092960313,7.056227525335078,-1.0000000000000009,17,1.3724621627458675,-1.702227165820076
ALL_TF,ALL,last_100_trades,2024-12-09 00:00:00+00:00,2026-05-12 00:00:00+00:00,45,100,32.08249927798855,0.3208249927798855,-0.9999999999999992,0.26,1.5102471898333538,-29.412015073188122,40.28150343106668,-1.0000000000000009,17,4.368848571014572,0.734346790841919
ALL_TF,ALL,last_200_trades,2024-04-02 00:00:00+00:00,2026-05-12 00:00:00+00:00,51,167,69.60767840074875,0.4168124455134656,-0.9999999999999992,0.25748502994011974,1.6659700289802906,-29.412015073188158,40.28150343106668,-1.0000000000000016,17,4.2306919546026,1.2731732607160147
ALL_TF,ALL,first_half_by_time,2024-04-02 00:00:00+00:00,2025-01-27 00:00:00+00:00,41,84,90.01969347393688,1.0716630175468675,-0.9999999999999992,0.2857142857142857,2.7430695009894355,-29.211261882230765,40.28150343106668,-1.0000000000000016,15,5.748687253496002,1.7085559470666112
ALL_TF,ALL,second_half_by_time,2025-01-28 00:00:00+00:00,2026-05-12 00:00:00+00:00,41,83,-20.412015073188126,-0.24592789244804972,-0.9999999999999992,0.2289156626506024,0.6139672809307771,-24.52025609296031,7.056227525335078,-1.0000000000000009,17,1.3783221189619823,-1.6255341901457934
