consec_n,n,avg_r,pf,win_rate,total_r,pass
4,430,0.26635044481564896,1.5970837293875237,0.45348837209302323,114.53069127072905,True
5,179,0.4695671176267374,2.3076771502374767,0.5139664804469274,84.052514055186,True
6,71,0.48439219450678117,2.2614430119283946,0.5211267605633803,34.39184580998146,True
